Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Dentoglobigerina spp.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinella spp.,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) praemargaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Mutabella mirabilis,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina praeatlantica,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri (S),Paragloborotalia mayeri (D),Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa (S),Paragloborotalia pseudocontinuosa (D),Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera (S),Paragloborotalia semivera (D),Paragloborotalia semivera,Paragloborotalia siakensis,Paragloborotalia siakensis (S),Paragloborotalia siakensis (D),Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella angustiumbilicata,Tenuitella clemenciae,Tenuitella gemma,Tenuitella munda,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group
321-U1338A-9H-6-W 118/120-FORAM48,321,U1338,A,9,9-6,H,6,W,118/120-FORAM48,0,0,77.88,77.88,G [320_PF],48,PL1,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,P [320_PFs],,,,P [320_PFs],,,,,,,,,,R [320_PFs],,,,,,,,,,P [320_PFs],,,,R [320_PFs],,R [320_PFs],P [320_PFs],,R [320_PFs],,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,A [320_PFs],R [320_PFs],,,,,,,,,,,P [320_PFs],,,,,F [320_PFs],,R [320_PFs],A [320_PFs],,R [320_PFs],,P [320_PFs],P [320_PFs],,P [320_PFs],,,,,,R [320_PFs],,,,P [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,P [320_PFs],A [320_PFs],,,,,,,,,
321-U1338A-9H-CC-PAL,321,U1338,A,9,9-CC,H,CC,PAL,,0,0,79.09,79.09,M [320_PF],71,PL1,slightly infilled,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,R [320_PFs],,R [320_PFs],,F [320_PFs],,R [320_PFs],,,R [320_PFs],,A [320_PFs],,R [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],P [320_PFs],P [320_PFs],,,,,,,,,,R [320_PFs],,,,,F [320_PFs],,R [320_PFs],A [320_PFs],,R [320_PFs],,,,,P [320_PFs],,,,,,R [320_PFs],,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],A [320_PFs],,,,,,,,,
321-U1338A-10H-3-W 47/49-FORAM74,321,U1338,A,10,10-3,H,3,W,47/49-FORAM74,0,0,82.17,82.17,G [320_PF],61,PL1,,,,,,,,,,,,,R [320_PFs],,,,,,,,P [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],,,,,R [320_PFs],,R [320_PFs],,,,A [320_PFs],,F [320_PFs],R [320_PFs],,F [320_PFs],,A [320_PFs],,,R [320_PFs],,,F [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,P [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],,R [320_PFs],R [320_PFs],,R [320_PFs],,R [320_PFs],P [320_PFs],,P [320_PFs],,,,,,R [320_PFs],,,,P [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,A [320_PFs],,,,,,,,,
321-U1338A-10H-6-W 108/110-FORAM75,321,U1338,A,10,10-6,H,6,W,108/110-FORAM75,0,0,87.28,87.28,M [320_PF],21,M14,infilled,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,P [320_PFs],,,,A [320_PFs],,R [320_PFs],,,R [320_PFs],,F [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,A [320_PFs],,,,,,,,,,,,,,,,,F [320_PFs],,,,,R [320_PFs],,P [320_PFs],P [320_PFs],,,,,,,,P [320_PFs],,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-10H-CC-PAL,321,U1338,A,10,10-CC,H,CC,PAL,,0,0,88.73,88.73,M [320_PF],32,M14,slightly colored: abnormal form of G. menardii,,,,,,,,,,,,R [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,P [320_PFs],,R [320_PFs],,A [320_PFs],,,,,A [320_PFs],,R [320_PFs],,,,R [320_PFs],,P [320_PFs],,,,,,,,,,,P [320_PFs],,,,,,,,P [320_PFs],,,,A [320_PFs],,R [320_PFs],,,,,,,,,,,,,,P [320_PFs],F [320_PFs],,,,,R [320_PFs],,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,R [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,A [320_PFs],,,,,,,,,
321-U1338A-11H-3-W 100/102-FORAM41,321,U1338,A,11,11-3,H,3,W,100/102-FORAM41,0,0,92.2,92.2,M [320_PF],18,M14,,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,F [320_PFs],,F [320_PFs],,R [320_PFs],,,R [320_PFs],,P [320_PFs],,,,R [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],,,,,P [320_PFs],,P [320_PFs],P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-11H-5-W 65/67-FORAM42,321,U1338,A,11,11-5,H,5,W,65/67-FORAM42,0,0,94.85,94.85,M [320_PF],14,M14,"infilled, encrusted",,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,R [320_PFs],,R [320_PFs],,F [320_PFs],,R [320_PFs],,,F [320_PFs],,P [320_PFs],,,,P [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,A [320_PFs],,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,R [320_PFs],,R [320_PFs],,,,,,,,,,P [320_PFs],,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,D [320_PFs],,,,,,,,,
321-U1338A-11H-CC-PAL,321,U1338,A,11,11-CC,H,CC,PAL,,0,0,97.05,97.05,G [320_PF],54,M14,,,,,,,,,,,,,A [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,P [320_PFs],,,,,R [320_PFs],,P [320_PFs],,R [320_PFs],,A [320_PFs],,,,,F [320_PFs],,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,P [320_PFs],,,,A [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,R [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,P [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-12H-2-W 61/63-FORAM15,321,U1338,A,12,12-2,H,2,W,61/63-FORAM15,0,0,99.81,99.81,P [320_PF],38,M14,surface dissolution,,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,F [320_PFs],,F [320_PFs],,,F [320_PFs],,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,A [320_PFs],,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,,,R [320_PFs],P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,R [320_PFs],,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-12H-4-W 58/60-FORAM18,321,U1338,A,12,12-4,H,4,W,58/60-FORAM18,0,0,102.78,102.78,G [320_PF],55,M14,,,,,,,,,,,,,F [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,R [320_PFs],,F [320_PFs],,R [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],P [320_PFs],,,,,,R [320_PFs],,,P [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,,,R [320_PFs],,R [320_PFs],P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,F [320_PFs],F [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],D [320_PFs],,,,,,,,,
321-U1338A-12H-CC-PAL,321,U1338,A,12,12-CC,H,CC,PAL,,0,0,107.64,107.64,G [320_PF],58,M14,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,R [320_PFs],,R [320_PFs],,A [320_PFs],,,,,F [320_PFs],,F [320_PFs],,,,R [320_PFs],,F [320_PFs],,,,,,,,,,,,,,,P [320_PFs],,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],A [320_PFs],,R [320_PFs],,,P [320_PFs],,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-13H-2-W 105/107-FORAM66,321,U1338,A,13,13-2,H,2,W,105/107-FORAM66,0,0,109.75,109.75,M [320_PF],3,M13b,,,,,,,,,,,,,R [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,P [320_PFs],,P [320_PFs],,F [320_PFs],,F [320_PFs],,,R [320_PFs],,F [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,A [320_PFs],,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],R [320_PFs],,P [320_PFs],,,P [320_PFs],,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-13H-5-W 44/46-FORAM67,321,U1338,A,13,13-5,H,5,W,44/46-FORAM67,0,0,113.64,113.64,M [320_PF],26,M13b,dissolution,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,R [320_PFs],,R [320_PFs],,F [320_PFs],,R [320_PFs],,,F [320_PFs],,R [320_PFs],,,,R [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,A [320_PFs],,,R [320_PFs],,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,R [320_PFs],,R [320_PFs],P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,
321-U1338A-13H-CC-PAL,321,U1338,A,13,13-CC,H,CC,PAL,,0,0,117.09,117.09,G [320_PF],49,M13b,,,,,,,,,,,,,A [320_PFs],P [320_PFs],P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],R [320_PFs],,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,P [320_PFs],,,,P [320_PFs],,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,
321-U1338A-14H-2-W 50/52-FORAM23,321,U1338,A,14,14-2,H,2,W,50/52-FORAM23,0,0,118.7,118.7,G [320_PF],31,M13b,diatom rich,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,R [320_PFs],,R [320_PFs],,,,,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,A [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,
321-U1338A-14H-4-W 49/51-FORAM24,321,U1338,A,14,14-4,H,4,W,49/51-FORAM24,0,0,121.69,121.69,M [320_PF],25,M13b,,,,,,,,,,,,,A [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,R [320_PFs],,R [320_PFs],,F [320_PFs],,R [320_PFs],,,R [320_PFs],,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,,P [320_PFs],,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-14H-CC-PAL,321,U1338,A,14,14-CC,H,CC,PAL,,0,0,126.8,126.8,M [320_PF],10,M13b,surface dissolution,,,,,,,,,,,,P [320_PFs],,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,A [320_PFs],,,,,R [320_PFs],,F [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,R [320_PFs],A [320_PFs],,,,,R [320_PFs],,,P [320_PFs],,,,,,,,P [320_PFs],,,,R [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D [320_PFs],,,,,,,,,
321-U1338A-15H-2-W 58/60-FORAM59,321,U1338,A,15,15-2,H,2,W,58/60-FORAM59,0,0,128.28,128.28,M [320_PF],24,M13b,slightly colored,,,,,,,,,,,,A [320_PFs],P [320_PFs],R [320_PFs],,,,,,P [320_PFs],,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,F [320_PFs],,R [320_PFs],,,R [320_PFs],,R [320_PFs],,,,P [320_PFs],,A [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-15H-4-W 118/120-FORAM61,321,U1338,A,15,15-4,H,4,W,118/120-FORAM61,0,0,131.88,131.88,M [320_PF],45,M13b,,,,,,,,,,,,,F [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,F [320_PFs],,R [320_PFs],,,R [320_PFs],,R [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],F [320_PFs],,,,,R [320_PFs],,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-15H-CC-PAL,321,U1338,A,15,15-CC,H,CC,PAL,,0,0,135.68,135.68,G [320_PF],25,M13b,,,,,,,,,,,,,A [320_PFs],R [320_PFs],,,,,,,P [320_PFs],,,,,,,,,,,,R [320_PFs],,R [320_PFs],,,P [320_PFs],,,,,,,R [320_PFs],,R [320_PFs],,A [320_PFs],,R [320_PFs],,,P [320_PFs],,R [320_PFs],,,,P [320_PFs],,A [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,P [320_PFs],R [320_PFs],A [320_PFs],,,,,P [320_PFs],,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-16H-2-W 45/47-FORAM66,321,U1338,A,16,16-2,H,2,W,45/47-FORAM66,0,0,137.65,137.65,M [320_PF],31,M13b,surface dissolution,,,,,,,,,,,,D [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],,,,,R [320_PFs],,R [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,F [320_PFs],,,,,R [320_PFs],,P [320_PFs],,,,,,,,,P [320_PFs],P [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,,,,,,,
321-U1338A-16H-4-W 44/46-FORAM72,321,U1338,A,16,16-4,H,4,W,44/46-FORAM72,0,0,140.64,140.64,P [320_PF],38,M13b,dissolution,,,,,,,,,,,,D [320_PFs],R [320_PFs],R [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,F [320_PFs],,P [320_PFs],,,,,F [320_PFs],,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,R [320_PFs],,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],R [320_PFs],,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,
321-U1338A-16H-CC-PAL,321,U1338,A,16,16-CC,H,CC,PAL,,0,0,145.69,145.69,M [320_PF],36,M13b,,,,,,,,,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,,,,,R [320_PFs],,A [320_PFs],,F [320_PFs],,A [320_PFs],P [320_PFs],,F [320_PFs],,F [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,P [320_PFs],,,,A [320_PFs],,,P [320_PFs],,,,,,,,,,,,,R [320_PFs],R [320_PFs],,,,,,,P [320_PFs],P [320_PFs],,,,,,,,P [320_PFs],,,,R [320_PFs],,P [320_PFs],,P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,
321-U1338A-17H-2-W 71/73-FORAM65,321,U1338,A,17,17-2,H,2,W,71/73-FORAM65,0,0,147.41,147.41,M [320_PF],8,M13b,infilled,,,,,,,,,,,,A [320_PFs],,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,A [320_PFs],,P [320_PFs],,,R [320_PFs],,P [320_PFs],,,,,,A [320_PFs],,,,,,,P [320_PFs],,,,,,,,,,,,P [320_PFs],,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],P [320_PFs],,,,,P [320_PFs],,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,
321-U1338A-17H-4-W 22/24-FORAM79,321,U1338,A,17,17-4,H,4,W,22/24-FORAM79,0,0,149.92,149.92,M [320_PF],4,M13b,,,,,,,,,,,,,A [320_PFs],,P [320_PFs],,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,P [320_PFs],,A [320_PFs],,R [320_PFs],,,F [320_PFs],,P [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,P [320_PFs],,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-17H-CC-PAL,321,U1338,A,17,17-CC,H,CC,PAL,,0,0,155.26,155.26,M [320_PF],10,M13b,surface dissolution,,,,,,,,R [320_PFs],,,,F [320_PFs],P [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,R [320_PFs],,,,,P [320_PFs],,,,,,,,,R [320_PFs],,R [320_PFs],,R [320_PFs],,,,,R [320_PFs],,,,,,D [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,P [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,P [320_PFs],,,,,,,,,P [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,,
321-U1338A-18H-2-W 51/53-FORAM21,321,U1338,A,18,18-2,H,2,W,51/53-FORAM21,0,0,156.71,156.71,M [320_PF],0,M13b,encrusted,,,,,,,,,,,,A [320_PFs],R [320_PFs],R [320_PFs],,,,,,R [320_PFs],,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,A [320_PFs],,A [320_PFs],,,F [320_PFs],,A [320_PFs],,,,,,F [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,,,,,R [320_PFs],,,P [320_PFs],,,,,,,,,,,,,P [320_PFs],,,,,,,,,P [320_PFs],,P [320_PFs],,,,,,P [320_PFs],,,,,,P [320_PFs],,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1338A-18H-4-W 53/55-FORAM24,321,U1338,A,18,18-4,H,4,W,53/55-FORAM24,0,0,159.73,159.73,M [320_PF],3,M13b,encrusted,,,,,,,,,,,,R [320_PFs],,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,R [320_PFs],,A [320_PFs],,F [320_PFs],,,F [320_PFs],,F [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,,,,,,,A [320_PFs],,,A [320_PFs],,,,,,,,,,,,P [320_PFs],R [320_PFs],R [320_PFs],,,,,,,,P [320_PFs],R [320_PFs],P [320_PFs],,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_PFs],,,,,,,,,
321-U1338A-18H-CC-PAL,321,U1338,A,18,18-CC,H,CC,PAL,,0,0,164.6,164.6,G [320_PF],31,M13b,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,,,,,,,,,,,,,P [320_PFs],,R [320_PFs],,,,,,,,,,,,R [320_PFs],,A [320_PFs],,F [320_PFs],,,R [320_PFs],,A [320_PFs],,,,,,A [320_PFs],,,,,,,,,,,,,,,,,P [320_PFs],,P [320_PFs],,,,A [320_PFs],,,,,,,,,,,,,,,,P [320_PFs],,,,,,,,P [320_PFs],P [320_PFs],,P [320_PFs],,,,,,,,,,,,P [320_PFs],,R [320_PFs],R [320_PFs],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_PFs],,,,,,,,,
