Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],,Preservation,Group abundance,Agglutinated,Elongated,Planispiral,Trochospiral,Tapered,Comments,File Data
342-U1406A-2H-2-W 100/102-PAL,342,U1406,A,2,2-2,H,2,W,100/102-PAL,0,2,8.7,8.72,8.71,VG [P21],P [A60],R [A60],R [A60],A [A60],A [A60],P [A60],,
342-U1406A-2H-4-W 100/102-PAL,342,U1406,A,2,2-4,H,4,W,100/102-PAL,0,2,11.7,11.72,11.71,VG [P21],P [A60],P [A60],R [A60],A [A60],A [A60],P [A60],,
342-U1406A-2H-5-W 100/102-PAL,342,U1406,A,2,2-5,H,5,W,100/102-PAL,0,2,13.2,13.22,13.21,VG [P21],P [A60],F [A60],A [A60],A [A60],A [A60],A [A60],,
342-U1406A-3H-4-W 100/102-PAL,342,U1406,A,3,3-4,H,4,W,100/102-PAL,0,2,21.08,21.1,21.09,VG [P21],P [A60],A [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-3H-6-W 100/102-PAL,342,U1406,A,3,3-6,H,6,W,100/102-PAL,0,2,24.08,24.1,24.09,VG [P21],P [A60],F [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-4H-2-W 100/102-PAL,342,U1406,A,4,4-2,H,2,W,100/102-PAL,0,2,27.7,27.72,27.71,VG [P21],A [A60],A [A60],A [A60],A [A60],D [A60],A [A60],,
342-U1406A-4H-4-W 100/102-PAL,342,U1406,A,4,4-4,H,4,W,100/102-PAL,0,2,30.7,30.72,30.71,VG [P21],P [A60],A [A60],D [A60],R [A60],A [A60],F [A60],,
342-U1406A-5H-2-W 100/102-PAL,342,U1406,A,5,5-2,H,2,W,100/102-PAL,0,2,37.2,37.22,37.21,VG [P21],A [A60],A [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-5H-4-W 100/102-PAL,342,U1406,A,5,5-4,H,4,W,100/102-PAL,0,2,40.2,40.22,40.21,VG [P21],P [A60],R [A60],D [A60],F [A60],D [A60],F [A60],,
342-U1406A-6H-2-W 100/102-PAL,342,U1406,A,6,6-2,H,2,W,100/102-PAL,0,2,46.7,46.72,46.71,VG [P21],R [A60],A [A60],A [A60],F [A60],A [A60],A [A60],,
342-U1406A-6H-4-W 100/102-PAL,342,U1406,A,6,6-4,H,4,W,100/102-PAL,0,2,49.7,49.72,49.71,VG [P21],R [A60],F [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-7H-2-W 110/112-FORAM,342,U1406,A,7,7-2,H,2,W,110/112-FORAM,0,2,56.3,56.32,56.31,G [P21],R [A60],A [A60],A [A60],R [A60],D [A60],A [A60],,
342-U1406A-7H-4-W 110/112-FORAM,342,U1406,A,7,7-4,H,4,W,110/112-FORAM,0,2,59.3,59.32,59.31,VG [P21],R [A60],F [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-8H-2-W 100/102-FORAM,342,U1406,A,8,8-2,H,2,W,100/102-FORAM,0,2,65.7,65.72,65.71,G [P21],D [A60],F [A60],A [A60],R [A60],D [A60],D [A60],,
342-U1406A-8H-4-W 100/102-FORAM,342,U1406,A,8,8-4,H,4,W,100/102-FORAM,0,2,68.7,68.72,68.71,G [P21],P [A60],A [A60],A [A60],R [A60],A [A60],D [A60],,
342-U1406A-8H-6-W 100/102-FORAM,342,U1406,A,8,8-6,H,6,W,100/102-FORAM,0,2,71.7,71.72,71.71,G [P21],P [A60],F [A60],A [A60],A [A60],A [A60],D [A60],,
342-U1406A-9H-2-W 100/102-FORAM,342,U1406,A,9,9-2,H,2,W,100/102-FORAM,0,2,75.2,75.22,75.21,VG [P21],P [A60],R [A60],A [A60],A [A60],D [A60],A [A60],,
342-U1406A-9H-4-W 100/102-FORAM,342,U1406,A,9,9-4,H,4,W,100/102-FORAM,0,2,78.21,78.23,78.22,VG [P21],R [A60],A [A60],D [A60],B [A60],D [A60],A [A60],,
342-U1406A-9H-6-W 88/90-FORAM,342,U1406,A,9,9-6,H,6,W,88/90-FORAM,0,2,81.11,81.13,81.12,VG [P21],R [A60],A [A60],F [A60],F [A60],D [A60],A [A60],,
342-U1406A-10H-4-W 100/102-FORAM,342,U1406,A,10,10-4,H,4,W,100/102-FORAM,0,2,87.7,87.72,87.71,VG [P21],R [A60],A [A60],A [A60],R [A60],D [A60],A [A60],,
342-U1406A-10H-6-W 100/102-FORAM,342,U1406,A,10,10-6,H,6,W,100/102-FORAM,0,2,90.7,90.72,90.71,VG [P21],R [A60],A [A60],A [A60],A [A60],D [A60],A [A60],,
342-U1406A-11H-4-W 100/102-FORAM,342,U1406,A,11,11-4,H,4,W,100/102-FORAM,0,2,97.2,97.22,97.21,VG [P21],A [A60],R [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-11H-6-W 100/102-FORAM,342,U1406,A,11,11-6,H,6,W,100/102-FORAM,0,2,100.21,100.23,100.22,M [P21],R [A60],B [A60],A [A60],B [A60],D [A60],A [A60],,
342-U1406A-12H-2-W 90/92-FORAM,342,U1406,A,12,12-2,H,2,W,90/92-FORAM,0,2,103.6,103.62,103.61,G [P21],R [A60],A [A60],F [A60],R [A60],D [A60],D [A60],,
342-U1406A-12H-4-W 100/102-FORAM,342,U1406,A,12,12-4,H,4,W,100/102-FORAM,0,2,106.7,106.72,106.71,VG [P21],R [A60],F [A60],A [A60],A [A60],D [A60],A [A60],,
342-U1406A-13H-2-W 100/102-FORAM,342,U1406,A,13,13-2,H,2,W,100/102-FORAM,0,2,113.2,113.22,113.21,VG [P21],A [A60],A [A60],F [A60],R [A60],D [A60],A [A60],,
342-U1406A-13H-4-W 100/102-FORAM,342,U1406,A,13,13-4,H,4,W,100/102-FORAM,0,2,116.21,116.23,116.22,VG [P21],A [A60],A [A60],D [A60],F [A60],D [A60],A [A60],,
342-U1406A-14H-2-W 100/102-FORAM,342,U1406,A,14,14-2,H,2,W,100/102-FORAM,0,2,122.7,122.72,122.71,VG [P21],A [A60],A [A60],F [A60],R [A60],D [A60],A [A60],,
342-U1406A-14H-4-W 100/102-FORAM,342,U1406,A,14,14-4,H,4,W,100/102-FORAM,0,2,125.7,125.72,125.71,G [P21],A [A60],A [A60],A [A60],A [A60],D [A60],F [A60],,
342-U1406A-15H-2-W 100/102-PAL,342,U1406,A,15,15-2,H,2,W,100/102-PAL,0,2,132.2,132.22,132.21,VG [P21],A [A60],A [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-15H-4-W 100/102-PAL,342,U1406,A,15,15-4,H,4,W,100/102-PAL,0,2,135.23,135.25,135.24,VG [P21],A [A60],A [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-16H-2-W 100/102-PAL,342,U1406,A,16,16-2,H,2,W,100/102-PAL,0,2,141.7,141.72,141.71,G [P21],R [A60],R [A60],A [A60],F [A60],D [A60],D [A60],,
342-U1406A-16H-4-W 100/102-PAL,342,U1406,A,16,16-4,H,4,W,100/102-PAL,0,2,144.7,144.72,144.71,G [P21],D [A60],F [A60],A [A60],R [A60],A [A60],D [A60],,
342-U1406A-16H-6-W 80/82-PAL,342,U1406,A,16,16-6,H,6,W,80/82-PAL,0,2,147.5,147.52,147.51,VG [P21],A [A60],F [A60],A [A60],A [A60],D [A60],A [A60],,
342-U1406A-17H-3-W 46/48-PAL,342,U1406,A,17,17-3,H,3,W,46/48-PAL,0,2,151.56,151.58,151.57,M [P21],P [A60],A [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-17H-5-W 91/93-PAL,342,U1406,A,17,17-5,H,5,W,91/93-PAL,0,2,155.01,155.03,155.02,VG [P21],P [A60],A [A60],F [A60],F [A60],A [A60],D [A60],,
342-U1406A-18H-2-W 45/47-PAL,342,U1406,A,18,18-2,H,2,W,45/47-PAL,0,2,159.09,159.11,159.10,VG [P21],A [A60],R [A60],A [A60],P [A60],D [A60],D [A60],,
342-U1406A-18H-4-W 60/62-PAL,342,U1406,A,18,18-4,H,4,W,60/62-PAL,0,2,162.24,162.26,162.25,G [P21],A [A60],F [A60],D [A60],F [A60],D [A60],F [A60],,
342-U1406A-19H-1-W 97/99-PAL,342,U1406,A,19,19-1,H,1,W,97/99-PAL,0,2,165.67,165.69,165.68,VG [P21],R [A60],A [A60],F [A60],F [A60],A [A60],D [A60],,
342-U1406A-19H-4-W 86/88-PAL,342,U1406,A,19,19-4,H,4,W,86/88-PAL,0,2,170.06,170.08,170.07,G [P21],A [A60],F [A60],A [A60],P [A60],D [A60],D [A60],,
342-U1406A-20H-2-W 100/102-PAL,342,U1406,A,20,20-2,H,2,W,100/102-PAL,0,2,176.11,176.13,176.12,VG [P21],D [A60],F [A60],A [A60],R [A60],D [A60],A [A60],,
342-U1406A-20H-4-W 90/92-PAL,342,U1406,A,20,20-4,H,4,W,90/92-PAL,0,2,179.01,179.03,179.02,G [P21],A [A60],A [A60],D [A60],B [A60],A [A60],A [A60],,
342-U1406A-21H-3-W 51/53-PAL,342,U1406,A,21,21-3,H,3,W,51/53-PAL,0,2,184.46,184.48,184.47,VG [P21],A [A60],R [A60],D [A60],F [A60],D [A60],A [A60],,
342-U1406A-21H-5-W 95/97-PAL,342,U1406,A,21,21-5,H,5,W,95/97-PAL,0,2,187.64,187.66,187.65,VG [P21],D [A60],F [A60],A [A60],F [A60],A [A60],A [A60],,
342-U1406A-22H-1-W 100/102-FORAM,342,U1406,A,22,22-1,H,1,W,100/102-FORAM,0,2,192.2,192.22,192.21,VG [P21],A [A60],R [A60],A [A60],F [A60],D [A60],D [A60],,
342-U1406A-22H-3-W 100/102-FORAM,342,U1406,A,22,22-3,H,3,W,100/102-FORAM,0,2,195.16,195.18,195.17,VG [P21],A [A60],F [A60],D [A60],R [A60],D [A60],A [A60],,
342-U1406A-22H-5-W 100/102-FORAM,342,U1406,A,22,22-5,H,5,W,100/102-FORAM,0,2,198.16,198.18,198.17,VG [P21],D [A60],R [A60],A [A60],R [A60],D [A60],D [A60],,
342-U1406A-22H-6-W 50/52-FORAM,342,U1406,A,22,22-6,H,6,W,50/52-FORAM,0,2,198.96,198.98,198.97,VG [P21],A [A60],F [A60],A [A60],R [A60],D [A60],A [A60],,
342-U1406A-23H-1-W 100/102-FORAM,342,U1406,A,23,23-1,H,1,W,100/102-FORAM,0,2,200.3,200.32,200.31,VG [P21],D [A60],P [A60],A [A60],B [A60],D [A60],A [A60],,
342-U1406A-23H-3-W 100/102-FORAM,342,U1406,A,23,23-3,H,3,W,100/102-FORAM,0,2,203.3,203.32,203.31,VG [P21],R [A60],R [A60],A [A60],A [A60],D [A60],A [A60],,
342-U1406A-23H-5-W 85/102-FORAM,342,U1406,A,23,23-5,H,5,W,85/102-FORAM,0,17,206.15,206.32,206.24,VG [P21],R [A60],R [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-26X-1-W 100/102-FORAM,342,U1406,A,26,26-1,X,1,W,100/102-FORAM,0,2,218.7,218.72,218.71,VG [P21],R [A60],R [A60],A [A60],R [A60],D [A60],F [A60],,
342-U1406A-26X-2-W 100/102-FORAM,342,U1406,A,26,26-2,X,2,W,100/102-FORAM,0,2,220.2,220.22,220.21,VG [P21],R [A60],R [A60],A [A60],A [A60],D [A60],A [A60],,
342-U1406A-27X-2-W 100/102-FORAM,342,U1406,A,27,27-2,X,2,W,100/102-FORAM,0,2,225.3,225.32,225.31,VG [P21],P [A60],A [A60],A [A60],R [A60],D [A60],F [A60],,
342-U1406A-27X-4-W 100/102-FORAM,342,U1406,A,27,27-4,X,4,W,100/102-FORAM,0,2,228.3,228.32,228.31,M [P21],P [A60],A [A60],A [A60],B [A60],D [A60],B [A60],,
342-U1406A-27X-6-W 100/102-FORAM,342,U1406,A,27,27-6,X,6,W,100/102-FORAM,0,2,231.3,231.32,231.31,G [P21],P [A60],R [A60],A [A60],R [A60],D [A60],A [A60],,
342-U1406A-28X-2-W 100/102-FORAM,342,U1406,A,28,28-2,X,2,W,100/102-FORAM,0,2,234.9,234.92,234.91,VG [P21],R [A60],A [A60],A [A60],B [A60],D [A60],R [A60],,
342-U1406A-28X-4-W 100/102-FORAM,342,U1406,A,28,28-4,X,4,W,100/102-FORAM,0,2,237.9,237.92,237.91,G [P21],P [A60],R [A60],D [A60],B [A60],A [A60],A [A60],,
342-U1406A-28X-6-W 100/102-FORAM,342,U1406,A,28,28-6,X,6,W,100/102-FORAM,0,2,240.9,240.92,240.91,VG [P21],P [A60],B [A60],D [A60],R [A60],D [A60],A [A60],,
342-U1406A-29X-2-W 50/52-FORAM,342,U1406,A,29,29-2,X,2,W,50/52-FORAM,0,2,243.9,243.92,243.91,VG [P21],P [A60],F [A60],A [A60],B [A60],D [A60],F [A60],,
342-U1406A-29X-4-W 100/102-FORAM,342,U1406,A,29,29-4,X,4,W,100/102-FORAM,0,2,247.1,247.12,247.11,G [P21],P [A60],A [A60],A [A60],A [A60],D [A60],F [A60],,
342-U1406A-30X-1-W 75/77-FORAM,342,U1406,A,30,30-1,X,1,W,75/77-FORAM,0,2,252.25,252.27,252.26,VG [P21],P [A60],A [A60],R [A60],F [A60],D [A60],R [A60],,
342-U1406A-30X-2-W 53/53-FORAM,342,U1406,A,30,30-2,X,2,W,53/53-FORAM,0,2,253.53,253.55,253.54,P [P21],P [A60],F [A60],A [A60],B [A60],D [A60],A [A60],,
342-U1406A-31X-2-W 14/16-FORAM,342,U1406,A,31,31-2,X,2,W,14/16-FORAM,0,2,257.44,257.46,257.45,VG [P21],P [A60],F [A60],A [A60],B [A60],D [A60],A [A60],,
342-U1406A-31X-3-W 10/11-FORAM,342,U1406,A,31,31-3,X,3,W,10/11-FORAM,0,1,258.9,258.91,258.91,M [P21],P [A60],B [A60],A [A60],R [A60],D [A60],A [A60],,
342-U1406A-32X-3-W 74/76-PAL,342,U1406,A,32,32-3,X,3,W,74/76-PAL,0,2,264.74,264.76,264.75,G [P21],P [A60],B [A60],D [A60],B [A60],D [A60],A [A60],,
342-U1406A-33X-2-W 100/102-PAL,342,U1406,A,33,33-2,X,2,W,100/102-PAL,0,2,273.02,273.04,273.03,VG [P21],P [A60],A [A60],D [A60],B [A60],D [A60],A [A60],,
342-U1406A-33X-4-W 100/102-PAL,342,U1406,A,33,33-4,X,4,W,100/102-PAL,0,2,275.86,275.88,275.87,VG [P21],P [A60],R [A60],A [A60],F [A60],D [A60],A [A60],,
342-U1406A-34X-1-W 82/84-PAL,342,U1406,A,34,34-1,X,1,W,82/84-PAL,0,2,279.42,279.44,279.43,M [P21],D [A60],F [A60],A [A60],R [A60],D [A60],F [A60],,
