Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,Group abundance (%),Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Globigerina (Zeaglobigerina) decoraperta,Globigerina (Zeaglobigerina) nepenthes,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina euapertura,Globigerina falconensis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella aequilateralis,Globigerinella calida,Globigerinella obesa,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides bolli,Globigerinoides bulloideus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides sacculifer,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Globorotalia) conoidea,Globorotalia (Globorotalia) merotumida,Globorotalia (Globorotalia) tumida flexosa,Globorotalia (Globorotalia) tumida tumida,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) crossaformis,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Hastigerina praesiphonifera,Hastigerina siphonifera,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa,Paragloborotalia semivera,Paragloborotalia siakensis,Paraglobrotalia pseudokugleri,Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidninellopsis disjuncta,turborotalita humilis,Comment,File Data
330-U1372A-1R-CC-PAL,330,U1372,A,1,1-CC,R,CC,PAL,0,10,0,0.1,G[330],A[330],,,,,,,,,,,,,,,,,,,R[330],,,,,,,,P[330],,,,,,,,,,R[330],,,,,,,,R[330],,,,,,,,,,,,,,,,,,,,,,,,P[330],A[330],,R[330],,,,,,,,,,,,A[330],,A[330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R[330],,,,,,,,,,,,,,,,,,,,,,,,R[330],,,,,,,
330-U1372A-2R-CC-PAL,330,U1372,A,2,2-CC,R,CC,PAL,0,6,7.59,7.65,M[330],C[330],,,,,,,,,,,,,,,,,,,A[330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A[330],,,,,,,F[330],,,,P[330],,,,,,R[330],,,,,,R[330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A[330],,,,,,,,,,,,,,,,,,P[330],,,,,,,,,,,,,
330-U1372A-3R-CC-PAL,330,U1372,A,3,3-CC,R,CC,PAL,0,5,11.91,11.96,G[330],A[330],,,,,,,,,,,R[330],,,,,R[330],R[330],,A[330],,,,,,,,,,,,,,,,P[330],R[330],P[330],,F[330],,F[330],,R[330],,R[330],,R[330],R[330],,,,R[330],,,,,,,,,R[330],,,,,,R[330],P[330],,R[330],,,,,,,P[330],,R[330],R[330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P[330],,,A[330],,,,,,,,,,,,,,,R[330],,,,,,,,,P[330],,,R[330],,,,
