Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
105, 645,B,Initial Reports          ,      95.000,    0.730000,Brunhes /Matuyama
,,,,,,
105, 645,B,Initial Reports          ,     115.000,    0.910000,Top Jaramillo
,,,,,,
105, 645,B,Initial Reports          ,     126.000,    0.980000,Base Jaramillo
,,,,,,
105, 645,B,Initial Reports          ,     242.000,    1.660000,Top Olduvai
,,,,,,
105, 645,B,Initial Reports          ,     269.500,    2.500000,FO Neogloboquadrina pachyderma
,,,,,,
