leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
108,659,A,001,Hydraulic (Advanced) Piston Core,01,MAZ,000,,,050,,,nannofossil ooze,"yellowish red (0-12cm), pink (12-32,38-50cm), dark grayish brown (32-38cm)","5yr 5/6, 5yr 8/3 (12-32cm), 10yr 4/2, 5yr 7/3 (38-50cm)",microlaminae?,moderately disturbed (0-7cm),,,nannos,,,,H,18.07717,-21.02617,0000.00,0,50
108,659,A,001,Hydraulic (Advanced) Piston Core,01,MAZ,050,,,082,,,"nannofossil ooze & foram-nannofossil ooze (77-82cm) with muddy, foraminifer-nannofossil ooze (53,63,73cm)","light gray (50-63cm), pale brown (63-77cm), light brownish gray, pale green layers (53,63,73cm)","10yr 7/2, 10yr 6/3, 10yr 6/2 (77-82cm), 10g 5/2 layers","microlaminae?, layers (53,63,73cm)",moderately disturbed (0-8cm),"volcanic glass shards (53,63,73cm)","volcanic glass shards (53,63,73cm)","forams, nannos",,,,H,18.07717,-21.02617,0000.00,50,82
108,659,A,001,Hydraulic (Advanced) Piston Core,01,MAZ,082,,,130,,,nannofossil ooze & foram-nannofossil ooze (104-109cm),"light yellowish brown (82-104cm), light brownish gray (104-109cm), pale brown (109-130cm), black blebs (90-130cm)","10yr 6/4 (82-104cm), 10yr 6/2 (104-109cm), 10yr 6/3","moderate bioturbation, mottling (90-130cm), microlaminae?",,,pyrite? (90-130cm),"forams, nannos",,,,H,18.07717,-21.02617,0000.00,82,130
108,659,A,001,Hydraulic (Advanced) Piston Core,01,MAZ,130,,,150,,,"nannofossil ooze with muddy, foram-nannofossil ooze (130-135cm)",pale brown with pale green at 130-135cm and black blebs,"10yr 6/3 and 10g 5/2 (130-135cm), 10yr 6/3 (135-150cm)","moderate bioturbation, mottling, microlaminae?",,volcanic glass shards (130-135cm),"pyrite?, volcanic glass shards (130-135cm)","forams, nannos",,,,H,18.07717,-21.02617,0000.00,130,150
108,659,A,001,Hydraulic (Advanced) Piston Core,02,STE,000,,,100,,,"nannofossil ooze & foram-nannofossil ooze (19-34cm) with muddy, foraminifer-nannofossil ooze (12,70,77cm)","pale brown (0-18,34-100cm), light brownish gray (17-34cm), pale green (13,70,77cm), black blebs","10yr 6/3, 10yr 6/2, 10g 5/2","minor (10-30,77-95cm) to moderate (35-65cm) bioturbation, mottling, layers (13,70,77cm), microlaminae?",,"volcanic glass shards (13,70,77cm)","volcanic glass shards (13,70,77cm), pyrite?","forams, nannos",,,,H,18.07717,-21.02617,0001.50,150,250
108,659,A,001,Hydraulic (Advanced) Piston Core,02,STE,100,,,150,,,nannofossil ooze,"brown (100-105cm), brown patches (107,114cm), light gray (105-120,138-150cm), pale brown (120-138cm) black blebs","10yr 5/3(100-105,107,114cm),10yr 7/1(105-120cm),10yr 7/2(138-150cm),10yr 6/3","minor bioturbation (110-120,130-140cm), mottling, microlaminae?",,,pyrite? blebs,nannos,,,,H,18.07717,-21.02617,0001.50,250,300
108,659,A,001,Hydraulic (Advanced) Piston Core,03,STE,000,,,085,,,"nannofossil ooze & foram-nannofossil ooze with muddy, foraminifer-nannofossil ooze (45cm)","very pale brown(0-20cm),light gray(20-40cm),pale brown(40-85cm),pale green(45cm),very dark gray(55cm)","10yr 7/3, 10yr 7/2, 10yr 6/3; 10g 5/2 (45cm), n3/ (55cm)","microlaminae, minor bioturbation (5-15,20-35cm)",,volcanic glass shards (45cm),volcanic glass shards? (ash layer ?) @ 45cm,"foram, nannos",,,,H,18.07717,-21.02617,0003.00,300,385
108,659,A,001,Hydraulic (Advanced) Piston Core,03,STE,085,,,128,,,"nannofossil ooze and foram-nannofossil ooze with muddy, foram-nannofossil ooze (104,115,118?,126cm)","very pale brown (115-128cm), light gray (85-115,118?,126cm), pale green (104,115cm), pale brown spots (~85-95cm)","10yr 7/3, 10yr 7/2, 10g 5/2","microlaminae, minor bioturbation (75-100cm)",,"volcanic glass shards (104,115,118?,126cm)","volcanic glass shards-ash layers? (104,115,118?,126cm)","forams, nannos",,,,H,18.07717,-21.02617,0003.00,385,428
108,659,A,001,Hydraulic (Advanced) Piston Core,03,STE,128,,,150,,,"nannofossil ooze and foram-nannofossil ooze with muddy, foram-nannofossil ooze (140cm)","pale brown (128-150cm), pale green (140cm)","10yr 6/3, 10g 5/2",microlaminae,,volcanic glass shards (140cm),volcanic glass shards-ash layer? (140cm),"forams, nannos",,,,H,18.07717,-21.02617,0003.00,428,450
108,659,A,001,Hydraulic (Advanced) Piston Core,04,STE,000,,,094,,,"nannofossil ooze with muddy, foraminifer-nannofossil ooze (25,67,70,89,94cm)","pale brown (0-60,66-94cm), very pale brown (60-66cm), pale green (25,67,70,89,94cm), black blebs","10yr 6/3 (0-60,67-94cm), 10yr 7/3 (60-67cm), 10g 5/2 (25,67,70,89,94cm)","microlaminae?, minor bioturbation (0-45,65-75cm), layers (25,67,70,89,94cm)",,"volcanic glass shards (25,67,70,89,94cm)","volcanic glass shards (25,67,70,89,94cm), pyrite?","forams, nannos",,,,H,18.07717,-21.02617,0004.50,450,544
108,659,A,001,Hydraulic (Advanced) Piston Core,04,STE,094,,,150,,,"nannofossil ooze with muddy, foraminifer-nannofossil ooze (130,140cm)","pale brown (130-150cm), light gray (94-130cm), pale green (130,140cm), black blebs","10yr 6/3 (130-150cm), 10yr 7/2 (94-130cm), 10g 5/2 (130,140cm)","microlaminae?, minor bioturbation (110-140cm), layers (130,140cm)",,"volcanic glass shards (130,140cm)","volcanic glass shards (130,140cm), pyrite?","forams, nannos",,,,H,18.07717,-21.02617,0004.50,544,600
108,659,A,001,Hydraulic (Advanced) Piston Core,05,STE,000,,,088,,,"nannofossil ooze & foram-nannofossil ooze (0-21,55-75cm) with muddy, foraminifer-nannofossil ooze (55cm)","light brownish gray(0-21,55-75cm),light gray(21-35,75-88cm),very pale brown(35-55cm),pale green(55cm),black blebs","10yr 6/2 (0-21,55-75cm), 10yr 7/2 (21-35cm), 10yr 7/3 (35-55cm), 10yr 7/1 (75-88cm), 10g 5/2 (55cm)","microlaminae?, moderate bioturbation (15-40,70-80cm), layer (55cm)",,volcanic glass shards (55cm),"volcanic glass shards? (55cm), pyrite ?","forams, nannos",,,,H,18.07717,-21.02617,0006.00,600,688
