Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links
361,U1475,E,1,1-1,H,1,A,0,22,0,0.22,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,brown,10YR 7/2 (light gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,
361,U1475,E,1,1-1,H,1,A,22,42,0.22,0.42,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,10Y 7/1 (light greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,
361,U1475,E,1,1-1,H,1,A,42,132,0.42,1.32,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,greenish gray,10Y 6/2 (pale green),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,
361,U1475,E,1,1-1,H,1,A,132,150,1.32,1.5,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,burrows,slight,1,,,,,,,,,
361,U1475,E,1,1-2,H,2,A,0,150,1.5,3,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1475,E,1,1-3,H,3,A,0,51,3,3.51,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 7/10Y (light greenish grey),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
361,U1475,E,1,1-3,H,3,A,51,100,3.51,4,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,greenish gray,10Y 6/2 (pale green),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,
361,U1475,E,1,1-4,H,4,A,0,58,4,4.58,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,greenish gray,10Y 6/2 (pale green),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification,,,,,,,,,,,mineral,pyrite,,,,,,
361,U1475,E,1,1-4,H,4,A,58,81,4.58,4.81,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,
361,U1475,E,1,1-CC,H,CC,A,0,12,4.81,4.93,2,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 8/N (white gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,
