Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1407B-1H-1-A,342,U1407,B,1,1-1,H,1,A,0,50,0,0.5,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,2.5Y 4/3 (olive brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1407B-1H-1-A,342,U1407,B,1,1-1,H,1,A,7,8,0.07,0.08,,,,,,,,,,,,,,,,,,,,,cobble [W22_2],10,,,,,,,,,,,,,,cobble [W22_2],,,,,,,,,,,
342-U1407B-1H-1-A,342,U1407,B,1,1-1,H,1,A,50,125,0.5,1.25,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1407B-1H-1-A,342,U1407,B,1,1-1,H,1,A,125,135,1.25,1.35,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,2.5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1407B-1H-1-A,342,U1407,B,1,1-1,H,1,A,135,150,1.35,1.5,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,7.5YR 6/3 (light brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1407B-1H-2-A,342,U1407,B,1,1-2,H,2,A,0,33,1.5,1.83,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1407B-1H-2-A,342,U1407,B,1,1-2,H,2,A,33,106,1.83,2.56,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1407B-1H-2-A,342,U1407,B,1,1-2,H,2,A,106,116,2.56,2.66,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1407B-1H-2-A,342,U1407,B,1,1-2,H,2,A,116,150,2.66,3,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,7.5YR 6/3 (light brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1407B-1H-3-A,342,U1407,B,1,1-3,H,3,A,0,34,3,3.34,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [Leg339],foraminiferal  nannofossil ooze  with clay ,7.5YR 6/3 (light brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
