Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
371-U1507B-25R-6-A,65,67,603.52,603.54,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,heavy [DB91],4,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-6-A,67,89,603.54,603.76,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-6-A,89,93,603.76,603.8,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,ripple,normal grading,,thin bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-6-A,93,108,603.8,603.95,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-6-A,108,114,603.95,604.01,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,thin bed [B01],fine sand [W22_2],4,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-6-A,114,120,604.01,604.07,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-6-A,120,122,604.07,604.09,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,thin bed [B01],fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-6-A,122,141,604.09,604.28,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-6-A,141,148,604.28,604.35,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,thin bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,6,A,
371-U1507B-25R-7-A,0,21,604.35,604.56,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,7,A,
371-U1507B-25R-7-A,21,29,604.56,604.64,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,,,thin bed [B01],very fine sand [W22_2],3,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,7,A,
371-U1507B-25R-7-A,29,72,604.64,605.07,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,"Common very thin tuffaceous sandstone beds, heavily bioturbated.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,7,A,
371-U1507B-25R-7-A,72,76,605.07,605.11,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,,,thin bed [B01],very fine sand [W22_2],3,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,7,A,
371-U1507B-25R-8-A,0,38,605.11,605.49,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,8,A,
371-U1507B-25R-8-A,38,44.5,605.49,605.555,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,,,thin bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,8,A,
371-U1507B-25R-8-A,44.5,65,605.555,605.76,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,8,A,
371-U1507B-25R-8-A,65,68,605.76,605.79,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,ripple,,,thin bed [B01],very fine sand [W22_2],3,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,8,A,
371-U1507B-25R-8-A,68,77,605.79,605.88,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,8,A,
371-U1507B-25R-CC-A,0,5,605.88,605.93,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,ripple,,,thin bed [B01],very fine sand [W22_2],3,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,25,R,CC,A,
371-U1507B-25R-CC-A,5,17,605.93,606.05,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,25,R,CC,A,
371-U1507B-26R-1-A,0,8,605.7,605.78,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,ripple,normal grading,,medium bed [B01],fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,1,A,
371-U1507B-26R-1-A,8,14.5,605.78,605.845,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,1,A,
371-U1507B-26R-1-A,14.5,28,605.845,605.98,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,1,A,
371-U1507B-26R-1-A,28,31,605.98,606.01,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,1,A,
371-U1507B-26R-1-A,31,87,606.01,606.57,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,1,A,
371-U1507B-26R-1-A,87,92,606.57,606.62,,,,,,tuffaceous sandstone,with nannofossils [2014],tuffaceous sandstone with nannofossils,,,GLEY 1 4/N (dark gray),bed,,,,thin bed [B01],silt [W22_1],2,,,heavy [DB91],4,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone with nannofossils,,,,371,U1507,B,26,R,1,A,
371-U1507B-26R-1-A,92,112,606.62,606.82,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,1,A,
371-U1507B-26R-1-A,112,120,606.82,606.9,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,medium bed [B01],fine sand [W22_2],4,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,1,A,
371-U1507B-26R-2-A,0,44,606.9,607.34,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,"Common very thin tuffaceous sandstone beds, heavily bioturbated.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,2,A,
371-U1507B-26R-2-A,44,51,607.34,607.41,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,2,A,
371-U1507B-26R-2-A,51,115,607.41,608.05,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,"Common very thin tuffaceous sandstone beds, heavily bioturbated.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,2,A,
371-U1507B-26R-2-A,115,129,608.05,608.19,,,,,,tuffaceous siltstone,,tuffaceous siltstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,medium bed [B01],fine sand [W22_2],4,,,moderate [B06],3,Progressive grading to silt-size material,sharp boundary or contact,,,,,,,,,tuffaceous siltstone,tuffaceous siltstone,,,,371,U1507,B,26,R,2,A,
371-U1507B-26R-3-A,0,33.5,608.19,608.525,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,"Common very thin tuffaceous sandstone beds, heavily bioturbated.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,33.5,40,608.525,608.59,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,thin bed [B01],very fine sand [W22_2],3,,,moderate [B06],3,Progressive grading to silt-size material,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,40,54,608.59,608.73,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,"Common very thin tuffaceous sandstone beds, heavily bioturbated.",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,54,58,608.73,608.77,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,ripple,normal grading,,thin bed [B01],fine sand [W22_2],4,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,58,83,608.77,609.02,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,83,89,609.02,609.08,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,ripple,normal grading,,medium bed [B01],fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,89,95,609.08,609.14,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,95,118,609.14,609.37,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,118,120,609.37,609.39,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,thin lamina [B01],fine sand [W22_2],4,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,120,136,609.39,609.55,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-3-A,136,138,609.55,609.57,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,thin bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,3,A,
371-U1507B-26R-4-A,0,7,609.57,609.64,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,thin bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,26,R,4,A,
371-U1507B-26R-4-A,7,29,609.64,609.86,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,26,R,4,A,
371-U1507B-27R-1-A,0,15.5,615.3,615.455,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,medium bed [B01],coarse sand [W22_2],6,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,27,R,1,A,
371-U1507B-27R-1-A,15.5,57,615.455,615.87,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,27,R,1,A,
371-U1507B-27R-1-A,57,64.5,615.87,615.945,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,normal grading,,medium bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,27,R,1,A,
371-U1507B-27R-1-A,64.5,69,615.945,615.99,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,27,R,1,A,
371-U1507B-27R-1-A,69,77,615.99,616.07,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,,,medium bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,27,R,1,A,
371-U1507B-28R-1-A,0,8,624.9,624.98,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 5/N (gray),bed,parallel lamination,,,medium bed [B01],medium sand [W22_2],5,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,28,R,1,A,
371-U1507B-28R-1-A,8,54,624.98,625.44,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,28,R,1,A,
371-U1507B-29R-1-A,0,26,634.5,634.76,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,Grainsize break on top of bed,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,1,A,
371-U1507B-29R-1-A,26,32,634.76,634.82,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,GLEY 1 3/10Y (very dark greenish gray),bed,ripple,normal grading,,thick bed [B01],fine sand [W22_2],4,,,,3,,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,B,29,R,1,A,
371-U1507B-29R-1-A,32,65,634.82,635.15,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,parallel lamination,normal grading,,thick bed [B01],medium sand [W22_2],5,,,,3,,,,,,,,,,,tuff,tuff,,,,371,U1507,B,29,R,1,A,
371-U1507B-29R-1-A,65,93,635.15,635.43,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,parallel lamination,normal grading,,thick bed [B01],coarse sand [W22_2],6,,,,3,,sharp boundary or contact,,,,,,,,,tuff,tuff,,,,371,U1507,B,29,R,1,A,
371-U1507B-29R-1-A,93,116,635.43,635.66,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,1,A,
371-U1507B-29R-2-A,0,7,635.66,635.73,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,2,A,
371-U1507B-29R-2-A,7,11,635.73,635.77,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,parallel lamination,normal grading,,thin bed [B01],medium sand [W22_2],5,,,,3,,,,,,,,,,,tuff,tuff,,,,371,U1507,B,29,R,2,A,
371-U1507B-29R-2-A,11,77,635.77,636.43,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,2,A,
371-U1507B-29R-2-A,77,95,636.43,636.61,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,parallel lamination,normal grading,,thin bed [B01],medium sand [W22_2],5,,,,3,,,,,,,,,,,tuff,tuff,,,,371,U1507,B,29,R,2,A,
371-U1507B-29R-2-A,95,101,636.61,636.67,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,2,A,
371-U1507B-29R-2-A,101,105,636.67,636.71,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,ripple,normal grading,,thin bed [B01],fine sand [W22_2],4,,,,3,,,,,,,,,,,tuff,tuff,,,,371,U1507,B,29,R,2,A,
371-U1507B-29R-2-A,105,125,636.71,636.91,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,2,A,
371-U1507B-29R-3-A,0,18.5,636.91,637.095,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,3,A,
371-U1507B-29R-3-A,18.5,28.5,637.095,637.195,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,parallel lamination,normal grading,,thin bed [B01],fine sand [W22_2],4,,,,3,,,,,,,,,,,tuff,tuff,,,,371,U1507,B,29,R,3,A,
371-U1507B-29R-3-A,28.5,71,637.195,637.62,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,3 very thin tufffaceous sandstone beds,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,3,A,
371-U1507B-29R-3-A,71,138,637.62,638.29,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,3,A,
371-U1507B-29R-4-A,0,66,638.29,638.95,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,29,R,4,A,
371-U1507B-30R-1-A,0,5,639.2,639.25,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,30,R,1,A,
371-U1507B-30R-1-A,5,11,639.25,639.31,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,parallel lamination,normal grading,,thin bed [B01],fine sand [W22_2],4,,,,,Multiple parralell laminations of finer material,sharp boundary or contact,,,,,,,,,tuff,tuff,,,,371,U1507,B,30,R,1,A,
371-U1507B-30R-1-A,11,20,639.31,639.4,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,30,R,1,A,
371-U1507B-30R-1-A,20,21,639.4,639.41,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,,,,thin bed [B01],fine sand [W22_2],4,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1507,B,30,R,1,A,
371-U1507B-30R-1-A,21,35,639.41,639.55,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,30,R,1,A,
371-U1507B-30R-1-A,35,37,639.55,639.57,,,,,,tuff [Leg339],,tuff,,,GLEY 1 3/N (very dark gray),bed,ripple,,,thin bed [B01],fine sand [W22_2],4,,,,,,,,,,,,,,,tuff,tuff,,,,371,U1507,B,30,R,1,A,
371-U1507B-30R-1-A,37,53,639.57,639.73,,,,,clayey,nannofossil chalk [Leg339],with volcanic ash [2014],clayey nannofossil chalk with volcanic ash,,,GLEY 1 7/10GY (light greenish grey),,,,,,,,,,moderate [B06],3,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk with volcanic ash,,,,371,U1507,B,30,R,1,A,
371-U1507B-30R-1-A,53,58,639.73,639.78,,,,,,tuffaceous sandstone,,tuffaceous sandstone,,,GLEY 1 3/N (very dark gray),bed,parallel lamination,normal grading,,thin bed [B01],fine sand [W22_2],4,,,,,Large (~1 cm by 4cm) brown pyrite nodule at 56 cm,sharp boundary or contact,,,,,,,,,tuffaceous sandstone,tuffaceous sandstone,,,,371,U1507,B,30,R,1,A,
