Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
371-U1508B-18R-1-A,0,145,340.5,341.95,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,silicate minerals,,GLEY 1 6/5GY (greenish gray),,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,18,R,1,A,
371-U1508B-18R-2-A,0,114,341.95,343.09,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,silicate minerals,,GLEY 1 6/5GY (greenish gray),,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,18,R,2,A,
371-U1508B-18R-2-A,114,130,343.09,343.25,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,glauconite,,5G 5/1 (greenish gray),,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,18,R,2,A,
371-U1508B-18R-3-A,0,86,343.4,344.26,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,glauconite,,GLEY 1 5/10Y (greenish gray),,,,,,fine sand [W22_2],4,,,moderate [B06],3,,gradational boundary or contact,,sharp to gradational,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,18,R,3,A,
371-U1508B-18R-3-A,86,95,344.26,344.35,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,bioclasts,,GLEY 1 5/10Y (greenish gray),bed,,normal grading,,thin bed [B01],medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,18,R,3,A,
371-U1508B-18R-3-A,95,145,344.35,344.85,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,5Y 6/2 (light olive gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1508,B,18,R,3,A,
371-U1508B-18R-4-A,0,96,344.85,345.81,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,5Y 6/2 (light olive gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1508,B,18,R,4,A,
371-U1508B-18R-CC-A,0,14,345.81,345.95,,,,,foraminiferal [Leg339],nannofossil chalk [Leg339],,foraminiferal nannofossil chalk,,,5Y 6/2 (light olive gray),,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,foraminiferal nannofossil chalk,nannofossil chalk,,,,371,U1508,B,18,R,CC,A,
371-U1508B-19R-1-A,0,143,350.1,351.53,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,silicate minerals,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,19,R,1,A,
371-U1508B-19R-2-A,0,102,351.53,352.55,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,silicate minerals,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,19,R,2,A,
371-U1508B-19R-3-A,0,67,352.55,353.22,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,silicate minerals,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,19,R,3,A,
371-U1508B-19R-CC-A,0,11,353.22,353.33,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,silicate minerals,,GLEY 1 6/10Y (greenish gray),massive [BJ84],,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,19,R,CC,A,
371-U1508B-20R-1-A,0,70,359.6,360.3,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 5/2 (olive gray),color banding,,,,,fine sand [W22_2],4,,,moderate [B06],3,,gradational boundary or contact,,diffuse,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,1,A,
371-U1508B-20R-1-A,70,97,360.3,360.57,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,glauconite,,5Y 7/2 (light gray),,,,,,medium sand [W22_2],5,,,slight [B06],2,presence of glauconitic clast and bioclasts,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,1,A,
371-U1508B-20R-1-A,97,146,360.57,361.06,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 7/2 (light gray),color banding,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,1,A,
371-U1508B-20R-2-A,0,20,361.06,361.26,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 7/2 (light gray),color banding,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,2,A,
371-U1508B-20R-2-A,20,29,361.26,361.35,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,glauconite,,5Y 7/2 (light gray),bed,,normal grading,,,medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,sharp,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,2,A,
371-U1508B-20R-2-A,29,135,361.35,362.41,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 7/2 (light gray),color banding,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,2,A,
371-U1508B-20R-3-A,0,8,362.55,362.63,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 7/2 (light gray),color banding,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,3,A,
371-U1508B-20R-3-A,8,29,362.63,362.84,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,glauconite,,5Y 7/2 (light gray),bed,,normal grading,,,medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp to gradational,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,3,A,
371-U1508B-20R-3-A,29,125,362.84,363.8,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 7/2 (light gray),color banding,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,3,A,
371-U1508B-20R-3-A,125,145,363.8,364,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,glauconite,,5Y 7/2 (light gray),bed,,normal grading,,,medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp to gradational,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,3,A,
371-U1508B-20R-4-A,0,132,364,365.32,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 7/2 (light gray),color banding,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,4,A,
371-U1508B-20R-CC-A,0,4,365.32,365.36,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 7/2 (light gray),color banding,,,,,fine sand [W22_2],4,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,20,R,CC,A,
371-U1508B-21R-1-A,0,97,369.3,370.27,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 6/1 (gray),color banding,,,,,fine sand [W22_2],4,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,21,R,1,A,
371-U1508B-21R-1-A,97,135,370.27,370.65,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 7/1 (light gray),,,,,,very fine sand [W22_2],3,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,21,R,1,A,
371-U1508B-21R-1-A,135,147,370.65,370.77,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 6/1 (gray),color banding,,,,,fine sand [W22_2],4,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,21,R,1,A,
371-U1508B-21R-2-A,0,148,370.77,372.25,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 6/1 (gray),color banding,,,,,fine sand [W22_2],4,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,21,R,2,A,
371-U1508B-21R-3-A,0,84,372.25,373.09,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 6/1 (gray),color banding,,,,,fine sand [W22_2],4,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,21,R,3,A,
371-U1508B-21R-CC-A,0,6,373.09,373.15,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,5Y 6/1 (gray),color banding,,,,,fine sand [W22_2],4,,,heavy [DB91],4,,,,,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,21,R,CC,A,
371-U1508B-22R-1-A,0,50,378.8,379.3,,,,,nannofossil-rich [2014b],foraminiferal chalk [Leg339],,nannofossil-rich foraminiferal chalk,,,N 8 (white),bed,,,,,medium sand [W22_2],5,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,nannofossil-rich foraminiferal chalk,foraminiferal chalk,,,,371,U1508,B,22,R,1,A,
371-U1508B-22R-1-A,50,87,379.3,379.67,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,,,sparse [B06],1,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,22,R,1,A,
371-U1508B-22R-1-A,87,90,379.67,379.7,,,,,cherty,limestone [USGS],,cherty limestone,,,5Y 7/1 (light gray),,,,,,,,nodule,,,,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,22,R,1,A,
371-U1508B-22R-1-A,90,103,379.7,379.83,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,22,R,1,A,
371-U1508B-22R-1-A,103,105,379.83,379.85,,,,,cherty,limestone [USGS],,cherty limestone,,,5Y 7/1 (light gray),,,,,,,,nodule,,,,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,22,R,1,A,
371-U1508B-22R-1-A,105,136,379.85,380.16,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,22,R,1,A,
371-U1508B-22R-2-A,0,49,380.16,380.65,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,,,sparse [B06],1,contact destroyed by drilling disturbance,uncertain boundary or contact,,sharp to gradational,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,22,R,2,A,
371-U1508B-22R-2-A,49,95,380.65,381.11,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,22,R,2,A,
371-U1508B-22R-3-A,0,76,381.23,381.99,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,22,R,3,A,
371-U1508B-22R-CC-A,0,17,381.99,382.16,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,22,R,CC,A,
371-U1508B-23R-1-A,0,28,388.3,388.58,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,glauconite,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,sharp boundary or contact,,sharp,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,23,R,1,A,
371-U1508B-23R-1-A,28,76,388.58,389.06,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,undulating or wavy boundary or contact [BJ80],,sharp,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,23,R,1,A,
371-U1508B-23R-1-A,76,89,389.06,389.19,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,nodule,,moderate [B06],3,Silica cement present,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,23,R,1,A,
371-U1508B-23R-CC-A,0,8,389.19,389.27,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1,nodule,,moderate [B06],3,Silica cement present,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,23,R,CC,A,
371-U1508B-24R-1-A,0,74,397.9,398.64,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,"siliceous nodule at ~28cm, ~38-42cm and 69-73 cm.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,24,R,1,A,
371-U1508B-25R-1-A,0,14,407.5,407.64,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,25,R,1,A,
371-U1508B-25R-1-A,14,20,407.64,407.7,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,25,R,1,A,
371-U1508B-25R-1-A,20,37,407.7,407.87,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,25,R,1,A,
371-U1508B-25R-1-A,37,40,407.87,407.9,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,25,R,1,A,
371-U1508B-25R-1-A,40,57,407.9,408.07,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,25,R,1,A,
371-U1508B-25R-1-A,57,59,408.07,408.09,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,25,R,1,A,
371-U1508B-25R-1-A,59,117,408.09,408.67,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,siliceous nodule at ~73-74 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,25,R,1,A,
371-U1508B-25R-CC-A,0,6,408.67,408.73,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,25,R,CC,A,
371-U1508B-26R-1-A,0,145,417,418.45,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,"At 121-122 cm, prominent pyrite blebs are found.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,26,R,1,A,
371-U1508B-26R-2-A,0,56,418.45,419.01,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,"siliceous nodule at ~7cm, ~18cm, ~48 cm,.",,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,26,R,2,A,
371-U1508B-26R-2-A,56,59,419.01,419.04,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,26,R,2,A,
371-U1508B-26R-2-A,59,88,419.04,419.33,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,siliceous nodule at ~87.5 cm.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,26,R,2,A,
371-U1508B-26R-3-A,0,43,419.33,419.76,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,26,R,3,A,
371-U1508B-26R-3-A,43,46,419.76,419.79,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,26,R,3,A,
371-U1508B-26R-3-A,46,79,419.79,420.12,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,26,R,3,A,
371-U1508B-26R-CC-A,0,17,420.12,420.29,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,26,R,CC,A,
371-U1508B-27R-1-A,0,7,421.7,421.77,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,27,R,1,A,
371-U1508B-27R-1-A,7,28,421.77,421.98,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,27,R,1,A,
371-U1508B-27R-1-A,28,30,421.98,422,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,27,R,1,A,
371-U1508B-27R-1-A,30,59,422,422.29,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,27,R,1,A,
371-U1508B-27R-1-A,59,62,422.29,422.32,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,27,R,1,A,
371-U1508B-27R-1-A,62,120,422.32,422.9,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,27,R,1,A,
371-U1508B-27R-1-A,120,122,422.9,422.92,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,27,R,1,A,
371-U1508B-27R-1-A,122,131,422.92,423.01,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,27,R,1,A,
371-U1508B-27R-2-A,0,26,423.01,423.27,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,clay,foraminifers,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,B,27,R,2,A,
371-U1508B-27R-2-A,26,28,423.27,423.29,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,27,R,2,A,
371-U1508B-27R-2-A,28,38,423.29,423.39,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,27,R,2,A,
371-U1508B-27R-2-A,38,42,423.39,423.43,,,,,cherty,limestone [USGS],,cherty limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,,,nodule,,heavy [DB91],4,,,,,,,,,,,cherty limestone,limestone,,,,371,U1508,B,27,R,2,A,
371-U1508B-27R-2-A,42,95,423.43,423.96,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,B,27,R,2,A,
371-U1508B-27R-3-A,0,113,423.96,425.09,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,clay,foraminifers,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,B,27,R,3,A,
371-U1508B-27R-CC-A,0,15,425.09,425.24,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,clay,foraminifers,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,B,27,R,CC,A,
371-U1508B-28R-1-A,0,84,426.7,427.54,,,,,,nannofossil chalk [Leg339],,nannofossil chalk,clay,foraminifers,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,silt [W22_1],2,,,heavy [DB91],4,,,,,,,,,,,nannofossil chalk,nannofossil chalk,,,,371,U1508,B,28,R,1,A,
