Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
362-U1480B-1H-4-A,9,10,4.62,4.63,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,10YR 2/1 (black),irregular,sharp,irregular sharp,sub-vertical,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,organic-rich silt layer,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,B,1,H,4,A
362-U1480B-1H-4-A,10,150,4.63,6.03,IIA,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,10YR 7/1 (light gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,Foraminifers are getting more toward the base of section concentrated in some horizons; sections is strongly disturbed by drilling;,structureless,,3,,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,B,1,H,4,A
362-U1480B-1H-5-A,0,103,6.03,7.06,IIA,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,10YR 7/1 (light gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,pyrite spots are distributed all over the section,structureless,moderate [DB91],4,Thalassinoides,,,,pyrite framboid,foraminifer,C [A85],,,,,,,,,362,U1480,B,1,H,5,A
362-U1480B-1H-5-A,103,106,7.06,7.09,IIA,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,7.5YR 7/2 (pinkish gray),irregular,gradational,irregular gradational,sub-horizontal,thin bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,well [2014],clay [W22_1],silt [W22_1],layer still intact but slightly displaced,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,B,1,H,5,A
362-U1480B-1H-5-A,106,150,7.09,7.53,IIA,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,10YR 7/1 (light gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,pyrite spots are distributed all over the section; versharp unconfomity with high angel at 129 to 145 in the section: color is getting greenish grain size increases to silty clay,structureless,moderate [DB91],4,Thalassinoides,,,,pyrite framboid,foraminifer,C [A85],,,,,,,,,362,U1480,B,1,H,5,A
362-U1480B-1H-6-A,0,77,7.53,8.3,IIA,calcareous [Leg339],silty clay [S54],,calcareous silty clay,calcareous silty clay,silty clay,,10YR 7/1 (light gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,pyrite spots are distributed all over the section,structureless,moderate [DB91],4,Thalassinoides,,,,pyrite framboid,foraminifer,C [A85],,,,,,,,,362,U1480,B,1,H,6,A
362-U1480B-1H-6-A,77,150,8.3,9.03,IIA,calcareous [Leg339],silty clay [S54],,calcareous silty clay,calcareous silty clay,silty clay,,GLEY 1 6/10Y (greenish gray),irregular,gradational,irregular gradational,sub-horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,,,slight [DB91],3,Thalassinoides,,,,,foraminifer,R [A85],,,,,,,,,362,U1480,B,1,H,6,A
362-U1480B-1H-7-A,0,43,9.03,9.46,IIA,calcareous [Leg339],silty clay [S54],,calcareous silty clay,calcareous silty clay,silty clay,,GLEY 1 6/N (gray),planar,sharp,planar sharp,sub-horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,,,slight [DB91],3,Thalassinoides,,,,,foraminifer,R [A85],,,,,,,,,362,U1480,B,1,H,7,A
362-U1480B-1H-7-A,43,64,9.46,9.67,IIA,calcareous [Leg339],clay [S54],with ash [2014],calcareous clay,calcareous clay with ash,clay with ash,,GLEY 1 7/10Y (light greenish grey),,,,,medium bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,,,slight [DB91],3,Teichichnus,,,,,foraminifer,R [A85],,,,,,,,,362,U1480,B,1,H,7,A
362-U1480B-1H-CC-A,0,22,9.67,9.89,IIA,calcareous [Leg339],clay [S54],with ash [2014],calcareous clay,calcareous clay with ash,clay with ash,,GLEY 1 7/10Y (light greenish grey),,,,,medium bed [B01],unlithified [Leg194],silt [W22_1],2,,moderate [2014],,,,,slight [DB91],3,Teichichnus,,,,,foraminifer,R [A85],,,,,,,,,362,U1480,B,1,H,CC,A
