Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top depth [m],Bottom depth [m],Major prefix modifier before principal,Principal lithology name,Minor suffix modifier after principal,Lithology name,Lithology classification,Lithology (%),Grain size max (mm),Lithification,Comment,File Data
329-U1366E-1H-1-A,329,U1366,E,1,1-1,H,1,A,0,150,0,1.5,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1366E-1H-2-A,329,U1366,E,1,1-2,H,2,A,0,150,1.5,3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1366E-1H-3-A,329,U1366,E,1,1-3,H,3,A,0,110,3,4.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1366E-1H-4-A,329,U1366,E,1,1-4,H,4,A,0,49,4.1,4.59,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1366E-1H,329,U1366,E,1,,H,,A,0,150,0,1.5,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1366E-2H,329,U1366,E,2,,H,,A,0,150,1.5,3,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1366E-3H,329,U1366,E,3,,H,,A,0,110,3,4.1,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
329-U1366E-1H-CC-A,329,U1366,E,1,1-CC,H,CC,A,0,12,4.59,4.71,zeolitic metalliferous pelagic,clay [S54] ,,zeolitic metalliferous pelagic clay,"Shepard, 1954",,,,,
