Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1342D-1H-1-A,323,U1342,D,1,1-1,H,1,A,0,12,0,0.12,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,,soupy,5Y 5/3,,,,,,,,,,,,
323-U1342D-1H-1-A,323,U1342,D,1,1-1,H,1,A,12,35,0.12,0.35,diatom ooze,Leg 323,foraminifer- and nannofossil-rich,foraminifer- and nannofossil-rich diatom ooze,50,soupy,5Y 3/2,,,,,,,,,,,,
323-U1342D-1H-1-A,323,U1342,D,1,1-1,H,1,A,12,35,0.12,0.35,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,50,soupy,5Y 5/3,,,,,,,,,,,,
323-U1342D-1H-1-A,323,U1342,D,1,1-1,H,1,A,35,150,0.35,1.5,diatom silty clay,Leg 323,,diatom silty clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1342D-1H-2-A,323,U1342,D,1,1-2,H,2,A,0,65,1.5,2.15,diatom clayey silt,,foraminifer- and nannofossil-rich,foraminifer- and nannofossil-rich diatom clayey silt,50,soft,5Y 4/2,,,,,,,,,,,,
323-U1342D-1H-2-A,323,U1342,D,1,1-2,H,2,A,0,65,1.5,2.15,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,50,soft,10Y 4/1,,,,,,,,,,,,
323-U1342D-1H-2-A,323,U1342,D,1,1-2,H,2,A,65,150,2.15,3,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1342D-1H-3-A,323,U1342,D,1,1-3,H,3,A,0,14,3,3.14,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,
323-U1342D-1H-3-A,323,U1342,D,1,1-3,H,3,A,14,23,3.14,3.23,diatom ooze,Leg 323,foraminifer-rich,foraminifer-rich diatom ooze,,soft,5Y 4/3,,,,,thin parallel lamination,,,,,,,
323-U1342D-1H-3-A,323,U1342,D,1,1-3,H,3,A,23,42,3.23,3.42,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1342D-1H-3-A,323,U1342,D,1,1-3,H,3,A,42,70,3.42,3.7,diatom clayey silt,,foraminifer- and nannofossil-rich,foraminifer- and nannofossil-rich diatom clayey silt,,soft,5Y 4/2,,,,,,,,,,,,
323-U1342D-1H-3-A,323,U1342,D,1,1-3,H,3,A,70,90,3.7,3.9,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,5Y 4/1 ,,,,,,,,,,,,
323-U1342D-1H-3-A,323,U1342,D,1,1-3,H,3,A,90,150,3.9,4.5,silty clay [S54],"Shepard, 1954",diatom-rich,diatom-rich silty clay,,soft,10Y 4/1,,,,,,,,,,,,
