Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1451B-37R-3-A,0,64,862.67,863.31,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,,,thin bed [B01],clay [Leg210],thin bed [B01],T,,mud clast,,,,,,,,354,U1451,B,37,R,3,A,
354-U1451B-38R-1-A,0,114,870,871.14,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,,,thick bed [B01],silt [Leg210],thin bed [B01],,,burrows,,,,Reddish coloring caused by diagenesis. Fractures infilled with black sandstone in carbonate cement.,,,,354,U1451,B,38,R,1,A,
354-U1451B-38R-2-A,0,139,871.14,872.53,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,reddish brown,,,medium bed [B01],clay [Leg210],thin bed [B01],,,burrows,,,,,,,,354,U1451,B,38,R,2,A,
354-U1451B-38R-CC-A,0,9,872.53,872.62,,,claystone [Leg210],,claystone,claystone,claystone,,black,,,,,,,,,,,,,,,,354,U1451,B,38,R,CC,A,
354-U1451B-39R-1-A,0,16,879.7,879.86,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,39,R,1,A,
354-U1451B-39R-1-A,16,42,879.86,880.12,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,brown,,,,,,,,burrows,,,,,,,,354,U1451,B,39,R,1,A,
354-U1451B-41R-1-A,0,94,899.1,900.04,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,sharp planar,,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,41,R,1,A,
354-U1451B-41R-1-A,94,126,900.04,900.36,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1451,B,41,R,1,A,
354-U1451B-41R-1-A,126,144,900.36,900.54,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light brown,,,,,,,,burrows,,,,,,,,354,U1451,B,41,R,1,A,
354-U1451B-41R-CC-A,0,8,900.54,900.62,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,sharp planar,,,,,,,,,,,,,,,354,U1451,B,41,R,CC,A,
354-U1451B-41R-CC-A,8,13,900.62,900.67,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,41,R,CC,A,
354-U1451B-42R-1-A,0,4,908.9,908.94,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,,,,,,,,,,,,,fall in drilling disturbance.,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-1-A,4,15,908.94,909.05,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,,,,,,,,,,,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-1-A,15,20,909.05,909.1,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-1-A,20,30,909.1,909.2,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-1-A,30,53,909.2,909.43,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp irregular,horizontal,thin bed [B01],sand [Leg210],thin bed [B01],,,,,,,Organic debris layer at 45 cm,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-1-A,53,68,909.43,909.58,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-1-A,68,88,909.58,909.78,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp irregular,horizontal,thin bed [B01],sand [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-1-A,88,114,909.78,910.04,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-1-A,114,122,910.04,910.12,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1451,B,42,R,1,A,
354-U1451B-42R-CC-A,0,11,910.12,910.23,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1451,B,42,R,CC,A,
354-U1451B-43R-1-A,0,17,918.6,918.77,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,43,R,1,A,
354-U1451B-43R-1-A,17,35,918.77,918.95,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp irregular,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,B,43,R,1,A,
354-U1451B-43R-1-A,35,49,918.95,919.09,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,43,R,1,A,
354-U1451B-43R-1-A,49,80,919.09,919.4,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp irregular,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,B,43,R,1,A,
354-U1451B-43R-2-A,0,23,919.4,919.63,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,43,R,2,A,
354-U1451B-43R-2-A,23,34,919.63,919.74,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp irregular,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,B,43,R,2,A,
354-U1451B-43R-2-A,34,43,919.74,919.83,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,43,R,2,A,
354-U1451B-43R-2-A,43,49,919.83,919.89,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1451,B,43,R,2,A,
354-U1451B-43R-2-A,49,56,919.89,919.96,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,43,R,2,A,
354-U1451B-43R-2-A,56,80,919.96,920.2,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1451,B,43,R,2,A,
354-U1451B-43R-3-A,0,26,920.2,920.46,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,43,R,3,A,
354-U1451B-43R-3-A,26,36,920.46,920.56,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp irregular,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,Silt intrbed includes coarse wood fragments,,,,354,U1451,B,43,R,3,A,
354-U1451B-43R-3-A,36,111,920.56,921.31,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,reddish brown,,,,,,,,burrows,,,,,,,,354,U1451,B,43,R,3,A,
354-U1451B-43R-CC-A,0,7,921.31,921.38,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,reddish brown,,,,,,,,,,,,,,,,354,U1451,B,43,R,CC,A,
354-U1451B-44R-1-A,0,79,928.3,929.09,,,limestone [Leg210],,limestone,limestone,limestone,,white,gradational,,medium bed [B01],claystone [Leg210],thin bed [B01],,,burrows,,,,Reddish color bands,,,,354,U1451,B,44,R,1,A,
354-U1451B-44R-2-A,0,14,929.09,929.23,,,claystone [Leg210],with sand [2014],claystone,claystone with sand,claystone with sand,,green,,,,,,,,parallel lamination,,,,Lamina of fine sand with glauconite,,,,354,U1451,B,44,R,2,A,
354-U1451B-44R-2-A,14,91,929.23,930,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,44,R,2,A,
354-U1451B-44R-2-A,91,113,930,930.22,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,44,R,2,A,
354-U1451B-45R-1-A,0,11,938,938.11,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,1,A,
354-U1451B-45R-1-A,11,51,938.11,938.51,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1451,B,45,R,1,A,
354-U1451B-45R-1-A,51,84,938.51,938.84,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,1,A,
354-U1451B-45R-2-A,0,10,938.84,938.94,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,10,44,938.94,939.28,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,44,50,939.28,939.34,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,50,79,939.34,939.63,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,79,95,939.63,939.79,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,95,102,939.79,939.86,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,102,104,939.86,939.88,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,104,109,939.88,939.93,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,109,111,939.93,939.95,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,111,127,939.95,940.11,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,127,130,940.11,940.14,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp planar,sub-horizontal,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-2-A,130,145,940.14,940.29,,clayey [Leg339],siltstone [Leg210],with plant fragments [2014],clayey siltstone,clayey siltstone with plant fragments,siltstone with plant fragments,,gray,,,,,,T,,,,,,,,,,354,U1451,B,45,R,2,A,
354-U1451B-45R-CC-A,9,15,940.38,940.44,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,45,R,CC,A,
354-U1451B-46R-1-A,0,15,947.8,947.95,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,15,28,947.95,948.08,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,28,44,948.08,948.24,,,limestone [Leg210],,limestone,limestone,limestone,,gray,gradational,horizontal,,,,,,burrows,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,28,44,948.08,948.24,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,44,47,948.24,948.27,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,47,50,948.27,948.3,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,50,54,948.3,948.34,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,dark gray,sharp planar,inclined,,,,,,,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,54,75,948.34,948.55,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light brown,gradational,horizontal,,,,,,burrows,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,75,103,948.55,948.83,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,brown,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,103,121,948.83,949.01,,,limestone [Leg210],,limestone,limestone,limestone,,light gray,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-46R-1-A,121,132,949.01,949.12,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,dark gray,,,,,,,,,,,,,,,,354,U1451,B,46,R,1,A,
354-U1451B-47R-1-A,0,21,952,952.21,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,1,A,
354-U1451B-47R-1-A,21,25,952.21,952.25,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,47,R,1,A,
354-U1451B-47R-1-A,25,40,952.25,952.4,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,Parallel lamination from 30 to 35 cm.,,,,,,,354,U1451,B,47,R,1,A,
354-U1451B-47R-1-A,40,58,952.4,952.58,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,brown,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,1,A,
354-U1451B-47R-1-A,58,72,952.58,952.72,,,limestone [Leg210],,limestone,limestone,limestone,,brown,,,,,,,,burrows,,,,"light gray from 58 to 61 cm, brown from 61 to 68 cm and light gray from 68 to 72 cm.",,,,354,U1451,B,47,R,1,A,
354-U1451B-47R-2-A,0,8,952.72,952.8,,,limestone [Leg210],,limestone,limestone,limestone,,brown,gradational,horizontal,,,,,,burrows,,,,light gray from 1 to 4 cm and brown from 4 to 15 cm.,,,,354,U1451,B,47,R,2,A,
354-U1451B-47R-2-A,8,40,952.8,953.12,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,brown,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,2,A,
354-U1451B-47R-2-A,40,81,953.12,953.53,,,claystone [Leg210],,claystone,claystone,claystone,,greenish gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,47,R,2,A,
354-U1451B-47R-2-A,81,104,953.53,953.76,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,brown,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,2,A,
354-U1451B-47R-2-A,104,114,953.76,953.86,,,limestone [Leg210],,limestone,limestone,limestone,,white,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,2,A,
354-U1451B-47R-2-A,114,123,953.86,953.95,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,2,A,
354-U1451B-47R-2-A,123,126,953.95,953.98,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,47,R,2,A,
354-U1451B-47R-2-A,126,149,953.98,954.21,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,2,A,
354-U1451B-47R-3-A,0,5,954.21,954.26,,,limestone [Leg210],,limestone,limestone,limestone,,white,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,3,A,
354-U1451B-47R-3-A,5,11,954.26,954.32,,,claystone [Leg210],,claystone,claystone,claystone,,brown,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,3,A,
354-U1451B-47R-3-A,11,15,954.32,954.36,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1451,B,47,R,3,A,
354-U1451B-47R-3-A,15,48,954.36,954.69,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,3,A,
354-U1451B-47R-3-A,48,63,954.69,954.84,,,limestone [Leg210],,limestone,limestone,limestone,,white,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1451,B,47,R,3,A,
354-U1451B-47R-3-A,63,87,954.84,955.08,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,3,A,
354-U1451B-47R-4-A,0,30,955.08,955.38,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,4,A,
354-U1451B-47R-4-A,30,53,955.38,955.61,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light brown,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1451,B,47,R,4,A,
354-U1451B-47R-4-A,53,59,955.61,955.67,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,4,A,
354-U1451B-47R-4-A,59,62,955.67,955.7,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,47,R,4,A,
354-U1451B-47R-4-A,62,76,955.7,955.84,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,4,A,
354-U1451B-47R-CC-A,0,26,955.84,956.1,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,47,R,CC,A,
354-U1451B-48R-1-A,0,8,957.5,957.58,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1451,B,48,R,1,A,
354-U1451B-48R-1-A,8,13,957.58,957.63,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,gray,sharp irregular,inclined,,,,,,,,,,,,,,354,U1451,B,48,R,1,A,
354-U1451B-48R-1-A,13,16,957.63,957.66,,,siltstone [Leg210],,siltstone,siltstone,siltstone,,greenish gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,48,R,1,A,
354-U1451B-48R-1-A,16,21,957.66,957.71,,silty [Leg339],claystone [Leg210],,silty claystone,silty claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,lamination 90 degrees to core axis (displaced by coring),,,,,,,354,U1451,B,48,R,1,A,
354-U1451B-48R-1-A,21,37,957.71,957.87,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,brown,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1451,B,48,R,1,A,
354-U1451B-48R-1-A,37,88,957.87,958.38,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,48,R,1,A,
354-U1451B-48R-1-A,88,97,958.38,958.47,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,,,,,,,,low-angle cross-stratification,,,,,,,,354,U1451,B,48,R,1,A,
354-U1451B-48R-2-A,0,33,958.47,958.8,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,48,R,2,A,
354-U1451B-48R-2-A,33,37,958.8,958.84,,clayey [Leg339],siltstone [Leg210],,clayey siltstone,clayey siltstone,siltstone,,greenish gray,sharp planar,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,48,R,2,A,
354-U1451B-48R-2-A,37,53,958.84,959,,,claystone [Leg210],,claystone,claystone,claystone,,brown,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,48,R,2,A,
354-U1451B-48R-2-A,53,102,959,959.49,,clayey [Leg339],siltstone [Leg210],,clayey siltstone,clayey siltstone,siltstone,,greenish gray,sharp planar,sub-horizontal,thin bed [B01],clay [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,48,R,2,A,
354-U1451B-48R-2-A,102,112,959.49,959.59,,,claystone [Leg210],,claystone,claystone,claystone,,greenish gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1451,B,48,R,2,A,
354-U1451B-48R-2-A,112,135,959.59,959.82,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1451,B,48,R,2,A,
354-U1451B-48R-3-A,0,67,959.82,960.49,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,48,R,3,A,
354-U1451B-49R-1-A,0,7,967.2,967.27,,,claystone [Leg210],,claystone,claystone,claystone,,green,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1451,B,49,R,1,A,
354-U1451B-49R-1-A,7,147,967.27,968.67,,silty [Leg339],claystone [Leg210],with plant fragments [2014],silty claystone,silty claystone with plant fragments,claystone with plant fragments,,gray,,,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,parallel lamination,,,,,,,,354,U1451,B,49,R,1,A,
354-U1451B-49R-2-A,0,32,968.67,968.99,,silty [Leg339],claystone [Leg210],with plant fragments [2014],silty claystone,silty claystone with plant fragments,claystone with plant fragments,,gray,sharp planar,sub-horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],T,,parallel lamination,,,,,,,,354,U1451,B,49,R,2,A,
354-U1451B-49R-2-A,32,125,968.99,969.92,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,,,medium bed [B01],clay [Leg210],very thin bed [B01],T,,parallel lamination,,,,,,,,354,U1451,B,49,R,2,A,
354-U1451B-49R-CC-A,0,21,969.92,970.13,,,siltstone [Leg210],with plant fragments [2014],siltstone,siltstone with plant fragments,siltstone with plant fragments,,gray,,,,,,T,,parallel lamination,,,,,,,,354,U1451,B,49,R,CC,A,
354-U1451B-50R-1-A,0,6,977,977.06,,,claystone [Leg210],,claystone,claystone,claystone,,brown,,,,,,,,,,,,Fall in from drilling disturbance.,,,,354,U1451,B,50,R,1,A,
354-U1451B-50R-1-A,6,17,977.06,977.17,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1451,B,50,R,1,A,
354-U1451B-50R-1-A,17,32,977.17,977.32,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp irregular,,,,,,,,,,,,,,,354,U1451,B,50,R,1,A,
354-U1451B-50R-1-A,32,140,977.32,978.4,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,parallel lamination,at 102 cm there is low angle cross lamination.,,,,,,,354,U1451,B,50,R,1,A,
354-U1451B-51R-1-A,0,6,986.7,986.76,,,silt [Leg210],,silt,silt,silt,,,,,,,,,,,,,,Fall-in.,,,,354,U1451,B,51,R,1,A,
354-U1451B-51R-1-A,6,100,986.76,987.7,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1451,B,51,R,1,A,
354-U1451B-51R-1-A,100,113,987.7,987.83,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1451,B,51,R,1,A,
354-U1451B-51R-1-A,113,125,987.83,987.95,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1451,B,51,R,1,A,
354-U1451B-51R-1-A,125,135,987.95,988.05,,,silt [Leg210],,silt,silt,silt,,gray,,,,,,,,,,,,,,,,354,U1451,B,51,R,1,A,
354-U1451B-51R-2-A,0,40,988.05,988.45,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,thin bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1451,B,51,R,2,A,
354-U1451B-51R-2-A,40,59,988.45,988.64,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1451,B,51,R,2,A,
354-U1451B-51R-2-A,59,108,988.64,989.13,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1451,B,51,R,2,A,
