Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,41.5,74,17.015,17.34,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,74,76,17.34,17.36,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,60,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,76,84,17.36,17.44,minimal [drilling disturbance],1,calcareous sand [Leg210],90,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,0,0,90,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,84,86,17.44,17.46,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,86,88,17.46,17.48,minimal [drilling disturbance],1,calcareous sand [Leg210],70,medium sand [T07],6,volcaniclastic-sand [BGS-S81],30,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,15,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,88,90,17.48,17.5,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,60,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,90,107,17.5,17.67,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,107,109,17.67,17.69,minimal [drilling disturbance],1,ash [F&S84],100,very coarse sand [T07],8,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,109,113,17.69,17.73,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,113,114,17.73,17.74,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,40,0,20,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-2-A,340,U1396,A,3,3-2,H,2,A,114,150,17.74,18.1,minimal [drilling disturbance],1,calcareous sand [Leg210],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-3-A,340,U1396,A,3,3-3,H,3,A,0,81,18.1,18.91,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,100,0,,moderate [BP01],absent [alteration],0,This lconsist of 97 % biogenic materials and 3 % of crystals.,,,,,,,,,
340-U1396A-3H-3-A,340,U1396,A,3,3-3,H,3,A,81,85,18.91,18.95,minimal [drilling disturbance],1,ash [F&S84],100,pebble [W22_2],9,,,,,100,ash layer,0,0,,0,,0,,0,,0,,0,,0,,,,,100,0,0,0,0,0,0,0,0,0,,moderate [BP01],absent [alteration],0,Pumice is hornblende dacite.,,,,,,,,,
340-U1396A-3H-3-A,340,U1396,A,3,3-3,H,3,A,85,102,18.95,19.12,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,100,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-3-A,340,U1396,A,3,3-3,H,3,A,102,118,19.12,19.28,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,hemipelagic samd containing small pebbles of pumice,0.1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,pumice,angular,0,0,3,0,11,0,0,86,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-3-A,340,U1396,A,3,3-3,H,3,A,118,123.5,19.28,19.335,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,ash layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,85,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-3-A,340,U1396,A,3,3-3,H,3,A,123.5,150,19.335,19.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic ,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,100,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-4-A,340,U1396,A,3,3-4,H,4,A,0,14,19.6,19.74,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,foram rich,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,75,0,25,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-4-A,340,U1396,A,3,3-4,H,4,A,14,19,19.74,19.79,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,pumice clast rich layer,60,80,pebble [W22_2],0,,0,,20,pebble [W22_2],0,,0,,0,,,,angular,0,0,50,0,50,0,0,0,0,0,,extremely poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-4-A,340,U1396,A,3,3-4,H,4,A,19,45,19.79,20.05,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,foram rich,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,75,0,25,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-4-A,340,U1396,A,3,3-4,H,4,A,45,47,20.05,20.07,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,pumice clast rich layer,70,80,,0,,0,,20,,0,,0,,0,,,,angular,0,0,50,0,50,0,0,0,0,0,,extremely poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-4-A,340,U1396,A,3,3-4,H,4,A,47,53,20.07,20.13,minimal [drilling disturbance],1,calcareous sand [Leg210],55,medium sand [T07],6,volcaniclastic-sand [BGS-S81],45,medium sand [T07],6,100,,1,0,,0,,0,,0,,0,,0,,100,,,,,0,0,5,0,40,0,0,50,5,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-4-A,340,U1396,A,3,3-4,H,4,A,53,150,20.13,21.1,minimal [drilling disturbance],1,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,foram rich,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,75,0,25,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-5-A,340,U1396,A,3,3-5,H,5,A,0,5,21.1,21.15,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,"moderatory sorted biogenic and other carbonates
",,,,,,,,,
340-U1396A-3H-5-A,340,U1396,A,3,3-5,H,5,A,5,10,21.15,21.2,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,medium sand [T07],6,100,"mixture of bioclastic and volcaniclastic materials
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,70,0,0,,moderately well [BP01],absent [alteration],0,well to moderatory sorted biogenic and volcaniclastic grains,,,,,,,,,
340-U1396A-3H-5-A,340,U1396,A,3,3-5,H,5,A,10,150,21.2,22.6,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],60,silt-fine mud [T07],2,calcareous sand [Leg210],40,fine sand [T07],4,100,mottled hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,0,80,,moderate [BP01],absent [alteration],0,moderatory sorted biogenic and other carbonates,,,,,,,,,
340-U1396A-3H-6-A,340,U1396,A,3,3-6,H,6,A,0,106,22.6,23.66,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-6-A,340,U1396,A,3,3-6,H,6,A,106,109,23.66,23.69,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,100,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-6-A,340,U1396,A,3,3-6,H,6,A,109,150,23.69,24.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,0,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-7-A,340,U1396,A,3,3-7,H,7,A,0,69,24.1,24.79,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-CC-A,340,U1396,A,3,3-CC,H,CC,A,0,5,24.79,24.84,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-CC-A,340,U1396,A,3,3-CC,H,CC,A,5,8,24.84,24.87,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,57,0,4,0,29,0,0,10,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-CC-A,340,U1396,A,3,3-CC,H,CC,A,8,35,24.87,25.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-3H-CC-A,340,U1396,A,3,3-CC,H,CC,A,35,39,25.14,25.18,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
340-U1396A-4H-1-A,340,U1396,A,4,4-1,H,1,A,0,3,24.6,24.63,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-1-A,340,U1396,A,4,4-1,H,1,A,3,45,24.63,25.05,slight [drilling disturbance],2,carbonate ooze [Leg178],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,0,0,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-1-A,340,U1396,A,4,4-1,H,1,A,45,51,25.05,25.11,slight [drilling disturbance],2,calcareous sand [Leg210],80,fine sand [T07],4,ash [F&S84],20,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-1-A,340,U1396,A,4,4-1,H,1,A,51,60,25.11,25.2,slight [drilling disturbance],2,calcareous sand [Leg210],80,fine sand [T07],4,ash [F&S84],20,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-1-A,340,U1396,A,4,4-1,H,1,A,60,128,25.2,25.88,minimal [drilling disturbance],1,calcareous sand [Leg210],95,fine sand [T07],4,volcaniclastic-sand [BGS-S81],5,fine medium sand [T07],5,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,20,5,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-1-A,340,U1396,A,4,4-1,H,1,A,128,150,25.88,26.1,slight [drilling disturbance],2,calcareous sand [Leg210],95,fine sand [T07],4,volcaniclastic-sand [BGS-S81],5,fine medium sand [T07],5,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,20,5,70,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,0,31,26.1,26.41,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,0,96,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,31,33,26.41,26.43,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,5,0,0,10,20,60,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,33,45,26.43,26.55,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,0,96,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,45,47,26.55,26.57,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,47,68,26.57,26.78,moderate [drilling disturbance],4,carbonate ooze [Leg178],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,0,96,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,68,71,26.78,26.81,moderate [drilling disturbance],4,ash [F&S84],100,coarse sand [T07],7,,,,,100,"ashfall?, NB. sand sized grains are volcaniclastic although fine silt matrix is biogenic origin",0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,10,20,0,0,0,0,55,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,71,90,26.81,27,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,2,94,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,90,92,27,27.02,slight [drilling disturbance],2,ash [F&S84],100,coarse sand [T07],7,,,,,100,ashfall,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,0,0,20,,very well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,92,138,27.02,27.48,slight [drilling disturbance],2,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,0,93,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,138,139,27.48,27.49,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],40,fine medium sand [T07],5,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,20,0,0,30,0,30,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-2-A,340,U1396,A,4,4-2,H,2,A,139,150,27.49,27.6,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,carbonate ooze [Leg178],40,silt-fine mud [T07],2,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,0,93,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,0,6,27.6,27.66,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,80,0,20,,moderate [BP01],absent [alteration],0,100% bioclastic materials,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,6,7,27.66,27.67,moderate [drilling disturbance],4,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine medium sand [T07],5,100,mix bioclastic volcaniclastic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,30,0,0,0,0,60,,well [BP01],absent [alteration],0,mix volcaniclastic and hemipelagic sediments,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,7,15,27.67,27.75,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,80,0,20,,moderate [BP01],absent [alteration],0,100% bioclastic materials,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,15,18,27.75,27.78,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],70,medium sand [T07],6,calcareous sand [Leg210],30,medium sand [T07],6,100,mix volcaniclastic bioclastic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,60,0,0,0,0,30,,well [BP01],absent [alteration],0,mix volcaniclastic and hemipelagic sediments with volcaniclastics dominant,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,18,54,27.78,28.14,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,80,0,20,,moderate [BP01],absent [alteration],0,100% bioclastic materials,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,54,56,28.14,28.16,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],80,coarse sand [T07],7,calcareous sand [Leg210],20,coarse sand [T07],7,100,"volcaniclastic sand of ashfall-origin?
",0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,25,0,25,0,0,0,0,20,,well [BP01],absent [alteration],0,mix volcaniclastic and hemipelagic sediments of volcaniclastics dominant,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,56,127,28.16,28.87,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment mottled,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,80,0,20,,moderate [BP01],absent [alteration],0,100% bioclastic materials,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,127,128,28.87,28.88,moderate [drilling disturbance],4,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,medium sand [T07],6,100,mix of bioclastic and volcaniclastic materials,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,20,0,70,,well [BP01],absent [alteration],0,mix volcaniclastic and hemipelagic sediments,,,,,,,,,
340-U1396A-4H-3-A,340,U1396,A,4,4-3,H,3,A,128,150,28.88,29.1,moderate [drilling disturbance],4,calcareous sand [Leg210],70,fine sand [T07],4,carbonate ooze [Leg178],30,silt-fine mud [T07],2,100,hemipelagic sediment mottled,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,80,0,20,,moderate [BP01],absent [alteration],0,100% bioclastic materials,,,,,,,,,
340-U1396A-4H-4-A,340,U1396,A,4,4-4,H,4,A,0,150,29.1,30.6,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,0,95,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-5-A,340,U1396,A,4,4-5,H,5,A,0,2,30.6,30.62,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,15,0,,0,,0,,0,,90,medium sand [T07],0,,10,medium sand [T07],,,angular,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-5-A,340,U1396,A,4,4-5,H,5,A,2,22,30.62,30.82,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,fine sand [T07],4,calcareous sand [Leg210],40,fine sand [T07],4,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,30,0,5,0,0,10,0,55,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-5-A,340,U1396,A,4,4-5,H,5,A,22,26.5,30.82,30.865,minimal [drilling disturbance],1,volcaniclastic-mudstone [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,10,0,10,0,0,0,0,30,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-5-A,340,U1396,A,4,4-5,H,5,A,26.5,63,30.865,31.23,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,fine sand [T07],4,calcareous sand [Leg210],40,fine sand [T07],4,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,30,0,5,0,0,10,0,55,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-5-A,340,U1396,A,4,4-5,H,5,A,63,145.5,31.23,32.055,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,
340-U1396A-4H-5-A,340,U1396,A,4,4-5,H,5,A,145.5,147.5,32.055,32.075,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,10,0,,0,,0,,0,,100,medium sand [T07],0,,0,,,,angular,0,0,10,0,15,0,0,15,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-4H-5-A,340,U1396,A,4,4-5,H,5,A,147.5,150,32.075,32.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,
340-U1396A-4H-6-A,340,U1396,A,4,4-6,H,6,A,0,150,32.1,33.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,0,,0,,0,,0,,0,,0,,100,coarse sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],rare [alteration],2,,,,,,,,,,
340-U1396A-4H-7-A,340,U1396,A,4,4-7,H,7,A,0,68,33.6,34.28,slight to moderate [drilling disturbance],3,calcareous sandstone or tuff [Leg210],60,fine sand [T07],4,carbonate ooze [Leg178],40,silt-fine mud [T07],2,100,mottled hemipelagite,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,80,0,20,,moderate [BP01],absent [alteration],0,biogenic clastics,,,,,,,,,
340-U1396A-4H-7-A,340,U1396,A,4,4-7,H,7,A,68,74,34.28,34.34,slight to moderate [drilling disturbance],3,ash [F&S84],100,coarse sand [T07],7,,,,,100,volcanic ash with granular? pumice,2,100,granule [T07],,,,,,,,,,,,,,pumiceous fragment,angular,5,0,5,0,80,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,highly volcanic in origin,,,,,,,,,
