Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data
340-U1396A-1H-1-A,340,U1396,A,1,1-1,H,1,A,0,39,0,0.39,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,0,,,100,Hemipelagic clay,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,7,0,0,93,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-1-A,340,U1396,A,1,1-1,H,1,A,39,150,0.39,1.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,0,,,100,Hemipelagic clay,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,99,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,0,18,1.5,1.68,slight [drilling disturbance],2,calcareous sand [Leg210],85,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],15,fine sand [T07],4,100,,1,0,,0,,0,,0,,0,,0,,100,,,biogenic fragments,angular,0,0,0,0,15,0,0,0,85,0,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,18,20,1.68,1.7,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine sand [T07],4,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,37,0,43,0,0,20,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,20,38,1.7,1.88,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],70,fine sand [T07],4,calcareous sand [Leg210],30,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,30,0,0,20,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,38,40,1.88,1.9,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],50,fine mud [T07],3,carbonate ooze [Leg178],50,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,10,0,10,0,40,0,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,40,50,1.9,2,minimal [drilling disturbance],1,calcareous sand [Leg210],60,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],40,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,20,0,0,50,0,10,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,50,105,2,2.55,minimal [drilling disturbance],1,calcareous sand [Leg210],90,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],10,fine medium sand [T07],5,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,70,0,20,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,105,111,2.55,2.61,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],80,fine sand [T07],4,calcareous sand [Leg210],20,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,30,0,0,10,0,10,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,111,114,2.61,2.64,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,49,0,1,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,114,128,2.64,2.78,minimal [drilling disturbance],1,calcareous sand [Leg210],90,fine sand [T07],4,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,80,5,0,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-2-A,340,U1396,A,1,1-2,H,2,A,128,150,2.78,3,minimal [drilling disturbance],1,carbonate ooze [Leg178],95,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],5,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,10,0,0,80,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-3-A,340,U1396,A,1,1-3,H,3,A,0,72,3,3.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-1H-3-A,340,U1396,A,1,1-3,H,3,A,72,74.5,3.72,3.745,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-1H-3-A,340,U1396,A,1,1-3,H,3,A,74.5,76,3.745,3.76,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],50,silt-fine mud [T07],2,calcareous sand [Leg210],50,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,50,0,0,50,,well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-3-A,340,U1396,A,1,1-3,H,3,A,76,85,3.76,3.85,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,tephra or volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,48,0,52,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-3-A,340,U1396,A,1,1-3,H,3,A,85,150,3.85,4.5,minimal [drilling disturbance],1,calcareous sand [Leg210],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-1H-4-A,340,U1396,A,1,1-4,H,4,A,0,30,4.5,4.8,severe [drilling disturbance],7,carbonate ooze [Leg178],100,,,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-4-A,340,U1396,A,1,1-4,H,4,A,30,49,4.8,4.99,severe [drilling disturbance],7,calcareous sand [Leg210],70,medium sand [T07],6,volcaniclastic-sand [BGS-S81],30,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-4-A,340,U1396,A,1,1-4,H,4,A,30,89,4.8,5.39,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-4-A,340,U1396,A,1,1-4,H,4,A,49,89,4.99,5.39,severe [drilling disturbance],7,carbonate ooze [Leg178],100,,,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-CC-A,340,U1396,A,1,1-CC,H,CC,A,0,19,5.39,5.58,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-CC-A,340,U1396,A,1,1-CC,H,CC,A,0,24,5.39,5.63,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,100,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-1H-CC-A,340,U1396,A,1,1-CC,H,CC,A,19,24,5.58,5.63,,,,,,,,,,,,PAL sample,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
340-U1396A-2H-1-A,340,U1396,A,2,2-1,H,1,A,0,28,5.6,5.88,destroyed [drilling disturbance],8,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,Severely destroyed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,very poor [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-2H-1-A,340,U1396,A,2,2-1,H,1,A,28,36,5.88,5.96,destroyed [drilling disturbance],8,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Severely destroyed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,60,0,0,40,,very poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-2H-1-A,340,U1396,A,2,2-1,H,1,A,36,105,5.96,6.65,destroyed [drilling disturbance],8,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,Severely destroyed,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,very well [BP01],moderate [alteration],4,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,0,7.5,6.65,6.725,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,7.5,8.5,6.725,6.735,,,,,,,,,,,,Void,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,8.5,23,6.735,6.88,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,23,25,6.88,6.9,,,,,,,,,,,,Void,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,25,104,6.9,7.69,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,104,106,7.69,7.71,,,,,,,,,,,,Void,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,106,112,7.71,7.77,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,112,114,7.77,7.79,,,,,,,,,,,,Void,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,114,147,7.79,8.12,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0,0,0,0,0,0,0,100,,poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-2H-2-A,340,U1396,A,2,2-2,H,2,A,147,150,8.12,8.15,,,,,,,,,,,,Void,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
340-U1396A-2H-3-A,340,U1396,A,2,2-3,H,3,A,0,25,8.15,8.4,slight [drilling disturbance],2,calcareous sand [Leg210],98,fine sand [T07],4,volcaniclastic-sand [BGS-S81],2,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,1,30,30,38,,very poor [BP01],absent [alteration],0,,,,,,,,,,
340-U1396A-2H-3-A,340,U1396,A,2,2-3,H,3,A,25,33,8.4,8.48,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],90,medium sand [T07],6,calcareous sand [Leg210],10,fine medium sand [T07],5,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,85,0,5,5,0,3,,poor [BP01],absent [alteration],0,,,,,,,,,,
