Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1455C-29F-2-A,8,16,371.84,371.92,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,16,44,371.92,372.2,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,16,44,371.92,372.2,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,44,52,372.2,372.28,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light brown,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,44,52,372.2,372.28,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,52,69,372.28,372.45,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark green,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,52,69,372.28,372.45,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,69,79,372.45,372.55,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,sub-horizontal,,,,,,burrows,,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,69,79,372.45,372.55,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,79,85,372.55,372.61,,nannofossil rich,calcareous ooze [Leg339],,nannofossil rich calcareous ooze,nannofossil rich calcareous ooze,calcareous ooze,,white,sharp irregular,sub-horizontal,,,,,,burrows,,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,79,85,372.55,372.61,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,85,104,372.61,372.8,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,gradational,horizontal,,,,,,burrows,,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,85,104,372.61,372.8,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,104,137,372.8,373.13,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,104,137,372.8,373.13,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,137,150,373.13,373.26,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-2-A,137,150,373.13,373.26,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,2,A,
354-U1455C-29F-3-A,0,36,373.26,373.62,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,3,A,
354-U1455C-29F-3-A,36,59,373.62,373.85,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,3,A,
354-U1455C-29F-3-A,36,59,373.62,373.85,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,3,A,
354-U1455C-29F-3-A,59,79,373.85,374.05,,nannofossil rich,calcareous ooze [Leg339],,nannofossil rich calcareous ooze,nannofossil rich calcareous ooze,calcareous ooze,,white,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,3,A,
354-U1455C-29F-3-A,59,79,373.85,374.05,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,3,A,
354-U1455C-29F-3-A,79,106,374.05,374.32,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,3,A,
354-U1455C-29F-3-A,79,106,374.05,374.32,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,3,A,
354-U1455C-29F-CC-A,0,6,374.32,374.38,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,CC,A,
354-U1455C-29F-CC-A,6,15,374.38,374.47,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,29,F,CC,A,
354-U1455C-29F-CC-A,6,15,374.38,374.47,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,29,F,CC,A,
354-U1455C-29F-CC-A,15,32,374.47,374.64,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,29,F,CC,A,
354-U1455C-30F-1-A,0,29,375.9,376.19,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,0,29,375.9,376.19,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,29,43,376.19,376.33,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,29,43,376.19,376.33,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,43,58,376.33,376.48,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,green,gradational,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,43,58,376.33,376.48,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,58,100,376.48,376.9,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,58,100,376.48,376.9,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,100,108,376.9,376.98,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,100,108,376.9,376.98,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,108,139,376.98,377.29,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,108,139,376.98,377.29,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-1-A,139,144,377.29,377.34,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1455,C,30,F,1,A,
354-U1455C-30F-2-A,0,8,377.34,377.42,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,greenish gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,30,F,2,A,
354-U1455C-30F-2-A,8,13,377.42,377.47,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,30,F,2,A,
354-U1455C-30F-2-A,13,94,377.47,378.28,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,30,F,2,A,
354-U1455C-30F-3-A,0,116,378.28,379.44,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,30,F,3,A,
354-U1455C-30F-CC-A,0,13,379.44,379.57,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,30,F,CC,A,
354-U1455C-31F-1-A,0,24,380.6,380.84,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,31,F,1,A,
354-U1455C-31F-1-A,24,77,380.84,381.37,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp irregular,sub-vertical,,,,,,,,,,,,,,354,U1455,C,31,F,1,A,
354-U1455C-31F-1-A,77,89,381.37,381.49,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,31,F,1,A,
354-U1455C-31F-1-A,89,96,381.49,381.56,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,31,F,1,A,
354-U1455C-31F-1-A,89,96,381.49,381.56,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,31,F,1,A,
354-U1455C-31F-1-A,96,121,381.56,381.81,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,31,F,1,A,
354-U1455C-31F-1-A,96,121,381.56,381.81,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1455,C,31,F,1,A,
354-U1455C-31F-2-A,0,21,381.81,382.02,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light green,sharp irregular,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,31,F,2,A,
354-U1455C-31F-2-A,21,94,382.02,382.75,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,31,F,2,A,
354-U1455C-31F-3-A,0,96,382.75,383.71,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,31,F,3,A,
354-U1455C-31F-CC-A,0,19,383.71,383.9,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,31,F,CC,A,
354-U1455C-32F-1-A,0,16,385.3,385.46,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,32,F,1,A,
354-U1455C-32F-1-A,16,41,385.46,385.71,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,32,F,1,A,
354-U1455C-32F-1-A,41,46,385.71,385.76,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,horizontal,,,,,,,,,,,,,,354,U1455,C,32,F,1,A,
354-U1455C-32F-1-A,46,94,385.76,386.24,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,,,,,,,,,,,,,,,354,U1455,C,32,F,1,A,
354-U1455C-32F-CC-A,0,22,386.24,386.46,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,gray,,,,,,,,,,,,,,,,354,U1455,C,32,F,CC,A,
354-U1455C-33F-1-A,0,23,390,390.23,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,33,F,1,A,
354-U1455C-33F-1-A,23,62,390.23,390.62,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,33,F,1,A,
354-U1455C-33F-1-A,62,100,390.62,391,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,33,F,1,A,
354-U1455C-33F-2-A,0,6,391,391.06,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,33,F,2,A,
354-U1455C-33F-2-A,6,52,391.06,391.52,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,33,F,2,A,
354-U1455C-33F-2-A,52,73,391.52,391.73,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,33,F,2,A,
354-U1455C-33F-CC-A,0,35,391.73,392.08,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,33,F,CC,A,
354-U1455C-34F-1-A,0,24,394.7,394.94,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,34,F,1,A,
354-U1455C-34F-1-A,24,58,394.94,395.28,,nannofossil rich,calcareous ooze [Leg339],,nannofossil rich calcareous ooze,nannofossil rich calcareous ooze,calcareous ooze,,white,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,34,F,1,A,
354-U1455C-34F-1-A,58,93,395.28,395.63,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,34,F,1,A,
354-U1455C-34F-2-A,0,8,395.63,395.71,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,greenish gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,34,F,2,A,
354-U1455C-34F-2-A,8,23,395.71,395.86,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,light brown,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,34,F,2,A,
354-U1455C-34F-2-A,23,148,395.86,397.11,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,,,,,,,,,,,,,,,,,354,U1455,C,34,F,2,A,
354-U1455C-34F-CC-A,0,23,397.11,397.34,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,,,,,,,,,,,,,,,,,354,U1455,C,34,F,CC,A,
354-U1455C-35F-1-A,0,21,399.4,399.61,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light green,sharp irregular,sub-vertical,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,35,F,1,A,
354-U1455C-35F-1-A,21,47,399.61,399.87,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,35,F,1,A,
354-U1455C-35F-1-A,47,57,399.87,399.97,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1455,C,35,F,1,A,
354-U1455C-35F-1-A,57,150,399.97,400.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,35,F,1,A,
354-U1455C-35F-2-A,0,150,400.9,402.4,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,35,F,2,A,
354-U1455C-35F-3-A,0,100,402.4,403.4,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,35,F,3,A,
354-U1455C-35F-4-A,0,58,403.4,403.98,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,fine sand,,,,354,U1455,C,35,F,4,A,
354-U1455C-36F-1-A,0,16,404.1,404.26,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,,,,,,,,fall-in,,,,,,,354,U1455,C,36,F,1,A,
354-U1455C-36F-1-A,16,39,404.26,404.49,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,sharp irregular,,,,,,,,fall-in,,,,,,,354,U1455,C,36,F,1,A,
354-U1455C-36F-1-A,39,68,404.49,404.78,,,silt [Leg210],,silt,silt,silt,,dark gray,,,thin bed [B01],clay [Leg210],thin bed [B01],,,mud clast,,,,,,,,354,U1455,C,36,F,1,A,
354-U1455C-36F-2-A,0,109,404.78,405.87,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,36,F,2,A,
354-U1455C-36F-3-A,0,118,405.87,407.05,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,36,F,3,A,
354-U1455C-37F-1-A,0,5,408.8,408.85,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,light gray,sharp irregular,,,,,,,,fall-in,,,,,,,354,U1455,C,37,F,1,A,
354-U1455C-37F-1-A,5,139,408.85,410.19,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,37,F,1,A,
354-U1455C-37F-2-A,0,119,410.19,411.38,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,37,F,2,A,
354-U1455C-37F-3-A,0,68,411.38,412.06,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,37,F,3,A,
354-U1455C-38F-1-A,0,12,413.5,413.62,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,,,,,,,,,,,,,,,354,U1455,C,38,F,1,A,
354-U1455C-38F-1-A,12,26,413.62,413.76,,,clay [Leg210],,clay,clay,clay,,gray,gradational,,thin bed [B01],silt [Leg210],very thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1455,C,38,F,1,A,
354-U1455C-38F-1-A,26,37,413.76,413.87,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp irregular,,,,,,,parallel lamination,,,,,,,,354,U1455,C,38,F,1,A,
354-U1455C-38F-1-A,37,61,413.87,414.11,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1455,C,38,F,1,A,
354-U1455C-38F-1-A,61,82,414.11,414.32,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1455,C,38,F,1,A,
354-U1455C-38F-2-A,0,127,414.32,415.59,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,38,F,2,A,
354-U1455C-38F-3-A,0,139,415.59,416.98,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,38,F,3,A,
354-U1455C-38F-4-A,0,69,416.98,417.67,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1455,C,38,F,4,A,
354-U1455C-39F-1-A,0,6,418.2,418.26,,,clay [Leg210],,clay,clay,clay,,gray,sharp irregular,,,,,,,,,,,,,,,354,U1455,C,39,F,1,A,
354-U1455C-39F-1-A,6,23,418.26,418.43,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp irregular,,,,,,,,,,,,,,,354,U1455,C,39,F,1,A,
354-U1455C-39F-1-A,23,72,418.43,418.92,,,silt [Leg210],,silt,silt,silt,,gray,sharp irregular,,medium bed [B01],clay [Leg210],medium bed [B01],,,parallel lamination,,,,,,,,354,U1455,C,39,F,1,A,
354-U1455C-39F-1-A,72,150,418.92,419.7,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,gray,,,,,,,,,flow-in,,,,,,,354,U1455,C,39,F,1,A,
354-U1455C-39F-2-A,0,150,419.7,421.2,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,gray,,,,,,,,,flow-in,,,,,,,354,U1455,C,39,F,2,A,
354-U1455C-39F-3-A,0,102,421.2,422.22,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,gray,,,,,,,,,flow-in,,,,,,,354,U1455,C,39,F,3,A,
354-U1455C-39F-4-A,0,62,422.22,422.84,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,gray,,,,,,,,,flow-in,,,,,,,354,U1455,C,39,F,4,A,
354-U1455C-39F-CC-A,0,19,422.84,423.03,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,gray,,,,,,,,,flow-in,,,,,,,354,U1455,C,39,F,CC,A,
354-U1455C-40F-1-A,0,23,422.9,423.13,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,greenish gray,sharp irregular,,,,,,,burrows,,,,,,,,354,U1455,C,40,F,1,A,
354-U1455C-40F-1-A,23,44,423.13,423.34,,nannofossil rich,calcareous ooze [Leg339],,nannofossil rich calcareous ooze,nannofossil rich calcareous ooze,calcareous ooze,,white,,,,,,,,burrows,,,,,,,,354,U1455,C,40,F,1,A,
354-U1455C-40F-CC-A,0,33,423.34,423.67,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,greenish gray,sharp irregular,,,,,,,burrows,,,,,,,,354,U1455,C,40,F,CC,A,
354-U1455C-41F-1-A,0,40,427.6,428,,nannofossil rich,calcareous ooze [Leg339],,nannofossil rich calcareous ooze,nannofossil rich calcareous ooze,calcareous ooze,,white,sharp planar,,,,,,,burrows,,,,,,,,354,U1455,C,41,F,1,A,
354-U1455C-41F-1-A,40,64,428,428.24,,,calcareous clay [Leg210],,calcareous clay,calcareous clay,calcareous clay,,greenish gray,bioturbated,,,,,,,burrows,,,,,,,,354,U1455,C,41,F,1,A,
354-U1455C-41F-1-A,64,73,428.24,428.33,,nannofossil rich,calcareous ooze [Leg339],,nannofossil rich calcareous ooze,nannofossil rich calcareous ooze,calcareous ooze,,white,,,,,,,,burrows,,,,,,,,354,U1455,C,41,F,1,A,
354-U1455C-41F-2-A,0,150,428.33,429.83,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,burrows,,,,,,,,354,U1455,C,41,F,2,A,
354-U1455C-41F-3-A,0,128,429.83,431.11,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,burrows,,,,,,,,354,U1455,C,41,F,3,A,
354-U1455C-41F-CC-A,0,28,431.11,431.39,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,burrows,,,,,,,,354,U1455,C,41,F,CC,A,
354-U1455C-43R-1-A,0,7,773,773.07,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,43,R,1,A,
354-U1455C-43R-1-A,7,26,773.07,773.26,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1455,C,43,R,1,A,
354-U1455C-43R-1-A,26,32,773.26,773.32,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-vertical,,,,,,parallel lamination,with plant fragments,,,,,,,354,U1455,C,43,R,1,A,
354-U1455C-43R-1-A,32,61,773.32,773.61,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,,,,,,parallel lamination,with plant fragments and clay clast,,,,,,,354,U1455,C,43,R,1,A,
354-U1455C-43R-1-A,61,65,773.61,773.65,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,sharp planar,horizontal,,,,,,parallel lamination,,,,,,,,354,U1455,C,43,R,1,A,
354-U1455C-43R-1-A,65,108,773.65,774.08,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,,,,,,normally graded,with some clay clasts,,,,,,,354,U1455,C,43,R,1,A,
354-U1455C-43R-1-A,108,119,774.08,774.19,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,gradational,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,,,,dark gray silt lamina,,,,354,U1455,C,43,R,1,A,
