Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass comments,File Data,Extra Sample ID Data
340-U1397A-2H-6-A,340,U1397,A,2,2-6,H,6,A,10,13,7.91,7.94,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,2,2,95,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-6-A,340,U1397,A,2,2-6,H,6,A,13,27,7.94,8.08,moderate [drilling disturbance],4,carbonate ooze [Leg178],60,fine mud [T07],3,volcaniclastic-sand [BGS-S81],40,fine medium sand [T07],5,100,alternation of fine mud and volcaniclastic sand layers (mms thick layers),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-6-A,340,U1397,A,2,2-6,H,6,A,27,36,8.08,8.17,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,"hemipelagite, burrows
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,2,2,95,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-6-A,340,U1397,A,2,2-6,H,6,A,36,47,8.17,8.28,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,10,0,0,80,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-6-A,340,U1397,A,2,2-6,H,6,A,47,123,8.28,9.04,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,1,0,0,2,2,95,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-7-A,340,U1397,A,2,2-7,H,7,A,0,20,9.04,9.24,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,60,0,0,0,0,40,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-2H-CC-A,340,U1397,A,2,2-CC,H,CC,A,0,1.5,9.24,9.255,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
340-U1397A-2H-CC-A,340,U1397,A,2,2-CC,H,CC,A,1.5,15,9.255,9.39,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,90,0,0,0,0,5,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,0,35,9.8,10.15,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,,10,0,10,0,75,0,0,5,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,35,41,10.15,10.21,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,,10,0,10,0,75,0,0,5,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,41,44,10.21,10.24,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,,10,0,10,0,75,0,0,5,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,44,48,10.24,10.28,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,48,51,10.28,10.31,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,75,0,0,5,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,51,110,10.31,10.9,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,110,126,10.9,11.06,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,126,133,11.06,11.13,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,133,134,11.13,11.14,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,134,143,11.14,11.23,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-1-A,340,U1397,A,3,3-1,H,1,A,143,150,11.23,11.3,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,60,0,0,0,0,40,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,0,4,11.3,11.34,slight to moderate [drilling disturbance],3,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,70,0,0,5,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,4,10,11.34,11.4,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,10,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,10,27,11.4,11.57,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,27,40,11.57,11.7,moderate [drilling disturbance],4,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,0,0,50,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,40,79,11.7,12.09,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,79,80,12.09,12.1,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,15,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,80,106,12.1,12.36,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,106,108,12.36,12.38,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,60,0,0,10,0,5,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,108,113,12.38,12.43,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,30,0,55,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,113,116,12.43,12.46,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,60,0,0,10,0,5,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,116,139,12.46,12.69,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,139,141,12.69,12.71,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,40,0,0,20,0,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-2-A,340,U1397,A,3,3-2,H,2,A,141,150,12.71,12.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,0,14,12.8,12.94,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,14,33,12.94,13.13,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,33,50,13.13,13.3,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,50,54,13.3,13.34,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,54,84,13.34,13.64,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,84,87,13.64,13.67,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,87,140,13.67,14.2,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,140,143,14.2,14.23,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-3-A,340,U1397,A,3,3-3,H,3,A,143,150,14.23,14.3,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,50,0,50,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-4-A,340,U1397,A,3,3-4,H,4,A,0,8,14.3,14.38,moderate to high [drilling disturbance],5,ash [F&S84],100,medium sand [T07],6,,,,,100,ashfall,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,5,5,84,0,0,2,2,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-4-A,340,U1397,A,3,3-4,H,4,A,8,33,14.38,14.63,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,2,94,,poor [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-4-A,340,U1397,A,3,3-4,H,4,A,33,39,14.63,14.69,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall? disturbed by drilling,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,91,0,0,2,5,0,,poor [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-4-A,340,U1397,A,3,3-4,H,4,A,39,91,14.69,15.21,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,2,94,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-4-A,340,U1397,A,3,3-4,H,4,A,91,93,15.21,15.23,moderate to high [drilling disturbance],5,ash [F&S84],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,93,0,0,0,5,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-4-A,340,U1397,A,3,3-4,H,4,A,93,94,15.23,15.24,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,2,94,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-4-A,340,U1397,A,3,3-4,H,4,A,94,96,15.24,15.26,moderate to high [drilling disturbance],5,ash [F&S84],100,fine sand [T07],4,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,93,0,0,0,0,5,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-4-A,340,U1397,A,3,3-4,H,4,A,96,150,15.26,15.8,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,2,2,94,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,0,9,15.8,15.89,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,9,11,15.89,15.91,moderate [drilling disturbance],4,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,85,0,0,5,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,11,14,15.91,15.94,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,14,18,15.94,15.98,moderate [drilling disturbance],4,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,85,0,0,5,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,18,36,15.98,16.16,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,36,40,16.16,16.2,high [drilling disturbance],6,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,30,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,40,97,16.2,16.77,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,97,104,16.77,16.84,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,60,0,0,0,0,40,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,104,118,16.84,16.98,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,118,122,16.98,17.02,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,60,0,0,0,0,40,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-5-A,340,U1397,A,3,3-5,H,5,A,122,150,17.02,17.3,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-6-A,340,U1397,A,3,3-6,H,6,A,0,42,17.3,17.72,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,15,80,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-6-A,340,U1397,A,3,3-6,H,6,A,42,45,17.72,17.75,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,ashfall?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,0,0,20,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-6-A,340,U1397,A,3,3-6,H,6,A,45,80,17.75,18.1,slight [drilling disturbance],2,carbonate ooze [Leg178],90,silt-fine mud [T07],2,calcareous sand [Leg210],10,fine sand [T07],4,100,"alternation of hemipelagic sediments and mms thick fine sand layers
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,15,80,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-6-A,340,U1397,A,3,3-6,H,6,A,80,127.5,18.1,18.575,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,0,75,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-6-A,340,U1397,A,3,3-6,H,6,A,127.5,131,18.575,18.61,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,10,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-6-A,340,U1397,A,3,3-6,H,6,A,131,136,18.61,18.66,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,10,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-6-A,340,U1397,A,3,3-6,H,6,A,136,150,18.66,18.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,5,0,0,0,10,85,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,0,4,18.8,18.84,moderate [drilling disturbance],4,ash [F&S84],100,medium sand [T07],6,,,,,100,"volcanic ashfalll? normal grading, top 3 cm thick are thinly laminated",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,60,0,0,20,0,20,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,4,11,18.84,18.91,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,2,96,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,11,15,18.91,18.95,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,"hemipelagic fines
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,2,96,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,15,36,18.95,19.16,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,2,96,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,36,50,19.16,19.3,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,fine mud [T07],3,volcaniclastic-sand [BGS-S81],30,fine medium sand [T07],5,100,3 thin volcaniclastic layers intercalated with fine mud hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,25,0,0,0,0,75,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,50,60,19.3,19.4,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,2,96,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,60,63,19.4,19.43,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine medium sand [T07],5,,,,,100,bio/volcaniclastic mixture,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,40,0,0,0,0,60,,moderately well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,63,81,19.43,19.61,moderate [drilling disturbance],4,carbonate ooze [Leg178],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,fine sand [T07],4,100,hemipelagic fines,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,2,2,96,,moderate [BP01],absent [alteration],0,,,,,,,,
340-U1397A-3H-7-A,340,U1397,A,3,3-7,H,7,A,81,85,19.61,19.65,moderate [drilling disturbance],4,calcareous sand [Leg210],40,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],60,fine medium sand [T07],5,100,bio/volcaniclastic mixture,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,40,0,0,0,0,60,,well [BP01],absent [alteration],0,,,,,,,,
340-U1397A-4H-1-A,340,U1397,A,4,4-1,H,1,A,0,18,19.3,19.48,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,60,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,
