Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1341B-1H-1-A,323,U1341,B,1,1-1,H,1,A,0,108,0,1.08,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-1H-1-A,323,U1341,B,1,1-1,H,1,A,108,129,1.08,1.29,diatom ooze,Leg 323,foraminifer-bearing nannofossil-rich,foraminifer-bearing nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-1H-1-A,323,U1341,B,1,1-1,H,1,A,129,141,1.29,1.41,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-1H-1-A,323,U1341,B,1,1-1,H,1,A,141,150,1.41,1.5,diatom ooze,Leg 323,foraminifer-bearing nannofossil-rich,foraminifer-bearing nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-1H-2-A,323,U1341,B,1,1-2,H,2,A,0,23,1.5,1.73,diatom ooze,Leg 323,foraminifer-bearing nannofossil-rich,foraminifer-bearing nannofossil-rich diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-1H-2-A,323,U1341,B,1,1-2,H,2,A,23,150,1.73,3,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-1H-3-A,323,U1341,B,1,1-3,H,3,A,0,150,3,4.5,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-1H-4-A,323,U1341,B,1,1-4,H,4,A,0,150,4.5,6,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-1H-5-A,323,U1341,B,1,1-5,H,5,A,0,29,6,6.29,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-1H-5-A,323,U1341,B,1,1-5,H,5,A,29,128,6.29,7.28,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-1H-5-A,323,U1341,B,1,1-5,H,5,A,128,150,7.28,7.5,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-1H-6-A,323,U1341,B,1,1-6,H,6,A,0,59,7.5,8.09,diatom silt,Leg 323,,diatom silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-1H-6-A,323,U1341,B,1,1-6,H,6,A,59,96,8.09,8.46,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-1H-CC-A,323,U1341,B,1,1-CC,H,CC,A,0,13,8.46,8.59,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1341B-2H-1-A,323,U1341,B,2,2-1,H,1,A,0,20,8.7,8.9,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-1-A,323,U1341,B,2,2-1,H,1,A,20,70,8.9,9.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,30,soft,10Y 4/1,,,,,1-3cm interval alternating,,,,,,,
323-U1341B-2H-1-A,323,U1341,B,2,2-1,H,1,A,20,70,8.9,9.4,diatom ooze,Leg 323,,diatom ooze,70,soft,5Y 4/2,,,,,1-3cm interval alternating,,,,,,,
323-U1341B-2H-1-A,323,U1341,B,2,2-1,H,1,A,70,150,9.4,10.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,0,10,10.2,10.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,10,54,10.3,10.74,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,20,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,10,54,10.3,10.74,diatom ooze,Leg 323,,diatom ooze,80,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,54,130,10.74,11.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-2-A,323,U1341,B,2,2-2,H,2,A,130,150,11.5,11.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-2H-3-A,323,U1341,B,2,2-3,H,3,A,0,27,11.7,11.97,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-2H-3-A,323,U1341,B,2,2-3,H,3,A,27,150,11.97,13.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-4-A,323,U1341,B,2,2-4,H,4,A,0,20,13.2,13.4,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-4-A,323,U1341,B,2,2-4,H,4,A,20,60,13.4,13.8,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-2H-4-A,323,U1341,B,2,2-4,H,4,A,60,110,13.8,14.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-4-A,323,U1341,B,2,2-4,H,4,A,110,150,14.3,14.7,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-2H-5-A,323,U1341,B,2,2-5,H,5,A,0,8,14.7,14.78,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1341B-2H-5-A,323,U1341,B,2,2-5,H,5,A,8,80,14.78,15.5,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1341B-2H-5-A,323,U1341,B,2,2-5,H,5,A,80,150,15.5,16.2,diatom ooze,Leg 323,,diatom ooze,100,soft,5Y 4/3,,,,,,,,,,,,
