Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top depth [m],Bottom depth [m],Major prefix modifier before principal,Principal lithology name,Minor suffix modifier after principal,Lithology name,Lithology classification,Lithology (%),Grain size max (mm),Lithification,Comment,File Data
329-U1371H-1H-1-A,329,U1371,H,1,1-1,H,1,A,0,44,0,0.44,diatom-bearing,clay [S54] ,,diatom-bearing clay,"Shepard, 1954",,,,,
329-U1371H-1H-1-A,329,U1371,H,1,1-1,H,1,A,44,150,0.44,1.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371H-1H-2-A,329,U1371,H,1,1-2,H,2,A,0,150,1.5,3,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371H-1H-3-A,329,U1371,H,1,1-3,H,3,A,0,150,3,4.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371H-1H-4-A,329,U1371,H,1,1-4,H,4,A,0,100,4.5,5.5,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371H-1H-5-A,329,U1371,H,1,1-5,H,5,A,0,53,5.5,6.03,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
329-U1371H-1H-CC-A,329,U1371,H,1,1-CC,H,CC,A,0,16,6.03,6.19,clay-bearing diatom,ooze [MMK88],,clay-bearing diatom ooze,"Mazullo, Meyer & Kidd, 1988",,,,,
