Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Minor Lithology Prefix,Lithology Suffix,Lithology Prefix,Minor Lithology Suffix
340-U1401B-1H-1-A,340,U1401,B,1,1-1,H,1,A,0,99,0.0,0.99,moderate [drilling disturbance],4.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,"Soupy, volcaniclastic sand",1,0,,0,,50,pebble [W22_2],0,,0,,0,,50,pebble [W22_2],,other: mud clast,rounded,10.0,5.0,10.0,0.0,70.0,0.0,0.0,0.0,0.0,5.0,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-1-A,340,U1401,B,1,1-1,H,1,A,99,104,0.99,1.04,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,fine mud [T07],3.0,,,,,100.0,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0.0,0.0,0.0,0.0,30.0,0.0,20.0,10.0,20.0,20.0,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-1-A,340,U1401,B,1,1-1,H,1,A,104,111,1.04,1.11,moderate [drilling disturbance],4.0,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5.0,,,,,100.0,Volcaniclastic turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,20.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-1-A,340,U1401,B,1,1-1,H,1,A,111,123,1.11,1.23,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,fine mud [T07],3.0,,,,,100.0,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0.0,0.0,0.0,0.0,10.0,0.0,30.0,5.0,5.0,50.0,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-1-A,340,U1401,B,1,1-1,H,1,A,123,133,1.23,1.33,moderate [drilling disturbance],4.0,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5.0,,,,,100.0,Volcaniclastic turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,0.0,10.0,20.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-1-A,340,U1401,B,1,1-1,H,1,A,133,150,1.33,1.5,moderate [drilling disturbance],4.0,carbonate ooze [Leg178],100.0,fine mud [T07],3.0,,,,,100.0,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0.0,0.0,0.0,0.0,10.0,0.0,30.0,5.0,5.0,50.0,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,0,2,1.5,1.52,slight to moderate [drilling disturbance],3.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0.0,0.0,0.0,0.0,10.0,0.0,30.0,5.0,5.0,50.0,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,2,8,1.52,1.58,slight to moderate [drilling disturbance],3.0,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5.0,,,,,100.0,Volcaniclastic turbidite? or ash fall?,0,0,,0,,0,,0,,0,,0,,0,,,,,10.0,0.0,10.0,0.0,70.0,0.0,10.0,0.0,0.0,0.0,,well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,8,20,1.58,1.7,slight to moderate [drilling disturbance],3.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0.0,0.0,0.0,0.0,10.0,0.0,30.0,5.0,5.0,50.0,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
340-U1401B-1H-2-A,340,U1401,B,1,1-2,H,2,A,20,26,1.7,1.76,slight to moderate [drilling disturbance],3.0,calcareous sand [Leg210],100.0,fine sand [T07],4.0,,,,,100.0,Mixed turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,0.0,0.0,5.0,0.0,15.0,0.0,0.0,20.0,15.0,45.0,,moderately well [BP01],absent [alteration],0.0,,,,,,,,,,,,,
