Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Prefix,Lithology Suffix,Minor Lithology Suffix
340-U1399A-5H-6-A,340,U1399,A,5,5-6,H,6,A,10,40,41.22,41.52,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,30,40,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-6-A,340,U1399,A,5,5-6,H,6,A,40,59,41.52,41.71,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,0,0,0,0,10,0,90,0,0,0,,moderately well [BP01],absent [alteration],0,others are glass or fine felsic crystals,,,,,,,,,,,,,
340-U1399A-5H-6-A,340,U1399,A,5,5-6,H,6,A,59,63,41.71,41.75,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,5,0,30,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-6-A,340,U1399,A,5,5-6,H,6,A,63,127,41.75,42.39,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment with green layers,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,30,40,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-6-A,340,U1399,A,5,5-6,H,6,A,127,132,42.39,42.44,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,75,0,0,0,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-6-A,340,U1399,A,5,5-6,H,6,A,132,150,42.44,42.62,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,30,30,40,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-7-A,340,U1399,A,5,5-7,H,7,A,0,52,42.62,43.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-7-A,340,U1399,A,5,5-7,H,7,A,52,52.5,43.14,43.145,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,65,0,20,0,0,15,,moderately well [BP01],absent [alteration],0,Other is pyrite,,,,,,,,,,,,,
340-U1399A-5H-7-A,340,U1399,A,5,5-7,H,7,A,52.5,73,43.145,43.35,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-CC-A,340,U1399,A,5,5-CC,H,CC,A,0,9,43.35,43.44,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-CC-A,340,U1399,A,5,5-CC,H,CC,A,9,14,43.44,43.49,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-CC-A,340,U1399,A,5,5-CC,H,CC,A,14,27,43.49,43.62,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,70,0,0,0,0,30,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-CC-A,340,U1399,A,5,5-CC,H,CC,A,27,34,43.62,43.69,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-5H-CC-A,340,U1399,A,5,5-CC,H,CC,A,34,37,43.69,43.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-1-A,340,U1399,A,6,6-1,H,1,A,0,12,43.1,43.22,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,20,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-1-A,340,U1399,A,6,6-1,H,1,A,12,13,43.22,43.23,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcanic sand layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,55,0,0,10,20,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-1-A,340,U1399,A,6,6-1,H,1,A,13,20,43.23,43.3,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,20,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-1-A,340,U1399,A,6,6-1,H,1,A,20,25,43.3,43.35,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcanic sand layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,55,0,0,10,20,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-1-A,340,U1399,A,6,6-1,H,1,A,25,53,43.35,43.63,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,20,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-1-A,340,U1399,A,6,6-1,H,1,A,53,58,43.63,43.68,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,volcanic sand layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,60,0,0,5,25,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-1-A,340,U1399,A,6,6-1,H,1,A,58,136,43.68,44.46,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,20,60,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-1-A,340,U1399,A,6,6-1,H,1,A,136,150,44.46,44.6,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic turbidite?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,70,0,0,0,5,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-2-A,340,U1399,A,6,6-2,H,2,A,0,8,44.6,44.68,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],60,fine medium sand [T07],5,calcareous sand [Leg210],40,fine sand [T07],4,100,mixed sediments of volcaniclastics and bioclastics,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,30,0,0,20,10,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-2-A,340,U1399,A,6,6-2,H,2,A,8,48,44.68,45.08,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,25,25,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-2-A,340,U1399,A,6,6-2,H,2,A,48,73,45.08,45.33,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],60,fine medium sand [T07],5,calcareous sand [Leg210],40,fine sand [T07],4,100,layered mixed sediments of volcaniclastics and bioclastics,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,30,0,0,20,15,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-2-A,340,U1399,A,6,6-2,H,2,A,73,108,45.33,45.68,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,25,25,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-2-A,340,U1399,A,6,6-2,H,2,A,108,122,45.68,45.82,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],60,coarse sand [T07],7,calcareous sand [Leg210],40,coarse sand [T07],7,100,mixed sediments of volcaniclastics and bioclastics,10,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,rounded,0,0,25,0,30,0,0,20,10,15,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-2-A,340,U1399,A,6,6-2,H,2,A,122,127,45.82,45.87,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,25,25,50,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-2-A,340,U1399,A,6,6-2,H,2,A,127,143,45.87,46.03,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,calcareous sand [Leg210],40,medium sand [T07],6,100,mixed sediments of volcaniclastics and bioclastics,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,30,0,0,20,10,15,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-3-A,340,U1399,A,6,6-3,H,3,A,0,12,46.03,46.15,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,"Part of volcaniclastic turbidite, with bioclasts and pumice, soupy massive",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,55,0,0,5,30,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-3-A,340,U1399,A,6,6-3,H,3,A,12,136,46.15,47.39,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"Part of volcaniclastic turbidite, with bioclasts and pumice, soupy massive",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,73,0,0,2,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,0,11,47.39,47.5,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Base of turbidite unit,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,15,0,68,0,0,0,15,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,11,24,47.5,47.63,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,5,88,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,24,25,47.63,47.64,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclatic sand (ashfall or turbidite),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,0,0,35,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,25,38,47.64,47.77,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,5,88,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,38,40,47.77,47.79,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclatic sand (ashfall or turbidite),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,0,0,35,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,40,43,47.79,47.82,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,5,88,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,43,44,47.82,47.83,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclatic sand (ashfall or turbidite),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,0,0,35,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,44,49,47.83,47.88,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,5,88,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,49,50,47.88,47.89,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclatic sand (ashfall or turbidite),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,0,0,35,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,50,54,47.89,47.93,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,5,88,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,54,55,47.93,47.94,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclatic sand (ashfall or turbidite),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,60,0,0,0,0,35,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,55,79,47.94,48.18,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,5,88,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,79,86,48.18,48.25,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclatic sand (ashfall or turbidite),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,5,15,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,86,95,48.25,48.34,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,5,88,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,95,101,48.34,48.4,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Thin volcaniclatic sand (ashfall or turbidite),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,5,15,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,101,140,48.4,48.79,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,5,5,88,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-4-A,340,U1399,A,6,6-4,H,4,A,140,150,48.79,48.89,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Thin volcaniclatic sand (ashfall or turbidite),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,90,0,0,5,5,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-5-A,340,U1399,A,6,6-5,H,5,A,0,40,48.89,49.29,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-6H-5-A,340,U1399,A,6,6-5,H,5,A,40,48,49.29,49.37,minimal [drilling disturbance],1,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,30,0,0,0,30,20,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-5-A,340,U1399,A,6,6-5,H,5,A,48,112,49.37,50.01,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,2,0,,0,,0,,0,,0,,0,,100,cobble [T07],,Parts of large mud clasts,,0,0,30,0,40,0,0,0,0,30,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-5-A,340,U1399,A,6,6-5,H,5,A,112,148,50.01,50.37,minimal [drilling disturbance],1,muddy sand [Leg183],100,fine sand [T07],4,,,,,100,,2,95,granule [T07],0,,0,,0,,0,,0,,5,pebble [W22_2],,mud clasts,,0,0,20,0,30,0,0,0,30,20,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-5-A,340,U1399,A,6,6-5,H,5,A,148,151,50.37,50.4,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,0,18,50.4,50.58,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite with layering,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,10,85,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,18,38,50.58,50.78,slight [drilling disturbance],2,muddy sand [Leg183],100,fine medium sand [T07],5,,,,,100,Debris flow facies? with mud clasts,20,20,,0,,0,,0,,0,,0,,80,,,Others: mud clasts,rounded,0,0,10,0,40,0,0,20,20,10,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,38,68,50.78,51.08,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Volcaniclastic sand (turbidite?),0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,10,0,40,0,0,25,20,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,68,101,51.08,51.41,slight [drilling disturbance],2,calcareous sand [Leg210],100,medium sand [T07],6,,,,,100,Mixed turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,40,0,0,45,0,15,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,101,128,51.41,51.68,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,10,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,128,129,51.68,51.69,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclastic sand layer (ashfall? or turbidite?),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,75,0,0,10,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,129,130,51.69,51.7,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,10,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,130,131,51.7,51.71,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclastic sand layer (ashfall? or turbidite?),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,75,0,0,10,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,131,135.5,51.71,51.755,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,10,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,135.5,136,51.755,51.76,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclastic sand layer (ashfall? or turbidite?),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,75,0,0,10,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,136,137,51.76,51.77,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,10,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,137,138,51.77,51.78,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Thin volcaniclastic sand layer (ashfall? or turbidite?),0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,75,0,0,10,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-6-A,340,U1399,A,6,6-6,H,6,A,138,151,51.78,51.91,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,5,10,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-7-A,340,U1399,A,6,6-7,H,7,A,0,9,51.91,52,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-7-A,340,U1399,A,6,6-7,H,7,A,9,10,52,52.01,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,85,0,0,0,0,15,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-7-A,340,U1399,A,6,6-7,H,7,A,10,63,52.01,52.54,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,0,0,0,0,0,85,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-CC-A,340,U1399,A,6,6-CC,H,CC,A,0,5,52.54,52.59,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-6H-CC-A,340,U1399,A,6,6-CC,H,CC,A,5,40,52.59,52.94,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
