Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Prefix,Lithology Suffix,Minor Lithology Suffix
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,30,40,118.32,118.42,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,95,0,0,0,3,0,0,1,1,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,40,65,118.42,118.67,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,65,67,118.67,118.69,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,65,0,1,33,0,0,0,0,1,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,67,74,118.69,118.76,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,74,76,118.76,118.78,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,10,40,0,0,5,15,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,76,84,118.78,118.86,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,84,86,118.86,118.88,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,10,40,0,0,5,15,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,86,90,118.88,118.92,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-5-A,340,U1399,A,15,15-5,H,5,A,90,150,118.92,119.52,minimal [drilling disturbance],1,muddy sand [Leg183],100,silt-fine mud [T07],2,,,,,100,,15,85,pebble [W22_2],0,,0,,0,,0,,15,fine mud [T07],0,,,,angular,60,0,5,0,5,0,0,10,15,5,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-15H-6-A,340,U1399,A,15,15-6,H,6,A,0,22.5,119.52,119.745,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-6-A,340,U1399,A,15,15-6,H,6,A,22.5,104,119.745,120.56,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,15,0,10,10,53,0,0,2,10,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-6-A,340,U1399,A,15,15-6,H,6,A,104,124,120.56,120.76,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-6-A,340,U1399,A,15,15-6,H,6,A,124,152,120.76,121.04,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,,angular,15,0,10,10,53,0,0,2,10,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-7-A,340,U1399,A,15,15-7,H,7,A,0,69,121.04,121.73,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,30,40,pebble [W22_2],0,,0,,0,,0,,60,fine mud [T07],0,,,,angular,15,0,10,10,53,0,0,2,10,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-CC-A,340,U1399,A,15,15-CC,H,CC,A,0,10,121.73,121.83,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-15H-CC-A,340,U1399,A,15,15-CC,H,CC,A,10,15,121.83,121.88,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399A-15H-CC-A,340,U1399,A,15,15-CC,H,CC,A,15,23,121.88,121.96,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,0,32,121.5,121.82,severe [drilling disturbance],7,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,70,90,pebble [W22_2],0,,10,pebble [W22_2],0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,32,49,121.82,121.99,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,,30,0,10,0,52,0,0,3,5,0,,poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,49,50,121.99,122,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,3,0,54,0,0,3,0,10,,well [BP01],absent [alteration],0,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,50,69,122,122.19,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,silt-fine mud [T07],2,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,,30,0,10,0,52,0,0,3,5,0,,poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,69,70,122.19,122.2,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,3,0,54,0,0,3,0,10,,well [BP01],absent [alteration],0,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,70,81.5,122.2,122.315,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,0,52,0,0,3,5,0,,poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,81.5,82,122.315,122.32,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,3,0,54,0,0,3,0,10,,well [BP01],absent [alteration],0,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,82,110,122.32,122.6,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],70,silt-fine mud [T07],2,calcareous sand [Leg210],30,silt-fine mud [T07],2,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,,0,0,5,0,68,0,0,5,2,20,,poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,110,131.5,122.6,122.815,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,40,15,pebble [W22_2],0,,0,,0,,0,,85,cobble [T07],0,,,,angular,30,0,10,0,52,0,0,3,5,0,,moderate [BP01],absent [alteration],0,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,131.5,138,122.815,122.88,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,44,0,5,0,44,0,0,5,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,138,142,122.88,122.92,slight [drilling disturbance],2,calcareous sand [Leg210],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,10,0,52,0,0,3,5,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-1-A,340,U1399,A,16,16-1,H,1,A,142,150,122.92,123,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],70,fine mud [T07],3,calcareous mudstone or tuff [Leg210],30,silt-fine mud [T07],2,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,,30,0,10,0,52,0,0,3,5,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-2-A,340,U1399,A,16,16-2,H,2,A,0,26,123,123.26,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-2-A,340,U1399,A,16,16-2,H,2,A,26,48,123.26,123.48,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,fine sand [T07],4,carbonate ooze [Leg178],40,silt-fine mud [T07],2,100,,40,0,,0,,0,,0,,0,,100,cobble [T07],0,,,,angular,0,0,0,0,93,0,0,1,1,5,,moderate [BP01],absent [alteration],0,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-2-A,340,U1399,A,16,16-2,H,2,A,48,68,123.48,123.68,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-16H-2-A,340,U1399,A,16,16-2,H,2,A,68,68.5,123.68,123.685,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,93,0,0,1,1,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-16H-2-A,340,U1399,A,16,16-2,H,2,A,68.5,110,123.685,124.1,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-16H-2-A,340,U1399,A,16,16-2,H,2,A,110,137,124.1,124.37,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],75,fine sand [T07],4,carbonate ooze [Leg178],25,silt-fine mud [T07],2,100,,25,0,,0,,0,,0,,0,,100,cobble [T07],0,,,,angular,0,0,0,0,93,0,0,0,2,5,,moderate [BP01],absent [alteration],0,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-2-A,340,U1399,A,16,16-2,H,2,A,137,148,124.37,124.48,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,0,48,124.48,124.96,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,48,50,124.96,124.98,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,90,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,50,63,124.98,125.11,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,63,72,125.11,125.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,90,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,72,106,125.2,125.54,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,106,114,125.54,125.62,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,0,20,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,114,115.5,125.62,125.635,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,115.5,123.5,125.635,125.715,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,0,20,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,123.5,134.5,125.715,125.825,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-16H-3-A,340,U1399,A,16,16-3,H,3,A,134.5,147,125.825,125.95,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,80,0,0,0,20,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-16H-4-A,340,U1399,A,16,16-4,H,4,A,0,57,125.95,126.52,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-4-A,340,U1399,A,16,16-4,H,4,A,57,65,126.52,126.6,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,"Consists of 3 units, 2 of which are normally graded (57-60cm and 60-64cm).",0,0,,0,,0,,0,,0,,0,,0,,,,,40,2,1,1,55,0,0,0,1,0,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-4-A,340,U1399,A,16,16-4,H,4,A,65,108,126.6,127.03,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-4-A,340,U1399,A,16,16-4,H,4,A,108,110,127.03,127.05,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,65,0,0,1,30,0,0,1,3,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-4-A,340,U1399,A,16,16-4,H,4,A,110,116,127.05,127.11,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-4-A,340,U1399,A,16,16-4,H,4,A,116,122,127.11,127.17,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,65,0,0,1,30,0,0,1,3,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-4-A,340,U1399,A,16,16-4,H,4,A,122,147,127.17,127.42,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-5-A,340,U1399,A,16,16-5,H,5,A,0,85,127.42,128.27,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-5-A,340,U1399,A,16,16-5,H,5,A,85,147,128.27,128.89,minimal [drilling disturbance],1,muddy sand [Leg183],100,silt-fine mud [T07],2,,,,,100,Chaotic unit.,30,30,pebble [W22_2],0,,0,,0,,0,,70,fine mud [T07],0,,,,angular,20,0,5,5,5,0,0,2,3,60,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-6-A,340,U1399,A,16,16-6,H,6,A,0,16,128.89,129.05,minimal [drilling disturbance],1,muddy sand [Leg183],100,silt-fine mud [T07],2,,,,,100,,40,30,cobble [T07],0,,0,,0,,0,,65,fine mud [T07],5,granule [T07],,,angular,25,0,15,10,30,0,0,3,17,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-6-A,340,U1399,A,16,16-6,H,6,A,16,19,129.05,129.08,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,75,0,2,5,18,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399A-16H-6-A,340,U1399,A,16,16-6,H,6,A,19,25,129.08,129.14,minimal [drilling disturbance],1,muddy sand [Leg183],100,silt-fine mud [T07],2,,,,,100,,40,30,cobble [T07],0,,0,,0,,0,,65,fine mud [T07],5,granule [T07],,,angular,25,0,15,10,30,0,0,3,17,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-6-A,340,U1399,A,16,16-6,H,6,A,25,30,129.14,129.19,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,1,0,69,0,0,0,0,0,,well [BP01],moderate [alteration],4,,,,,,,,,,,,,,
340-U1399A-16H-6-A,340,U1399,A,16,16-6,H,6,A,30,151,129.19,130.4,minimal [drilling disturbance],1,muddy sand [Leg183],100,silt-fine mud [T07],2,,,,,100,,40,30,cobble [T07],0,,0,,0,,0,,65,fine mud [T07],5,granule [T07],,,angular,25,0,15,10,30,0,0,3,17,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-7-A,340,U1399,A,16,16-7,H,7,A,0,49,130.4,130.89,minimal [drilling disturbance],1,muddy sand [Leg183],100,silt-fine mud [T07],2,,,,,100,,60,30,pebble [W22_2],0,,15,pebble [W22_2],0,,0,,55,fine mud [T07],0,,,,angular,20,0,5,5,5,0,0,2,3,60,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-7-A,340,U1399,A,16,16-7,H,7,A,49,63,130.89,131.03,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,May be a large clast in the muddy sand units above and below.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-7-A,340,U1399,A,16,16-7,H,7,A,63,86,131.03,131.26,minimal [drilling disturbance],1,muddy sand [Leg183],100,silt-fine mud [T07],2,,,,,100,,10,40,pebble [W22_2],0,,0,,0,,0,,60,fine mud [T07],0,,,,angular,20,0,5,5,5,0,0,2,3,60,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-CC-A,340,U1399,A,16,16-CC,H,CC,A,0,22,131.26,131.48,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,2,50,pebble [W22_2],0,,50,pebble [W22_2],0,,0,,0,,0,,,,angular,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-16H-CC-A,340,U1399,A,16,16-CC,H,CC,A,22,28,131.48,131.54,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399A-17H-1-A,340,U1399,A,17,17-1,H,1,A,0,12,131,131.12,high [drilling disturbance],6,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399A-17H-1-A,340,U1399,A,17,17-1,H,1,A,12,120,131.12,132.2,slight [drilling disturbance],2,muddy sand [Leg183],100,medium sand [T07],6,,,,,100,,20,15,pebble [W22_2],0,,0,,0,,0,,85,cobble [T07],0,,,,angular,20,0,10,0,35,0,0,5,30,0,,poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-17H-1-A,340,U1399,A,17,17-1,H,1,A,120,122,132.2,132.22,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,3,0,70,0,0,5,2,0,,well [BP01],absent [alteration],0,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-17H-1-A,340,U1399,A,17,17-1,H,1,A,122,129,132.22,132.29,slight [drilling disturbance],2,muddy sand [Leg183],100,medium sand [T07],6,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,20,0,10,0,35,0,0,5,30,0,,poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-17H-1-A,340,U1399,A,17,17-1,H,1,A,129,130,132.29,132.3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,3,0,70,0,0,5,2,0,,well [BP01],absent [alteration],0,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-17H-1-A,340,U1399,A,17,17-1,H,1,A,130,150,132.3,132.5,slight [drilling disturbance],2,muddy sand [Leg183],100,medium sand [T07],6,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,20,0,10,0,35,0,0,5,30,0,,poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
340-U1399A-17H-2-A,340,U1399,A,17,17-2,H,2,A,0,146,132.5,133.96,minimal [drilling disturbance],1,muddy sand [Leg183],100,medium sand [T07],6,,,,,100,,20,30,pebble [W22_2],0,,0,,0,,0,,70,cobble [T07],0,,,,,20,0,3,0,67,0,5,5,0,0,,poor [BP01],rare [alteration],2,,churned or chaotic strata,,,,,,,,,,,,
