Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],List of pieces (read only),Lithological unit number,Degree of alteration,Lithology Prefix,Lithology Principal Name,Lithology Suffix,Complete lithology name,Contact type,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Igneous texture 1,Igneous texture 2,Color,Texture comment,Groundmass modal percent [%],Groundmass crystal size [mm],Grain size distribution,Groundmass comments,Glass abundance (read only) [%],Altered glass (palagonite) abundance [%],Fresh glass,Glass preservation comment,Phenocryst 1 (most abundant),Phenocryst 1 abundance [%],Phenocryst 1 size MAX [mm],Phenocryst 1 size MODE [mm],Phenocryst 1 shape,Phenocryst 1 shape rank,Phenocryst 1 comments,Phenocryst 2 (2nd most abundant),Phenocryst 2 abundance [%],Phenocryst 2 size MAX [mm],Phenocryst 2 size MODE [mm],Phenocryst 2 shape,Phenocryst 2 shape rank,Phenocryst 2 comments,Phenocryst 3 (3rd most abundant),Phenocryst 3 abundance [%],Phenocryst 3 size MAX [mm],Phenocryst 3 size MODE [mm],Phenocryst 3 shape,Phenocryst 3 shape rank,Phenocryst 3 comments,Total phenocryst abundance [%],Accessory mineral 1 (<1 Vol. %),Accessory mineral 2 (<1 Vol. %),Accessory mineral (comments),Vesicle abundance,Vesicle size MAX [mm],Vesicle size MODE [mm],Vesicle roundness,Vesicle sphericity,Vesicle filling,Vesicle comments,Veins,Type and sense of shear,Apparent dip angle 1 [deg],Apparent dip azimuth 1 [deg],Apparent dip angle 2 [deg],Apparent dip azimuth 2 [deg],Dip azimuth calculated in CRF [deg],Dip angle calculated in CRF [deg],Dip azimuth measured in CRF [deg],Dip angle measured in CRF [deg],Slickenside trend [deg],Slickenside plunge [deg],Rake angle [deg],Rake ref. direction [%deg],Structure comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
376-U1531E-2G-1-A,0,38,17.9,18.28,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 2.5/N (black),lapilli-size fragments of dacite lava,85,2,bimodal,glassy or cryptocrystalline with a glomeroporphyritic texture with plag+pyx,,,y,fresh possibly w/ microlites,plagioclase,12,2,1,euhedral,,glomerocrysts,pyroxene,3,1,0.5,subhedral,,,,,,,,,,15,,,,moderately vesicular,10,1.5,sub-rounded,low (elongate),absent,sparsely coated w/ secondary sulfides,,,,,,,,,,,,,,,,,,,376,U1531,E,2,G,1,A,
376-U1531E-3G-2-A,18,26,19.58,19.66,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 2.5/N (black),lapilli-size fragments of dacite lava,85,2,bimodal,glassy or cryptocrystalline with a glomeroporphyritic texture with plag+pyx,,,y,fresh possibly w/ microlites,plagioclase,12,2,1,euhedral,,glomerocrysts,pyroxene,3,1,0.5,subhedral,,,,,,,,,,15,,,,moderately vesicular,15,1.5,sub-rounded,low (elongate),absent,,,,,,,,,,,,,,,,,,,,376,U1531,E,3,G,2,A,
376-U1531E-4G-1-A,0,16,17.9,18.06,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 2.5/N (black),lapilli-size fragments of dacite lava,85,2,bimodal,glassy or cryptocrystalline with a glomeroporphyritic texture with plag+pyx,,,y,fresh possibly w/ microlites,plagioclase,12,2,1,euhedral,,glomerocrysts,pyroxene,3,1,0.5,subhedral,,,,,,,,,,15,,,,moderately vesicular,25,1.5,sub-rounded,low (elongate),absent,minor FeOOH staining,,,,,,,,,,,,,,,,,,,376,U1531,E,4,G,1,A,
376-U1531E-5R-1-A,0,7,17.9,17.97,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 2.5/N (black),"lapilli-sized vesicular lavas with very elongate vesicles, cm-long vesicles, showing hydrofracturing",85,,seriate,cryptocrystalline,,,n,,plagioclase,5,2,1,euhedral,,glomerocrysts with pyroxene,pyroxene,3,1,0.5,subhedral,,,,,,,,,,8,,,,moderately vesicular,10,5,,low (elongate),absent,very long and narrow,,,,,,,,,,,,,,,,,,,376,U1531,E,5,R,1,A,
376-U1531E-5R-1-A,7,15,17.97,18.05,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 3/N (very dark gray),lapilli-sized sparsley vesicular lava with small vesicles,90,,seriate,cryptocrystalline,,,n,,plagioclase,8,2,1,euhedral,,glomerocrysts with pyroxene,pyroxene,3,1,0.5,subhedral,,,,,,,,,,11,,,,sparsely vesicular,,,sub-rounded,low (elongate),absent,"small, seriate",,,,,,,,,,,,,,,,,,,376,U1531,E,5,R,1,A,
376-U1531E-6R-1-A,0,30,22.6,22.9,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 2.5/N (black),lapilli to bomb-size fragments; possible xeno- or altered dacitic autoclast in piece #2,85,,bimodal,glassy or cryptocrystalline with a glomeroporphyritic texture with plag+pyx,,,y,fresh possibly w/ microlites,plagioclase,12,2,1,euhedral,,glomerocrysts,pyroxene,3,1,0.5,subhedral,,,,,,,,,,15,,,,moderately vesicular,20,1.5,sub-rounded,low (elongate),absent,,,,,,,,,,,,,,,,,,,,376,U1531,E,6,R,1,A,
376-U1531E-7R-1-A,0,26,27.3,27.56,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 2.5/N (black),Lapilli- or bomb-sized vesicular lava: possible xenolith or altered dacitic clast.,70,,bimodal,glassy or cryptocrystalline with a glomeroporphyritic texture with plag+pyx,,,y,fresh possibly w/ microlites,plagioclase,10,2,1,euhedral,,glomerocrysts with pyroxene,pyroxene,3,1,0.5,subhedral,,,,,,,,,,13,,,,moderately vesicular,20,1.5,sub-rounded,low (elongate),absent,glassy on the surface of the vesicles,,,,,,,,,,,,,,,,,,,376,U1531,E,7,R,1,A,
376-U1531E-8R-1-A,0,8,30.5,30.58,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 2.5/N (black),Lapilli- or bomb-sized vesicular lava: possible xenolith or altered dacitic clast.,70,,bimodal,glassy or cryptocrystalline with a glomeroporphyritic texture with plag+pyx,,,y,fresh possibly w/ microlites,plagioclase,10,2,1,euhedral,,glomerocrysts with pyroxene,pyroxene,3,1,0.5,subhedral,,,,,,,,,,13,,,,moderately vesicular,20,1.5,sub-rounded,low (elongate),absent,glassy on the surface of the vesicles,,,,,,,,,,,,,,,,,,,376,U1531,E,8,R,1,A,
376-U1531E-9R-1-A,0,15,34.8,34.95,,1,,plagioclase-pyroxene phyric,dacite,lava,plagioclase-pyroxene phyric dacite lava,,,,,glomeroporphyritic,,GLEY 1 2.5/N (black),Lapilli-sized vesicular lava,,,bimodal,glassy or cryptocrystalline with a glomeroporphyritic texture with plag+pyx,,,y,fresh possibly w/ microlites,plagioclase,10,2,1,euhedral,,glomerocrysts with pyroxene,pyroxene,3,1,0.5,subhedral,,,,,,,,,,13,,,,highly vesicular,25,2,sub-rounded,low (elongate),absent,glassy on the surface of the vesicles,,,,,,,,,,,,,,,,,,,376,U1531,E,9,R,1,A,
