Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1418C-30H-6-A,0.0,35.0,217.2,217.55,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,12cm: thinly laminated silt (N 5),gradational contact,,,,,341,U1418,C,30,H,6,A
341-U1418C-30H-6-A,35.0,86.0,217.55,218.06,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],2,,,,,,,,,,"silts: thinly laminated to laminated, @1-8cm intervals",,,,,,341,U1418,C,30,H,6,A
341-U1418C-30H-6-A,86.0,96.0,218.06,218.16,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1418,C,30,H,6,A
341-U1418C-31H-1-A,0.0,150.0,218.2,219.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],5,,,,,,,,,,"- interbedded mud and silt
- slight colour banding
- lonestones

- 4-7: pebble 8*4*1 cm3; mica rich; medium metamorphosed schist?

- 76-78: pebble; diorite/gabbro(?) composition


- silt laminae
- ~40 pcs.
- <5 mm thick
- spacing: ~3 mm - ~23 cm",,,,,,341,U1418,C,31,H,1,A
341-U1418C-31H-2-A,0.0,150.0,219.7,221.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,present [A79],4,,,,,,,,,,"- interbedded mud and silt
- slight colour banding
- lonestones


- silt laminae
- ~40 pcs.
- ~2 mm - 1cm
- spacing: ~5 mm - ~12 cm

- some laminae contain also (very) fine sand",,,,,,341,U1418,C,31,H,2,A
341-U1418C-31H-3-A,0.0,150.0,221.2,222.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"clayey mud with many (41) silt laminae and 2 layers (1 - 2 cm thick), often discontinuous",,,,,,341,U1418,C,31,H,3,A
341-U1418C-31H-4-A,0.0,43.0,222.7,223.13,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"clayey mud with 25 thin (0.5 cm) silt laminae, often discontinuous",,,,,,341,U1418,C,31,H,4,A
341-U1418C-31H-4-A,43.0,46.0,223.13,223.16,,sand [Leg210],,sand ,,,normal grading,5Y 5/1 (gray),,,,,,,,,,,,,,"fine to coarse sand, poorly sorted, qz, amphiboles, opaques",sharp contact,erosive,,,,341,U1418,C,31,H,4,A
341-U1418C-31H-4-A,46.0,100.0,223.16,223.7,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,color banding,N 4 (dark gray),,,,,,,,,,,,,,"clayey mud with thin (0.5 cm) silt laminae, often discontinuous",,,,,,341,U1418,C,31,H,4,A
341-U1418C-31H-5-A,0.0,73.0,223.7,224.43,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,"clayey mud with 4 thin (0.4 cm) silt laminae, often discontinuous; 40-43 cm: subangular (3 cm) black metasiltstone with quartz veins ",,,,,,341,U1418,C,31,H,5,A
341-U1418C-31H-5-A,73.0,83.0,224.43,224.53,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1418,C,31,H,5,A
341-U1418C-32H-1-A,0.0,150.0,225.0,226.5,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- mud with patches of silt to very fine sand
- some patches are darker, some are lighter
- some ""remnants of lamination"" occasionally visible
- ~10 cm: angular clast with sharp edges (""fresh looking""); mica rich, black/dark grey siltstone(?) -> clast not included into the column of clasts reflecting ice rafting, as it might have fallen into the hole from somewhere else.
- holes along liner wall
",,,,,,341,U1418,C,32,H,1,A
341-U1418C-32H-2-A,0.0,150.0,226.5,228.0,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"- mud with patches of silt to very fine sand
- some patches are darker, some are lighter
- some ""remnants of lamination"" occasionally visible
",,,,,,341,U1418,C,32,H,2,A
341-U1418C-32H-3-A,0.0,125.0,228.0,229.25,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,,,,,,,,,,,,"this section is heavily disturbed due to suck in, irregular silt patches are scattered throughout the section",,,,,,341,U1418,C,32,H,3,A
341-U1418C-32H-4-A,0.0,76.0,229.25,230.01,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,"this section is heavily disturbed due to suck in, irregular silt patches are scattered throughout the section",,,,,,341,U1418,C,32,H,4,A
341-U1418C-32H-5-A,0.0,57.0,230.01,230.58,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,this section is heavily disturbed due to suck in; liner only half full,,,,,,341,U1418,C,32,H,5,A
341-U1418C-32H-CC-A,0.0,14.0,230.58,230.72,,mud [Leg210],,mud ,,,,5Y 4/1 (dark gray),,,,,,,,,,,,,,the CC is heavily disturbed due to suck in,,,,,,341,U1418,C,32,H,CC,A
341-U1418C-32H-CC-A,14.0,18.0,230.72,230.76,,,,,,,,,,,,,,,,,,,,,,"PAL sample
",,,,,,341,U1418,C,32,H,CC,A
