Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
349-U1433A-7H-4-A,30,150,61.2,62.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,very thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,4,A,
349-U1433A-7H-5-A,0,12,62.4,62.52,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,5,A,
349-U1433A-7H-5-A,12,18,62.52,62.58,,silt [Leg339],with clay [Leg339],silt ,silt  with clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,5,A,
349-U1433A-7H-5-A,18,102,62.58,63.42,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,5,A,
349-U1433A-7H-5-A,102,107,63.42,63.47,,silt [Leg339],with clay [Leg339],silt ,silt  with clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,5,A,
349-U1433A-7H-5-A,107,142,63.47,63.82,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,5,A,
349-U1433A-7H-6-A,0,21,63.9,64.11,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,6,A,
349-U1433A-7H-6-A,21,31,64.11,64.21,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,2.5Y 4/1 (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,6,A,
349-U1433A-7H-6-A,31,91,64.21,64.81,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,6,A,
349-U1433A-7H-6-A,91,150,64.81,65.4,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,6,A,
349-U1433A-7H-7-A,0,63,65.4,66.03,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,7,A,
349-U1433A-7H-CC-A,0,37,66.03,66.4,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,7,H,CC,A,
349-U1433A-8H-1-A,0,62,65.9,66.52,,clay [Leg339],,clay ,clay ,100,GLEY 1 3/N (very dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,1,A,
349-U1433A-8H-1-A,62,112,66.52,67.02,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,1,A,
349-U1433A-8H-1-A,112,115,67.02,67.05,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,very thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,1,A,
349-U1433A-8H-1-A,115,150,67.05,67.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,1,A,
349-U1433A-8H-2-A,0,46,67.4,67.86,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,2,A,
349-U1433A-8H-2-A,46,100,67.86,68.4,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,2,A,
349-U1433A-8H-2-A,100,140,68.4,68.8,,nannofossil ooze [Leg339],,nannofossil ooze ,nannofossil ooze ,100,GLEY 1 7/10Y (light grrenish grey),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,2,A,
349-U1433A-8H-3-A,0,115,68.9,70.05,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,100,GLEY 1 7/10Y (light grrenish grey),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,very thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,3,A,
349-U1433A-8H-3-A,115,150,70.05,70.4,foraminifer rich,sand [Leg339],,foraminifer rich  sand ,foraminifer rich sand ,100,GLEY 1 7/10Y (light grrenish grey),moderately consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,3,A,
349-U1433A-8H-4-A,0,32,70.4,70.72,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,planar,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,4,A,
349-U1433A-8H-4-A,32,117,70.72,71.57,,clay [Leg339],,clay ,clay ,98,GLEY 1 4/5GY (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,2,100,,,,erosive,curved,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,4,A,
349-U1433A-8H-4-A,117,145,71.57,71.85,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,4,A,
349-U1433A-8H-5-A,0,51,71.9,72.41,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,planar,curved,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,5,A,
349-U1433A-8H-5-A,51,56,72.41,72.46,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,curved,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,5,A,
349-U1433A-8H-5-A,56,86,72.46,72.76,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,planar,curved,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,5,A,
349-U1433A-8H-5-A,86,97,72.76,72.87,,clay [Leg339],with biogenic components [Leg339],clay ,clay  with biogenic components ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,curved,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,5,A,
349-U1433A-8H-5-A,97,102,72.87,72.92,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,curved,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,5,A,
349-U1433A-8H-5-A,102,115,72.92,73.05,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,5,A,
349-U1433A-8H-6-A,0,9,73.05,73.14,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,planar,curved,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,6,A,
349-U1433A-8H-6-A,9,16,73.14,73.21,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/5GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,curved,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,6,A,
349-U1433A-8H-6-A,16,150,73.21,74.55,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,mottled,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,6,A,
349-U1433A-8H-7-A,0,15,74.55,74.7,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,gradational,curved,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,7,A,
349-U1433A-8H-7-A,15,18,74.7,74.73,,silty clay [MMK88],,silty clay ,silty clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,100,,,,gradational,curved,thin bed [B01],graded bedding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,7,A,
349-U1433A-8H-7-A,18,21,74.73,74.76,,silt [Leg339],,silt ,silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,moderately well [BP01],,,,,,,,,,100,,,,erosive,curved,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,7,A,
349-U1433A-8H-7-A,21,70,74.76,75.25,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,8,H,7,A,
349-U1433A-9H-1-A,0,76,75.4,76.16,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,1,A,
349-U1433A-9H-1-A,76,90,76.16,76.3,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,curved,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,1,A,
349-U1433A-9H-1-A,90,115,76.3,76.55,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,1,A,
349-U1433A-9H-1-A,115,150,76.55,76.9,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,1,A,
349-U1433A-9H-2-A,0,53,76.9,77.43,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,2,A,
349-U1433A-9H-2-A,53,100,77.43,77.9,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,2,A,
349-U1433A-9H-2-A,100,140,77.9,78.3,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,2,A,
349-U1433A-9H-3-A,0,16,78.4,78.56,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,planar,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,3,A,
349-U1433A-9H-3-A,16,90,78.56,79.3,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,mottled,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,3,A,
349-U1433A-9H-CC-A,0,24,79.3,79.54,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,9,H,CC,A,
349-U1433A-10H-1-A,0,27,84.9,85.17,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,a very thin fine-sand layer at bottom,erosive,horizontal,medium bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,1,A,
349-U1433A-10H-1-A,27,89,85.17,85.79,nannofossil rich,clay [Leg339],,nannofossil rich  clay ,nannofossil rich clay ,100,GLEY 1 6/5GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,1,A,
349-U1433A-10H-2-A,0,51,85.79,86.3,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,irregular,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,2,A,
349-U1433A-10H-2-A,51,77,86.3,86.56,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,irregular,sub-horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,2,A,
349-U1433A-10H-2-A,77,126,86.56,87.05,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,2,A,
349-U1433A-10H-3-A,0,102,87.05,88.07,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,3,A,
349-U1433A-10H-4-A,0,19,88.07,88.26,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,4,A,
349-U1433A-10H-4-A,19,32,88.26,88.39,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/N (gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,4,A,
349-U1433A-10H-4-A,32,51,88.39,88.58,,clay [Leg339],with silt [Leg339],clay ,clay  with silt ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,4,A,
349-U1433A-10H-4-A,51,83,88.58,88.9,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/N (dark gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,4,A,
349-U1433A-10H-4-A,83,150,88.9,89.57,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,4,A,
349-U1433A-10H-5-A,0,82,89.57,90.39,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,gradational,horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,5,A,
349-U1433A-10H-5-A,82,92,90.39,90.49,,silt [Leg339],with volcanic ash [Leg339],silt ,silt  with volcanic ash ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,5,A,
349-U1433A-10H-5-A,92,140,90.49,90.97,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,5,A,
349-U1433A-10H-6-A,0,21,91.07,91.28,,clay [Leg339],,clay ,clay ,100,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,A,10,H,6,A,
