Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1460A-1F-1-A,0,98,0,0.98,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,neritic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified light brown skeletal packstone. Abundant visible fossils (benthic foraminifers, bivalves, gastropods, bryozoa, scaphopods).Sedimentary structure is massive. Neritic.",,,,356,U1460,A,1,F,1,A,,,,
356-U1460A-1F-1-A,0,98,0,0.98,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,A,1,F,1,A,,,,
356-U1460A-1F-1-A,0,98,0,0.98,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,A,1,F,1,A,,,,
356-U1460A-1F-1-A,0,98,0,0.98,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,A,1,F,1,A,,,,
356-U1460A-1F-1-A,0,98,0,0.98,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1460,A,1,F,1,A,,,,
356-U1460A-1F-1-A,98,103,0.98,1.03,,,,,,,,,,,,,,,,,IW,,,,356,U1460,A,1,F,1,A,,,,
356-U1460A-1F-2-A,0,85,1.03,1.88,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,,skeletal packstone,neritic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified light brown skeletal packstone. Abundant visible fossils (benthic foraminifers, bivalves, gastropods, bryozoas, scaphopods). Sedimentary structure is massive. In the lower part (51-77cm) of the core, gravel size bryozoa fragments are abundant. Neritic.",,,,356,U1460,A,1,F,2,A,,,,
356-U1460A-1F-2-A,0,85,1.03,1.88,,,,,,,,,bivalve,,,,,,,,,,,,356,U1460,A,1,F,2,A,,,,
356-U1460A-1F-2-A,0,85,1.03,1.88,,,,,,,,,bryozoa,,,,,,,,,,,,356,U1460,A,1,F,2,A,,,,
356-U1460A-1F-2-A,0,85,1.03,1.88,,,,,,,,,gastropod,,,,,,,,,,,,356,U1460,A,1,F,2,A,,,,
