Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,0.0,56.0,0.0,0.56,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,1,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,angular,50,5,5,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,56.0,64.0,0.56,0.64,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,64.0,66.5,0.64,0.665,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,5,5,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,66.5,70.5,0.665,0.705,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,70.5,71.5,0.705,0.715,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,5,5,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,71.5,74.0,0.715,0.74,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,poor [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,74.0,76.0,0.74,0.76,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,42,3,5,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,76.0,82.0,0.76,0.82,slight [drilling disturbance],2.0,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2.0,volcaniclastic-sand [BGS-S81],10.0,medium sand [T07],6.0,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,82.0,95.5,0.82,0.955,slight [drilling disturbance],2.0,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2.0,volcaniclastic-sand [BGS-S81],10.0,medium sand [T07],6.0,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,95.5,96.5,0.955,0.965,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,42,3,5,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,96.5,99.5,0.965,0.995,slight [drilling disturbance],2.0,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,42,3,5,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,99.5,101.0,0.995,1.01,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,42,3,5,0,50,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,101.0,121.0,1.01,1.21,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,121.0,130.0,1.21,1.3,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,3,2,0,45,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,130.0,133.0,1.3,1.33,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,3,2,0,45,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
