Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,133.0,136.0,1.33,1.36,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-1-A,340,U1401,C,1,1-1,H,1,A,136.0,144.0,1.36,1.44,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,5,5,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,0.0,8.0,1.44,1.52,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,20,0,,0,,0,,0,,0,,100,cobble [T07],0,,,,,50,5,5,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,8.0,19.5,1.52,1.635,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,fine mud [T07],3.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,19.5,31.0,1.635,1.75,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,5,5,0,40,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,31.0,58.0,1.75,2.02,slight [drilling disturbance],2.0,carbonate ooze [Leg178],85.0,silt-fine mud [T07],2.0,volcaniclastic-sand [BGS-S81],15.0,medium sand [T07],6.0,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,58.0,67.0,2.02,2.11,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,8,5,0,37,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,67.0,87.5,2.11,2.315,slight [drilling disturbance],2.0,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2.0,volcaniclastic-sand [BGS-S81],10.0,medium sand [T07],6.0,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,87.5,90.5,2.315,2.345,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,1,2,0,67,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,90.5,132.0,2.345,2.76,slight [drilling disturbance],2.0,carbonate ooze [Leg178],90.0,silt-fine mud [T07],2.0,volcaniclastic-sand [BGS-S81],10.0,medium sand [T07],6.0,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-2-A,340,U1401,C,1,1-2,H,2,A,132.0,150.0,2.76,2.94,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,1,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,,,,5,2,15,20,57,0,0,0,1,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,0.0,16.0,2.94,3.1,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,2,15,20,57,0,0,0,1,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,16.0,16.5,3.1,3.105,slight [drilling disturbance],2.0,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,0,0,80,,poor [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,16.5,36.0,3.105,3.3,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,2,15,20,57,0,0,0,1,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,36.0,36.5,3.3,3.305,slight [drilling disturbance],2.0,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,0,0,80,,poor [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,36.5,38.0,3.305,3.32,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,2,15,20,57,0,0,0,1,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,38.0,59.0,3.32,3.53,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],70.0,very coarse sand [T07],8.0,volcaniclastic-gravel [BGS-S81],30.0,,,100.0,,30,0,,0,,70,pebble [W22_2],30,pebble [W22_2],0,,0,,0,,,,,5,2,15,20,57,0,0,0,1,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,59.0,59.5,3.53,3.535,slight [drilling disturbance],2.0,volcaniclastic-mud [BGS-S81],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,20,0,0,0,0,80,,poor [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,59.5,70.0,3.535,3.64,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,10,0,,0,,100,pebble [W22_2],0,,0,,0,,0,,,,,5,2,15,20,57,0,0,0,1,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,70.0,71.0,3.64,3.65,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,71.0,72.0,3.65,3.66,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,2,15,20,57,0,0,0,1,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,72.0,88.0,3.66,3.82,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,88.0,89.0,3.82,3.83,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,0,5,22,70,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,89.0,91.0,3.83,3.85,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,91.0,92.0,3.85,3.86,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,0,5,22,70,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,92.0,115.0,3.86,4.09,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,115.0,119.0,4.09,4.13,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,fine medium sand [T07],5.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,2,3,25,40,0,5,1,4,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,119.0,134.0,4.13,4.28,slight [drilling disturbance],2.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-3-A,340,U1401,C,1,1-3,H,3,A,134.0,150.0,4.28,4.44,slight [drilling disturbance],2.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,20,30,40,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,0.0,40.0,4.44,4.84,minimal [drilling disturbance],1.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,20,30,40,0,0,0,0,0,,well [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,40.0,51.0,4.84,4.95,minimal [drilling disturbance],1.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,51.0,53.0,4.95,4.97,minimal [drilling disturbance],1.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,6,3,8,8,45,0,0,1,3,26,,very poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,53.0,67.0,4.97,5.11,minimal [drilling disturbance],1.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,67.0,98.0,5.11,5.42,minimal [drilling disturbance],1.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,25,10,38,0,0,1,1,0,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,98.0,107.0,5.42,5.51,minimal [drilling disturbance],1.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,107.0,110.0,5.51,5.54,minimal [drilling disturbance],1.0,volcaniclastic-sand [BGS-S81],100.0,medium sand [T07],6.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,6,3,8,8,45,0,0,1,3,26,,very poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,110.0,114.0,5.54,5.58,minimal [drilling disturbance],1.0,volcaniclastic-sand [BGS-S81],100.0,coarse sand [T07],7.0,,,,,100.0,,20,100,coarse sand [T07],0,,0,,0,,0,,0,,0,,,,rounded,15,0,10,10,65,0,0,0,0,0,,well [BP01],absent [alteration],0.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,114.0,119.0,5.58,5.63,minimal [drilling disturbance],1.0,volcaniclastic-sand [BGS-S81],100.0,fine sand [T07],4.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,6,3,8,8,45,0,0,1,3,26,,very poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,119.0,122.0,5.63,5.66,minimal [drilling disturbance],1.0,carbonate ooze [Leg178],100.0,silt-fine mud [T07],2.0,,,,,100.0,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-4-A,340,U1401,C,1,1-4,H,4,A,122.0,150.0,5.66,5.94,minimal [drilling disturbance],1.0,volcaniclastic-gravel [BGS-S81],100.0,cobble [T07],10.0,,,,,100.0,,50,0,,5,pebble [W22_2],90,cobble [T07],5,pebble [W22_2],0,,0,,0,,,,angular,10,0,20,30,40,0,0,0,0,0,,well [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-5-A,340,U1401,C,1,1-5,H,5,A,0.0,77.0,5.94,6.71,minimal [drilling disturbance],1.0,volcaniclastic-gravel [BGS-S81],100.0,cobble [T07],10.0,,,,,100.0,,25,0,,10,pebble [W22_2],80,cobble [T07],5,pebble [W22_2],0,,0,,5,pebble [W22_2],,Other lith = bioclastic,angular,10,0,20,30,40,0,0,0,0,0,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-5-A,340,U1401,C,1,1-5,H,5,A,77.0,108.0,6.71,7.02,minimal [drilling disturbance],1.0,volcaniclastic-gravel [BGS-S81],100.0,pebble [W22_2],9.0,,,,,100.0,,15,0,,10,pebble [W22_2],80,pebble [W22_2],5,pebble [W22_2],0,,0,,5,granule [T07],,Other lith = bioclastic,angular,10,0,20,30,40,0,0,0,0,0,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-5-A,340,U1401,C,1,1-5,H,5,A,108.0,120.0,7.02,7.14,minimal [drilling disturbance],1.0,volcaniclastic-gravel [BGS-S81],100.0,granule [T07],9.0,,,,,100.0,,10,0,,10,granule [T07],80,granule [T07],5,granule [T07],0,,0,,5,granule [T07],,Other lith = bioclastic,angular,10,0,20,30,40,0,0,0,0,0,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-6-A,340,U1401,C,1,1-6,H,6,A,0.0,61.0,7.14,7.75,slight to moderate [drilling disturbance],3.0,volcaniclastic-gravel [BGS-S81],100.0,cobble [T07],10.0,,,,,100.0,,40,0,,15,pebble [W22_2],70,cobble [T07],10,pebble [W22_2],0,,0,,5,pebble [W22_2],,Other lith has pyrite - hydrothermally altered igneous material.,angular,10,0,20,30,40,0,0,0,0,0,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-CC-A,340,U1401,C,1,1-CC,H,CC,A,0.0,26.0,7.75,8.01,slight to moderate [drilling disturbance],3.0,volcaniclastic-gravel [BGS-S81],100.0,cobble [T07],10.0,,,,,100.0,,65,0,,10,pebble [W22_2],80,cobble [T07],8,pebble [W22_2],0,,0,,2,pebble [W22_2],,Other lith has pyrite - hydrothermally altered igneous material.,angular,10,0,20,30,40,0,0,0,0,0,,poor [BP01],rare [alteration],2.0,,,,,,,,,
340-U1401C-1H-CC-A,340,U1401,C,1,1-CC,H,CC,A,26.0,28.0,8.01,8.03,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0.0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1401C-2H-1-A,340,U1401,C,2,2-1,H,1,A,0.0,65.0,8.0,8.65,high [drilling disturbance],6.0,volcaniclastic-sand [BGS-S81],75.0,granule [T07],9.0,volcaniclastic-gravel [BGS-S81],25.0,cobble [T07],10.0,100.0,,25,0,,10,pebble [W22_2],70,cobble [T07],20,pebble [W22_2],0,,0,,0,,,,angular,30,10,5,0,47,0,8,0,0,0,,well [BP01],rare [alteration],2.0,Hydrothermally altered white rocks are contained.,,,,,,,,
340-U1401C-2H-2-A,340,U1401,C,2,2-2,H,2,A,0.0,11.0,8.65,8.76,high [drilling disturbance],6.0,volcaniclastic-gravel [BGS-S81],100.0,cobble [T07],10.0,,,,,100.0,All clasts,100,0,,0,,60,cobble [T07],0,,0,,40,cobble [T07],0,,,,angular,0,0,0,0,0,0,0,0,0,0,,,,,No matrix,,,,,,,,
340-U1401C-2H-2-A,340,U1401,C,2,2-2,H,2,A,11.0,33.0,8.76,8.98,high [drilling disturbance],6.0,volcaniclastic-gravel [BGS-S81],70.0,cobble [T07],10.0,volcaniclastic-sand [BGS-S81],30.0,granule [T07],9.0,100.0,,70,0,,10,pebble [W22_2],65,cobble [T07],10,pebble [W22_2],0,,15,pebble [W22_2],0,,,,angular,0,10,65,25,0,0,0,0,0,0,,,absent [alteration],0.0,,,,,,,,,
340-U1401C-2H-2-A,340,U1401,C,2,2-2,H,2,A,33.0,60.0,8.98,9.25,high [drilling disturbance],6.0,volcaniclastic-gravel [BGS-S81],100.0,cobble [T07],10.0,,,,,100.0,All clasts,100,0,,0,,45,,50,cobble [T07],0,,5,pebble [W22_2],0,,,,angular,0,0,0,0,0,0,0,0,0,0,,,,,No matrix,,,,,,,,
