dupes and comments,Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance type,Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1413A-3H-2-A,344,U1413,A,3,3-2,H,2,A,87,93,18.19,18.25,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-2-A,344,U1413,A,3,3-2,H,2,A,93,96,18.25,18.28,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-2-A,344,U1413,A,3,3-2,H,2,A,96,100,18.28,18.32,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-2-A,344,U1413,A,3,3-2,H,2,A,100,112,18.32,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,0,2,18.44,18.46,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,2,7,18.46,18.51,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,7,14,18.51,18.58,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,14,16,18.58,18.6,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,16,17,18.6,18.61,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,17,18,18.61,18.62,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,18,21,18.62,18.65,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,21,22,18.65,18.66,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,22,30,18.66,18.74,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,30,32,18.74,18.76,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,32,39,18.76,18.83,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,39,41,18.83,18.85,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,41,50,18.85,18.94,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,50,53,18.94,18.97,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,53,54,18.97,18.98,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,54,55,18.98,18.99,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,55,58,18.99,19.02,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,58,60,19.02,19.04,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,60,64,19.04,19.08,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,64,66,19.08,19.1,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components ,,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,66,69,19.1,19.13,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components ,clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,69,71,19.13,19.15,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,71,74,19.15,19.18,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,74,76,19.18,19.2,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,76,90,19.2,19.34,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,90,94,19.34,19.38,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,94,102,19.38,19.46,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,102,104,19.46,19.48,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,104,110,19.48,19.54,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,110,113,19.54,19.57,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,113,131,19.57,19.75,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,131,132,19.75,19.76,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,132,135,19.76,19.79,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,135,136,19.79,19.8,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,136,142,19.8,19.86,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,142,143,19.86,19.87,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-3-A,344,U1413,A,3,3-3,H,3,A,143,153,19.87,19.97,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,0,5,19.97,20.02,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,5,9,20.02,20.06,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,9,37,20.06,20.34,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,37,46,20.34,20.43,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,46,52,20.43,20.49,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,52,57,20.49,20.54,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,57,63,20.54,20.6,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,63,66,20.6,20.63,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,66,75,20.63,20.72,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,75,84,20.72,20.81,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,84,96,20.81,20.93,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,96,102,20.93,20.99,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,102,115,20.99,21.12,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,115,118,21.12,21.15,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,118,124,21.15,21.21,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,124,133,21.21,21.3,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,133,134,21.3,21.31,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,134,138,21.31,21.35,,minimal [drilling disturbance],1,,tephra [FS84],,N 5 (gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,138,140,21.35,21.37,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,140,142,21.37,21.39,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,142,149,21.39,21.46,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-4-A,344,U1413,A,3,3-4,H,4,A,149,151,21.46,21.48,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,0,7,21.48,21.55,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,7,11,21.55,21.59,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,11,24,21.59,21.72,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,24,29,21.72,21.77,,minimal [drilling disturbance],1,,tephra [FS84],,N 5 (gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,29,36,21.77,21.84,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,36,52,21.84,22.0,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,52,53,22.0,22.01,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,53,57,22.01,22.05,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,57,61,22.05,22.09,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,61,63,22.09,22.11,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,63,66,22.11,22.14,,minimal [drilling disturbance],1,silty,sand [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  sand ,silty sand  with biogenic components [Leg339],,,sand [W22_1],3,"sequences of mm to cm-sized, normal graded fine sands",,,,,,,,,,,,moderate [B06],3,,,,
,344-U1413A-3H-5-A,344,U1413,A,3,3-5,H,5,A,66,72,22.14,22.2,,minimal [drilling disturbance],1,silty,clay [USGS],with biogenic components [Leg339],5GY 4/1 (dark greenish gray),silty  clay ,silty clay  with biogenic components [Leg339],clay [W22_2],1,sand [W22_1],3,foraminifera enriched in some sandy layers.,,,,,,,,,,,,moderate [B06],3,,,,
