Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1480H-3H-4-A,119,134,19.52,19.67,IC,calcareous [Leg339],clay [S54],with silt [2014],calcareous clay,calcareous clay with silt,clay with silt,,2.5Y 7/3 (pale yellow),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,structureless,slight [DB91],3,Thalassinoides,,,,,foraminifer,R [A85],,,,,,,,,362,U1480,H,3,H,4,A,
362-U1480H-3H-5-A,15,84,19.98,20.67,IC,calcareous [Leg339],clay [S54],with silt [2014],calcareous clay,calcareous clay with silt,clay with silt,,2.5Y 7/3 (pale yellow),,,,,very thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,3,H,5,A,
362-U1480H-3H-5-A,84,109,20.67,20.92,IC,calcareous [Leg339],ooze [MMK88],,calcareous ooze,calcareous ooze,ooze,,10YR 7/2 (light gray),irregular,gradational,irregular gradational,sub-horizontal,medium bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,mottling [BJ80],slight [DB91],3,Thalassinoides,,,,,foraminifer,A [A85],,,,,,,,,362,U1480,H,3,H,5,A,
362-U1480H-3H-5-A,109,150,20.92,21.33,IC,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,2.5Y 7/3 (pale yellow),,,,,very thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,silt lamina at 138 cm,mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,3,H,5,A,
362-U1480H-3H-6-A,0,135,21.33,22.68,IC,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,2.5Y 7/3 (pale yellow),,,,,very thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,pyrite nodule at bottom of section.,mottling [BJ80],moderate [DB91],4,Thalassinoides,Scolicia,,,pyrite framboid,foraminifer,A [A85],,,,,,,,,362,U1480,H,3,H,6,A,
362-U1480H-3H-7-A,0,80,22.83,23.63,IC,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,2.5Y 7/3 (pale yellow),,,,,very thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,3,H,7,A,
362-U1480H-3H-CC-A,0,22,23.63,23.85,IC,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,2.5Y 7/3 (pale yellow),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,,mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,3,H,CC,A,
362-U1480H-4H-1-A,0,32,23.5,23.82,IC,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,2.5Y 7/3 (pale yellow),,,,,,unlithified [Leg194],silt [W22_1],2,,,,,fall in,mottling [BJ80],,4,,,,,,,,,,,,,,,,362,U1480,H,4,H,1,A,
362-U1480H-4H-1-A,32,50,23.82,24,IC,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,2.5Y 7/3 (pale yellow),,,,,,unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,foraminifers are enriched in zones: 42-49 cm,mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,4,H,1,A,
362-U1480H-4H-1-A,50,52.5,24,24.025,IC,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,2.5YR 6/2 (pale red),irregular,sharp,irregular sharp,sub-horizontal,very thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,non-graded,well [2014],silt [W22_1],very fine sand [W22_2],ash layer disseminated within a 5 cm horizon,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,1,A,
362-U1480H-4H-1-A,52.5,134,24.025,24.84,IC,calcareous [Leg339],clay [S54],,calcareous clay,calcareous clay,clay,,2.5Y 7/3 (pale yellow),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"foraminifers are enriched in zones: 61-64 cm, 101-110 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,4,H,1,A,
362-U1480H-4H-2-A,0,24,25,25.24,IIA,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,2.5Y 6/2 (light brownish gray),irregular,gradational,irregular gradational,horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"foraminifers are enriched in zones: 61-64 cm, 101-110 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,4,H,2,A,
362-U1480H-4H-2-A,24,101,25.24,26.01,IIA,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,2.5Y 6/1 (gray),irregular,gradational,irregular gradational,horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,one green layer at 73 to 74 cm,mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,r [A85],,,,,,,,,362,U1480,H,4,H,2,A,
362-U1480H-4H-2-A,101,135,26.01,26.35,IIA,,silty clay [S54],with ash [2014],silty clay,silty clay with ash,silty clay with ash,,GLEY 1 6/5GY (greenish gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"sevreal green layer within the layer at: 107 cm, 110 cm, 113 cm, 118 cm, 124 cm, 127 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,4,H,2,A,
362-U1480H-4H-3-A,0,16,26.5,26.66,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 6/5GY (greenish gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"sevreal green layer within the layer at: 107 cm, 110 cm, 113 cm, 118 cm, 124 cm, 127 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,4,H,3,A,
362-U1480H-4H-3-A,16,19,26.66,26.69,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 6/5GY (greenish gray),planar,sharp,planar sharp,sub-horizontal,thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,4,H,3,A,
362-U1480H-4H-3-A,19,118,26.69,27.68,IIA,,silty clay [S54],with carbonate allochems [F80],silty clay,silty clay with carbonate allochems,silty clay with carbonate allochems,,GLEY 1 6/5GY (greenish gray),irregular,gradational,irregular gradational,horizontal,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,moderate [2014],,,in the lower part starting at 92 mottled green part of silty clay,mottling [BJ80],moderate [DB91],4,THalassinoides,,,,,foraminifer,C [A85],,,,,,,,,362,U1480,H,4,H,3,A,
362-U1480H-4H-3-A,118,126,27.68,27.76,IIA,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,5YR 6/1 (gray),,,,,medium bed [B01],unlithified [Leg194],fine sand [W22_2],4,normal grading,,silt [W22_1],fine sand [W22_2],lower part is missing due to IW,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,3,A,
362-U1480H-4H-4-A,0,150,27.9,29.4,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,ash pods,,foraminifer,C [A85],,,,,,,,,362,U1480,H,4,H,4,A,
362-U1480H-4H-5-A,0,28,29.4,29.68,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,28,29,29.68,29.69,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,29,63,29.69,30.03,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,63,67,30.03,30.07,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,67,73,30.07,30.13,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,73,76.5,30.13,30.165,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,76.5,82,30.165,30.22,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,82,86.5,30.22,30.265,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,86.5,93,30.265,30.33,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,93,95,30.33,30.35,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,95,101.5,30.35,30.415,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,101.5,102.5,30.415,30.425,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,102.5,111,30.425,30.51,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,111,113,30.51,30.53,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,113,116,30.53,30.56,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,116,117,30.56,30.57,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-5-A,117,136,30.57,30.76,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,5,A,
362-U1480H-4H-6-A,0,3,30.9,30.93,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,3,5,30.93,30.95,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,5,13,30.95,31.03,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,13,14,31.03,31.04,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,14,19,31.04,31.09,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,19,20,31.09,31.1,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,20,27,31.1,31.17,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,27,28.5,31.17,31.185,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),,,,,thick bed [B01],unlithified [Leg194],silt [W22_1],2,non-graded,well [2014],,,"several green layer within the layer at: 6 cm, 10 cm; ash pod at 47 cm; normal graded silt laminae at 70 cm, 86 cm, 115 cm, 118 cm, 132 cm, 140 cm, 147 cm",mottling [BJ80],moderate [DB91],4,Thalassinoides,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,28.5,31,31.185,31.21,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,31,49.5,31.21,31.395,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,medium bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,49.5,53,31.395,31.43,IIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed [B01],unlithified [Leg194],silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-6-A,53,100,31.43,31.9,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,6,A,
362-U1480H-4H-7-A,0,76,31.9,32.66,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,well [2014],,,,,absent [DB91],1,,,,rip-up clast [NMJ05],,,,,,,,,,,,362,U1480,H,4,H,7,A,
362-U1480H-4H-CC-A,0,3,32.66,32.69,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,very thick bed [B01],unlithified [Leg194],fine sand [W22_2],4,non-graded,well [2014],,,,,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,4,H,CC,A,
362-U1480H-5H-1-A,0,150,33,34.5,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 5/10Y (greenish gray),,,,,very thick bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,structureless,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,5,H,1,A,
362-U1480H-5H-2-A,0,150,34.5,36,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 5/10Y (greenish gray),,,,,very thick bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,structureless,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,5,H,2,A,
362-U1480H-5H-3-A,0,150,36,37.5,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 5/10Y (greenish gray),,,,,very thick bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,structureless,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,5,H,3,A,
362-U1480H-5H-4-A,0,150,37.5,39,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 5/10Y (greenish gray),,,,,very thick bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,structureless,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,5,H,4,A,
362-U1480H-5H-5-A,0,130,39,40.3,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 5/10Y (greenish gray),,,,,very thick bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,structureless,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,5,H,5,A,
362-U1480H-5H-6-A,0,144,40.3,41.74,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 5/10Y (greenish gray),,,,,very thick bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,structureless,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,5,H,6,A,
362-U1480H-5H-CC-A,0,7,41.74,41.81,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 5/10Y (greenish gray),,,,,very thick bed [B01],unlithified [Leg194],medium sand [W22_2],5,non-graded,moderate [2014],,,structureless,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,5,H,CC,A,
362-U1480H-6H-1-A,0,11,42.5,42.61,IIA,,medium sand [USGS],,medium sand,medium sand,medium sand,,GLEY 1 3/N (very dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Micaceous with disseminated plant material. heavy coring disturbed.,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,6,H,1,A,
362-U1480H-6H-1-A,11,30,42.61,42.8,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,non-graded,poor [2014],,,heavy coring disturbance,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,6,H,1,A,
362-U1480H-6H-1-A,30,104,42.8,43.54,IIA,,very fine sand [F54],,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],fine sand [W22_2],4,non-graded,poor [2014],,,Soupy sand. Micaceous with disseminated plant material. heavy coring disturbed.,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,6,H,1,A,
362-U1480H-6H-2-A,0,58,43.54,44.12,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,non-graded,poor [2014],,,heavy coring disturbance,structureless,absent [DB91],1,,,,sand pods,,,,,,,,,,,,362,U1480,H,6,H,2,A,
362-U1480H-6H-2-A,58,63,44.12,44.17,IIA,,medium sand [USGS],,medium sand,medium sand,medium sand,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,6,H,2,A,
362-U1480H-6H-2-A,63,68.5,44.17,44.225,IIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),irregular,sharp,irregular sharp,horizontal,,unlithified [Leg194],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,H,6,H,2,A,
362-U1480H-6H-2-A,68.5,75,44.225,44.29,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,unlithified [Leg194],fine sand [W22_2],4,non-graded,well [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,6,H,2,A,
362-U1480H-6H-2-A,75,150,44.29,45.04,IIA,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 3/N (very dark gray),,,,,,unlithified [Leg194],fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,H,6,H,2,A,
