Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ. Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405A-19H-6-A,342,U1405,A,19,19-6,H,6,A,48.0,110.0,175.68,176.27,clayey [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],clayey  nannofossil ooze  with foraminifers ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Very sharp contact with the overlying dark material. It appears that the transition or contact with underlying dark unit was removed by IW sampling. Smear slide reveals very abundant nannofossils, abundant clay, common foraminifers and common biosilica (diatoms + radiolarians), so formal lithologic name is clayey nannofossil ooze with foraminifers and biosilica.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1405A-19H-7-A,342,U1405,A,19,19-7,H,7,A,0.0,62.0,176.4,177.02,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,slightly darker brown blebs and black flecks throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-20H-1-A,342,U1405,A,20,20-1,H,1,A,12.0,150.0,177.2,178.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],biosiliceous  nannofossil ooze  with foraminifers ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,slightly darker brown blebs and black flecks throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1405A-20H-2-A,342,U1405,A,20,20-2,H,2,A,0.0,150.0,178.7,180.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],biosiliceous  nannofossil ooze  with foraminifers ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,slightly darker brown blebs and black flecks throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1405A-20H-3-A,342,U1405,A,20,20-3,H,3,A,0.0,145.0,180.2,181.65,biosiliceous [Leg339],nannofossil ooze [Leg339],with foraminifers [Leg339],biosiliceous  nannofossil ooze  with foraminifers ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,slightly darker brown blebs and black flecks throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1405A-20H-3-A,342,U1405,A,20,20-3,H,3,A,145.0,150.0,181.65,181.7,biosiliceous [Leg339],calcareous ooze [Leg339],with clay [Leg339],biosiliceous  calcareous ooze  with clay ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4.0,,Sharp contact with overlying darker greenish grey. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   calcareous ooze ,calcareous ooze   with clay ,,,,,,
342-U1405A-20H-4-A,342,U1405,A,20,20-4,H,4,A,0.0,150.0,181.7,183.2,biosiliceous [Leg339],calcareous ooze [Leg339],with clay [Leg339],biosiliceous  calcareous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Gradational color change from 5GY 6/1 to 5GY 5/1 across entire section. ~5mm spots of silt- and sand-sized (presumably) Ice rafted debris at 18cm. Dominant lithology as ""calcareous ooze"" reflects the combination of nannofossils and foraminifera, which are abundant and common, reflectively",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   calcareous ooze ,calcareous ooze   with clay ,,,,,,
342-U1405A-20H-5-A,342,U1405,A,20,20-5,H,5,A,0.0,150.0,183.2,184.7,biosiliceous [Leg339],calcareous ooze [Leg339],with clay [Leg339],biosiliceous  calcareous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,slightly darker brown blebs and black flecks throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   calcareous ooze ,calcareous ooze   with clay ,,,,,,
342-U1405A-20H-6-A,342,U1405,A,20,20-6,H,6,A,0.0,104.0,184.7,185.92,biosiliceous [Leg339],calcareous ooze [Leg339],with clay [Leg339],biosiliceous  calcareous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,slightly darker brown blebs and black flecks throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   calcareous ooze ,calcareous ooze   with clay ,,,,,,
342-U1405A-20H-7-A,342,U1405,A,20,20-7,H,7,A,0.0,65.0,185.92,186.57,biosiliceous [Leg339],calcareous ooze [Leg339],with clay [Leg339],biosiliceous  calcareous ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,slightly darker brown blebs and black flecks throughout.,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   calcareous ooze ,calcareous ooze   with clay ,,,,,,
342-U1405A-21H-1-A,342,U1405,A,21,21-1,H,1,A,12.0,107.0,186.7,187.77,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-21H-2-A,342,U1405,A,21,21-2,H,2,A,0.0,151.0,187.77,189.28,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-21H-3-A,342,U1405,A,21,21-3,H,3,A,0.0,152.0,189.28,190.8,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-21H-4-A,342,U1405,A,21,21-4,H,4,A,0.0,137.0,190.8,192.16,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-21H-5-A,342,U1405,A,21,21-5,H,5,A,0.0,90.0,192.27,193.17,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"This lighter interval grades into the overlying and underlying intervals over ~50cm. However, the IW sample is at the bottom of section 4 so it's unclear wher the contact is and how gradtional it is.",,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-21H-5-A,342,U1405,A,21,21-5,H,5,A,90.0,125.0,193.17,193.52,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-21H-6-A,342,U1405,A,21,21-6,H,6,A,0.0,86.0,193.52,194.38,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-21H-CC-A,342,U1405,A,21,21-CC,H,CC,A,0.0,51.0,194.38,194.88,nannofossil [Leg339],clay [Leg339],with biosilica [Leg339],nannofossil  clay  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biosilica ,,,,,,
342-U1405A-22H-1-A,342,U1405,A,22,22-1,H,1,A,24.0,150.0,196.2,197.7,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,Color ranges between dominant color and 10Y 4/1 (dark greenish grey).,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-22H-2-A,342,U1405,A,22,22-2,H,2,A,0.0,150.0,197.7,199.2,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,Color ranges between dominant color and 10Y 4/1 (dark greenish grey).,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-22H-3-A,342,U1405,A,22,22-3,H,3,A,0.0,150.0,199.2,200.7,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,Color ranges between dominant color and 10Y 4/1 (dark greenish grey).,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-22H-4-A,342,U1405,A,22,22-4,H,4,A,0.0,150.0,200.7,202.2,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,Color ranges between dominant color and 10Y 4/1 (dark greenish grey).,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-22H-5-A,342,U1405,A,22,22-5,H,5,A,0.0,150.0,202.2,203.7,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,Color ranges between dominant color and 10Y 4/1 (dark greenish grey).,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-22H-6-A,342,U1405,A,22,22-6,H,6,A,0.0,132.0,203.7,205.0,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,Color ranges between dominant color and 10Y 4/1 (dark greenish grey).,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-22H-7-A,342,U1405,A,22,22-7,H,7,A,0.0,69.0,205.12,205.81,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,Color ranges between dominant color and 10Y 4/1 (dark greenish grey).,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-22H-CC-A,342,U1405,A,22,22-CC,H,CC,A,0.0,26.0,205.81,206.07,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,Color ranges between dominant color and 10Y 4/1 (dark greenish grey).,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-23H-1-A,342,U1405,A,23,23-1,H,1,A,7.0,150.0,205.7,207.2,clayey [Leg339],biosiliceous ooze [Leg339],with nannofossils [Leg339],clayey  biosiliceous ooze  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,"Prominent sandy IRD layer at 110cm, which is within a larger interval that is slightly lighter than the rest of the core. This section has a prominent peak in magnetic susceptibility and GRA, likely related to either the lighter interval or the IRD layer specifically.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-23H-2-A,342,U1405,A,23,23-2,H,2,A,0.0,150.0,207.2,208.7,clayey [Leg339],biosiliceous ooze [Leg339],with nannofossils [Leg339],clayey  biosiliceous ooze  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-23H-3-A,342,U1405,A,23,23-3,H,3,A,0.0,150.0,208.7,210.2,clayey [Leg339],biosiliceous ooze [Leg339],with nannofossils [Leg339],clayey  biosiliceous ooze  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-23H-4-A,342,U1405,A,23,23-4,H,4,A,0.0,150.0,210.2,211.7,clayey [Leg339],biosiliceous ooze [Leg339],with nannofossils [Leg339],clayey  biosiliceous ooze  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-23H-5-A,342,U1405,A,23,23-5,H,5,A,0.0,132.0,211.7,213.06,clayey [Leg339],biosiliceous ooze [Leg339],with nannofossils [Leg339],clayey  biosiliceous ooze  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-23H-6-A,342,U1405,A,23,23-6,H,6,A,0.0,142.0,213.2,214.62,clayey [Leg339],biosiliceous ooze [Leg339],with nannofossils [Leg339],clayey  biosiliceous ooze  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   biosiliceous ooze ,biosiliceous ooze   with nannofossils ,,,,,,
342-U1405A-24H-1-A,342,U1405,A,24,24-1,H,1,A,10.0,150.0,215.2,216.7,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-24H-2-A,342,U1405,A,24,24-2,H,2,A,0.0,150.0,216.7,218.2,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-24H-3-A,342,U1405,A,24,24-3,H,3,A,0.0,150.0,218.2,219.7,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-24H-4-A,342,U1405,A,24,24-4,H,4,A,0.0,150.0,219.7,221.2,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-24H-5-A,342,U1405,A,24,24-5,H,5,A,0.0,71.0,221.2,221.91,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-24H-6-A,342,U1405,A,24,24-6,H,6,A,0.0,99.0,221.91,222.9,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-24H-6-A,342,U1405,A,24,24-6,H,6,A,99.0,136.0,222.9,223.31,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-24H-7-A,342,U1405,A,24,24-7,H,7,A,0.0,109.0,223.37,224.46,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-24H-CC-A,342,U1405,A,24,24-CC,H,CC,A,0.0,10.0,224.46,224.56,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,
342-U1405A-25H-1-A,342,U1405,A,25,25-1,H,1,A,23.0,150.0,224.7,226.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-2-A,342,U1405,A,25,25-2,H,2,A,0.0,150.0,226.2,227.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-3-A,342,U1405,A,25,25-3,H,3,A,0.0,62.0,227.7,228.32,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-3-A,342,U1405,A,25,25-3,H,3,A,62.0,63.0,228.32,228.33,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-3-A,342,U1405,A,25,25-3,H,3,A,63.0,150.0,228.33,229.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-4-A,342,U1405,A,25,25-4,H,4,A,0.0,95.0,229.2,230.15,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-4-A,342,U1405,A,25,25-4,H,4,A,95.0,96.0,230.15,230.16,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-4-A,342,U1405,A,25,25-4,H,4,A,96.0,102.0,230.16,230.22,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-4-A,342,U1405,A,25,25-4,H,4,A,102.0,106.0,230.22,230.26,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-4-A,342,U1405,A,25,25-4,H,4,A,106.0,150.0,230.26,230.7,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-5-A,342,U1405,A,25,25-5,H,5,A,0.0,150.0,230.7,232.2,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-6-A,342,U1405,A,25,25-6,H,6,A,0.0,94.0,232.2,233.32,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-25H-7-A,342,U1405,A,25,25-7,H,7,A,0.0,70.0,233.32,234.07,biosiliceous [Leg339],nannofossil ooze [Leg339],with clay [Leg339],biosiliceous  nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405A-26H-1-A,342,U1405,A,26,26-1,H,1,A,20.0,58.0,234.2,234.78,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405A-26H-2-A,342,U1405,A,26,26-2,H,2,A,0.0,75.0,234.78,235.53,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405A-26H-3-A,342,U1405,A,26,26-3,H,3,A,0.0,3.0,235.53,235.56,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405A-26H-3-A,342,U1405,A,26,26-3,H,3,A,3.0,7.0,235.56,235.6,calcareous [Leg339],mud [Leg339],,calcareous  mud ,2.5Y 7/3 (pale yellow),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,calcareous   mud ,mud ,,,,,,
342-U1405A-26H-3-A,342,U1405,A,26,26-3,H,3,A,7.0,151.0,235.6,237.04,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405A-26H-4-A,342,U1405,A,26,26-4,H,4,A,0.0,99.0,237.04,238.03,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405A-26H-5-A,342,U1405,A,26,26-5,H,5,A,0.0,90.0,238.03,238.93,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,
342-U1405A-26H-6-A,342,U1405,A,26,26-6,H,6,A,0.0,150.0,238.93,240.43,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405A-26H-7-A,342,U1405,A,26,26-7,H,7,A,0.0,105.0,240.43,241.48,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
342-U1405A-26H-CC-A,342,U1405,A,26,26-CC,H,CC,A,0.0,41.0,241.48,241.94,biosiliceous [Leg339],clay [Leg339],,biosiliceous  clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay ,,,,,,
