Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1332C-10H-6-A,320,U1332,C,6,6-1,H,1,A,0,150,45.5,47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1332C-10H-7-A,320,U1332,C,6,6-1,H,1,A,0,150,45.5,47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,
320-U1332C-10H-CC-A,320,U1332,C,6,6-2,H,2,A,0,150,47,48.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1332C-11H-1-A,320,U1332,C,6,6-2,H,2,A,0,150,47,48.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,
320-U1332C-11H-2-A,320,U1332,C,6,6-3,H,3,A,0,150,48.5,50,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1332C-11H-3-A,320,U1332,C,6,6-3,H,3,A,0,150,48.5,50,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,
320-U1332C-11H-4-A,320,U1332,C,6,6-4,H,4,A,0,150,50,51.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1332C-11H-5-A,320,U1332,C,6,6-4,H,4,A,0,150,50,51.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,
320-U1332C-11H-6-A,320,U1332,C,6,6-5,H,5,A,0,132,51.5,52.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1332C-11H-CC-A,320,U1332,C,6,6-5,H,5,A,0,132,51.5,52.82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,
320-U1332C-12H-1-A,320,U1332,C,6,6-CC,H,CC,A,0,21,52.82,53.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 8/2,,,
320-U1332C-12H-2-A,320,U1332,C,6,6-CC,H,CC,A,0,21,52.82,53.03,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 6/3,,,
320-U1332C-12H-3-A,320,U1332,C,7,7-1,H,1,A,0,78,49.5,50.28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,
320-U1332C-12H-4-A,320,U1332,C,7,7-1,H,1,A,78,150,50.28,51,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,,,
320-U1332C-12H-5-A,320,U1332,C,7,7-2,H,2,A,0,34,51,51.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 6/3,,,
320-U1332C-12H-6-A,320,U1332,C,7,7-2,H,2,A,34,112,51.34,52.12,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,100,soft,10YR 4/3,,,
320-U1332C-12H-CC-A,320,U1332,C,7,7-2,H,2,A,112,146,52.12,52.46,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,
320-U1332C-13H-1-A,320,U1332,C,7,7-2,H,2,A,146,150,52.46,52.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,100,soft,10YR 4/3,,,
320-U1332C-13H-2-A,320,U1332,C,7,7-3,H,3,A,0,75,52.5,53.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,100,soft,10YR 4/3,,,
320-U1332C-13H-3-A,320,U1332,C,7,7-3,H,3,A,75,150,53.25,54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,
320-U1332C-13H-4-A,320,U1332,C,7,7-4,H,4,A,0,95,54,54.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,
320-U1332C-13H-5-A,320,U1332,C,7,7-4,H,4,A,95,150,54.95,55.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,
320-U1332C-13H-6-A,320,U1332,C,7,7-5,H,5,A,0,150,55.5,57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,
320-U1332C-13H-7-A,320,U1332,C,7,7-6,H,6,A,0,150,57,58.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,
320-U1332C-13H-CC-A,320,U1332,C,7,7-7,H,7,A,0,76,58.5,59.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,
320-U1332C-14X-1-A,320,U1332,C,7,7-CC,H,CC,A,0,16,59.26,59.42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 8/2,,,
320-U1332C-14X-2-A,320,U1332,C,8,8-1,H,1,A,0,150,59,60.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,
320-U1332C-14X-3-A,320,U1332,C,8,8-1,H,1,A,0,150,59,60.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,
320-U1332C-14X-4-A,320,U1332,C,8,8-2,H,2,A,0,150,60.5,62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,
320-U1332C-14X-5-A,320,U1332,C,8,8-2,H,2,A,0,150,60.5,62,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,
320-U1332C-14X-CC-A,320,U1332,C,8,8-3,H,3,A,0,150,62,63.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,
320-U1332C-15X-1-A,320,U1332,C,8,8-3,H,3,A,0,150,62,63.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,
320-U1332C-15X-2-A,320,U1332,C,8,8-4,H,4,A,0,150,63.5,65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,
320-U1332C-15X-3-A,320,U1332,C,8,8-4,H,4,A,0,150,63.5,65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,
320-U1332C-15X-4-A,320,U1332,C,8,8-5,H,5,A,0,150,65,66.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,
320-U1332C-15X-5-A,320,U1332,C,8,8-5,H,5,A,0,150,65,66.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,
320-U1332C-15X-6-A,320,U1332,C,8,8-6,H,6,A,0,145,66.5,67.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,
320-U1332C-15X-7-A,320,U1332,C,8,8-6,H,6,A,0,145,66.5,67.95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,
320-U1332C-16X-1-A,320,U1332,C,8,8-CC,H,CC,A,0,23,67.95,68.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,70,soft,2.5Y 6/2,,,
320-U1332C-16X-2-A,320,U1332,C,8,8-CC,H,CC,A,0,23,67.95,68.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians and diatoms,Nannofossil ooze with radiolarians and diatoms,30,soft,2.5Y 8/2,,,
320-U1332C-16X-3-A,320,U1332,C,9,9-1,H,1,A,0,150,66,67.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,
320-U1332C-16X-4-A,320,U1332,C,9,9-2,H,2,A,0,68,67.5,68.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,
320-U1332C-16X-5-A,320,U1332,C,9,9-2,H,2,A,68,95,68.18,68.45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 5/3,,,
320-U1332C-16X-CC-A,320,U1332,C,9,9-2,H,2,A,95,116,68.45,68.66,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,,Radiolarian nannofossil ooze,100,soft,10YR 8/2,,,
