Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1332C-1H-1-A,320,U1332,C,1,1-1,H,1,A,0,3,0,0.03,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",,with radiolarians,Clay with radiolarians,100,soft,10YR 4/3,,,
320-U1332C-1H-2-A,320,U1332,C,1,1-1,H,1,A,3,150,0.03,1.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,with radiolarians,Zeolite Clay with radiolarians,100,soft,10YR 6/4,,,
320-U1332C-1H-3-A,320,U1332,C,1,1-2,H,2,A,0,150,1.5,3,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,with radiolarians,Zeolite Clay with radiolarians,100,soft,10YR 6/4,,,
320-U1332C-1H-4-A,320,U1332,C,1,1-3,H,3,A,0,150,3,4.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,with radiolarians,Zeolite Clay with radiolarians,100,soft,10YR 6/4,,,
320-U1332C-1H-5-A,320,U1332,C,1,1-4,H,4,A,0,150,4.5,6,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,with radiolarians,Zeolite Clay with radiolarians,100,soft,10YR 6/4,,,
320-U1332C-1H-CC-A,320,U1332,C,1,1-5,H,5,A,0,127,6,7.27,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,with radiolarians,Zeolite Clay with radiolarians,100,soft,10YR 6/4,,,
320-U1332C-2H-1-A,320,U1332,C,1,1-CC,H,CC,A,0,18,7.27,7.45,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,with radiolarians,Zeolite Clay with radiolarians,100,soft,10YR 6/4,,,
320-U1332C-2H-2-A,320,U1332,C,2,2-1,H,1,A,0,65,7.5,8.15,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,with radiolarians,Zeolite Clay with radiolarians,100,soft,10YR 6/4,,,
320-U1332C-2H-3-A,320,U1332,C,2,2-1,H,1,A,65,150,8.15,9,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 5/2,,,
320-U1332C-2H-4-A,320,U1332,C,2,2-2,H,2,A,0,150,9,10.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 5/2,,,
320-U1332C-2H-5-A,320,U1332,C,2,2-3,H,3,A,0,50,10.5,11,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 5/2,,,
320-U1332C-2H-6-A,320,U1332,C,2,2-3,H,3,A,50,150,11,12,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,"Black patches in 50-100 cm interval in section 3, where MS values show significant high values (>100)",,
320-U1332C-2H-7-A,320,U1332,C,2,2-4,H,4,A,0,150,12,13.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,"Black patches in 50-100 cm interval in section 3, where MS values show significant high values (>100)",,
320-U1332C-2H-CC-A,320,U1332,C,2,2-5,H,5,A,0,136,13.5,14.86,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,"Black patches in 50-100 cm interval in section 3, where MS values show significant high values (>100)",,
320-U1332C-3H-1-A,320,U1332,C,2,2-5,H,5,A,136,150,14.86,15,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 7/4,,,
320-U1332C-3H-2-A,320,U1332,C,2,2-6,H,6,A,0,23,15,15.23,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 7/4,,,
320-U1332C-3H-3-A,320,U1332,C,2,2-6,H,6,A,23,150,15.23,16.5,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,,,
320-U1332C-3H-4-A,320,U1332,C,2,2-7,H,7,A,0,81,16.5,17.31,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,,,
320-U1332C-3H-5-A,320,U1332,C,2,2-CC,H,CC,A,0,15,17.31,17.46,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Zeolite,,Zeolite Clay,100,soft,10YR 4/3,,,
320-U1332C-3H-6-A,320,U1332,C,3,3-1,H,1,A,0,150,17,18.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,
320-U1332C-3H-7-A,320,U1332,C,3,3-1,H,1,A,0,150,17,18.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,
320-U1332C-3H-CC-A,320,U1332,C,3,3-2,H,2,A,0,150,18.5,20,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,
320-U1332C-4H-1-A,320,U1332,C,3,3-2,H,2,A,0,150,18.5,20,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,
320-U1332C-4H-2-A,320,U1332,C,3,3-3,H,3,A,0,150,20,21.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,
320-U1332C-4H-3-A,320,U1332,C,3,3-3,H,3,A,0,150,20,21.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,
320-U1332C-4H-4-A,320,U1332,C,3,3-4,H,4,A,0,150,21.5,23,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,
320-U1332C-4H-5-A,320,U1332,C,3,3-4,H,4,A,0,150,21.5,23,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,
320-U1332C-4H-6-A,320,U1332,C,3,3-5,H,5,A,0,150,23,24.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,
320-U1332C-4H-7-A,320,U1332,C,3,3-5,H,5,A,0,150,23,24.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,
320-U1332C-4H-CC-A,320,U1332,C,3,3-6,H,6,A,0,150,24.5,26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,
320-U1332C-5H-1-A,320,U1332,C,3,3-6,H,6,A,0,150,24.5,26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,
320-U1332C-5H-2-A,320,U1332,C,3,3-7,H,7,A,0,75,26,26.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,
320-U1332C-5H-3-A,320,U1332,C,3,3-7,H,7,A,0,75,26,26.75,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,
320-U1332C-5H-4-A,320,U1332,C,3,3-CC,H,CC,A,0,18,26.75,26.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,70,soft,10YR 4/3,,,
320-U1332C-5H-5-A,320,U1332,C,3,3-CC,H,CC,A,0,18,26.75,26.93,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with clay,Radiolarian nannofossil ooze with clay,30,soft,10YR 6/4,,,
320-U1332C-5H-6-A,320,U1332,C,4,4-1,H,1,A,0,150,26.5,28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,soft,10YR 3/2,,,
320-U1332C-5H-7-A,320,U1332,C,4,4-1,H,1,A,0,150,26.5,28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/2,,,
320-U1332C-5H-CC-A,320,U1332,C,4,4-2,H,2,A,0,150,28,29.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,soft,10YR 3/2,,,
320-U1332C-6H-1-A,320,U1332,C,4,4-2,H,2,A,0,150,28,29.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/2,,,
320-U1332C-6H-2-A,320,U1332,C,4,4-3,H,3,A,0,110,29.5,30.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,80,soft,10YR 3/2,,,
320-U1332C-6H-3-A,320,U1332,C,4,4-3,H,3,A,0,110,29.5,30.6,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 6/2,,,
320-U1332C-6H-4-A,320,U1332,C,4,4-3,H,3,A,110,150,30.6,31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,
320-U1332C-6H-5-A,320,U1332,C,4,4-3,H,3,A,110,150,30.6,31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,
320-U1332C-6H-CC-A,320,U1332,C,4,4-4,H,4,A,0,150,31,32.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,
320-U1332C-7H-1-A,320,U1332,C,4,4-4,H,4,A,0,150,31,32.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,
320-U1332C-7H-2-A,320,U1332,C,4,4-5,H,5,A,0,150,32.5,34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,
320-U1332C-7H-3-A,320,U1332,C,4,4-5,H,5,A,0,150,32.5,34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,
320-U1332C-7H-4-A,320,U1332,C,4,4-6,H,6,A,0,150,34,35.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,
320-U1332C-7H-5-A,320,U1332,C,4,4-6,H,6,A,0,150,34,35.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,
320-U1332C-7H-6-A,320,U1332,C,4,4-7,H,7,A,0,74,35.5,36.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,
320-U1332C-7H-7-A,320,U1332,C,4,4-7,H,7,A,0,74,35.5,36.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,
320-U1332C-7H-CC-A,320,U1332,C,4,4-CC,H,CC,A,0,29,36.24,36.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,,Clayey radiolarian ooze,20,soft,10YR 6/3,,,
320-U1332C-8H-1-A,320,U1332,C,4,4-CC,H,CC,A,0,29,36.24,36.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,80,soft,10YR 8/2,,,
320-U1332C-8H-2-A,320,U1332,C,5,5-1,H,1,A,0,150,36,37.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-8H-3-A,320,U1332,C,5,5-1,H,1,A,0,150,36,37.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1332C-8H-4-A,320,U1332,C,5,5-2,H,2,A,0,150,37.5,39,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-8H-5-A,320,U1332,C,5,5-2,H,2,A,0,150,37.5,39,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1332C-8H-6-A,320,U1332,C,5,5-3,H,3,A,0,150,39,40.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-8H-CC-A,320,U1332,C,5,5-3,H,3,A,0,150,39,40.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1332C-9H-1-A,320,U1332,C,5,5-4,H,4,A,0,150,40.5,42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-9H-2-A,320,U1332,C,5,5-4,H,4,A,0,150,40.5,42,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1332C-9H-3-A,320,U1332,C,5,5-5,H,5,A,0,70,42,42.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-9H-4-A,320,U1332,C,5,5-5,H,5,A,0,70,42,42.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1332C-9H-5-A,320,U1332,C,5,5-5,H,5,A,70,125,42.7,43.25,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1332C-9H-6-A,320,U1332,C,5,5-5,H,5,A,125,150,43.25,43.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-9H-7-A,320,U1332,C,5,5-5,H,5,A,125,150,43.25,43.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1332C-9H-CC-A,320,U1332,C,5,5-6,H,6,A,0,150,43.5,45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-10H-1-A,320,U1332,C,5,5-6,H,6,A,0,150,43.5,45,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1332C-10H-2-A,320,U1332,C,5,5-7,H,7,A,0,54,45,45.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-10H-3-A,320,U1332,C,5,5-7,H,7,A,0,54,45,45.54,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1332C-10H-4-A,320,U1332,C,5,5-CC,H,CC,A,0,22,45.54,45.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 5/3,,,
320-U1332C-10H-5-A,320,U1332,C,5,5-CC,H,CC,A,0,22,45.54,45.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
