Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
369-U1513A-39X-2-A,0,34,219.68,220.02,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-39X-CC-A,0,15,220.02,220.17,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-1-A,0,29,224.4,224.69,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-1-A,29,42,224.69,224.82,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,low,2,"In smear slides, inoceramid fragments present",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-1-A,42,46,224.82,224.86,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-1-A,46,74,224.86,225.14,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,low,2,"In smear slides, inoceramid fragments present",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-1-A,74,80,225.14,225.2,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-1-A,80,97,225.2,225.37,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,low,2,"In smear slides, inoceramid fragments present",,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-2-A,0,10,225.37,225.47,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,5Y 8/1 (white),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-2-A,10,15,225.47,225.52,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5G (greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-40X-2-A,15,30,225.52,225.67,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 4/10Y (dark greenish gray),lenticular bedding,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-2-A,30,86,225.67,226.23,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-40X-CC-A,0,47,226.23,226.7,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-41X-CC-A,0,48,229.2,229.68,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-42X-1-A,0,16,234,234.16,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 4/10Y (dark greenish gray),lenticular bedding,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-42X-1-A,16,94,234.16,234.94,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational colour change from greenish to white,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-42X-1-A,94,103,234.94,235.03,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 4/10Y (dark greenish gray),lenticular bedding,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-42X-2-A,0,5,235.03,235.08,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 4/10Y (dark greenish gray),lenticular bedding,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-42X-2-A,5,102,235.08,236.05,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational colour change from greenish to white,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-42X-CC-A,0,34,236.05,236.39,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational colour change from greenish to white,,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-43X-1-A,0,24,237,237.24,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 8/5G (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,color boundary or contact,straight,sharp,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-43X-1-A,24,32,237.24,237.32,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 6/10GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,uncertain boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-43X-1-A,32,64,237.32,237.64,II,,,,,,,,,,,,,,,,,,,,,,Destroyed interval,,,,,,,,,,,,,,
369-U1513A-43X-CC-A,0,9,237.64,237.73,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/5GY (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,,color boundary or contact,straight,gradational,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-43X-CC-A,9,16,237.73,237.8,II,,,,nannofossil-rich,sandy claystone,,nannofossil-rich sandy claystone,,,GLEY 1 5/10GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,sharp,sharp,,,,,,,nannofossil-rich sandy claystone,sandy claystone,,,
369-U1513A-43X-CC-A,16,31,237.8,237.95,II,,,,clayey,nannofossil chalk,,clayey nannofossil chalk,,,GLEY 1 7/5GY (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,,,,,,,,,clayey nannofossil chalk,nannofossil chalk,,,
369-U1513A-43X-CC-A,31,35,237.95,237.99,II,,,,,,,,,,,,,,,,,,,,,,Destroyed interval with fragments of silicified limestones.,,,,,,,,,,,,,,
369-U1513A-44X-CC-A,0,7,240.5,240.57,II,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),massive [BJ84],,,,,clay [W22_1],1,,,low,2,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-44X-CC-A,7,11,240.57,240.61,II,,,,nannofossil-rich,claystone [USGS],with shells,nannofossil-rich claystone with shells,,,GLEY 1 7/5GY (light greenish grey),massive [BJ84],,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,nannofossil-rich claystone,claystone with shells,,,
369-U1513A-44X-CC-A,11,23,240.61,240.73,II,,,,,,,,,,,,,,,,,,,,,,Severe brecciated interval with fragments of silicified limestones.,,,,,,,,,,,,,,
369-U1513A-44X-CC-A,23,27,240.73,240.77,II,,,,,claystone [USGS],,claystone,,,GLEY 1 6/5G (pale green),mottled,,,,,clay [W22_1],1,,,moderate,2,,,,,,,,,,,claystone,claystone,,,
369-U1513A-45X-1-A,0,43,244.5,244.93,II,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),mottled,,,,,clay [W22_1],1,,,moderate,2,Burrows infilled black clay at 43 cm.,,,,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,0,10,245.03,245.13,II,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),mottled,interlamination,,,medium laminated,clay [W22_1],1,,,moderate,2,One medium black claystone lamination at 2 cm.,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,10,16,245.13,245.19,III,,,,,clay [USGS],,clay,,,GLEY 1 2.5/N (black),massive [BJ84],,,,thin bed [B01],clay [W22_1],1,,,none,0,"Contrasts to other lithologies present in this hole (black, clay-rich and massive).",color boundary or contact,curved,sharp,,,,,,,clay,clay,,,
369-U1513A-45X-2-A,16,30,245.19,245.33,III,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),mottled,,,load cast [BJ84],,clay [W22_1],1,,,sparse,1,Burrows infilled black clay at 16.5 and 23.5cm.,color boundary or contact,irregular,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,30,32,245.33,245.35,III,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),mottled,,,,very thin bed [B01],clay [W22_1],1,,,none,0,,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,32,83,245.35,245.86,III,,,,,claystone [USGS],,claystone,,,GLEY 1 4/5G (dark greenish gray),mottled,non-parallel stratification,,,,clay [W22_1],1,,,sparse,1,Gradational change in color from bottom to top (pale to greyish green).,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,83,102,245.86,246.05,III,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,non-parallel stratification,,,medium bed [B01],clay [W22_1],1,,,low,2,"Between 98 and 102 cm, interval exhibits severe biscuit drilling disturbance.",color boundary or contact,irregular,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,102,106,246.05,246.09,III,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/N (black),massive [BJ84],,,,thin bed [B01],clay [W22_1],1,,,none,0,,color boundary or contact,irregular,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,106,126,246.09,246.29,III,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,interlamination,,,thin lamina [B01],clay [W22_1],1,,,sparse,1,Gradational change in color from bottom to top (greenish gray to black).,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,126,129,246.29,246.32,III,,,,,claystone [USGS],,claystone,,,GLEY 1 3/N (very dark gray),mottled,,,convolute,thin,clay [W22_1],1,,,none,0,,uncertain boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,129,133,246.32,246.36,III,,,,,claystone [USGS],,claystone,,,GLEY 1 2.5/5GY (greenish black),massive [BJ84],parallel lamination,,,thin bed [B01],clay [W22_1],1,,,none,0,,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,133,137,246.36,246.4,III,,,,,claystone [USGS],,claystone,,,GLEY 1 4/10GY (dark greenish gray),massive [BJ84],parallel lamination,,,thin bed [B01],clay [W22_1],1,,,sparse,1,,color boundary or contact,sharp,sharp,,,,,,,claystone,claystone,,,
369-U1513A-45X-2-A,137,149,246.4,246.52,III,,,,nannofossil-rich,clay [USGS],,nannofossil-rich clay,,,GLEY 1 3/N (very dark gray),layering,,,,thick bed [B01],clay [W22_1],1,,,sparse,1,,color boundary or contact,,,,,,,,,nannofossil-rich clay,clay,,,
369-U1513A-45X-3-A,0,5,246.52,246.57,III,,,,nannofossil-rich,clay [USGS],,nannofossil-rich clay,,,GLEY 1 3/N (very dark gray),layering,,,,thick bed [B01],clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil-rich clay,clay,,,
369-U1513A-45X-3-A,5,30,246.57,246.82,III,,,,nannofossil-rich,clay [USGS],,nannofossil-rich clay,,,5GY 6/1 (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Gradational change in color from bottom to top (greenish gray to light greenish gray).,color boundary or contact,irregular,sharp,,,,,,,nannofossil-rich clay,clay,,,
369-U1513A-45X-3-A,30,44,246.82,246.96,III,,,,nannofossil-rich,clay [USGS],,nannofossil-rich clay,,,GLEY 1 3/N (very dark gray),mottled,,,,,clay [W22_1],1,,,high,3,Gradational change in color from bottom to top (greenish gray to very dark gray). Thalassinoides present between 42 and 44 cm.,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich clay,clay,,,
369-U1513A-45X-3-A,44,57,246.96,247.09,III,,,,nannofossil-rich,clay [USGS],,nannofossil-rich clay,,,10BG 7/1 (light greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,From the bottom up a gradational change in color from greenish grey to light greenish grey.,,,,,,,,,,nannofossil-rich clay,clay,,,
369-U1513A-45X-CC-A,0,15,247.09,247.24,III,,,,nannofossil-rich,clay [USGS],,nannofossil-rich clay,,,GLEY 1 5/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,sharp,sharp,,,,,,,nannofossil-rich clay,clay,,,
369-U1513A-45X-CC-A,15,22,247.24,247.31,III,,,,nannofossil-rich,clay [USGS],,nannofossil-rich clay,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil-rich clay,clay,,,
369-U1513A-46X-1-A,0,9,249.3,249.39,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/N (black),mottled,,,,,clay [W22_1],1,,,low,2,,uncertain boundary or contact,irregular,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-46X-1-A,9,39,249.39,249.69,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,convolute,medium bed [B01],clay [W22_1],1,,,sparse,1,Gradational change in color from bottom to top (black to dark greenish gray to light greenish gray).,undulating or wavy boundary or contact [BJ80],irregular,sharp,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-1-A,39,79,249.69,250.09,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 2.5/5GY (greenish black),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (black to dark greenish gray to light greenish gray).,irregular boundary or contact,irregular,sharp,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-1-A,79,108,250.09,250.38,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/5GY (greenish black),mottled,interlamination,,,thin,clay [W22_1],1,,,high,3,Gradational change in color from bottom to top (black to dark greenish gray to light greenish gray).Gradational change in bioturbation from high in the bottom to sparse at the top of this inteval.,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-46X-1-A,108,137,250.38,250.67,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 2.5/5GY (greenish black),mottled,interlamination,,,thin,clay [W22_1],1,,,sparse,1,Gradational change in color from bottom to top (black to dark greenish gray to light greenish gray).,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-46X-1-A,137,150,250.67,250.8,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10GY (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (greenish gray to light greenish gray),,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-2-A,0,25,250.8,251.05,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/5GY (dark greenish gray),mottled,,,,,clay [W22_1],1,,,high,3,Gradational change in color from bottom to top (very dark gray to greenish gray),color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-46X-2-A,25,43,251.05,251.23,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Gradational change in color from bottom to top (dark greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-2-A,43,81,251.23,251.61,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Gradational change in color from bottom to top (dark greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-2-A,81,109,251.61,251.89,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Gradational change in color from bottom to top (dark greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-2-A,109,136,251.89,252.16,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,interlamination,,,medium laminated,clay [W22_1],1,,,moderate,2,Gradational change in color from bottom to top (dark greenish gray to light greenish gray),color boundary or contact,sharp,sharp,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-2-A,136,141,252.16,252.21,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,sparse,1,,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-3-A,0,8,252.31,252.39,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,gradational,gradational,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-46X-3-A,8,52,252.39,252.83,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,sparse,1,Gradational change in color from bottom to top (very dark gray to greenish gray to light greenish gray),color boundary or contact,straight,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-3-A,52,76,252.83,253.07,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (very dark gray to greenish gray to light greenish gray),color boundary or contact,straight,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-3-A,76,86,253.07,253.17,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-CC-A,0,13,253.17,253.3,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,moderate,2,Gradational change in color from bottom to top (very dark gray to greenish gray),color boundary or contact,straight,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-46X-CC-A,13,33,253.3,253.5,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-1-A,0,25,254.1,254.35,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-1-A,25,49,254.35,254.59,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-1-A,49,96,254.59,255.06,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (dark gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-1-A,96,119,255.06,255.29,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (dark gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-1-A,119,150,255.29,255.6,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/10GY (very dark greenish gray),mottled,interlamination,,,medium laminated,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (very dark greenish gray to light greenish gray),,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-47X-2-A,0,53,255.6,256.13,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/10Y (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (very dark greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-2-A,53,85,256.13,256.45,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,interlamination,,,thin,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (very dark greenish gray to light greenish gray),faulted contact,straight,sharp,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-2-A,85,94,256.45,256.54,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 3/N (very dark gray),mottled,,,,,clay [W22_1],1,,,low,2,,color boundary or contact,gradational,gradational,,,,,shell fragment,rare,claystone,claystone with nannofossils,,,
369-U1513A-47X-2-A,94,141,256.54,257.01,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 7/10Y (light greenish grey),mottled,,,,,clay [W22_1],1,,,sparse,1,shell fragments (Inocerams?) are presents at 95 and 105 cm),,,,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-3-A,0,2,257.11,257.13,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/N (dark gray),massive [BJ84],,,,,clay [W22_1],1,,,none,0,,color boundary or contact,irregular,sharp,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-47X-3-A,2,26,257.13,257.37,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 6/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (very dark greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-3-A,26,82,257.37,257.93,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 8/5GY (light greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (very dark greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,shell fragment,trace,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-3-A,82,137,257.93,258.48,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/10Y (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (very dark greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,shell fragment,rare,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-3-A,137,151,258.48,258.62,III,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 4/10Y (dark greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,,,,,,,,,,,claystone,claystone with nannofossils,,,
369-U1513A-47X-4-A,0,42,258.62,259.04,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,Gradational change in color from bottom to top (very dark greenish gray to light greenish gray),color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-4-A,42,62,259.04,259.24,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY (greenish gray),mottled,,,,,clay [W22_1],1,,,low,2,"Between 42 and 47 cm, it is disturbed by drilling",,,,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-47X-CC-A,0,20,259.24,259.44,III,,,,,,,,,,,,,,,,,,,,,,Interval disturbed,,,,,,,,,,,,,,
369-U1513A-48X-1-A,0,145,263.7,265.15,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/10GY (dark greenish gray),mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-48X-2-A,0,40,265.15,265.55,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-48X-2-A,40,84,265.55,265.99,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 5/5GY,mottled,,,,,clay [W22_1],1,,,moderate,2,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
369-U1513A-48X-2-A,84,108,265.99,266.23,III,,,,nannofossil-rich,claystone [USGS],,nannofossil-rich claystone,,,GLEY 1 4/10GY,mottled,,,,,clay [W22_1],1,,,intense,5,,color boundary or contact,gradational,gradational,,,,,,,nannofossil-rich claystone,claystone,,,
