Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
346-U1425B-4H-4-A,112,134,33.42,33.64,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-4-A,134,136,33.64,33.66,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-4-A,136,150,33.66,33.8,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-5-A,0,150,33.8,35.3,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-5-A,112,136,34.92,35.16,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-6-A,0,131,35.3,36.61,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-6-A,9,56,35.39,35.86,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-7-A,0,8.5,36.61,36.695,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-7-A,8.5,34.5,36.695,36.955,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-7-A,34.5,68,36.955,37.29,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-CC-A,0,34,37.29,37.63,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-5H-1-A,0,49,37.3,37.79,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-1-A,49,54,37.79,37.84,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-1-A,54,88,37.84,38.18,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-1-A,88,91,38.18,38.21,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-1-A,91,102,38.21,38.32,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-1-A,102,103,38.32,38.33,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-1-A,103,150,38.33,38.8,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-2-A,0,79,38.8,39.59,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-2-A,49,69,39.29,39.49,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-2-A,79,80,39.59,39.6,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-2-A,80,85,39.6,39.65,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-2-A,85,88,39.65,39.68,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-2-A,88,104,39.68,39.84,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-2-A,104,107,39.84,39.87,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-2-A,107,150,39.87,40.3,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-3-A,0,88,40.3,41.18,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-3-A,88,89,41.18,41.19,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-3-A,89,108,41.19,41.38,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-3-A,108,109,41.38,41.39,,foraminiferal ooze [Leg339],,foraminiferal ooze ,,,,,10R 8/1 (white),,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-3-A,109,133,41.39,41.63,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-3-A,133,134,41.63,41.64,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-3-A,134,150,41.64,41.8,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-4-A,0,32,41.8,42.12,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-4-A,32,33,42.12,42.13,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-4-A,33,61,42.13,42.41,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-4-A,61,62,42.41,42.42,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-4-A,62,150,42.42,43.3,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-5-A,0,4,43.3,43.34,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-5-A,4,138.5,43.34,44.685,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-5-A,54,70,43.84,44,,,,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-5-A,103,132,44.33,44.62,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-5-A,138.5,140,44.685,44.7,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-5-A,140,146.5,44.7,44.765,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-5-A,146.5,147,44.765,44.77,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-5-A,147,150,44.77,44.8,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-6-A,0,115,44.8,45.95,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-6-A,115,119,45.95,45.99,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-6-A,119,132,45.99,46.12,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-7-A,0,72,46.12,46.84,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-5H-7-A,17,56,46.29,46.68,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-5H-CC-A,0,17,46.84,47.01,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,70,,,,,,,,,,foraminifer rich,clay [Leg210],,foraminifer rich  clay ,foraminifer rich clay ,clay ,10YR 4/4 (dark yellowish brown),30,,,,,100,,,,,
346-U1425B-6H-1-A,0,150,46.8,48.3,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,contorted strata [BJ80],,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-2-A,0,33,48.3,48.63,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-2-A,33,33.5,48.63,48.635,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-2-A,33.5,116,48.635,49.46,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-2-A,34,119,48.64,49.49,,,,,,,,lamination,10YR 3/4 (dark yellowish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-2-A,116,116.5,49.46,49.465,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-2-A,116.5,150,49.465,49.8,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-3-A,0,58.5,49.8,50.385,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-3-A,33,60,50.13,50.4,,,,,,,,lamination,10YR 3/4 (dark yellowish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-3-A,58.5,59,50.385,50.39,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-3-A,59,150,50.39,51.3,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-4-A,0,90,51.3,52.2,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-4-A,90,91,52.2,52.21,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-4-A,91,150,52.21,52.8,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-5-A,0,150,52.8,54.3,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-6-A,0,19,54.3,54.49,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-6-A,19,21,54.49,54.51,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,sharp contact,erosive,,,
346-U1425B-6H-6-A,21,150,54.51,55.8,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-7-A,0,59,55.8,56.39,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-6H-CC-A,0,19,56.39,56.58,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-1-A,0,74,56.3,57.04,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-1-A,0,150,56.3,57.8,,,,,,,,lamination,10YR 3/4 (dark yellowish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-1-A,74,75,57.04,57.05,,tephra [FS84],,tephra ,scoria,,,,10YR 4/1 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-1-A,75,150,57.05,57.8,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-2-A,0,11,57.8,57.91,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-2-A,11,27,57.91,58.07,,tephra [FS84],,tephra ,vitric,,,lamination,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,sharp contact,,,,
346-U1425B-7H-2-A,27,57,58.07,58.37,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-2-A,57,57.5,58.37,58.375,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-2-A,57.5,66,58.375,58.46,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-2-A,66,66.5,58.46,58.465,,tephra [FS84],,tephra ,scoria,,,,10YR 4/1 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-2-A,66.5,150,58.465,59.3,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-3-A,0,150,59.3,60.8,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-4-A,0,40,60.8,61.2,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-4-A,40,42,61.2,61.22,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),heavy [DB86],3,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-4-A,42,150,61.22,62.3,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-5-A,0,150,62.3,63.8,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-6-A,0,111,63.8,64.91,,carbonate ooze [Leg178],,carbonate ooze ,,,,,2.5Y 7/2 (light gray),slight [DB86],1,,,,,,,,,,,,,,,carbonate ooze ,carbonate ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-6-A,111,150,64.91,65.3,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-7-A,0,59,65.3,65.89,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-7H-CC-A,0,38,65.89,66.27,,clay [Leg210],,clay ,,,,,10BG 7/1 (light greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H,470,983,70.5,75.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,churned or chaotic strata,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-1-A,0,150,65.8,67.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-2-A,0,150,67.3,68.8,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-3-A,0,150,68.8,70.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-4-A,0,150,70.3,71.8,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-5-A,0,150,71.8,73.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 5/4 (light olive brown),heavy [DB86],3,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-8H-6-A,0,120,73.3,74.5,diatom bearing,silty clay [MMK88],,diatom bearing silty clay ,,,,,10BG 7/1 (light greenish gray),heavy [DB86],3,,,,,,,,,,,,,,,diatom bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
