Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
346-U1425B-2H-5-A,85,100,15.65,15.8,,clay [Leg210],,clay ,,,,color banding,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-5-A,100,100.5,15.8,15.805,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-5-A,100.5,150,15.805,16.3,,clay [Leg210],,clay ,,,,color banding,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,0,23,16.3,16.53,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,23,30,16.53,16.6,,silty clay [MMK88],,silty clay ,,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,30,52,16.6,16.82,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,52,61,16.82,16.91,,silty clay [MMK88],,silty clay ,,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,61,70,16.91,17,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,70,80,17,17.1,,silty clay [MMK88],with foraminifers [Leg339],silty clay  with foraminifers [Leg339],,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,80,96,17.1,17.26,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,84,85,17.14,17.15,,,,,pumice,trace amount,1,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,96,100,17.26,17.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-6-A,100,150,17.3,17.8,,clay [Leg210],,clay ,,,,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-7-A,0,57,17.8,18.37,,clay [Leg210],,clay ,,,,mottling [BJ80],5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-7-A,1,3,17.81,17.83,,,,,pumice,trace amount,1,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-7-A,57,58,18.37,18.38,,tephra [FS84],,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-7-A,58,62,18.38,18.42,,clay [Leg210],,clay ,,,,mottling [BJ80],5GY 5/1 (greenish gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-7-A,62,69,18.42,18.49,,clay [Leg210],,clay ,,,,lamination,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-2H-CC-A,0,14,18.49,18.63,,silty clay [MMK88],,silty clay ,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,0,3.5,18.3,18.335,,silty clay [MMK88],,silty clay ,,,,lamination,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,3.5,4,18.335,18.34,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,4,27,18.34,18.57,,silty clay [MMK88],,silty clay ,,,,lamination,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,16,17,18.46,18.47,,,,,pumice,volcaniclastic-bearing,2,,N 8 (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,27,44,18.57,18.74,,clay [Leg210],,clay ,,,,color banding,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,44,45,18.74,18.75,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,45,49,18.75,18.79,,clay [Leg210],,clay ,,,,color banding,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,49,97,18.79,19.27,,carbonate ooze [Leg178],with clay [Leg339],carbonate ooze  with clay [Leg339],,,,lamination,5Y 6/2 (light olive gray),,,,,,,,,,,,,,,,,carbonate ooze ,carbonate ooze   with clay [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,97,109,19.27,19.39,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-1-A,109,150,19.39,19.8,,carbonate ooze [Leg178],with clay [Leg339],carbonate ooze  with clay [Leg339],,,,lamination,5Y 6/2 (light olive gray),,,,,,,,,,,,,,,,,carbonate ooze ,carbonate ooze   with clay [Leg339],,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,0,9,19.8,19.89,,clay [Leg210],,clay ,,,,lamination,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,9,17,19.89,19.97,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,17,19,19.97,19.99,,silty clay [MMK88],,silty clay ,,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,19,27,19.99,20.07,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,27,36,20.07,20.16,,silty clay [MMK88],,silty clay ,,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,36,44,20.16,20.24,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,44,45,20.24,20.25,,tephra [FS84],,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,45,63,20.25,20.43,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,63,67,20.43,20.47,,silty clay [MMK88],,silty clay ,,,,,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,67,80,20.47,20.6,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,80,91,20.6,20.71,,clay [Leg210],,clay ,,,,,5Y 6/2 (light olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-2-A,91,150,20.71,21.3,,silty clay [MMK88],,silty clay ,,,,,2.5Y 4/1 (dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,0,18.5,21.3,21.485,,silty clay [MMK88],,silty clay ,,,,color banding,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,18.5,19,21.485,21.49,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,19,33.5,21.49,21.635,,silty clay [MMK88],,silty clay ,,,,color banding,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,33.5,36.5,21.635,21.665,,tephra [FS84],,tephra ,vitric,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,36.5,66,21.665,21.96,,silty clay [MMK88],,silty clay ,,,,color banding,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,66,67,21.96,21.97,,tephra [FS84],,tephra ,pumice,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,67,74,21.97,22.04,,silty clay [MMK88],,silty clay ,,,,color banding,2.5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,74,117,22.04,22.47,,clay [Leg210],,clay ,,,,color banding,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,117,122,22.47,22.52,,silty clay [MMK88],,silty clay ,,,,lamination,2.5Y 4/2 (dark grayish brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,122,132,22.52,22.62,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,132,142,22.62,22.72,,silty clay [MMK88],,silty clay ,,,,,2.5Y 4/2 (dark grayish brown),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-3-A,142,150,22.72,22.8,,clay [Leg210],,clay ,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,0,9,22.8,22.89,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,9,13,22.89,22.93,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,13,52,22.93,23.32,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,52,53,23.32,23.33,,silty clay [MMK88],,silty clay ,,,,patch or bleb,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,53,68,23.33,23.48,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,68,74,23.48,23.54,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,74,89,23.54,23.69,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,89,108,23.69,23.88,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-4-A,108,150,23.88,24.3,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-5-A,0,9,24.3,24.39,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-5-A,9,18,24.39,24.48,,clay [Leg210],,clay ,,,,color banding,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-5-A,18,19,24.48,24.49,,tephra [FS84],,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-5-A,19,87,24.49,25.17,,clay [Leg210],,clay ,,,,color banding,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-5-A,87,99,25.17,25.29,,silty clay [MMK88],,silty clay ,,,,layering,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-5-A,99,101,25.29,25.31,,tephra [FS84],,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-5-A,101,150,25.31,25.8,,silty clay [MMK88],,silty clay ,,,,layering,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,0,15,25.8,25.95,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,15,16,25.95,25.96,,foraminiferal ooze [Leg339],,foraminiferal ooze ,,,,,N 8 (white),,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,16,38,25.96,26.18,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,38,51.5,26.18,26.315,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,layering,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,51.5,52,26.315,26.32,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,52,66,26.32,26.46,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,layering,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,66,67,26.46,26.47,,foraminiferal ooze [Leg339],,foraminiferal ooze ,,,,,N 8 (white),,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,67,85,26.47,26.65,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,layering,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,85,87,26.65,26.67,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,87,88,26.67,26.68,,foraminiferal ooze [Leg339],,foraminiferal ooze ,,,,,N 8 (white),,,,,,,,,,,,,,,,,foraminiferal ooze ,foraminiferal ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-6-A,88,100,26.68,26.8,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-CC-A,0,5,26.8,26.85,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-CC-A,5,13,26.85,26.93,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-CC-A,13,20,26.93,27,,clay [Leg210],,clay ,,,,,5G 5/1 (greenish gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-3H-CC-A,20,29,27,27.09,,silty clay [MMK88],,silty clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-1-A,0,103,27.8,28.83,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-1-A,103,110.5,28.83,28.905,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-1-A,110.5,140,28.905,29.2,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-1-A,140,142,29.2,29.22,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-1-A,142,150,29.22,29.3,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-2-A,0,30,29.3,29.6,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-2-A,30,31.5,29.6,29.615,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-2-A,31.5,47,29.615,29.77,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-2-A,47,47.5,29.77,29.775,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-2-A,47.5,64.5,29.775,29.945,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-2-A,64.5,65,29.945,29.95,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-2-A,65,150,29.95,30.8,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-3-A,0,82,30.8,31.62,,carbonate ooze [Leg178],,carbonate ooze ,,,,color banding,2.5Y 7/2 (light gray),,,,,,,,,,,,,,,,,carbonate ooze ,carbonate ooze ,80,,,,,,,,,,,silty clay [MMK88],,silty clay ,silty clay ,silty clay ,10BG 7/1 (light greenish gray),20,,,,,100,,,,,
346-U1425B-4H-3-A,82,150,31.62,32.3,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-4-A,0,42,32.3,32.72,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-4-A,42,44,32.72,32.74,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-4-A,44,106,32.74,33.36,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-4-A,106,108,33.36,33.38,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425B-4H-4-A,108,111,33.38,33.41,,silty clay [MMK88],,silty clay ,,,,color banding,10BG 7/1 (light greenish gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,80,,,,,,,,,,foraminifer rich,silty clay [MMK88],,foraminifer rich  silty clay ,foraminifer rich silty clay ,silty clay ,10YR 4/4 (dark yellowish brown),20,,,,,100,,,,,
346-U1425B-4H-4-A,111,112,33.41,33.42,,tephra [FS84],,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
