Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1459B-16F-3-A,92,105,82.42,82.55,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,echinoderm,,,,,,,,"Unlithifed and partly cemented nodules, color banding (light gray, light brown and cream), grainstone. Echinoid spine",,,,356,U1459,B,16,F,3,A
356-U1459B-16F-3-A,105,145,82.55,82.95,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, grainstone with glauconite",,,,356,U1459,B,16,F,3,A
356-U1459B-16F-3-A,145,151,82.95,83.01,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream grainstone",,,,356,U1459,B,16,F,3,A
356-U1459B-16F-CC-A,0,14,83.01,83.15,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown grainstone. No apparent drilling deformation",,,,356,U1459,B,16,F,CC,A
356-U1459B-17F-1-A,0,139,83.2,84.59,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified with slight lithification in some parts, light gray, grainstone with glauconite that becomes sparse towards base.",,,,356,U1459,B,17,F,1,A
356-U1459B-17F-1-A,139,150,84.59,84.7,,,,,,,,,,,,,,,,,Void,,,,356,U1459,B,17,F,1,A
356-U1459B-17F-2-A,0,112,84.7,85.82,unlithified [Leg194],glauconite rich,grainstone [E&K72; D62],4,,glauconite rich grainstone,hemipelagic,light gray,,,,,,,,,"Unlithfied, light gray, glauconite rich, grainstone",,,,356,U1459,B,17,F,2,A
356-U1459B-17F-2-A,112,150,85.82,86.2,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,cream,,,,,,,,,"Unlithified, cream, grainstone with glauconite",,,,356,U1459,B,17,F,2,A
356-U1459B-17F-3-A,0,101,86.2,87.21,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, grainstone with glauconite",,,,356,U1459,B,17,F,3,A
356-U1459B-17F-4-A,0,28,87.21,87.49,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,light gray,,,,,,,gradational,sub-horizontal,"Unlithified, light gray, grainstone with glauconite. There is a gradational contact with the cream color grainstone below",,,,356,U1459,B,17,F,4,A
356-U1459B-17F-4-A,28,63,87.49,87.84,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,cream,,,,,,,,,"Unlithified, cream graisntone with les glauconite than the top of the core.",,,,356,U1459,B,17,F,4,A
356-U1459B-17F-CC-A,0,18,87.84,88.02,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,cream,,,,,,,,,"Unithified, cream, grainstone with glauconite",,,,356,U1459,B,17,F,CC,A
356-U1459B-18F-1-A,0,4,87.9,87.94,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Lithified, light gray, packstone with glauconite",,,,356,U1459,B,18,F,1,A
356-U1459B-18F-1-A,4,150,87.94,89.4,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, packstone with glauconite",,,,356,U1459,B,18,F,1,A
356-U1459B-18F-2-A,0,145,89.4,90.85,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,bivalve,,,,,,,,"Unlithified, light gray, packstone with glauconite. Bivalve",,,,356,U1459,B,18,F,2,A
356-U1459B-18F-3-A,0,150,90.91,92.41,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,serpulid,,,,,,,,"Unlithified, light gray, packstone with glauconite. Serpulid tubes present",,,,356,U1459,B,18,F,3,A
356-U1459B-18F-CC-A,0,10,92.41,92.51,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, packstone with glauconite",,,,356,U1459,B,18,F,CC,A
356-U1459B-19F-1-A,0,150,92.6,94.1,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,cream,,,,,,,,,"Unlithified, cream grainstone with rare dissemainated glauconite, increasing at the base of the core from 120 to 150, a gradual increase.",,,,356,U1459,B,19,F,1,A
356-U1459B-19F-2-A,0,150,94.1,95.6,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,cream,bivalve,,,,,,,,"Unlithified, cream, grainstone with glauconite more abundant in the upper 100 cm of the Section. Bivalve fragments present.",,,,356,U1459,B,19,F,2,A
356-U1459B-19F-3-A,0,111,95.6,96.71,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,bivalve,,,,,,,,"Unlithified, cream packstone with glauconite but the glauconite is not abundant and the grains are small. One bivalve shell fragment",,,,356,U1459,B,19,F,3,A
356-U1459B-19F-4-A,0,62,96.71,97.33,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,,,,,,,,,"Unlithified, cream packstone with rare glauconite.",,,,356,U1459,B,19,F,4,A
356-U1459B-19F-CC-A,0,15,97.33,97.48,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,,,,,,,,,"Unlithified, cream, packstone with rare glauconite",,,,356,U1459,B,19,F,CC,A
356-U1459B-20F-1-A,0,150,97.3,98.8,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,bivalve,,,,,,,,"Unlithified, cream packstone with rare disseminated glauconite. Several bivalves are present throughout the Section.",,,,356,U1459,B,20,F,1,A
356-U1459B-20F-2-A,0,100,98.8,99.8,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,bivalve,,,,,,,,"Unconsolidated, cream packstone with glauconite. Bivalve in situ (both valves). Bivalves are abundant concentrated between 80-90 cm.",,,,356,U1459,B,20,F,2,A
356-U1459B-20F-2-A,100,145,99.8,100.25,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light brown,,,,,,,,,"Unconsolidated, light brown, packstone. Color changed from top of Section (100 cm). The lithology is getting firmer downcore.",,,,356,U1459,B,20,F,2,A
356-U1459B-20F-3-A,0,25,100.3,100.55,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, glauconite rich, packstone. It is pretty firm in the Section",,,,356,U1459,B,20,F,3,A
356-U1459B-20F-3-A,25,78,100.55,101.08,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,,,,,,,,,"Unlithified, light brown, packstone with gluaconite.",,,,356,U1459,B,20,F,3,A
356-U1459B-20F-3-A,78,111,101.08,101.41,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, glauconite rich, packstone",,,,356,U1459,B,20,F,3,A
356-U1459B-20F-4-A,0,50,101.41,101.91,unlithified [Leg194],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, glauconite rich, packstone. Color change at 50 cm",,,,356,U1459,B,20,F,4,A
356-U1459B-20F-4-A,50,63,101.91,102.04,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,,,,,,,,,"Unlithified, cream, packstone with rare glauconite. Color change at 50 cm",,,,356,U1459,B,20,F,4,A
356-U1459B-20F-CC-A,0,15,102.04,102.19,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,,,,,,,,,"Unlithified, cream packstone with glauconite. Note color change from Section 4A",,,,356,U1459,B,20,F,CC,A
356-U1459B-21F-1-A,0,120,102.0,103.2,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,gradational,horizontal,"Unlithified light brown packstone with glauconite, Note color change from 78 cm.",,,,356,U1459,B,21,F,1,A
356-U1459B-21F-1-A,120,128,103.2,103.28,unlithified [Leg194],,grainstone [E&K72; D62],4,with glauconite [2014],grainstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,gradational,horizontal,Unlithified creamy gray glauconite and foraminifera rich grainstone.,,,,356,U1459,B,21,F,1,A
356-U1459B-21F-1-A,128,150,103.28,103.5,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified cream packstone with glauconite.,,,,356,U1459,B,21,F,1,A
356-U1459B-21F-2-A,0,150,103.5,105.0,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,beige,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified beige packstone with glauconite,,,,356,U1459,B,21,F,2,A
356-U1459B-21F-3-A,0,102,105.0,106.02,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,cream,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified cream packstone with patches of glauconite,,,,356,U1459,B,21,F,3,A
356-U1459B-21F-4-A,0,58,106.02,106.6,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with glauconite,,,,356,U1459,B,21,F,4,A
356-U1459B-22F-1-A,0,112,106.7,107.82,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,gradational,horizontal,Unlithified creamy gray foraminifer rich packstone with glauconite,,,,356,U1459,B,22,F,1,A
356-U1459B-22F-1-A,112,150,107.82,108.2,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,bivalve,,,,absent [B06],0,,,Unlithified light brown packstone with glauconite,,,,356,U1459,B,22,F,1,A
356-U1459B-22F-2-A,0,145,108.2,109.65,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with glauconite patches and minor dolomite,,,,356,U1459,B,22,F,2,A
356-U1459B-22F-3-A,0,111,109.7,110.81,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with foraminifera,,,,356,U1459,B,22,F,3,A
356-U1459B-22F-4-A,0,61,110.81,111.42,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with foraminifera,,,,356,U1459,B,22,F,4,A
356-U1459B-22F-CC-A,0,13,111.42,111.55,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with foraminifera,,,,356,U1459,B,22,F,CC,A
356-U1459B-23F-1-A,0,65,111.4,112.05,unlithified [Leg194],skeletal,rudstone [E&K72; D62],6,with bivalves,skeletal rudstone with bivalves,neritic,light brown,bivalve,grading (normal),,,absent [B06],0,wavy,inclined,Unlithified light brown echinoderm fragments rich rudstone. Sedimentary structure shows normal-grading due to the drilling disturbance.,,,,356,U1459,B,23,F,1,A
356-U1459B-23F-1-A,0,65,111.4,112.05,,,,,,,,,echinoderm,grading (normal),,,absent [B06],0,wavy,inclined,,,,,356,U1459,B,23,F,1,A
356-U1459B-23F-1-A,65,151,112.05,112.91,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with glauconite,,,,356,U1459,B,23,F,1,A
356-U1459B-23F-2-A,0,150,112.91,114.41,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with glauconite,,,,356,U1459,B,23,F,2,A
356-U1459B-23F-3-A,0,120,114.41,115.61,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with glauconite,,,,356,U1459,B,23,F,3,A
356-U1459B-23F-3-A,120,126,115.61,115.67,,,,,,,,,,,,,,,,,void,,,,356,U1459,B,23,F,3,A
356-U1459B-23F-CC-A,0,13,115.67,115.8,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light brown,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified light brown packstone with glauconite,,,,356,U1459,B,23,F,CC,A
356-U1459B-24F-1-A,0,150,116.1,117.6,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite. Texture and structure are massive.,,,,356,U1459,B,24,F,1,A
356-U1459B-24F-2-A,0,145,117.6,119.05,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite. Texture and structure are massive.,,,,356,U1459,B,24,F,2,A
356-U1459B-24F-3-A,0,24,119.11,119.35,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite. Texture and structure are massive.,,,,356,U1459,B,24,F,3,A
356-U1459B-24F-3-A,24,101,119.35,120.12,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifera rich packstone with glauconite,,,,356,U1459,B,24,F,3,A
356-U1459B-24F-4-A,0,57,120.12,120.69,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite. Texture and structure are massive.,,,,356,U1459,B,24,F,4,A
356-U1459B-24F-CC-A,0,15,120.7,120.85,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite. Texture and structure are massive.,,,,356,U1459,B,24,F,CC,A
356-U1459B-25F-1-A,0,150,120.8,122.3,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified creamy gray packstone with glauconite. In the upper part of the section (26--36 cm), granules-size skeletal fragments contain due to drilling disturbance.",,,,356,U1459,B,25,F,1,A
356-U1459B-25F-2-A,0,54,122.3,122.84,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite.,,,,356,U1459,B,25,F,2,A
356-U1459B-26F-1-A,0,150,122.9,124.4,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite,,,,356,U1459,B,26,F,1,A
356-U1459B-26F-2-A,0,145,124.4,125.85,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite,,,,356,U1459,B,26,F,2,A
356-U1459B-26F-3-A,0,51,125.9,126.41,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,sharp,horizontal,Unlithified creamy gray packstone with glauconite and minor dolomite,,,,356,U1459,B,26,F,3,A
356-U1459B-26F-3-A,51,125,126.41,127.15,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite and minor dolomite. The uppermost part of the section shows normal-grading.,,,,356,U1459,B,26,F,3,A
356-U1459B-26F-CC-A,0,17,127.15,127.32,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite.,,,,356,U1459,B,26,F,CC,A
356-U1459B-27F-1-A,0,150,127.6,129.1,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,concretion [BJ80],,absent [B06],0,,,Unlithified creamy gray packstone with glauconite. Several concreations are present between 1--20 cm.,,,,356,U1459,B,27,F,1,A
356-U1459B-27F-2-A,0,137,129.1,130.47,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with glauconite and with 20-25% dolomite. Foraminifera are abundant concentrated between 110--115 cm.,,,,356,U1459,B,27,F,2,A
356-U1459B-27F-CC-A,0,12,130.47,130.59,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,"Unlithified creamy gray packstone with glauconite, and with 20-25% dolomite. . Foraminifera are abundant concentrated at the lowermost part of the section.",,,,356,U1459,B,27,F,CC,A
356-U1459B-28F-1-A,0,150,132.3,133.8,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified gray packstone with glauconite and with 20-25% dolomite. . Texture and structure are massive. Shell fragments present sporadically throughout the section.,,,,356,U1459,B,28,F,1,A
356-U1459B-28F-1-A,0,150,132.3,133.8,,,,,,,,,bivalve,,,,absent [B06],0,,,Unlithified gray packstone with glauconite and with 20-25% dolomite. . Texture and structure are massive. Shell fragments present sporadically throughout the section.,,,,356,U1459,B,28,F,1,A
356-U1459B-28F-2-A,0,56,133.8,134.36,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified gray packstone with glauconite and with 20-25% dolomite.. Texture and structure are massive. Shell fragments present sporadically throughout the section.,,,,356,U1459,B,28,F,2,A
356-U1459B-28F-2-A,0,56,133.8,134.36,,,,,,,,,bivalve,,,,absent [B06],0,,,,,,,356,U1459,B,28,F,2,A
356-U1459B-28F-2-A,56,145,134.36,135.25,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray packstone with 20-25% dolomite.. Texture and structure are massive. Shell fragments present sporadically throughout the section.,,,,356,U1459,B,28,F,2,A
356-U1459B-28F-2-A,56,145,134.36,135.25,,,,,,,,,bivalve,,,,absent [B06],0,,,,,,,356,U1459,B,28,F,2,A
356-U1459B-28F-3-A,0,79,135.3,136.09,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified gray packstone with glauconite and with 20-25% dolomite.. Texture and structure are massive. Shell fragments present sporadically throughout the section.,,,,356,U1459,B,28,F,3,A
356-U1459B-28F-3-A,0,79,135.3,136.09,,,,,,,,,bivalve,,,,absent [B06],0,,,,,,,356,U1459,B,28,F,3,A
356-U1459B-28F-4-A,0,80,136.09,136.89,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified gray packstone with glauconite and with 20-25% dolomite.. Texture and structure are massive. Shell fragments present sporadically throughout the section.,,,,356,U1459,B,28,F,4,A
356-U1459B-28F-4-A,0,80,136.09,136.89,,,,,,,,,bivalve,,,,absent [B06],0,,,,,,,356,U1459,B,28,F,4,A
356-U1459B-28F-CC-A,0,9,136.89,136.98,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified gray packstone with glauconite and with 20-25% dolomite.. Texture and structure are massive. Shell fragments present sporadically throughout the section.,,,,356,U1459,B,28,F,CC,A
356-U1459B-28F-CC-A,0,9,136.89,136.98,,,,,,,,,bivalve,,,,absent [B06],0,,,,,,,356,U1459,B,28,F,CC,A
356-U1459B-29F-1-A,0,150,137.0,138.5,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Creamy gray unlithified packstone with glauconite. No specific structure or texture can be recognized throughout the section.,,,,356,U1459,B,29,F,1,A
356-U1459B-29F-2-A,0,79,138.5,139.29,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Gray skeletal unlithified packstone with glauconite. without any specific structure or texture.,,,,356,U1459,B,29,F,2,A
356-U1459B-29F-2-A,79,150,139.29,140.0,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,light gray,echinoderm,,,,absent [B06],0,,,light gray unlithified skeletal packstone with glauconite. without any specific texture or structure. Small amounts of echinoderm fragments are scattered through the section.,,,,356,U1459,B,29,F,2,A
356-U1459B-29F-2-A,79,150,139.29,140.0,,,,,,,,,foraminifera (small benthic),,,,absent [B06],0,,,light gray unlithified skeletal packstone with glauconite. without any specific texture or structure,,,,356,U1459,B,29,F,2,A
356-U1459B-29F-3-A,0,110,140.0,141.1,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Gray skeletal unlithified packstone with glauconite. without any specific structure or texture.,,,,356,U1459,B,29,F,3,A
356-U1459B-29F-4-A,0,58,141.1,141.68,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Gray skeletal unlithified packstone with glauconit. without any specific structure or texture.,,,,356,U1459,B,29,F,4,A
356-U1459B-29F-CC-A,0,10,141.68,141.78,unlithified [Leg194],skeletal,packstone [E&K72; D62],3,with glauconite [2014],skeletal packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Gray skeletal unlithified packstone with glauconit. without any specific structure or texture.,,,,356,U1459,B,29,F,CC,A
356-U1459B-30F-1-A,0,150,141.7,143.2,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone with glauconite,,,,356,U1459,B,30,F,1,A
356-U1459B-30F-2-A,0,145,143.2,144.65,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer rich packstone with lenses and zones glauconite,,,,356,U1459,B,30,F,2,A
356-U1459B-30F-3-A,0,110,144.7,145.8,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone with lenses and zones glauconite,,,,356,U1459,B,30,F,3,A
356-U1459B-30F-4-A,0,67,145.81,146.48,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone with glauconite,,,,356,U1459,B,30,F,4,A
356-U1459B-30F-CC-A,0,6,146.48,146.54,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone with glauconite,,,,356,U1459,B,30,F,CC,A
356-U1459B-31F-1-A,0,150,146.4,147.9,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone. Slightly cemented/compacted/partially lithified spots scattered throughout the section.,,,,356,U1459,B,31,F,1,A
356-U1459B-31F-2-A,0,150,147.9,149.4,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone. Slightly cemented/compacted/partially lithified spots scattered throughout the section.,,,,356,U1459,B,31,F,2,A
356-U1459B-31F-3-A,0,110,149.4,150.5,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone. Slightly cemented/compacted/partially lithified spots scattered throughout the section.,,,,356,U1459,B,31,F,3,A
356-U1459B-31F-4-A,0,65,150.5,151.15,unlithified [Leg194],foraminifer rich,packstone [E&K72; D62],3,with glauconite [2014],foraminifer rich packstone with glauconite,hemipelagic,creamy gray,foraminifera (small benthic),,,,absent [B06],0,,,Unlithified creamy gray foraminifer-rich packstone. Slightly cemented/compacted/partially lithified spots scattered throughout the section.,,,,356,U1459,B,31,F,4,A
