Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1501C-12H-1-A,0,108.0,104.3,105.38,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,moderate [BP01],,,,planar,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,1,A
368-U1501C-12H-1-A,108,150.0,105.38,105.8,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,1,A
368-U1501C-12H-2-A,0,150.0,105.8,107.3,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,2,A
368-U1501C-12H-3-A,0,150.0,107.3,108.8,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,3,A
368-U1501C-12H-4-A,0,139.0,108.8,110.19,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,4,A
368-U1501C-12H-5-A,0,150.0,110.29,111.79,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,5,A
368-U1501C-12H-6-A,0,133.0,111.79,113.12,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,6,A
368-U1501C-12H-7-A,0,52.0,113.12,113.64,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,7,A
368-U1501C-12H-CC-A,0,26.0,113.64,113.9,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,12,H,CC,A
368-U1501C-13H-1-A,0,77.0,113.8,114.57,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,1,A
368-U1501C-13H-1-A,77,97.0,114.57,114.77,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,planar,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,1,A
368-U1501C-13H-1-A,97,150.0,114.77,115.3,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,1,A
368-U1501C-13H-2-A,0,58.0,115.3,115.88,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,2,A
368-U1501C-13H-2-A,58,105.0,115.88,116.35,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,2,A
368-U1501C-13H-2-A,105,150.0,116.35,116.8,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,2,A
368-U1501C-13H-3-A,0,47.0,116.8,117.27,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,3,A
368-U1501C-13H-3-A,47,97.0,117.27,117.77,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,3,A
368-U1501C-13H-3-A,97,150.0,117.77,118.3,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,3,A
368-U1501C-13H-4-A,0,10.0,118.3,118.4,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,4,A
368-U1501C-13H-4-A,10,111.0,118.4,119.41,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,4,A
368-U1501C-13H-4-A,111,140.0,119.41,119.7,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,4,A
368-U1501C-13H-5-A,0,52.0,119.8,120.32,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,5,A
368-U1501C-13H-5-A,52,115.0,120.32,120.95,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,5,A
368-U1501C-13H-5-A,115,150.0,120.95,121.3,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,5,A
368-U1501C-13H-6-A,0,56.0,121.3,121.86,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,6,A
368-U1501C-13H-6-A,56,151.0,121.86,122.81,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,6,A
368-U1501C-13H-7-A,0,76.0,122.81,123.57,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,7,A
368-U1501C-13H-CC-A,0,20.0,123.57,123.77,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,13,H,CC,A
368-U1501C-14H-1-A,0,18.0,123.3,123.48,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,1,A
368-U1501C-14H-1-A,18,22.0,123.48,123.52,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,,planar,horizontal,very thin bed [B01],fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,1,A
368-U1501C-14H-1-A,22,150.0,123.52,124.8,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,1,A
368-U1501C-14H-2-A,0,150.0,124.8,126.3,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,2,A
368-U1501C-14H-3-A,0,150.0,126.3,127.8,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,3,A
368-U1501C-14H-4-A,0,141.0,127.8,129.21,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,4,A
368-U1501C-14H-5-A,0,140.0,129.3,130.7,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,cutting disturbance between 94 and 113 cm; core liner deformed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,5,A
368-U1501C-14H-6-A,0,57.0,130.7,131.27,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,cutting disturbance between 20 and 47 cm; core liner deformed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,6,A
368-U1501C-14H-CC-A,0,20.0,131.27,131.53,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,14,H,CC,A
368-U1501C-15H-1-A,0,150.0,132.8,134.3,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,1,A
368-U1501C-15H-2-A,0,150.0,134.3,135.8,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,2,A
368-U1501C-15H-3-A,0,150.0,135.8,137.3,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,3,A
368-U1501C-15H-4-A,0,6.0,137.3,137.36,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,planar,horizontal,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,4,A
368-U1501C-15H-4-A,6,33.0,137.36,137.63,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,planar,horizontal,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,4,A
368-U1501C-15H-4-A,33,69.0,137.63,137.99,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,4,A
368-U1501C-15H-4-A,69,96.0,137.99,138.26,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,4,A
368-U1501C-15H-4-A,96,119.0,138.26,138.49,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,4,A
368-U1501C-15H-4-A,119,140.0,138.49,138.7,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,4,A
368-U1501C-15H-5-A,0,150.0,138.8,140.3,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,5,A
368-U1501C-15H-6-A,0,111.0,140.3,141.41,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,6,A
368-U1501C-15H-7-A,0,53.0,141.41,141.94,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,7,A
368-U1501C-15H-CC-A,0,19.0,141.94,142.19,clay rich,nannofossil ooze [Leg339],with foraminifers [2014],clay rich nannofossil ooze,clay rich nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,top of core catcher lamina with blebs of dark material containing terrigenous minerals and different nannofossils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,15,H,CC,A
368-U1501C-16H-1-A,0,49.0,142.3,142.79,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,blebs of dark material containing terrigenous minerals irregularily distributed throughout the sediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,16,H,1,A
368-U1501C-16H-1-A,49,52.0,142.79,142.82,foraminifer rich,silty sand [Leg339],,foraminifer rich silty sand,foraminifer rich silty sand,,GLEY 1 4/5GY (dark greenish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,planar,horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,16,H,1,A
368-U1501C-16H-1-A,52,104.0,142.82,143.34,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,blebs of dark material containing terrigenous minerals irregularily distributed throughout the sediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,16,H,1,A
368-U1501C-16H-1-A,104,150.0,143.34,143.8,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/1 (gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,16,H,1,A
368-U1501C-16H-2-A,0,101.0,143.8,144.81,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,blebs of dark material containing terrigenous minerals irregularily distributed throughout the sediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,16,H,2,A
368-U1501C-16H-2-A,101,104.0,144.81,144.84,foraminifer rich,silty sand [Leg339],,foraminifer rich silty sand,foraminifer rich silty sand,,GLEY 1 5/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,planar,horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,16,H,2,A
368-U1501C-16H-2-A,104,150.0,144.84,145.3,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 5/2 (grayish brown),slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,blebs of dark material containing terrigenous minerals irregularily distributed throughout the sediment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,C,16,H,2,A
