Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
362-U1480F-21F-3-A,0.0,135.0,205.9,207.25,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,poor,,,Severe coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,21,F,3,A
362-U1480F-21F-CC-A,0.0,17.0,207.34,207.51,IIA,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,poor,,,Severe coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,21,F,CC,A
362-U1480F-22F-1-A,0.0,87.0,207.6,208.47,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,"2-3 cm wide, 1-2 cm thick rounded clay clasts at 17 and 19 cm",structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,22,F,1,A
362-U1480F-22F-2-A,0.0,114.0,208.47,209.61,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,22,F,2,A
362-U1480F-23F-1-A,0.0,138.0,212.3,213.68,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,23,F,1,A
362-U1480F-23F-2-A,0.0,131.0,213.8,215.11,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,23,F,2,A
362-U1480F-23F-3-A,0.0,141.0,215.3,216.71,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,23,F,3,A
362-U1480F-23F-CC-A,0.0,19.5,216.71,216.905,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,23,F,CC,A
362-U1480F-24F-1-A,0.0,121.0,217.0,218.21,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,24,F,1,A
362-U1480F-24F-2-A,0.0,132.0,218.21,219.53,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,24,F,2,A
362-U1480F-24F-3-A,0.0,114.0,219.53,220.67,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,24,F,3,A
362-U1480F-25F-1-A,0.0,18.0,221.7,221.88,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,medium bed,unlithified,medium sand,5.0,normal grading,moderate,clay,medium sand,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,18.0,25.0,221.88,221.95,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,inclined,thin bed,unlithified,silt,2.0,normal grading,well,clay,silt,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,25.0,57.0,221.95,222.27,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,57.0,66.5,222.27,222.365,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,unlithified,fine sand,4.0,inverse grading,moderate,silt,clay,,lenticular bedded,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,66.5,97.5,222.365,222.675,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/10Y (dark greenish gray),irregular,sharp,irregular sharp,horizontal,medium bed,unlithified,very fine sand,3.0,inverse grading,moderate,very fine sand,clay,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,97.5,105.0,222.675,222.75,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/10Y (dark greenish gray),planar,gradational,planar gradational,inclined,thin bed,unlithified,very fine sand,3.0,inverse grading,moderate,very fine sand,silt,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,105.0,115.0,222.75,222.85,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,115.0,118.0,222.85,222.88,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,118.0,121.0,222.88,222.91,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,121.0,123.0,222.91,222.93,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,123.0,127.0,222.93,222.97,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,127.0,131.0,222.97,223.01,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,131.0,135.0,223.01,223.05,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,135.0,136.0,223.05,223.06,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,lenticular bedded,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,136.0,139.0,223.06,223.09,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,139.0,141.0,223.09,223.11,IIA,,clay,,clay,clay,clay,,GLEY 1 4/10Y (dark greenish gray),curviplanar,gradational,curviplanar gradational,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-1-A,141.0,150.0,223.11,223.2,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,1,A
362-U1480F-25F-2-A,0.0,20.0,223.2,223.4,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,2,A
362-U1480F-25F-2-A,20.0,55.5,223.4,223.755,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,thick bed,unlithified,fine sand,4.0,normal grading,moderate,silt,fine sand,,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,2,A
362-U1480F-25F-2-A,55.5,131.0,223.755,224.51,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,2,A
362-U1480F-25F-3-A,0.0,61.0,224.51,225.12,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Sand is probably homogenized by coring disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,25,F,3,A
362-U1480F-26F-1-A,0.0,41.0,226.4,226.81,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-1-A,41.0,44.0,226.81,226.84,IIA,,silt,,silt,silt,silt,,GLEY 1 7/N (light gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-1-A,44.0,52.5,226.84,226.925,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-1-A,52.5,53.0,226.925,226.93,IIA,,silt,,silt,silt,silt,,GLEY 1 7/N (light gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-1-A,53.0,66.5,226.93,227.065,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-1-A,66.5,67.0,227.065,227.07,IIA,,silt,,silt,silt,silt,,GLEY 1 8/N (white gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-1-A,67.0,83.0,227.07,227.23,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-1-A,83.0,103.0,227.23,227.43,IIA,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 7/N (light gray),curviplanar,sharp,curviplanar sharp,horizontal,,unlithified,fine sand,4.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-1-A,103.0,130.0,227.43,227.7,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,1,A
362-U1480F-26F-2-A,0.0,17.0,227.9,228.07,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,17.0,18.0,228.07,228.08,IIA,,silt,,silt,silt,silt,,GLEY 1 8/N (white gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,18.0,36.0,228.08,228.26,IIA,,clay,with carbonate allochems,clay,clay with carbonate allochems,clay with carbonate allochems,,GLEY 1 6/10Y (greenish gray),curviplanar,gradational,curviplanar gradational,sub-horizontal,,unlithified,silt,2.0,,,,,,planar lamination,heavy,4.0,Thalassinoides,Chondrites,Planolites,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,36.0,43.0,228.26,228.33,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,43.0,45.0,228.33,228.35,IIA,,silt,,silt,silt,silt,,GLEY 1 8/N (white gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,45.0,53.0,228.35,228.43,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,53.0,54.0,228.43,228.44,IIA,,silt,,silt,silt,silt,,GLEY 1 8/N (white gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,54.0,60.0,228.44,228.5,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,60.0,62.0,228.5,228.52,IIA,,silt,,silt,silt,silt,,GLEY 1 8/N (white gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,62.0,68.0,228.52,228.58,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,68.0,72.0,228.58,228.62,IIA,,silt,,silt,silt,silt,,GLEY 1 8/N (white gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,72.0,92.0,228.62,228.82,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,92.0,93.0,228.82,228.83,IIA,,silt,,silt,silt,silt,,GLEY 1 8/N (white gray),planar,sharp,planar sharp,horizontal,,unlithified,silt,2.0,normal grading,,silt,fine sand,Bed disturbed by drilling disturbance,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,93.0,98.0,228.83,228.88,IIA,,clay,,clay,clay,clay,,GLEY 1 5/5GY (greenish gray),planar,gradational,planar gradational,horizontal,,unlithified,silt,2.0,normal grading,moderate,clay,silt,,structureless,moderate,4.0,Thalassinoides,Planolites,Chondrites,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-2-A,98.0,150.0,228.88,229.4,IIA,calcareous,clay,,calcareous clay,calcareous clay,clay,,GLEY 1 7/10Y (light greenish grey),,,,,,unlithified,silt,2.0,,,,,the lower part strongly disturbed by coring with some remnants of silt beds disseminated throughout the section.,,heavy,4.0,Thalassinoides,chondrites,,,,,,,,,,,,,,362,U1480,F,26,F,2,A
362-U1480F-26F-3-A,0.0,102.0,229.4,230.42,IIA,calcareous,clay,,calcareous clay,calcareous clay,clay,,GLEY 1 7/10Y (light greenish grey),,,,,,unlithified,silt,2.0,,,,,strongly disturbed by coring with some remnants of silt beds disseminated throughout the section.,,heavy,4.0,Thalassinoides,chondrites,,,,,,,,,,,,,,362,U1480,F,26,F,3,A
362-U1480F-26F-4-A,0.0,73.0,230.42,231.15,IIA,calcareous,clay,,calcareous clay,calcareous clay,clay,,GLEY 1 7/10Y (light greenish grey),,,,,,unlithified,silt,2.0,,,,,strongly disturbed by coring with some remnants of silt beds disseminated throughout the section.,,heavy,4.0,Thalassinoides,chondrites,,,,,,,,,,,,,,362,U1480,F,26,F,4,A
362-U1480F-26F-CC-A,0.0,21.0,231.15,231.36,IIA,calcareous,clay,,calcareous clay,calcareous clay,clay,,GLEY 1 7/10Y (light greenish grey),,,,,,unlithified,silt,2.0,,,,,strongly disturbed by coring with some remnants of silt beds disseminated throughout the section.,,heavy,4.0,Thalassinoides,chondrites,,,,,,,,,,,,,,362,U1480,F,26,F,CC,A
362-U1480F-27F-1-A,0.0,6.0,231.1,231.16,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),,,,,medium bed,unlithified,silt,2.0,normal grading,well,clay,clay,Bed disturbed by drilling disturbance,structureless,moderate,4.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,27,F,1,A
362-U1480F-27F-1-A,21.0,29.0,231.31,231.39,IIA,,clay,,clay,clay,clay,,GLEY 1 5/N (gray),irregular,gradational,irregular gradational,inclined,medium bed,unlithified,silt,2.0,normal grading,well,silt,silt,Bed disturbed by drilling disturbance,structureless,moderate,4.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,27,F,1,A
362-U1480F-27F-1-A,29.0,93.0,231.39,232.03,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,fine sand,4.0,non-graded,poor,fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,27,F,1,A
362-U1480F-27F-1-A,93.0,100.0,232.03,232.1,IIA,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,gradational,curviplanar gradational,sub-horizontal,very thin bed,unlithified,medium sand,5.0,non-graded,poor,,,Bed disturbed by drilling disturbance,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,27,F,1,A
362-U1480F-27F-1-A,100.0,140.0,232.1,232.5,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,fine sand,4.0,non-graded,poor,fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,27,F,1,A
362-U1480F-27F-1-A,140.0,150.0,232.5,232.6,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 5/10GY (greenish gray),,,,,medium bed,unlithified,medium sand,5.0,non-graded,moderate,medium sand,fine sand,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,27,F,1,A
362-U1480F-27F-2-A,0.0,27.0,232.6,232.87,IIA,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 5/10GY (greenish gray),irregular,gradational,irregular gradational,sub-vertical,medium bed,unlithified,medium sand,5.0,non-graded,moderate,medium sand,fine sand,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,27,F,2,A
362-U1480F-27F-2-A,27.0,150.0,232.87,234.1,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,fine sand,4.0,non-graded,poor,fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,27,F,2,A
362-U1480F-27F-3-A,0.0,101.0,234.1,235.11,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,fine sand,4.0,non-graded,poor,fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,27,F,3,A
362-U1480F-27F-4-A,0.0,56.0,235.11,235.67,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,very thick bed,unlithified,fine sand,4.0,non-graded,poor,fine sand,clay,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,27,F,4,A
362-U1480F-28F-1-A,0.0,9.0,235.8,235.89,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,moderate,4.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,9.0,10.5,235.89,235.905,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,10.5,12.0,235.905,235.92,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,slight,3.0,Planolites,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,12.0,14.5,235.92,235.945,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),planar,gradational,planar gradational,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,14.5,43.5,235.945,236.235,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,43.5,46.0,236.235,236.26,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),planar,gradational,planar gradational,horizontal,very thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,,planar lamination,slight,3.0,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,46.0,66.0,236.26,236.46,IIA,,very fine sand,with clay,very fine sand,very fine sand with clay,very fine sand with clay,,GLEY 1 4/N (dark gray),,,,,,unlithified,fine sand,4.0,non-graded,moderate,,,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
362-U1480F-28F-1-A,66.0,70.0,236.46,236.5,IIA,,clay,,clay,clay,clay,,GLEY 1 4/N (dark gray),curviplanar,gradational,curviplanar gradational,horizontal,thin bed,unlithified,very fine sand,3.0,normal grading,well,clay,very fine sand,Bed disturbed by drilling disturbance,structureless,absent,1.0,,,,,,,,,,,,,,,,362,U1480,F,28,F,1,A
