Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data
361,U1479,E,3,3-6,H,6,A,0,150,106.52,108.02,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-3H-6-A,
361,U1479,E,3,3-7,H,7,A,0,72,108.02,108.74,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-3H-7-A,
361,U1479,E,3,3-CC,H,CC,A,0,33,108.74,109.07,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-3H-CC-A,
361,U1479,E,4,4-1,H,1,A,0,150,109,110.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-4H-1-A,
361,U1479,E,4,4-2,H,2,A,0,150,110.5,112,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-4H-2-A,
361,U1479,E,4,4-3,H,3,A,0,150,112,113.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-4H-3-A,
361,U1479,E,4,4-4,H,4,A,0,150,113.5,115,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-4H-4-A,
361,U1479,E,4,4-5,H,5,A,0,150,115,116.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-4H-5-A,
361,U1479,E,4,4-6,H,6,A,0,150,116.5,118,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-4H-6-A,
361,U1479,E,4,4-7,H,7,A,0,69,118,118.69,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-4H-7-A,
361,U1479,E,4,4-CC,H,CC,A,0,27,118.69,118.96,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-4H-CC-A,
361,U1479,E,5,5-1,H,1,A,0,150,118.5,120,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-5H-1-A,
361,U1479,E,5,5-2,H,2,A,0,150,120,121.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-5H-2-A,
361,U1479,E,5,5-3,H,3,A,0,150,121.5,123,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-5H-3-A,
361,U1479,E,5,5-4,H,4,A,0,150,123,124.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-5H-4-A,
361,U1479,E,5,5-5,H,5,A,0,150,124.5,126,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-5H-5-A,
361,U1479,E,5,5-6,H,6,A,0,150,126,127.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-5H-6-A,
361,U1479,E,5,5-7,H,7,A,0,66,127.5,128.16,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-5H-7-A,
361,U1479,E,5,5-CC,H,CC,A,0,31,128.16,128.47,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-5H-CC-A,
361,U1479,E,6,6-1,H,1,A,0,150,128,129.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-6H-1-A,
361,U1479,E,6,6-2,H,2,A,0,150,129.5,131,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-6H-2-A,
361,U1479,E,6,6-3,H,3,A,0,150,131,132.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-6H-3-A,
361,U1479,E,6,6-4,H,4,A,0,150,132.5,134,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-6H-4-A,
361,U1479,E,6,6-5,H,5,A,0,150,134,135.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-6H-5-A,
361,U1479,E,6,6-6,H,6,A,0,150,135.5,137,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-6H-6-A,
361,U1479,E,6,6-7,H,7,A,0,68,137,137.68,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-6H-7-A,
361,U1479,E,6,6-CC,H,CC,A,0,24,137.68,137.92,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-6H-CC-A,
361,U1479,E,7,7-1,H,1,A,0,150,137.5,139,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-7H-1-A,
361,U1479,E,7,7-2,H,2,A,0,150,139,140.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-7H-2-A,
361,U1479,E,7,7-3,H,3,A,0,150,140.5,142,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-7H-3-A,
361,U1479,E,7,7-4,H,4,A,0,150,142,143.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-7H-4-A,
361,U1479,E,7,7-5,H,5,A,0,150,143.5,145,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-7H-5-A,
361,U1479,E,7,7-6,H,6,A,0,150,145,146.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-7H-6-A,
361,U1479,E,7,7-7,H,7,A,0,71,146.5,147.21,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-7H-7-A,
361,U1479,E,7,7-CC,H,CC,A,0,27,147.21,147.48,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-7H-CC-A,
361,U1479,E,8,8-1,H,1,A,0,150,147,148.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-8H-1-A,
361,U1479,E,8,8-2,H,2,A,0,150,148.5,150,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-8H-2-A,
361,U1479,E,8,8-3,H,3,A,0,150,150,151.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-8H-3-A,
361,U1479,E,8,8-4,H,4,A,0,150,151.5,153,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-8H-4-A,
361,U1479,E,8,8-5,H,5,A,0,150,153,154.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-8H-5-A,
361,U1479,E,8,8-6,H,6,A,0,150,154.5,156,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-8H-6-A,
361,U1479,E,8,8-7,H,7,A,0,72,156,156.72,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-8H-7-A,
361,U1479,E,8,8-CC,H,CC,A,0,31,156.72,157.03,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-8H-CC-A,
361,U1479,E,10,10-1,H,1,A,0,150,158.5,160,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-10H-1-A,
361,U1479,E,10,10-2,H,2,A,0,150,160,161.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-10H-2-A,
361,U1479,E,10,10-3,H,3,A,0,150,161.5,163,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-10H-3-A,
361,U1479,E,10,10-4,H,4,A,0,150,163,164.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-10H-4-A,
361,U1479,E,10,10-5,H,5,A,0,150,164.5,166,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-10H-5-A,
361,U1479,E,10,10-6,H,6,A,0,101,166,167.01,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-10H-6-A,
361,U1479,E,10,10-7,H,7,A,0,93,167.01,167.94,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-10H-7-A,
361,U1479,E,10,10-CC,H,CC,A,0,26,167.94,168.2,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-10H-CC-A,
361,U1479,E,11,11-1,H,1,A,0,150,168,169.5,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-11H-1-A,
361,U1479,E,11,11-2,H,2,A,0,150,169.5,171,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light greenish gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1479E-11H-2-A,
