Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Suffix,Minor Lithology Prefix,Lithology Suffix
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,0,33,0,0.33,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,33,41,0.33,0.41,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,41,60,0.41,0.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,60,75,0.6,0.75,slight [drilling disturbance],2,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,90,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,30,0,0,0,0,0,0,0,0,70,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,75,109,0.75,1.09,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,109,110,1.09,1.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,2,0,83,0,0,2,3,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,110,115,1.1,1.15,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,115,123,1.15,1.23,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,5,0,72,0,0,1,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,123,135.5,1.23,1.355,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-1-A,340,U1395,A,1,1-1,H,1,A,135.5,150,1.355,1.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,0,10.5,1.5,1.605,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,10.5,22.5,1.605,1.725,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,0,0,70,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,22.5,58.5,1.725,2.085,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,58.5,61.5,2.085,2.115,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,48,0,5,0,40,0,0,2,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,61.5,69,2.115,2.19,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,69,73.5,2.19,2.235,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,60,0,0,0,29,0,0,5,3,3,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,73.5,81,2.235,2.31,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,81,110,2.31,2.6,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,40,0,10,0,22,0,0,3,5,20,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,110,111,2.6,2.61,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,10,0,22,0,0,3,5,20,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,111,111.5,2.61,2.615,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,111.5,112,2.615,2.62,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,40,0,10,0,22,0,0,3,5,,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,112,126,2.62,2.76,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,126,135,2.76,2.85,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,45,0,5,0,40,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,135,140,2.85,2.9,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-2-A,340,U1395,A,1,1-2,H,2,A,140,150,2.9,3,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,0,2,3,3.02,minimal [drilling disturbance],1,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,80,0,0,0,20,0,0,0,0,0,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,2,15,3.02,3.15,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,15,58.5,3.15,3.585,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,15,0,25,20,30,0,0,3,7,0,,very poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,58.5,82,3.585,3.82,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,82,84.5,3.82,3.845,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,calcareous sand [Leg210],40,medium sand [T07],6,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,25,0,5,8,60,0,0,1,1,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,84.5,98,3.845,3.98,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,98,108,3.98,4.08,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,25,20,38,0,0,2,5,0,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,108,114,4.08,4.14,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-3-A,340,U1395,A,1,1-3,H,3,A,114,150,4.14,4.5,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,0,13,4.5,4.63,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,5,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,,rounded,5,15,10,15,55,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,13,23,4.63,4.73,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,15,10,15,55,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,23,30,4.73,4.8,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,30,36,4.8,4.86,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,36,38,4.86,4.88,minimal [drilling disturbance],1,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,75,0,0,0,25,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,38,51,4.88,5.01,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,51,52,5.01,5.02,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,15,10,15,55,0,0,0,0,0,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,52,87,5.02,5.37,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,15,0,10,10,45,0,0,5,10,5,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,87,98,5.37,5.48,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-4-A,340,U1395,A,1,1-4,H,4,A,98,112,5.48,5.62,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,2,100,coarse sand [T07],0,,0,,0,,0,,0,,0,,,,angular,5,0,10,20,35,0,0,10,20,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-CC-A,340,U1395,A,1,1-CC,H,CC,A,0,11,5.62,5.73,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,100,coarse sand [T07],0,,0,,0,,0,,0,,0,,,,angular,5,0,10,20,35,0,0,10,20,0,,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-1H-CC-A,340,U1395,A,1,1-CC,H,CC,A,11,16,5.73,5.78,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,0,5,5.7,5.75,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,5,18,5.75,5.88,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,35,0,5,0,55,0,0,3,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,18,45.5,5.88,6.155,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,45.5,46,6.155,6.16,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,5,0,45,0,0,5,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,46,48.5,6.16,6.185,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,48.5,49,6.185,6.19,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,30,0,5,0,45,0,0,5,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,49,74,6.19,6.44,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,74,92.5,6.44,6.625,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,8,20,pebble [W22_2],0,,0,,0,,0,,80,pebble [W22_2],0,,,,angular,40,0,2,0,55,0,0,1,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-1-A,340,U1395,A,2,2-1,H,1,A,92.5,150,6.625,7.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,30,100,,0,,0,,0,,0,,0,,0,,,,rounded,40,0,10,0,47,0,0,1,2,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-2-A,340,U1395,A,2,2-2,H,2,A,0,150,7.2,8.7,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,40,0,10,0,47,0,0,1,2,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-3-A,340,U1395,A,2,2-3,H,3,A,0,98,8.7,9.68,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,40,0,10,0,47,0,0,1,2,0,,poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-3-A,340,U1395,A,2,2-3,H,3,A,98,100,9.68,9.7,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-2H-3-A,340,U1395,A,2,2-3,H,3,A,100,141,9.7,10.11,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-2H-3-A,340,U1395,A,2,2-3,H,3,A,141,150,10.11,10.2,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
340-U1399B-2H-4-A,340,U1395,A,2,2-4,H,4,A,0,48,10.2,10.68,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-2H-4-A,340,U1395,A,2,2-4,H,4,A,48,78.5,10.68,10.985,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,32,0,5,0,60,0,0,1,2,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-4-A,340,U1395,A,2,2-4,H,4,A,78.5,114,10.985,11.34,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1399B-2H-4-A,340,U1395,A,2,2-4,H,4,A,114,120,11.34,11.4,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,1,0,98,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-4-A,340,U1395,A,2,2-4,H,4,A,120,122,11.4,11.42,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Black-brown colored organic layer,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,20,0,55,10,5,5,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1399B-2H-4-A,340,U1395,A,2,2-4,H,4,A,122,132,11.42,11.52,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,23,0,10,0,50,0,0,2,5,10,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
