Sample,Exp,,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1406A-9H-1-A,342,,U1406,A,9,9-1,H,1,A,88,150,73.58,74.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-2-A,342,,U1406,A,9,9-2,H,2,A,0,86,74.2,75.06,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"cm-thick grayish (10Y 6/1) and grey-greenish (5G 5/1) layers are alternating with background sediment (5GY 6/1), slight mottling and disseminated sulfides have been observed",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-2-A,342,,U1406,A,9,9-2,H,2,A,86,150,75.06,75.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-3-A,342,,U1406,A,9,9-3,H,3,A,0,151,75.7,77.21,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"mottling disturbed layering of greenish and grayish intervals intercalated into the background sediment, disseminated sulfides occur
",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-4-A,342,,U1406,A,9,9-4,H,4,A,0,95,77.21,78.16,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,heavy mottling and disturbed layerings of greyish and greenish-grey intervals,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-4-A,342,,U1406,A,9,9-4,H,4,A,95,130,78.16,78.51,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,slightly mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-4-A,342,,U1406,A,9,9-4,H,4,A,130,138,78.51,78.59,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5G 6/1 (greenish gray),,,,slight_339 [DB91],3,,greenish interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1406A-9H-4-A,342,,U1406,A,9,9-4,H,4,A,138,151,78.59,78.72,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,slightly mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-5-A,342,,U1406,A,9,9-5,H,5,A,0,18,78.72,78.9,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-5-A,342,,U1406,A,9,9-5,H,5,A,18,138,78.9,80.1,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,heavy motting and disturbed layerings (cm-spacing) of greyish and greenish-grey intervals,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-5-A,342,,U1406,A,9,9-5,H,5,A,138,151,80.1,80.23,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-6-A,342,,U1406,A,9,9-6,H,6,A,0,148,80.23,81.76,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,heavy mottling and disturbed layerings (cm-spacing) of greyish and greenish-grey intervals,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-9H-7-A,342,,U1406,A,9,9-7,H,7,A,0,65,81.76,82.41,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1406A-9H-CC-A,342,,U1406,A,9,9-CC,H,CC,A,0,18,82.41,82.68,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1406A-10H-1-A,342,,U1406,A,10,10-1,H,1,A,0,150,82.2,83.7,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"very uniform, single blebs of disseminated sulfides",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-2-A,342,,U1406,A,10,10-2,H,2,A,0,145,83.7,85.15,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 7/1 (light greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-2-A,342,,U1406,A,10,10-2,H,2,A,145,148,85.15,85.18,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,slight_339 [DB91],3,,greenish-gray interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-2-A,342,,U1406,A,10,10-2,H,2,A,148,150,85.18,85.2,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-3-A,342,,U1406,A,10,10-3,H,3,A,0,130,85.2,86.5,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,slight_339 [DB91],3,,different shades of greenish-grey (5GY 7/1 to 10GY 6/1),,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-3-A,342,,U1406,A,10,10-3,H,3,A,130,133,86.5,86.53,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,slight_339 [DB91],3,,greenish interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-3-A,342,,U1406,A,10,10-3,H,3,A,133,150,86.53,86.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 7/1 (light greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-4-A,342,,U1406,A,10,10-4,H,4,A,0,150,86.7,88.2,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"greenish intervals (5G 6/1): 19-21 cm, 38-42 cm, 93-96 cm; greyish bleb at 96 to 102 cm (10Y 6/1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-5-A,342,,U1406,A,10,10-5,H,5,A,0,76,88.2,88.96,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"greenish-gray bands (5G 6/1): 24-26 cm, 37-42 cm, 69-75",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-5-A,342,,U1406,A,10,10-5,H,5,A,76,97,88.96,89.17,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 5/1 (greenish gray),,,,slight_339 [DB91],3,,grayish-greenish horizon,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-5-A,342,,U1406,A,10,10-5,H,5,A,97,150,89.17,89.7,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"greenish-gray bands (5G 6/1): 132-134, 135-137 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-6-A,342,,U1406,A,10,10-6,H,6,A,0,107,89.7,90.9,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,greenish-grey interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-7-A,342,,U1406,A,10,10-7,H,7,A,0,8,90.9,90.98,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-10H-7-A,342,,U1406,A,10,10-7,H,7,A,8,71,90.98,91.68,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-11H-1-A,342,,U1406,A,11,11-1,H,1,A,0,120,91.7,92.9,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"relatively uniform section, minor color changes due to bioturbation and changing redox regimes",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1406A-11H-1-A,342,,U1406,A,11,11-1,H,1,A,120,125,92.9,92.95,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5G 5/1 (greenish gray),,,,slight_339 [DB91],3,,more greenish interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1406A-11H-1-A,342,,U1406,A,11,11-1,H,1,A,125,150,92.95,93.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1406A-11H-2-A,342,,U1406,A,11,11-2,H,2,A,0,150,93.2,94.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10Y 6/1 (greenish gray),,,,slight_339 [DB91],3,,"somewhat paler color compared to section 1, thin (< 1 cm) greenish horizons at 36, 40 and 98 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1406A-11H-3-A,342,,U1406,A,11,11-3,H,3,A,0,66,94.7,95.36,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1406A-11H-3-A,342,,U1406,A,11,11-3,H,3,A,66,85,95.36,95.55,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10Y 6/1 (greenish gray),,,,slight_339 [DB91],3,,several brownish-greenish-gray patches,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-11H-3-A,342,,U1406,A,11,11-3,H,3,A,85,122,95.55,95.92,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-11H-3-A,342,,U1406,A,11,11-3,H,3,A,122,125,95.92,95.95,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],5G 6/1 (greenish gray),,,,slight_339 [DB91],3,,more greenish interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-11H-3-A,342,,U1406,A,11,11-3,H,3,A,125,150,95.95,96.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-11H-4-A,342,,U1406,A,11,11-4,H,4,A,0,150,96.2,97.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,brownish-greenish-gray (10Y 6/1) patches: 41-43 cm and at 95 cm: more greenish interval (5G 5/1): 98-105 cm: small blebs of disseminated sulfides,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-11H-5-A,342,,U1406,A,11,11-5,H,5,A,0,151,97.7,99.21,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"brownish-greenish-gray (10Y 6/1) patches: 52-58 cm, 71-72 cm and 125 cm: small blebs of disseminated sulfides",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-11H-6-A,342,,U1406,A,11,11-6,H,6,A,0,60,99.21,99.81,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],5GY 7/1 (light greenish gray),,,,slight_339 [DB91],3,,few brownish-greenish-gray (10Y 6/1) patches,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-11H-6-A,342,,U1406,A,11,11-6,H,6,A,60,116,99.81,100.42,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"brownish-greenish-gray (10Y 6/1) patches: 52-58 cm, 71-72 cm and 125 cm: small blebs of disseminated sulfides",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-11H-7-A,342,,U1406,A,11,11-7,H,7,A,0,88,100.42,101.3,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,few brownish-greenish-gray (10Y 6/1) patches; greenish level at 45 cm (5G 6/1)< small (<1 cm) blebs of disseminated sulfides,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-11H-CC-A,342,,U1406,A,11,11-CC,H,CC,A,0,19,101.3,101.54,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,few brownish-greenish-gray (10Y 6/1) patches; blebs of disseminated sulfides,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-1-A,342,,U1406,A,12,12-1,H,1,A,0,35,101.2,101.55,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-12H-1-A,342,,U1406,A,12,12-1,H,1,A,35,41,101.55,101.61,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,sulfide-rich layer,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-12H-1-A,342,,U1406,A,12,12-1,H,1,A,41,150,101.61,102.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers [Leg339],5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,gray-greenish layer: 87 cm (10GY 5/1)< grayish layer: 108-109 cm (10BG 5/1); 2 cm-sized patch of sulfides,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers [Leg339],,,,,,
342-U1406A-12H-2-A,342,,U1406,A,12,12-2,H,2,A,0,57,102.7,103.27,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-2-A,342,,U1406,A,12,12-2,H,2,A,65,137,103.35,104.07,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"brownish-grayish-green patches (10Y 6/1): 85-86 cm, 87-88 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-2-A,342,,U1406,A,12,12-2,H,2,A,137,144,104.07,104.14,,nannofossil ooze [Leg339],,nannofossil ooze ,10BG 5/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-2-A,342,,U1406,A,12,12-2,H,2,A,144,150,104.14,104.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-3-A,342,,U1406,A,12,12-3,H,3,A,0,46,104.2,104.66,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-3-A,342,,U1406,A,12,12-3,H,3,A,46,49,104.66,104.69,,nannofossil ooze [Leg339],,nannofossil ooze ,10GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-3-A,342,,U1406,A,12,12-3,H,3,A,49,150,104.69,105.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-4-A,342,,U1406,A,12,12-4,H,4,A,0,150,105.7,107.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"greenish-gray bands (5G 5/1): 17, 20-21 and 95-97 cm; brownish-gray blebs (10Y 6/1); irregularly distributed disseminated sulfides",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-5-A,342,,U1406,A,12,12-5,H,5,A,0,58,107.2,107.78,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,brownish-gray blebs and disseminated sulfides throughout the core section,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-5-A,342,,U1406,A,12,12-5,H,5,A,58,63,107.78,107.83,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,slight_339 [DB91],3,,greenish interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-5-A,342,,U1406,A,12,12-5,H,5,A,63,150,107.83,108.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-6-A,342,,U1406,A,12,12-6,H,6,A,0,116,108.7,109.91,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"dm-spaced, rhyrhmic greenish layers< most prominent ones at 51-63 cm, 85-86, 94-95 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-12H-7-A,342,,U1406,A,12,12-7,H,7,A,0,75,109.91,110.73,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"disseminated sulfides throughout, reddish-brown patches at 13-20 cm (2.5Y 5/1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-1-A,342,,U1406,A,13,13-1,H,1,A,0,150,110.7,112.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,"greenish-grayer layer (5G 6/1): 49-51, 68-71 cm: several cm-sized brownish-gray-green blebs (5GY 5/1): unknown vertical structure grayish structure at 114-150 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-2-A,342,,U1406,A,13,13-2,H,2,A,0,150,112.2,113.7,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,slight_339 [DB91],3,,dark gray (10Y 3/1) sulfidic bleb: 60-62 cm; greenish-gray layer (5G 6/1): 90-92 cm< several cm-sized brownish belebs,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-3-A,342,,U1406,A,13,13-3,H,3,A,0,151,113.7,115.21,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"greenish-gray layers (5G 6/1): 62-63 cm, 71-73 cm; cm-thick brownish, grayish layer become more common in the lower half of the section",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-4-A,342,,U1406,A,13,13-4,H,4,A,0,150,115.21,116.71,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,very uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-5-A,342,,U1406,A,13,13-5,H,5,A,0,143,116.71,118.14,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,very uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-5-A,342,,U1406,A,13,13-5,H,5,A,143,150,118.14,118.21,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,moderate_339 [DB91],4,,greenish interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-6-A,342,,U1406,A,13,13-6,H,6,A,0,5,118.21,118.26,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,moderate_339 [DB91],4,,continuation greenish gray interval from the bottom of the previous section,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-6-A,342,,U1406,A,13,13-6,H,6,A,5,47,118.26,118.68,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-6-A,342,,U1406,A,13,13-6,H,6,A,47,52,118.68,118.73,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 6/1 (greenish gray),,,,moderate_339 [DB91],4,,greenish-gray interval,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-6-A,342,,U1406,A,13,13-6,H,6,A,52,96,118.73,119.22,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,"heavy mottling, with greenish (5G 6/1), gray (sulfide-rich, 10Y 3/1) and brownish-grayey (5GY 5/1) colored patches ",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-13H-7-A,342,,U1406,A,13,13-7,H,7,A,0,76,119.22,120.13,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,several irreguarly shaped sulfide blebs (10Y 3/1) between 24 and 42 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1406A-14H-1-A,342,,U1406,A,14,14-1,H,1,A,0,32,120.2,120.52,,nannofossil ooze [Leg339],,nannofossil ooze ,5GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
