Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
356-U1463C-32F-3-A,0,135,283.7,285.05,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified dark greenish gray, homogeneous mudstone. Very slight bioturbation with pyrite concentrated in burrows. Sparse shell fragments and small benthic forams scattered throughout the Section",,,
356-U1463C-32F-CC-A,0,8,285.05,285.13,,,,,,,,,,,,,,,,,all to pal,,,
356-U1463C-33F-1-A,0,150,285.4,286.9,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,concretion [BJ80],,moderate [B06],3,,,"Partially lithified, dark greenish gray homogeneous mudstone. A large carbonate concretion (mineralized bivalve shell) extends across the core from 61-68 cm. Below 68 cm there are few burrows infilled with pyrite and few scattered shell fragments and small benthic forams",,,
356-U1463C-33F-2-A,0,141,286.9,288.31,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,,,slight [B06],2,,,"Partially lithified olive gray, homogeneous mudstone. Pyrite concentrated in burrows. Pyrite nodules (<1 mm). Slight bioturbation. Sand size bivalve fragments and few benthic forams",,,
356-U1463C-34F-1-A,0,5,288.4,288.45,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,concretion [BJ80],,,,,,"Cemented interval, dark gray packstone",,,
356-U1463C-34F-1-A,5,150,288.45,289.9,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,,,,,"Partially lithified dark greenish gray, homogeneous mudstone. Pyrite mainly concentrated in burrows. Slight bioturbation. Sparse sand size bivalve fragments and benthic forams",,,
356-U1463C-34F-2-A,0,150,289.9,291.4,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified dark greenish gray, homogeneous mudstone. Pyrite mainly concentrated in burrows. Moderate bioturbation a few cm's long burrows. Sand size shell fragments",,,
356-U1463C-34F-3-A,0,96,291.4,292.36,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified olive gray, homogeneous mudstone. Slight bioturbationPyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sand size bivalve fragments. Pyrite concentrated in burrows from 62 to 96 cm",,,
356-U1463C-35F-1-A,0,150,292.3,293.8,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified olive gray, homogeneous mudstone. Moderate bioturbation. Pyrite concentrated in burrows. Sand size shell fragments. Forams in burrows",,,
356-U1463C-35F-2-A,0,150,293.8,295.3,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Pyriteconcentrated in burrows. Common bioturbation. Sand size shell fragments",,,
356-U1463C-35F-3-A,0,110,295.3,296.4,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Pyrite concentrated in burrows. Common bioturbation. Sand size shell fragments. Forams in burrows",,,
356-U1463C-35F-4-A,0,58,296.4,296.98,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Pyrite concentrated in burrows. Common bioturbation. Sand size bivalve fragments",,,
356-U1463C-36F-1-A,0,150,297,298.5,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Pyrite mainly concentrated in burrows. Common bioturbation. Sand size shell fragments. Between 39-65 cm mudstone with fine sand size grains",,,
356-U1463C-36F-2-A,0,150,298.5,300,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray, homogeneous mudstone. Pyrite concentrated in burrows. Moderate bioturbation. Sparse shell fragments.",,,
356-U1463C-36F-3-A,0,110,300,301.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Pyrite concentrated in burrows. Common bioturbation. Sparse sand size bivalve fragments",,,
356-U1463C-36F-4-A,0,59,301.1,301.69,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray, homogeneous mudstone with fine sand size grains and moderate bioturbations. Pyrite is concentrated in burrows. Sparse bivalve fragments (up to 1 cm long)",,,
356-U1463C-37F-1-A,0,150,301.7,303.2,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray, homogeneous mudstone. Pyrite concentrated in burrows. Sparse shell fragments and benthic forams. Moderate bioturbation",,,
356-U1463C-37F-2-A,0,150,303.2,304.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Pyrite concentrated in burrows. Common bioturbation. Sand size bivalve fragments and sparse benthic forams",,,
356-U1463C-37F-3-A,0,110,304.7,305.8,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Pyrite concentrated in burrows. Slight bioturbation. Sand size bivalve fragments, sparse.",,,
356-U1463C-37F-4-A,0,60,305.8,306.4,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Common bioturbation. Sparse, sand size bivalve fragments",,,
356-U1463C-37F-CC-A,0,18,306.4,306.58,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray, homogeneous mudstone. Pyrite mainly in burrows. Moderate bioturbation and sparse sand size fragments",,,
356-U1463C-37F-CC-A,18,23,306.58,306.63,,,,,,,,,,,,,,,,,none,,,
356-U1463C-38F-1-A,0,150,306.4,307.9,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Moderate bioturbation. Sparse sand size shell fragments a few benthic forams",,,
356-U1463C-38F-1-A,0,150,306.4,307.9,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-38F-2-A,0,151,307.9,309.41,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone with fine sand size grains. Few (mm) pyrite granules. Pyrite disseminated throughout the matrix and concentrated in burrows. Moderate bioturbation. Sand size shell fragments",,,
356-U1463C-38F-2-A,0,151,307.9,309.41,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-38F-3-A,0,101,309.41,310.42,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Moderate bioturbation. Sparse sand size shell fragments",,,
356-U1463C-38F-3-A,0,101,309.41,310.42,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-38F-4-A,0,75,310.42,311.17,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Moderate bioturbation. Sparse sand size shell fragments",,,
356-U1463C-38F-CC-A,0,9,311.17,311.26,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Moderate bioturbation. Sparse sand size shell fragments",,,
356-U1463C-39F-1-A,0,69,311.1,311.79,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Moderate bioturbation. Sparse sand size shell fragments. A mudstone (<0.5 mm) nodule in a burrow",,,
356-U1463C-40F-1-A,0,150,311.8,313.3,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix but concentrated in burrows. Small benthic forams also concentrated in burrows. Moderate bioturbation. Sparse sand size shell fragments",,,
356-U1463C-40F-2-A,0,112,313.3,314.42,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Moderate bioturbation. Sparse sand size shell fragments and benthic forams",,,
356-U1463C-41F-1-A,0,150,314.4,315.9,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,planar lamination,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Moderate bioturbation. Sparse sand size shell fragments. Fine sand rich laminae and lense",,,
356-U1463C-41F-2-A,0,101,315.9,316.91,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite nodule,,moderate [B06],3,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite disseminated throughout the matrix and concentrated in burrows. Few <0.5 mm pyrite nodules. Moderate bioturbation. Sparse sand size shell fragments a few small benthic forams near the base",,,
356-U1463C-41F-2-A,0,101,315.9,316.91,,,,,,,,,,,pyrite (disseminated),,,,,,,,,
356-U1463C-41F-3-A,0,75,316.91,317.66,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified olive gray, homogeneous mudstone. Sparse pyrite concentrated in burrows. Slight bioturbation. Sparse sand size shell fragments few benthic forams in the burrows",,,
356-U1463C-42F-1-A,0,150,317.7,319.2,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Pyrite concentrated in burrows. Slight bioturbation. A large 1.5 cm long nodule. Fine sand size shell fragments",,,
356-U1463C-42F-2-A,0,102,319.2,320.22,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,,,,,"Partially lithified, olive gray homoteneous mudstone. Very sparse disseminated pyrite throughout the matrix and very few fine sand size shell fragments",,,
356-U1463C-42F-3-A,0,87,320.22,321.09,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments.",,,
356-U1463C-42F-CC-A,0,13,321.09,321.22,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments.",,,
356-U1463C-43F-1-A,0,150,321.2,322.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments.",,,
356-U1463C-43F-2-A,0,101,322.7,323.71,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments. Few burrows",,,
356-U1463C-43F-3-A,0,79,323.71,324.5,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments. Few burrows",,,
356-U1463C-44F-1-A,0,150,324.5,326,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments.",,,
356-U1463C-44F-2-A,0,150,326,327.5,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments and one foram",,,
356-U1463C-44F-3-A,0,49,327.5,327.99,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments.",,,
356-U1463C-44F-4-A,0,47,327.99,328.46,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,,,,,"Partially lithified, olive gray mudstone destroyed during coring",,,
356-U1463C-44F-4-A,47,56,328.46,328.55,,,,,,,,,,,,,,,,,void,,,
356-U1463C-44F-CC-A,0,7,328.55,328.62,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone. Mixed during coring.",,,
356-U1463C-45F-1-A,0,121,328.6,329.81,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments. Benthic forams in burrows. Moderate bioturbation",,,
356-U1463C-45F-2-A,0,79,329.81,330.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments. Few benthic forams",,,
356-U1463C-46F-1-A,0,150,330.6,332.1,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Pyrite in burrows and fine sand size shell fragments.",,,
356-U1463C-46F-2-A,0,150,332.1,333.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone. Pyrite in burrows and fine sand size shell fragments.",,,
356-U1463C-46F-3-A,0,105,333.6,334.65,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite nodule,,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments. A pyrite nodule about 15 mm of same mudstone material. One benthic foram",,,
356-U1463C-47F-1-A,0,150,334.7,336.2,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite nodule,,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite nodules a few mm long, and fine sand size shell fragments. A 30 mm long bivalve. In a burrow some forams",,,
356-U1463C-47F-2-A,0,50,336.2,336.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone with fine sand size grains.. Sparse disseminated pyrite and fine sand size shell fragments.",,,
356-U1463C-47F-2-A,50,150,336.7,337.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Pyrite in burrows.",,,
356-U1463C-47F-3-A,0,111,337.7,338.81,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and pyrite concentrated in burrows. and sand size shell fragments.",,,
356-U1463C-48F-1-A,0,125,338.8,340.05,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone with sparse fine sand size grains. Sparse disseminated pyrite and fine sand size shell fragments. A pyrite nodule at 24-25 cm and at 124-125 cm.",,,
356-U1463C-49F-1-A,0,120,340,341.2,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray, homogeneous mudstone with sparse fine sand size grains. Most appear concentrated in lenses and burrows. Pyrite is also concentrated in burrows. Sparse shell fragments (bryozoa, bivalve and foram). Pyrite nodule (3 mm across)",,,
356-U1463C-49F-2-A,0,150,341.2,342.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and nodules. Fine sand size shell fragments (bivalve, bryozoan and forams)",,,
356-U1463C-49F-3-A,0,87,342.7,343.57,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,concretion [BJ80],,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite (in burrows and forming lenses) and sand size shell fragments. A few cm long pyrite concretion.",,,
356-U1463C-50F-1-A,0,149,343.6,345.09,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments. Two types of nodules: pyrite and a white nodule, could be clestite?",,,
356-U1463C-50F-2-A,0,138,345.09,346.47,partially lithified,,mudstone [E&K72; D62],1,,mudstone,neritic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments. Few pyrite noduels",,,
356-U1463C-50F-3-A,0,29,346.47,346.76,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone damaged during coring. A bivalve fragment 5 mm long",,,
356-U1463C-50F-CC-A,0,13,346.76,346.89,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone.",,,
356-U1463C-51F-1-A,0,150,346.8,348.3,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Fine sand size grains disseminated in the upper 70 cm. Sparse disseminated pyrite and fine sand size shell fragments.",,,
356-U1463C-51F-2-A,0,125,348.3,349.55,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments mainly concentrated in fine sand lenses and burrows",,,
356-U1463C-51F-CC-A,0,25,349.55,349.8,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments.",,,
356-U1463C-51F-CC-A,25,30,349.8,349.85,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-52F-1-A,0,150,349.8,351.3,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite in a burrow and fine sand size shell fragments.",,,
356-U1463C-52F-2-A,0,140,351.3,352.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and fine sand size shell fragments and five forams",,,
356-U1463C-52F-3-A,0,42,352.7,353.12,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone.",,,
356-U1463C-52F-CC-A,0,5,353.12,353.17,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone.",,,
356-U1463C-52F-CC-A,5,10,353.17,353.22,,,,,,,,,,,,,,,,,to pal,,,
356-U1463C-53F-1-A,0,7,353.2,353.27,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone.",,,
356-U1463C-53F-1-A,7,11,353.27,353.31,,,,,,,,,,,,,,,,,void,,,
356-U1463C-53F-1-A,11,150,353.31,354.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and pyrite nodules in burrows. Fine sand size shell fragments. Moderate bioturbation",,,
356-U1463C-53F-2-A,0,112,354.7,355.82,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and pyrite nodules in burrows and fine sand size shell fragments. Moderate bioturbation. At 27 cm bivalve fragment",,,
356-U1463C-53F-3-A,0,65,355.82,356.47,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and pyrite nodules in burrows. Moderate bioturbation",,,
356-U1463C-53F-CC-A,0,5,356.47,356.52,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone.",,,
356-U1463C-54F-1-A,0,150,356.5,358,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and pyrite nodules in burrows and fine sand size shell fragments. Moderate bioturbation",,,
356-U1463C-54F-2-A,0,150,358,359.5,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and pyrite nodules in burrows and fine sand size shell fragments. Moderate bioturbation",,,
356-U1463C-54F-3-A,0,149,359.5,360.99,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,pyrite (disseminated),,moderate [B06],3,,,"Partially lithified, olive gray homogeneous mudstone. Sparse disseminated pyrite and pyrite nodules in burros and fine sand size shell fragments. Moderate bioturbation",,,
356-U1463C-54F-3-A,0,149,359.5,360.99,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-54F-CC-A,0,4,360.99,361.03,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,,,,,,,"Partially lithified, olive gray homogeneous mudstone.",,,
356-U1463C-55F-1-A,0,150,361.2,362.7,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,common [B06],4,scoured,sub-horizontal,"Partially lithified, olive gray homogeneous mudstone with fine sand size grains and common bioturbation. Sparse disseminated pyrite and several pyrite nodules in burros and fine sand size shell fragments. Moderate bioturbation. A scoured contact at 85 cm. Bivalve fragments and benthic forams. Celestite nodules",,,
356-U1463C-55F-1-A,0,150,361.2,362.7,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-55F-2-A,0,150,362.7,364.2,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified, dark greenish gray wackestone with sand size grains and common bioturbation. Pyrite is disseminated throughout and more abundant than in previous Section. Pyrite and celestite nodules. Bioclasts: bivalve fragments, one echinoderm spine fragment, benthic forams",,,
356-U1463C-55F-2-A,0,150,362.7,364.2,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-55F-3-A,0,111,364.2,365.31,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified, dark greenish gray wackestone with sand size grains and common bioturbation. Sand size grains decrease downcore. Pyrite is disseminated throughout the wackestone and mm-long pyrite nodules are farily common A 1.5 m pyrite nodule at 99-100 cm. Very sparse sand size shell fragment",,,
356-U1463C-55F-3-A,0,111,364.2,365.31,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-55F-4-A,0,57,365.31,365.88,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified, dark greenish gray wackestone with sand size fragments and common bioturbation. Bivalve fragments some up to 1-2 cm. Disseminated pyrite and pyrite nodules (1-2 mm). An echinoderm spine fragment",,,
356-U1463C-55F-4-A,0,57,365.31,365.88,,,,,,,,,,,pyrite nodule,,,,,,,,,
356-U1463C-55F-CC-A,0,20,365.88,366.08,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,pyrite (disseminated),,common [B06],4,,,"Partially lithified, dark greenish gray wackestone with fine sand size grains and common bioturbation. Disseminated pyrite. Vaginulinopsis spp foram and an urchin spine",,,
356-U1463C-56F-1-A,0,150,365.9,367.4,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,Partially lithified olive gray homogeneous mudstone with sand size grains and moderate bioturbation. Disseminated pyrite and few pyrite nodules. Shell fragments and one foram and one urchin spine,,,
356-U1463C-56F-2-A,0,150,367.4,368.9,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,moderate [B06],3,,,Partially lithified olive gray homogeneous mudstone with sand size grains and moderate bioturbation. Disseminated pyrite and few pyrite nodules. Shell fragments and one bryozoan,,,
356-U1463C-56F-3-A,0,81,368.9,369.71,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,olive gray,,,pyrite (disseminated),,slight [B06],2,,,Partially lithified olive gray homogeneous mudstone with slight bioturbation. Disseminated pyrite. Very small benthic forams,,,
