Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. prefix,MAJ Lith. principal name,MAJ Lith. suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. prefix,MIN Lith. principal name,MIN Lith. suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. prefix abundance plot [%],MAJ Lith. principal name abundance plot [%],Ship File Links,Shore File Links
"339-U1385B-11H-7-A, 0-71",339,U1385,B,11,11-7,H,7,A,0,71,100.78,101.49,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,color banding,thin bed [B01],,,,slight_339 [DB91],3,,,Color banding in greenish gray (5GY 5/1) at 49-71 cm.,100,100,,
"339-U1385B-11H-CC-A, 0-29",339,U1385,B,11,11-CC,H,CC,A,0,29,101.49,101.78,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-12H-1-A, 0-147",339,U1385,B,12,12-1,H,1,A,0,147,101.1,102.57,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,present [A48],,Shell fragment at 127 cm.  Major and minor lithologies interbedded at scales of 10 - 150 cm.,70,70,,
"339-U1385B-12H-2-A, 0-150",339,U1385,B,12,12-2,H,2,A,0,150,102.57,104.07,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,present [A48],,Shell fragment at 56 cm.  Major and minor lithologies interbedded at scales of 10 - 150 cm.,70,70,,
"339-U1385B-12H-3-A, 0-150",339,U1385,B,12,12-3,H,3,A,0,150,104.07,105.57,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,70,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,30.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10 - 150 cm.,70,70,,
"339-U1385B-12H-4-A, 0-148",339,U1385,B,12,12-4,H,4,A,0,148,105.57,107.05,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10 - 150 cm.,70,70,,
"339-U1385B-12H-5-A, 0-149",339,U1385,B,12,12-5,H,5,A,0,149,107.05,108.54,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10 - 150 cm.,70,70,,
"339-U1385B-12H-6-A, 0-142",339,U1385,B,12,12-6,H,6,A,0,142,108.54,109.96,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10 - 150 cm.,70,70,,
"339-U1385B-12H-CC-A, 0-26",339,U1385,B,12,12-CC,H,CC,A,0,26,109.96,110.22,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10 - 150 cm.,70,70,,
"339-U1385B-13H-1-A, 0-150",339,U1385,B,13,13-1,H,1,A,0,150,110.6,112.1,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,65,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,35.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,present [A48],,Major and minor lithologies interbedded at scales of 10-100 cm.  Major lithology becomes more abundant downcore.,65,65,,
"339-U1385B-13H-2-A, 0-150",339,U1385,B,13,13-2,H,2,A,0,150,112.1,113.6,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,65,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,35.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm.  Major lithology becomes more abundant downcore.,65,65,,
"339-U1385B-13H-3-A, 0-150",339,U1385,B,13,13-3,H,3,A,0,150,113.6,115.1,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,65,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,35.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm.  Major lithology becomes more abundant downcore.,65,65,,
"339-U1385B-13H-4-A, 0-150",339,U1385,B,13,13-4,H,4,A,0,150,115.1,116.6,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,65,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,35.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm.  Major lithology becomes more abundant downcore.,65,65,,
"339-U1385B-13H-4-A, 135-145",339,U1385,B,13,13-4,H,4,A,135,145,116.45,116.55,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-13H-5-A, 0-153",339,U1385,B,13,13-5,H,5,A,0,153,116.6,118.13,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,65,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,35.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm.  Major lithology becomes more abundant downcore.,65,65,,
"339-U1385B-13H-5-A, 41-52",339,U1385,B,13,13-5,H,5,A,41,52,117.01,117.12,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-13H-6-A, 0-121",339,U1385,B,13,13-6,H,6,A,0,121,118.13,119.34,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,65,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,35.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm.  Major lithology becomes more abundant downcore.,65,65,,
"339-U1385B-13H-7-A, 0-73",339,U1385,B,13,13-7,H,7,A,0,73,119.34,120.07,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,65,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,35.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm.  Major lithology becomes more abundant downcore.,65,65,,
"339-U1385B-13H-CC-A, 0-45",339,U1385,B,13,13-CC,H,CC,A,0,45,120.07,120.52,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,65,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,35.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,medium bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm.  Major lithology becomes more abundant downcore.,65,65,,
"339-U1385B-14H-1-A, 0-150",339,U1385,B,14,14-1,H,1,A,0,150,120.1,121.6,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,80,80,,
"339-U1385B-14H-2-A, 0-151",339,U1385,B,14,14-2,H,2,A,0,151,121.6,123.11,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,80,80,,
"339-U1385B-14H-3-A, 0-152",339,U1385,B,14,14-3,H,3,A,0,152,123.11,124.63,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,80,80,,
"339-U1385B-14H-4-A, 0-153",339,U1385,B,14,14-4,H,4,A,0,153,124.63,126.16,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,80,80,,
"339-U1385B-14H-5-A, 0-153",339,U1385,B,14,14-5,H,5,A,0,153,126.16,127.69,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,80,80,,
"339-U1385B-14H-6-A, 0-152",339,U1385,B,14,14-6,H,6,A,0,152,127.69,129.21,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,80,80,,
"339-U1385B-14H-7-A, 0-51",339,U1385,B,14,14-7,H,7,A,0,51,129.21,129.72,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,80,80,,
"339-U1385B-14H-CC-A, 0-29",339,U1385,B,14,14-CC,H,CC,A,0,29,129.72,130.01,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,80,10YR 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,20.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,100,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,80,80,,
"339-U1385B-15H-1-A, 0-146",339,U1385,B,15,15-1,H,1,A,0,146,129.6,131.06,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,95,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,135,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,95,95,,
"339-U1385B-15H-2-A, 0-152",339,U1385,B,15,15-2,H,2,A,0,152,131.06,132.58,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,95,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,135,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,95,95,,
"339-U1385B-15H-3-A, 0-151",339,U1385,B,15,15-3,H,3,A,0,151,132.58,134.09,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,95,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,135,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,95,95,,
"339-U1385B-15H-4-A, 0-152",339,U1385,B,15,15-4,H,4,A,0,152,134.09,135.61,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,95,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,135,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,95,95,,
"339-U1385B-15H-5-A, 0-136",339,U1385,B,15,15-5,H,5,A,0,136,135.61,136.97,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,95,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,135,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,95,95,,
"339-U1385B-15H-6-A, 0-66",339,U1385,B,15,15-6,H,6,A,0,66,136.97,137.63,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,95,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,135,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,95,95,,
"339-U1385B-15H-CC-A, 0-26",339,U1385,B,15,15-CC,H,CC,A,0,26,137.63,137.89,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,95,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,5GY 5/1 (greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,135,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,95,95,,
"339-U1385B-16H-1-A, 0-150",339,U1385,B,16,16-1,H,1,A,0,150,137.7,139.2,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,115,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,75,75,,
"339-U1385B-16H-2-A, 0-150",339,U1385,B,16,16-2,H,2,A,0,150,139.2,140.7,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,115,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,75,75,,
"339-U1385B-16H-3-A, 0-150",339,U1385,B,16,16-3,H,3,A,0,150,140.7,142.2,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,115,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,75,75,,
"339-U1385B-16H-4-A, 0-150",339,U1385,B,16,16-4,H,4,A,0,150,142.2,143.7,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,115,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,75,75,,
"339-U1385B-16H-4-A, 60-71",339,U1385,B,16,16-4,H,4,A,60,71,142.8,142.91,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-16H-4-A, 115-128",339,U1385,B,16,16-4,H,4,A,115,128,143.35,143.48,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,,,,100,100,,
"339-U1385B-16H-5-A, 0-150",339,U1385,B,16,16-5,H,5,A,0,150,143.7,145.2,muddy [Leg339],nannofossil ooze [Leg339],,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,75,5GY 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,115,bioturbated boundary or contact,bed,thick bed [B01],,,,slight_339 [DB91],3,,,Major and minor lithologies interbedded at scales of 10-100 cm. ,75,75,,
