Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
363-U1487B-6H-6-A,0,33,48.2,48.53,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-6-A,33,91,48.53,49.11,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-6-A,91,96,49.11,49.16,,ashy sand [X363],ashy sand,,10YR 3/2 (very dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-6-A,96,116,49.16,49.36,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-6-A,116,130,49.36,49.5,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-6-A,130,150,49.5,49.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-7-A,0,30,49.7,50,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-7-A,30,42,50,50.12,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-7-A,42,56,50.12,50.26,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-7-A,56,63,50.26,50.33,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-7-A,63,84,50.33,50.54,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-6H-CC-A,0,20,50.54,50.74,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,0,14,50.2,50.34,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,14,42,50.34,50.62,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,42,58,50.62,50.78,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,58,79,50.78,50.99,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,79,94,50.99,51.14,,ash(tuff) [MMK88m],ash(tuff),,5Y 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,94,103,51.14,51.23,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,103,115,51.23,51.35,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,115,126,51.35,51.46,,ash(tuff) [MMK88m],ash(tuff),,10YR 4/2 (dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-1-A,126,150,51.46,51.7,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-2-A,0,30,51.7,52,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-2-A,30,110,52,52.8,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-2-A,110,138,52.8,53.08,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-2-A,138,141,53.08,53.11,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/2 (dark reddish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-2-A,141,150,53.11,53.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-3-A,0,53,53.2,53.73,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-3-A,53,64,53.73,53.84,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-3-A,64,71,53.84,53.91,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-3-A,71,91,53.91,54.11,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-3-A,91,104,54.11,54.24,,ash(tuff) [MMK88m],ash(tuff),,10YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-3-A,104,127,54.24,54.47,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-3-A,127,141,54.47,54.61,,ash(tuff) [MMK88m],ash(tuff),,5YR 5/2 (reddish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-3-A,141,150,54.61,54.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-4-A,0,10,54.7,54.8,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-4-A,10,50,54.8,55.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-4-A,50,150,55.2,56.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-5-A,0,23,56.2,56.43,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-5-A,23,42,56.43,56.62,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-5-A,42,150,56.62,57.7,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-6-A,0,25,57.7,57.95,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-6-A,25,54,57.95,58.24,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-6-A,54,80,58.24,58.5,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,5Y 6/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-6-A,80,104,58.5,58.74,,ashy sand [X363],ashy sand,,5Y 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-6-A,104,150,58.74,59.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-7-A,0,34,59.2,59.54,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/1 (gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-7-A,34,53,59.54,59.73,,ashy sand [X363],ashy sand,,5Y 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-7H-CC-A,0,27,59.73,60,,ashy sand [X363],ashy sand,,5Y 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-1-A,0,92,59.7,60.62,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-1-A,92,97,60.62,60.67,,ashy sand [X363],ashy sand,,10YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-1-A,97,150,60.67,61.2,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-2-A,0,57,61.2,61.77,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-2-A,57,60,61.77,61.8,,ashy sand [X363],ashy sand,,10YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-2-A,60,90,61.8,62.1,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-2-A,90,110,62.1,62.3,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-2-A,110,137,62.3,62.57,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-2-A,137,142,62.57,62.62,,ashy sand [X363],ashy sand,,10YR 4/2 (dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-2-A,142,150,62.62,62.7,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,0,7,62.7,62.77,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,7,26,62.77,62.96,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,26,38,62.96,63.08,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,38,50,63.08,63.2,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,50,53,63.2,63.23,,ash(tuff) [MMK88m],ash(tuff),,5YR 2.5/2 (dark reddish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,53,62,63.23,63.32,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,62,75,63.32,63.45,clay-bearing nannofossil-rich [X363],foraminiferal ooze [Leg339],clay-bearing nannofossil-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,75,94,63.45,63.64,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,94,97,63.64,63.67,,ashy sand [X363],ashy sand,,5YR 5/3 (reddish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-3-A,97,150,63.67,64.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-4-A,0,19,64.2,64.39,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-4-A,19,24,64.39,64.44,,ash(tuff) [MMK88m],ash(tuff),,10YR 5/6 (yellowish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-4-A,24,49,64.44,64.69,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-4-A,49,54,64.69,64.74,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/4 (reddish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-4-A,54,94,64.74,65.14,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-4-A,94,144,65.14,65.64,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 5/2 (olive gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-4-A,144,150,65.64,65.7,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-5-A,0,30,65.7,66,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-5-A,30,34,66,66.04,,ash(tuff) [MMK88m],ash(tuff),,5YR 2.5/1 (black),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-5-A,34,50,66.04,66.2,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-5-A,50,90,66.2,66.6,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-5-A,90,95,66.6,66.65,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-5-A,95,130,66.65,67,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 7/3 (pale yellow),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-5-A,130,147,67,67.17,,ashy sand [X363],ashy sand,,5YR 4/3 (reddish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-5-A,147,150,67.17,67.2,,ash(tuff) [MMK88m],ash(tuff),,5BG 2.5/1 (grayish black),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-6-A,0,18,67.2,67.38,,ashy sand [X363],ashy sand,,5YR 4/3 (reddish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-6-A,18,44,67.38,67.64,,ashy sand [X363],ashy sand,,5Y 6/4 (pale olive),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-6-A,44,57,67.64,67.77,,ashy sand [X363],ashy sand,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-6-A,57,112,67.77,68.32,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,5Y 7/1 (light gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-6-A,112,118,68.32,68.38,,ashy sand [X363],ashy sand,,5YR 5/3 (reddish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-6-A,118,125,68.38,68.45,,ashy sand [X363],ashy sand,,5G 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-6-A,125,126,68.45,68.46,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-6-A,126,150,68.46,68.7,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-7-A,0,33,68.7,69.03,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-7-A,33,41,69.03,69.11,,ashy sand [X363],ashy sand,,10YR 4/2 (dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-7-A,41,43,69.11,69.13,,ashy sand [X363],ashy sand,,5GY 2.5/1 (greenish black),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-7-A,43,77,69.13,69.47,,ashy sand [X363],ashy sand,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-8H-CC-A,0,22,69.47,69.69,,ashy sand [X363],ashy sand,,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-1-A,0,33,69.2,69.53,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-1-A,33,42,69.53,69.62,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-1-A,42,79,69.62,69.99,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-1-A,79,105,69.99,70.25,,ashy sand [X363],ashy sand,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-1-A,105,134,70.25,70.54,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-1-A,134,150,70.54,70.7,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-2-A,0,10,70.7,70.8,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-2-A,10,43,70.8,71.13,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-2-A,43,75,71.13,71.45,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-2-A,75,86,71.45,71.56,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-2-A,86,95,71.56,71.65,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-2-A,95,139,71.65,72.09,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-2-A,139,150,72.09,72.2,,ashy sand [X363],ashy sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-3-A,0,3,72.2,72.23,,ashy sand [X363],ashy sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-3-A,3,10,72.23,72.3,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-3-A,10,19,72.3,72.39,,ashy sand [X363],ashy sand,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-3-A,19,126,72.39,73.46,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-3-A,126,150,73.46,73.7,,ash(tuff) [MMK88m],ash(tuff),,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-4-A,0,80,73.7,74.5,,ashy sand [X363],ashy sand,,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-4-A,80,100,74.5,74.7,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-4-A,100,110,74.7,74.8,,ash(tuff) [MMK88m],ash(tuff),,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-4-A,110,150,74.8,75.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-5-A,0,83,75.2,76.03,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-5-A,83,138,76.03,76.58,,ashy sand [X363],ashy sand,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-5-A,138,150,76.58,76.7,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-6-A,0,2,76.7,76.72,,ash(tuff) [MMK88m],ash(tuff),,5YR 4/1 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-6-A,2,150,76.72,78.2,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-7-A,0,6,78.2,78.26,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-7-A,6,11,78.26,78.31,,ash(tuff) [MMK88m],ash(tuff),,10Y 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-7-A,11,73,78.31,78.93,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-9H-CC-A,0,22,78.93,79.15,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-10H-1-A,0,40,78.7,79.1,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-10H-1-A,40,61,79.1,79.31,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-10H-1-A,61,79,79.31,79.49,,ash(tuff) [MMK88m],ash(tuff),,5YR 3/1 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-10H-1-A,79,97,79.49,79.67,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-10H-1-A,97,110,79.67,79.8,,ash(tuff) [MMK88m],ash(tuff),,N 3 (very dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-10H-1-A,110,148,79.8,80.18,ash-rich [X363],foraminiferal ooze [Leg339],ash-rich foraminiferal ooze,,10Y 5/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,
363-U1487B-10H-1-A,148,150,80.18,80.2,,ash(tuff) [MMK88m],ash(tuff),,10YR 4/2 (dark grayish brown),moderate [DB86],,,,,,,,,,,,,,,,,,
