Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data
359-U1467D-13H-1-A,32,60,106.32,106.6,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Mottling,,,
359-U1467D-13H-1-A,60,110,106.6,107.1,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Unlithified to slightly indurated . Mottling,,,
359-U1467D-13H-1-A,110,150,107.1,107.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Mottling,,,
359-U1467D-13H-2-A,0,150,107.5,109,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains.,,,
359-U1467D-13H-3-A,0,20,109,109.2,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains.,,,
359-U1467D-13H-3-A,20,87,109.2,109.87,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-3-A,87,150,109.87,110.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated. white halo around burrow,,,
359-U1467D-13H-4-A,0,34,110.5,110.84,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains.,,,
359-U1467D-13H-4-A,34,104,110.84,111.54,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-4-A,104,124,111.54,111.74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-4-A,124,150,111.74,112,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-5-A,0,36,112,112.36,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-5-A,36,135,112.36,113.35,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,"WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Fish debris (R), Echinoderm spine (R). Black grains (R).",,,
359-U1467D-13H-5-A,135,138,113.35,113.38,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-5-A,138,150,113.38,113.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-6-A,0,76,113.5,114.26,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains.,,,
359-U1467D-13H-6-A,76,150,114.26,115,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-7-A,0,47,115,115.47,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains.,,,
359-U1467D-13H-7-A,47,63,115.47,115.63,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-CC-A,0,8,115.63,115.71,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-13H-CC-A,8,20,115.71,115.83,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-14H-1-A,0,44,115.5,115.94,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains,,,
359-U1467D-14H-1-A,44,103,115.94,116.53,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains,,,
359-U1467D-14H-1-A,103,121,116.53,116.71,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated.,,,
359-U1467D-14H-1-A,121,130,116.71,116.8,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Black grains,,,
359-U1467D-14H-1-A,130,150,116.8,117,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated.,,,
359-U1467D-14H-2-A,0,77,117,117.77,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated.,,,
359-U1467D-14H-2-A,77,114,117.77,118.14,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera,,,
359-U1467D-14H-2-A,114,150,118.14,118.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-14H-3-A,0,36,118.5,118.86,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated.,,,
359-U1467D-14H-3-A,36,150,118.86,120,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-14H-4-A,0,62,120,120.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated.,,,
359-U1467D-14H-4-A,62,92,120.62,120.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-14H-4-A,92,150,120.92,121.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated.,,,
359-U1467D-14H-5-A,0,48,121.5,121.98,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated.,,,
359-U1467D-14H-5-A,48,122,121.98,122.72,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,celestine nodule,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Celestine follows bioturbations boundaries,,,
359-U1467D-14H-5-A,122,150,122.72,123,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).Black grains. Unlithified to slightly indurated.,,,
359-U1467D-14H-6-A,0,150,123,124.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-14H-7-A,0,56,124.5,125.06,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-14H-CC-A,0,10,125.06,125.16,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-14H-CC-A,10,24,125.16,125.3,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,lithified,5,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-1-A,0,27,125,125.27,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-1-A,27,58,125.27,125.58,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-1-A,58,150,125.58,126.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Cemented grains.,,,
359-U1467D-15H-2-A,0,17,126.5,126.67,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-2-A,17,37,126.67,126.87,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-2-A,37,49,126.87,126.99,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-2-A,49,112,126.99,127.62,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,sharp,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-2-A,112,132,127.62,127.82,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-2-A,132,150,127.82,128,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-3-A,0,14,128,128.14,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-3-A,14,66,128.14,128.66,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-3-A,66,100,128.66,129,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-3-A,100,150,129,129.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-4-A,0,43,129.5,129.93,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-4-A,43,150,129.93,131,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-5-A,0,150,131,132.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) Black grains.,,,
359-U1467D-15H-6-A,0,24,132.5,132.74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-15H-6-A,24,78,132.74,133.28,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) Black grains.,,,
359-U1467D-15H-6-A,78,150,133.28,134,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R). Zoophycos?,,,
359-U1467D-15H-7-A,0,58,134,134.58,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,gradational,,WACKESTONE. Partly lithified very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R) Black grains.,,,
359-U1467D-15H-CC-A,0,16,134.58,134.74,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,unlithified,1,2.5Y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,WACKESTONE. Unlithified Very fine- to fine-grained foraminifera. Planktic foraminifera (A) and Benthic foraminifera (R).,,,
359-U1467D-16H-1-A,0,150,134.5,136,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Organics (F) and Otoliths (F).",,,
359-U1467D-16H-2-A,0,150,136,137.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Organics (F) and Otoliths (F). Packstone more in burrows.",,,
359-U1467D-16H-3-A,0,150,137.5,139,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Organics (F) and Otoliths (F). Packstone more in burrows.",,,
359-U1467D-16H-4-A,0,150,139,140.5,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Organics (F) and Echinoid spines(F). More packstone in burrow.",,,
359-U1467D-16H-5-A,0,150,140.5,142,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE to PACKSTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Organics (F) and Otoliths (F).",,,
359-U1467D-16H-6-A,0,101,142,143.01,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) and Organics (F).",,,
359-U1467D-16H-7-A,0,91,143.01,143.92,planktic foraminifer rich,wackestone,2,planktic foraminifer rich wackestone,partially lithified,3,2.5Y 6/2 (light brownish gray),fine sand,4,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,complete,6,,,,"WACKESTONE. Partially unlithified Fine-grained foraminifera. Planktic foraminifera (A), Benthic foraminifera (C) Organics (F) Mollusc fragments (F) and Otoliths (F).",,,
