Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
352-U1440A-4H-3-A,74.0,79.0,26.44,26.49,IC,irregular,sharp,sub-horizontal,,ash,,ash,ash,ash,,10YR 6/1 (gray),thin bed,unconsolidated,fine sand,4.0,medium sand,5.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,3,A,,,
352-U1440A-4H-3-A,79.0,99.0,26.49,26.69,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,3,A,,,
352-U1440A-4H-3-A,99.0,109.0,26.69,26.79,IC,planar,sharp,inclined,,ash,,ash,ash,ash,,10YR 6/1 (gray),thin bed,unconsolidated,fine sand,4.0,medium sand,5.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,3,A,,,
352-U1440A-4H-3-A,109.0,117.0,26.79,26.87,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,3,A,,,
352-U1440A-4H-3-A,117.0,122.0,26.87,26.92,IC,irregular,sharp,sub-horizontal,,ash,,ash,ash,ash,,2.5YR 6/3 (light reddish brown),thin bed,unconsolidated,fine sand,4.0,fine sand,4.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,3,A,,,
352-U1440A-4H-3-A,122.0,145.0,26.92,27.15,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,3,A,,,
352-U1440A-4H-3-A,145.0,150.0,27.15,27.2,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,4,H,3,A,,,
352-U1440A-4H-4-A,0.0,14.0,27.2,27.34,IC,irregular,sharp,sub-horizontal,,ash,,ash,ash,ash,,10YR 5/1 (gray),medium bed,unconsolidated,medium sand,5.0,medium sand,5.0,,well,normally graded,planar lamination,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,14.0,50.0,27.34,27.7,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,10YR 4/1 (dark gray),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,50.0,61.0,27.7,27.81,IC,irregular,sharp,horizontal,,ash,,ash,ash,ash,,10YR 5/1 (gray),medium bed,unconsolidated,fine sand,4.0,fine sand,4.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,61.0,97.0,27.81,28.17,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,10YR 4/1 (dark gray),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,97.0,104.0,28.17,28.24,IC,,,,tuffaceous,fine sand,,tuffaceous fine sand,tuffaceous fine sand,fine sand,,10YR 5/1 (gray),thin bed,unconsolidated,silt,2.0,fine sand,4.0,turniditic volcaniclastic sand,moderate,normally graded,planar lamination,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,104.0,108.0,28.24,28.28,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,10YR 4/1 (dark gray),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,108.0,110.0,28.28,28.3,IC,,,,tuffaceous,fine sand,,tuffaceous fine sand,tuffaceous fine sand,fine sand,,10YR 5/1 (gray),thin bed,unconsolidated,silt,2.0,fine sand,4.0,turniditic volcaniclastic sand,moderate,normally graded,planar lamination,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,110.0,111.0,28.3,28.31,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,10YR 4/1 (dark gray),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,111.0,114.0,28.31,28.34,IC,irregular,sharp,horizontal,,ash,,ash,ash,ash,,10YR 5/1 (gray),medium bed,unconsolidated,fine sand,4.0,fine sand,4.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,114.0,116.0,28.34,28.36,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,10YR 4/1 (dark gray),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,116.0,121.0,28.36,28.41,IC,irregular,sharp,horizontal,,ash,,ash,ash,ash,,10YR 5/1 (gray),medium bed,unconsolidated,fine sand,4.0,fine sand,4.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-4-A,121.0,150.0,28.41,28.7,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,10YR 4/1 (dark gray),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,4,A,,,
352-U1440A-4H-5-A,0.0,54.0,28.7,29.24,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,5,A,,,
352-U1440A-4H-5-A,54.0,62.0,29.24,29.32,IC,irregular,sharp,horizontal,,ash,,ash,ash,ash,,10YR 7/1 (light gray),medium bed,unconsolidated,fine sand,4.0,fine sand,4.0,,well,normally graded,planar lamination,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,5,A,,,
352-U1440A-4H-5-A,62.0,101.0,29.32,29.71,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,5,A,,,
352-U1440A-4H-5-A,101.0,102.0,29.71,29.72,IC,irregular,sharp,horizontal,tuffaceous,medium to coarse sand,,tuffaceous medium to coarse sand,tuffaceous medium to coarse sand,medium to coarse sand,,10YR 5/1 (gray),thin bed,unconsolidated,coarse sand,6.0,pebble,9.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,5,A,,,
352-U1440A-4H-5-A,102.0,111.0,29.72,29.81,IC,irregular,sharp,horizontal,,ash,,ash,ash,ash,,10YR 5/1 (gray),medium bed,unconsolidated,fine sand,4.0,medium sand,5.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,5,A,,,
352-U1440A-4H-5-A,111.0,150.0,29.81,30.2,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,5,A,,,
352-U1440A-4H-6-A,0.0,29.0,30.2,30.49,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,29.0,34.0,30.49,30.54,IC,irregular,sharp,horizontal,tuffaceous,medium to coarse sand,,tuffaceous medium to coarse sand,tuffaceous medium to coarse sand,medium to coarse sand,,10YR 5/1 (gray),thin bed,unconsolidated,coarse sand,6.0,pebble,9.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,34.0,37.0,30.54,30.57,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,37.0,46.0,30.57,30.66,IC,irregular,sharp,horizontal,tuffaceous,medium to coarse sand,,tuffaceous medium to coarse sand,tuffaceous medium to coarse sand,medium to coarse sand,,10YR 5/1 (gray),thin bed,unconsolidated,coarse sand,6.0,pebble,9.0,,well,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,46.0,70.5,30.66,30.905,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,70.5,72.5,30.905,30.925,IC,irregular,scoured,sub-horizontal,,lapilli-ash,,lapilli-ash,lapilli-ash,lapilli-ash,,10YR 4/1 (dark gray),,unconsolidated,fine sand,4.0,pebble,9.0,fine pumice lapilli in a fine sand matrix,poor,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,72.5,96.0,30.925,31.16,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,poor,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,96.0,98.0,31.16,31.18,IC,irregular,scoured,inclined,tuffaceous,fine sand,,tuffaceous fine sand,tuffaceous fine sand,fine sand,,10YR 2/2 (very dark brown),thin bed,unconsolidated,fine sand,4.0,medium sand,5.0,,poor,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,98.0,117.0,31.18,31.37,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,117.0,120.0,31.37,31.4,IC,irregular,sharp,horizontal,,ash,,ash,ash,ash,,10YR 7/1 (light gray),medium bed,unconsolidated,fine sand,4.0,fine sand,4.0,,well,normally graded,planar lamination,none,0.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-6-A,120.0,125.0,31.4,31.45,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,6,A,,,
352-U1440A-4H-CC-A,0.0,22.0,31.45,31.67,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,silicic biogenic and terrigenous matter increased.,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,4,H,CC,A,,,
352-U1440A-5H-1-A,0.0,78.0,32.2,32.98,IC,,,,,mud,with diatoms,mud,mud with diatoms,mud with diatoms,,2.5Y 5/2 (grayish brown),,unconsolidated,silt,2.0,silt,2.0,drill disturbance,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,1,A,,,
352-U1440A-5H-1-A,78.0,150.0,32.98,33.7,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/3 (brown),,unconsolidated,silt,2.0,silt,2.0,,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,1,A,,,
352-U1440A-5H-2-A,0.0,8.0,33.7,33.78,IIA,,,,tuffaceous,mud,,tuffaceous mud,tuffaceous mud,mud,,10YR 5/3 (brown),,unconsolidated,silt,2.0,silt,2.0,,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,8.0,12.0,33.78,33.82,IIA,irregular,scoured,sub-horizontal,,ash,,ash,ash,ash,,10YR 7/2 (light gray),thin bed,unconsolidated,silt,2.0,fine sand,4.0,,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,12.0,32.0,33.82,34.02,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/3 (brown),,unconsolidated,silt,2.0,silt,2.0,,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,32.0,35.0,34.02,34.05,IIA,planar,sharp,sub-horizontal,,ash,,ash,ash,ash,,10YR 7/1 (light gray),thin bed,unconsolidated,fine sand,4.0,medium sand,5.0,,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,35.0,94.0,34.05,34.64,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/3 (brown),,unconsolidated,silt,2.0,silt,2.0,,moderate,non-graded,mottled layer,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,94.0,97.0,34.64,34.67,IIA,irregular,sharp,sub-horizontal,tuffaceous,medium to coarse sand,,tuffaceous medium to coarse sand,tuffaceous medium to coarse sand,medium to coarse sand,,10YR 7/1 (light gray),thin bed,unconsolidated,fine sand,4.0,coarse sand,6.0,,moderate,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,97.0,113.0,34.67,34.83,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,fine sand,4.0,,moderate,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,113.0,116.0,34.83,34.86,IIA,planar,sharp,sub-horizontal,,ash,,ash,ash,ash,,10YR 7/1 (light gray),thin bed,unconsolidated,fine sand,4.0,medium sand,5.0,,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,116.0,120.0,34.86,34.9,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,fine sand,4.0,,moderate,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,120.0,123.0,34.9,34.93,IIA,irregular,scoured,sub-horizontal,tuffaceous,fine sand,,tuffaceous fine sand,tuffaceous fine sand,fine sand,,10YR 5/1 (gray),thin bed,unconsolidated,fine sand,4.0,fine sand,4.0,,moderate,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,123.0,145.0,34.93,35.15,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,fine sand,4.0,,moderate,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-2-A,145.0,150.0,35.15,35.2,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,5,H,2,A,,,
352-U1440A-5H-3-A,0.0,1.0,35.2,35.21,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,fine sand,4.0,,moderate,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,3,A,,,
352-U1440A-5H-3-A,1.0,11.0,35.21,35.31,IIA,planar,sharp,horizontal,,ash,,ash,ash,ash,,10YR 8/1 (white),thin bed,unconsolidated,fine sand,4.0,medium sand,5.0,,well,non-graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,5,H,3,A,,,
352-U1440A-5H-3-A,11.0,43.0,35.31,35.63,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,fine sand,4.0,,poor,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,3,A,,,
352-U1440A-5H-3-A,49.0,143.0,35.69,36.63,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,fine sand,4.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,"volcanic, felsic",,sub-rounded,,,,,,,,352,U1440,A,5,H,3,A,,,
352-U1440A-5H-3-A,143.0,150.0,36.63,36.7,IIA,irregular,scoured,sub-horizontal,,lapilli-ash,,lapilli-ash,lapilli-ash,lapilli-ash,,10YR 4/1 (dark gray),,unconsolidated,fine sand,4.0,medium sand,5.0,,poor,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,5,H,3,A,,,
352-U1440A-5H-4-A,0.0,69.0,36.7,37.39,IIA,irregular,scoured,sub-horizontal,,lapilli-ash,,lapilli-ash,lapilli-ash,lapilli-ash,,10YR 4/1 (dark gray),,unconsolidated,fine sand,4.0,medium sand,5.0,,poor,normally graded,,none,0.0,,,,,,,,,,,,,,,352,U1440,A,5,H,4,A,,,
352-U1440A-5H-4-A,69.0,150.0,37.39,38.2,IIA,,,,tuffaceous,mud,,tuffaceous mud,tuffaceous mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,medium sand,5.0,Starting from ca. 69 cm strong influence by flow in,poor,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,5,H,4,A,,,
352-U1440A-5H-5-A,0.0,118.0,38.2,39.38,IIA,,,,tuffaceous,mud,,tuffaceous mud,tuffaceous mud,mud,,,,,silt,2.0,medium sand,5.0,As in the base of section 4 mixture of tephra with background sediment due to drilling disturbance,poor,non-graded,,,,,,,,,,,,,,,,,,352,U1440,A,5,H,5,A,,,
352-U1440A-5H-CC-A,0.0,2.0,39.38,39.4,IIA,,,,tuffaceous,mud,,tuffaceous mud,tuffaceous mud,mud,,,,,silt,2.0,medium sand,5.0,As in the base of section 4 mixture of tephra with background sediment due to drilling disturbance,poor,non-graded,,,,,,,,,,,,,,,,,,352,U1440,A,5,H,CC,A,,,
352-U1440A-6H-1-A,0.0,111.0,39.5,40.61,IIA,irregular,gradational,sub-horizontal,,breccia,,breccia,breccia,breccia,,,,,silt,2.0,medium sand,5.0,drill disturbance !,poor,non-graded,,,,,,,,,,,,,,,,,,352,U1440,A,6,H,1,A,,,
352-U1440A-6H-1-A,111.0,150.0,40.61,41.0,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,1,A,,,
352-U1440A-6H-2-A,0.0,77.0,41.0,41.77,IIA,,,,sandy,mud,,sandy mud,sandy mud,mud,,10YR 5/1 (gray),,unconsolidated,silt,2.0,fine sand,4.0,,poor,non-graded,,moderate,2.0,,,,,,,,,,,,,,,352,U1440,A,6,H,2,A,,,
352-U1440A-6H-2-A,79.0,82.0,41.79,41.82,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,2,A,,,
352-U1440A-6H-2-A,82.0,138.0,41.82,42.38,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,2,A,,,
352-U1440A-6H-2-A,138.0,140.0,42.38,42.4,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,2,A,,,
352-U1440A-6H-2-A,140.0,146.0,42.4,42.46,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,2,A,,,
352-U1440A-6H-2-A,146.0,148.0,42.46,42.48,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,2,A,,,
352-U1440A-6H-2-A,148.0,150.0,42.48,42.5,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,2,A,,,
352-U1440A-6H-3-A,0.0,52.0,42.5,43.02,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,lithic,,angular,lithic clast (altered basalt?) from 35 to 38,,,,,,,352,U1440,A,6,H,3,A,,,
352-U1440A-6H-3-A,52.0,60.0,43.02,43.1,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,3,A,,,
352-U1440A-6H-3-A,60.0,145.0,43.1,43.95,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,"volcanic, felsic",,angular,pumice clast between 123 and 126,,,,,,,352,U1440,A,6,H,3,A,,,
352-U1440A-6H-3-A,145.0,150.0,43.95,44.0,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,352,U1440,A,6,H,3,A,,,
352-U1440A-6H-4-A,0.0,30.0,44.0,44.3,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,4,A,,,
352-U1440A-6H-4-A,30.0,33.0,44.3,44.33,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,4,A,,,
352-U1440A-6H-4-A,33.0,40.0,44.33,44.4,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,,,,,,,,,352,U1440,A,6,H,4,A,,,
352-U1440A-6H-4-A,40.0,50.0,44.4,44.5,IIA,irregular,gradational,sub-horizontal,silty,volcanic breccia-conglomerate,with pumice lapilli,silty volcanic breccia-conglomerate,silty volcanic breccia-conglomerate with pumice lapilli,volcanic breccia-conglomerate with pumice lapilli,,10YR 6/3 (pale brown),,unconsolidated,silt,2.0,pebble,9.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,,,angular,"Pumice clasts are mostly angular, less than 1 cm in size",,,,,,,352,U1440,A,6,H,4,A,,,
352-U1440A-6H-4-A,50.0,150.0,44.5,45.5,IIA,,,,silty,mud,,silty mud,silty mud,mud,,10YR 6/4 (light yellowish brown),,unconsolidated,silt,2.0,granule,8.0,,poor,non-graded,,moderate,2.0,scattered pumice,,,,mudstone,,sub-rounded,"cm sized angular clasts, probably altered volcanic clasts",,,,,,,352,U1440,A,6,H,4,A,,,
