Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1461A-33F-3-A,0,111,245.03,246.14,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers.,,,,356,U1461,A,33,F,3,A
356-U1461A-33F-4-A,0,75,246.14,246.89,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers.,,,,356,U1461,A,33,F,4,A
356-U1461A-33F-4-A,75,88,246.89,247.02,unlithified [Leg194],,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,33,F,4,A
356-U1461A-33F-CC-A,0,12,247.02,247.14,,,,,,,,,,,,,,,,,ATP,,,,356,U1461,A,33,F,CC,A
356-U1461A-34F-1-A,0,137,246.9,248.27,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some layers of more lithified sediments.,,,,356,U1461,A,34,F,1,A
356-U1461A-34F-2-A,0,143,248.27,249.7,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some layers of more lithified sediments.,,,,356,U1461,A,34,F,2,A
356-U1461A-34F-3-A,0,101,249.7,250.71,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some layers of more lithified sediments.,,,,356,U1461,A,34,F,3,A
356-U1461A-34F-4-A,0,57,250.71,251.28,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some layers of more lithified sediments.,,,,356,U1461,A,34,F,4,A
356-U1461A-34F-CC-A,0,7,251.28,251.35,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some layers of more lithified sediments.,,,,356,U1461,A,34,F,CC,A
356-U1461A-34F-CC-A,7,17,251.35,251.45,,,,,,,,,,,,,,,,,ATP,,,,356,U1461,A,34,F,CC,A
356-U1461A-35F-1-A,0,142,251.6,253.02,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some layers of more lithified sediments. Crab shells and some extraclasts (Dark and possibly mafic clast) on top part of the section.,,,,356,U1461,A,35,F,1,A
356-U1461A-35F-2-A,0,147,253.02,254.49,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,35,F,2,A
356-U1461A-35F-3-A,0,140,254.49,255.89,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some layers of more lithified sediments.,,,,356,U1461,A,35,F,3,A
356-U1461A-35F-3-A,140,147,255.89,255.96,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,35,F,3,A
356-U1461A-35F-CC-A,0,10,255.96,256.06,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,A,35,F,CC,A
356-U1461A-36F-1-A,0,141,256.3,257.71,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes somepatchess of more lithified sediments especially on the top part of the section.,,,,356,U1461,A,36,F,1,A
356-U1461A-36F-2-A,0,142,257.71,259.13,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,36,F,2,A
356-U1461A-36F-3-A,0,111,259.13,260.24,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some layers of more lithified sediments.,,,,356,U1461,A,36,F,3,A
356-U1461A-36F-4-A,0,58,260.24,260.82,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Unlithified gray skeletal wackestone with foraminifers. it includes some patchess of more lithified sediments.,,,,356,U1461,A,36,F,4,A
356-U1461A-36F-CC-A,0,12,260.82,260.94,,,,,,,,,,,,,,,,,ATP,,,,356,U1461,A,36,F,CC,A
356-U1461A-37F-1-A,0,142,261.0,262.42,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,37,F,1,A
356-U1461A-37F-2-A,0,131,262.42,263.73,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,37,F,2,A
356-U1461A-37F-3-A,0,122,263.83,265.05,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,37,F,3,A
356-U1461A-37F-4-A,0,76,265.05,265.81,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,37,F,4,A
356-U1461A-37F-CC-A,0,9,265.81,265.9,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,37,F,CC,A
356-U1461A-37F-CC-A,9,19,265.9,266.0,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,A,37,F,CC,A
356-U1461A-38F-1-A,0,141,265.7,267.11,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments. Crab shell at 40 cm.,,,,356,U1461,A,38,F,1,A
356-U1461A-38F-2-A,0,140,267.11,268.51,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,38,F,2,A
356-U1461A-38F-3-A,0,101,268.51,269.52,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,38,F,3,A
356-U1461A-38F-4-A,0,67,269.52,270.19,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,38,F,4,A
356-U1461A-38F-CC-A,0,11,270.19,270.3,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,A,38,F,CC,A
356-U1461A-39F-1-A,0,33,270.4,270.73,partially lithified,skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly partially lithified gray skeletal wackestone with foraminifers. it includes some unlithified intervals.,,,,356,U1461,A,39,F,1,A
356-U1461A-39F-1-A,33,48,270.73,270.88,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,39,F,1,A
356-U1461A-39F-1-A,48,52,270.88,270.92,lithified [B84],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,lithified gray skeletal wackestone with foraminifers.,,,,356,U1461,A,39,F,1,A
356-U1461A-39F-1-A,52,140,270.92,271.8,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,39,F,1,A
356-U1461A-39F-2-A,0,140,271.8,273.2,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,39,F,2,A
356-U1461A-39F-3-A,0,121,273.2,274.41,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,,,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,39,F,3,A
356-U1461A-39F-4-A,0,38,274.41,274.79,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,gray,,,,,,,gradational,horizontal,Mostly unlithified gray skeletal wackestone with foraminifers. it includes some patches of more lithified sediments.,,,,356,U1461,A,39,F,4,A
356-U1461A-39F-4-A,38,71,274.79,275.12,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,dark greenish gray,,,,,,,,,Mostly unlithified dark greenish gray skeletal wackestone with foraminifers. More sand size particles and shell fragments.,,,,356,U1461,A,39,F,4,A
356-U1461A-40F-1-A,0,11,275.1,275.21,unlithified [Leg194],skeletal,wackestone [E&K72; D62],2,with foraminifers [2014],skeletal wackestone with foraminifers,pelagic,dark gray,,,,,common [B06],4,sharp,,Mostly unlithified dark gray skeletal wackestone with foraminifers. More sand size particles and shell fragments.,,,,356,U1461,A,40,F,1,A
356-U1461A-40F-1-A,11,50,275.21,275.6,unlithified [Leg194],skeletal,mudstone [E&K72; D62],1,with clay [2014],skeletal mudstone with clay,hemipelagic,creamy gray,foraminifera (small benthic),,,,moderate [B06],3,,,Creamy gray unlithified skeletal mudstone with clay. Bioturbation patches (dark gray patches) are common. Some peloids are identified.,,,,356,U1461,A,40,F,1,A
356-U1461A-40F-1-A,50,55,275.6,275.65,,,,,,,,,,,,,,,,,VOID,,,,356,U1461,A,40,F,1,A
356-U1461A-40F-1-A,55,60,275.65,275.7,lithified [B84],skeletal,wackestone [E&K72; D62],2,,skeletal wackestone,hemipelagic,creamy gray,foraminifera (small benthic),,,,moderate [B06],3,sharp,,Creamy gray lithified skeletal wackestone with clay. Bioturbation patches (white gray patches) are visible.,,,,356,U1461,A,40,F,1,A
356-U1461A-40F-1-A,60,140,275.7,276.5,unlithified [Leg194],skeletal,mudstone [E&K72; D62],1,,skeletal mudstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,moderate [B06],3,,,Creamy gray unlithified skeletal mudstone with clay. Bioturbation patches (dark gray patches) are common. Some peloids are identified.,,,,356,U1461,A,40,F,1,A
356-U1461A-40F-2-A,0,136,276.5,277.86,unlithified [Leg194],skeletal,mudstone [E&K72; D62],1,,skeletal mudstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,Creamy gray unlithified skeletal mudstone with clay. Bioturbation patches (darker gray patches) are common.,,,,356,U1461,A,40,F,2,A
356-U1461A-40F-3-A,0,101,277.91,278.92,unlithified [Leg194],skeletal,mudstone [E&K72; D62],1,,skeletal mudstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,Creamy gray unlithified skeletal mudstone with clay. Bioturbation patches (darker gray patches) are common.,,,,356,U1461,A,40,F,3,A
356-U1461A-40F-4-A,0,57,278.92,279.49,unlithified [Leg194],skeletal,mudstone [E&K72; D62],1,,skeletal mudstone,hemipelagic,creamy gray,foraminifera (small benthic),,,,,,,,Creamy gray unlithified skeletal mudstone with clay. Bioturbation patches (darker gray patches) are common.,,,,356,U1461,A,40,F,4,A
356-U1461A-40F-CC-A,0,11,279.49,279.6,,,,,,,,,,,,,,,,,ATP,,,,356,U1461,A,40,F,CC,A
356-U1461A-41F-1-A,0,140,279.8,281.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,cream,,,,,slight [B06],2,,,unlithified creamy mudstone with clay. small number of gray bioturbation patches are visible. Small benthic foraminifers.,,,,356,U1461,A,41,F,1,A
356-U1461A-41F-2-A,0,140,281.2,282.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,cream,,,,,moderate [B06],3,,,unlithified creamy mudstone with clay. Gray bioturbation patches are more visible. Small benthic foraminifers.,,,,356,U1461,A,41,F,2,A
356-U1461A-41F-3-A,0,140,282.6,284.0,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,cream,,,,,common [B06],4,,,unlithified creamy mudstone with clay. Gray bioturbation patches are more visible. Small benthic foraminifers.,,,,356,U1461,A,41,F,3,A
356-U1461A-41F-4-A,0,64,284.0,284.64,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,cream,,,,,slight [B06],2,,,unlithified creamy mudstone with clay. small number of gray bioturbation patches are visible. Small benthic foraminifers.,,,,356,U1461,A,41,F,4,A
356-U1461A-41F-CC-A,0,5,284.64,284.69,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,pelagic,cream,,,,,,,,,unlithified creamy mudstone with clay. Small benthic foraminifers.,,,,356,U1461,A,41,F,CC,A
356-U1461A-41F-CC-A,5,15,284.69,284.79,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,A,41,F,CC,A
356-U1461A-42F-CC-A,0,5,284.5,284.55,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,A,42,F,CC,A
356-U1461A-42F-CC-A,5,12,284.55,284.62,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,pelagic,cream,,,,,,,,,unlithified creamy mudstone with clay. Small benthic foraminifers.,,,,356,U1461,A,42,F,CC,A
356-U1461A-42F-CC-A,12,21,284.62,284.71,unlithified [Leg194],,rudstone [E&K72; D62],6,,rudstone,neretic,creamy gray,gastropod,,,,,,,,"Unlithified cream and gray mixture of carbonate clast grains, gastropods and bioclastic fragments.",,,,356,U1461,A,42,F,CC,A
