Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data
355-U1456E-11R-2-A,0,152,1036.98,1038.5,,,calcilutite,,calcilutite,,,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-11R-3-A,0,123,1038.5,1039.73,,,calcilutite,,calcilutite,,,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-11R-4-A,0,36,1039.73,1040.09,,,calcilutite,,calcilutite,,,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-11R-4-A,36,82,1040.09,1040.55,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),50,pebble,9,pebble,9,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),50,clay,1,silt,2,,100,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-11R-4-A,82,104,1040.55,1040.77,,,calcilutite,,calcilutite,,,light gray,GLEY 1 7/10Y (light greenish grey),,silt,2,silt,2,,,,,,,,,,,,,,,,,planar,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-11R-4-A,104,137,1040.77,1041.1,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),60,pebble,9,pebble,9,,silty,claystone,,silty claystone,silty claystone,claystone,gray,10YR 5/1 (gray),40,,,,,,100,,,,,,,,,,,,,,,,
355-U1456E-11R-5-A,0,84,1041.1,1041.94,,,conglomerate,,conglomerate,,convolute bedded,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-11R-6-A,0,64,1041.94,1042.58,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-11R-6-A,64,73,1042.58,1042.67,,,nannofossil chalk,,nannofossil chalk,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-12R-1-A,0,49,1044.7,1045.19,,,nannofossil chalk,,nannofossil chalk,,Zoophycos,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,heavy,5,,,,,,
355-U1456E-12R-1-A,49,105,1045.19,1045.75,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-12R-1-A,105,120,1045.75,1045.9,,silty,claystone,,silty claystone,,,gray,GLEY 1 4/5G (dark greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-12R-1-A,120,143,1045.9,1046.13,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-12R-2-A,0,101,1046.13,1047.14,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,cobble,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-12R-3-A,0,80,1047.14,1047.94,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-12R-CC-A,0,13,1047.94,1048.07,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/10GY (dark greenish gray),50,pebble,9,pebble,9,,,nannofossil chalk,,nannofossil chalk,nannofossil chalk,nannofossil chalk,light gray,GLEY 1 7/10Y (light greenish grey),50,clay,1,clay,1,,100,,,,,,,,,,,,,,,,
355-U1456E-13R-1-A,0,44,1053.9,1054.34,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/10Y (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-13R-1-A,44,101,1054.34,1054.91,,,limestone,,limestone,,,light gray,GLEY 1 8/5GY (light greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-13R-1-A,101,113,1054.91,1055.03,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/10Y (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-13R-CC-A,0,20,1055.03,1055.23,,,limestone,,limestone,,,light gray,GLEY 1 8/5G (light greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-14R-1-A,0,20,1063.1,1063.3,,,claystone,,claystone,,,brown,10YR 3/3 (dark brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-14R-1-A,20,36,1063.3,1063.46,,,breccia,,breccia,,,brown,10YR 3/3 (dark brown),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456E-14R-1-A,36,50,1063.46,1063.6,,,limestone,,limestone,,,light gray,10YR 6/3 (pale brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456E-14R-1-A,50,69,1063.6,1063.79,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-14R-1-A,69,94,1063.79,1064.04,,,claystone,,claystone,,,dark gray,GLEY 1 2.5/10Y (greenish black),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,
355-U1456E-14R-1-A,94,132,1064.04,1064.42,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456E-14R-2-A,0,128,1064.42,1065.7,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),90,granule,8,pebble,9,,,claystone,,claystone,claystone,claystone,greenish gray,GLEY 1 4/5GY (dark greenish gray),10,,,,,,100,,,,very thickly bedded,,,,,slight,2,,,,,,
355-U1456E-14R-CC-A,10,22,1065.8,1065.92,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456E-15R-1-A,0,87,1072.4,1073.27,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,inclined,thickly bedded,,,,,,,,,,,,
355-U1456E-15R-1-A,87,101,1073.27,1073.41,,silty,claystone,,silty claystone,,,light gray,10YR 6/3 (pale brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456E-15R-CC-A,0,14,1073.41,1073.55,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456E-16R-1-A,0,95,1072.9,1073.85,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-16R-1-A,95,110,1073.85,1074,,,claystone,,claystone,,,dark gray,10YR 4/2 (dark grayish brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,inclined,medium bedded,,,,,,,,,,,,
355-U1456E-16R-1-A,110,125,1074,1074.15,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-16R-1-A,125,138,1074.15,1074.28,,,claystone,,claystone,,,dark gray,10YR 4/2 (dark grayish brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-16R-1-A,138,150,1074.28,1074.4,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,,,,,,,,
355-U1456E-16R-2-A,0,16,1074.4,1074.56,,,claystone,,claystone,,,dark gray,10YR 4/2 (dark grayish brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-16R-2-A,16,56,1074.56,1074.96,,,breccia,,breccia,,,gray,GLEY 1 5/10Y (greenish gray),,granule,8,pebble,9,,,,,,,,,,,,,,,,,erosive,sharp,inclined,thickly bedded,,,,,,,,,,,,
355-U1456E-16R-2-A,56,150,1074.96,1075.9,,,calcarenite,,calcarenite,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456E-16R-3-A,0,135,1075.9,1077.25,,,calcarenite,,calcarenite,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,very thickly bedded,,,,,,,,,,,,
355-U1456E-16R-4-A,0,89,1077.25,1078.14,,,calcarenite,,calcarenite,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456E-16R-5-A,0,88,1078.14,1079.02,,,calcarenite,,calcarenite,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456E-16R-6-A,0,75,1079.02,1079.77,,,calcarenite,,calcarenite,,,light green,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,,,,,,,,
355-U1456E-17R-1-A,0,4,1081.1,1081.14,,silty,claystone,,silty claystone,,,brown,10YR 5/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-17R-1-A,4,150,1081.14,1082.6,,,limestone,,limestone,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-17R-2-A,0,66,1082.6,1083.26,,,limestone,,limestone,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-17R-2-A,0,133,1082.6,1083.93,,,calcarenite,,calcarenite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-17R-2-A,66,133,1083.26,1083.93,,,limestone,,limestone,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-17R-2-A,133,150,1083.93,1084.1,,,calcarenite,,calcarenite,,,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-17R-3-A,0,104,1083.93,1084.97,,,calcarenite,,calcarenite,,,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-17R-4-A,0,104,1084.97,1086.01,,,calcarenite,,calcarenite,,,light gray,GLEY 1 7/10Y (light greenish grey),,very fine sand,3,fine sand,4,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-17R-4-A,104,147,1086.01,1086.44,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-17R-5-A,0,48,1086.44,1086.92,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-17R-5-A,48,100,1086.92,1087.44,,nannofossil rich,claystone,,nannofossil rich claystone,,,greenish gray,2.5Y 4/3 (olive brown),,clay,1,coarse sand,6,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-17R-5-A,100,136,1087.44,1087.8,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-17R-6-A,0,31,1087.8,1088.11,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),60,pebble,9,pebble,9,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 4/3 (brown),40,clay,1,silt,2,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-17R-6-A,31,94,1088.11,1088.74,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-17R-6-A,94,117,1088.74,1088.97,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),70,pebble,9,pebble,9,,nannofossil rich,claystone,,nannofossil rich claystone,nannofossil rich claystone,claystone,brown,10YR 4/3 (brown),30,clay,1,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456E-17R-7-A,0,38,1088.97,1089.35,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,brown,10YR 4/3 (brown),90,clay,1,silt,2,,,conglomerate,,conglomerate,conglomerate,conglomerate,brown,10YR 4/3 (brown),10,granule,8,granule,8,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-17R-7-A,38,52,1089.35,1089.49,,nannofossil rich,claystone,,nannofossil rich claystone,,,brown,10YR 4/3 (brown),70,clay,1,silt,2,,,conglomerate,,conglomerate,conglomerate,conglomerate,brown,10YR 4/3 (brown),30,pebble,9,pebble,9,,100,gradational,gradational,sub-horizontal,thinly bedded,,,,,,,,,,,,
355-U1456E-17R-7-A,52,113,1089.49,1090.1,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,brown,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-17R-CC-A,0,17,1090.1,1090.27,,nannofossil rich,claystone,,nannofossil rich claystone,,burrows,brown,10YR 4/3 (brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-18R-1-A,0,40,1090.8,1091.2,,,breccia,,breccia,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-18R-1-A,40,111,1091.2,1091.91,,,limestone,,limestone,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-18R-2-A,0,116,1091.91,1093.07,,,limestone,,limestone,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-18R-3-A,0,94,1093.07,1094.01,,,limestone,,limestone,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-18R-3-A,94,123,1094.01,1094.3,,,breccia,,breccia,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-18R-CC-A,0,18,1094.3,1094.48,,,breccia,,breccia,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-19R-1-A,0,126,1100.1,1101.36,,,conglomerate,,conglomerate,,,gray,GLEY 1 4/5GY (dark greenish gray),,pebble,9,pebble,9,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-19R-1-A,126,138,1101.36,1101.48,,,limestone,,limestone,,,brown,10YR 6/3 (pale brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-19R-2-A,0,18,1101.48,1101.66,,,limestone,,limestone,,,brown,10YR 6/3 (pale brown),,clay,1,silt,2,,,,,,,,,,,,,,,,,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-19R-2-A,19,60,1101.67,1102.08,,,sandstone,,sandstone,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),50,fine sand,4,fine sand,4,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 3/10Y (very dark greenish gray),50,clay,1,silt,2,,100,planar,sharp,horizontal,medium bedded,,,,,,,,,,,,
355-U1456E-19R-2-A,60,95,1102.08,1102.43,,,sandstone,,sandstone,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),90,fine sand,4,coarse sand,6,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,clay,1,silt,2,,100,,,,,,,,,,,,,,,,
355-U1456E-19R-3-A,0,84,1102.43,1103.27,,,sandstone,,sandstone,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-19R-4-A,0,81,1103.27,1104.08,,,sandstone,,sandstone,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),80,fine sand,4,coarse sand,6,,silty,claystone,,silty claystone,silty claystone,claystone,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,clay,1,silt,2,,100,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,
355-U1456E-19R-4-A,81,98,1104.08,1104.25,,silty,sandstone,,silty sandstone,,,gray,GLEY 1 5/N (gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355-U1456E-19R-CC-A,0,17,1104.25,1104.42,,silty,sandstone,,silty sandstone,,,gray,GLEY 1 5/N (gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
