Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
346-U1426D-2H-1-A,49,63,4.89,5.03,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,1,A,
346-U1426D-2H-1-A,63,103,5.03,5.43,,clay ,,clay ,,,,color banding,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,1,A,
346-U1426D-2H-1-A,103,150,5.43,5.9,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,1,A,
346-U1426D-2H-2-A,0,150,5.9,7.4,,clay ,,clay ,,,,color banding,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,2,A,
346-U1426D-2H-3-A,0,27,7.4,7.67,,clay ,,clay ,,,,,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,3,A,
346-U1426D-2H-3-A,27,74,7.67,8.14,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,3,A,
346-U1426D-2H-3-A,74,150,8.14,8.9,foraminifer rich,clay ,,foraminifer rich clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,foraminifer rich  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,3,A,
346-U1426D-2H-3-A,80,98,8.2,8.38,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,3,A,
346-U1426D-2H-4-A,0,150,8.9,10.4,foraminifer rich,clay ,,foraminifer rich clay ,,,,color banding,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,foraminifer rich  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,4,A,
346-U1426D-2H-5-A,0,150,10.4,11.9,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,5,A,
346-U1426D-2H-5-A,128,134,11.68,11.74,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,5,A,
346-U1426D-2H-6-A,0,150,11.9,13.4,,clay ,,clay ,,,,color banding,10Y 4/1 (dark greenish gray),slight ,1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,6,A,
346-U1426D-2H-6-A,33,42,12.23,12.32,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,6,A,
346-U1426D-2H-7-A,0,34,13.4,13.74,,clay ,,clay ,,,,,10YR 3/1 (very dark gray),heavy ,3,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,7,A,
346-U1426D-2H-7-A,34,62,13.74,14.02,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,7,A,
346-U1426D-2H-7-A,34.3,62,13.743,14.02,foraminifer rich,clay ,,foraminifer rich clay ,,,,,10YR 3/1 (very dark gray),heavy ,3,,,,,,,,,,,,,,,foraminifer rich  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,7,A,
346-U1426D-2H-CC-A,0,27,14.02,14.29,,clay ,,clay ,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,2,H,CC,A,
346-U1426D-3H-1-A,0,130.5,13.9,15.205,,clay ,,clay ,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,1,A,
346-U1426D-3H-1-A,124,150,15.14,15.4,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,1,A,
346-U1426D-3H-1-A,130.5,131,15.205,15.21,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,1,A,
346-U1426D-3H-1-A,131,150,15.21,15.4,,clay ,,clay ,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,1,A,
346-U1426D-3H-2-A,0,150,15.4,16.9,,clay ,,clay ,,,,,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,2,A,
346-U1426D-3H-2-A,117,150,16.57,16.9,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,2,A,
346-U1426D-3H-3-A,0,12,16.9,17.02,foraminifer rich,clay ,,foraminifer rich clay ,,,,color banding,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,3,A,
346-U1426D-3H-3-A,12,13,17.02,17.03,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,3,A,
346-U1426D-3H-3-A,13,150,17.03,18.4,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,3,A,
346-U1426D-3H-4-A,0,152,18.4,19.92,,clay ,,clay ,,,,color banding,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,4,A,
346-U1426D-3H-4-A,44,55,18.84,18.95,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,4,A,
346-U1426D-3H-5-A,0,154,19.92,21.46,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,5,A,
346-U1426D-3H-5-A,25,34,20.17,20.26,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,5,A,
346-U1426D-3H-6-A,0,154,21.46,23,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,6,A,
346-U1426D-3H-7-A,0,84,23,23.84,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,7,A,
346-U1426D-3H-CC-A,0,27,23.84,24.11,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,3,H,CC,A,
346-U1426D-4H-1-A,0,135,23.4,24.75,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,1,A,
346-U1426D-4H-1-A,135,137,24.75,24.77,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,1,A,
346-U1426D-4H-1-A,137,150,24.77,24.9,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,1,A,
346-U1426D-4H-2-A,0,138,24.78,26.16,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,2,A,
346-U1426D-4H-3-A,0,150,26.29,27.79,,tephra ,,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,3,A,
346-U1426D-4H-4-A,0,150,27.79,29.29,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,4,A,
346-U1426D-4H-4-A,101,110,28.8,28.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slump fold [BJ80],,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,4,A,
346-U1426D-4H-5-A,0,150,29.29,30.79,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),slight ,1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,5,A,
346-U1426D-4H-5-A,85,93,30.14,30.22,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,5,A,
346-U1426D-4H-6-A,0,150,30.8,32.3,calcareous bearing,clay [Leg210],,calcareous bearing clay ,,,,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,calcareous bearing  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,6,A,
346-U1426D-4H-7-A,0,82,32.3,33.12,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,7,A,
346-U1426D-4H-CC-A,0,31,33.12,33.43,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,4,H,CC,A,
346-U1426D-5H-1-A,0,56,32.9,33.46,,clay [Leg210],,clay ,,,,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,1,A,
346-U1426D-5H-2-A,0,146,33.46,34.92,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,color banding,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,2,A,
346-U1426D-5H-2-A,70,76,34.16,34.22,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,2,A,
346-U1426D-5H-2-A,146,151,34.92,34.97,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,2,A,
346-U1426D-5H-3-A,0,150,34.97,36.47,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze ,,,,color banding,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer rich  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,3,A,
346-U1426D-5H-3-A,36,38,35.33,35.35,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,3,A,
346-U1426D-5H-4-A,0,142,36.47,37.89,foraminifer bearing,silty clay [MMK88],,foraminifer bearing silty clay ,,,,mottling [BJ80],5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,4,A,
346-U1426D-5H-5-A,0,90,37.89,38.79,foraminifer bearing,silty clay [MMK88],,foraminifer bearing silty clay ,,,,mottling [BJ80],5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,5,A,
346-U1426D-5H-5-A,90,110,38.79,38.99,foraminifer bearing,silty clay [MMK88],,foraminifer bearing silty clay ,,,,lamination,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,5,A,
346-U1426D-5H-6-A,0,23,38.99,39.22,foraminifer bearing,silty clay [MMK88],,foraminifer bearing silty clay ,,,,lamination,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer bearing  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,6,A,
346-U1426D-5H-6-A,23,23.5,39.22,39.225,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,6,A,
346-U1426D-5H-6-A,23.5,107,39.225,40.06,foraminifer bearing,clay [Leg210],,foraminifer bearing clay ,,,,lamination,5Y 3/2 (dark olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer bearing  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,6,A,
346-U1426D-5H-6-A,107,150,40.06,40.49,,clay [Leg210],,clay ,,,,color banding,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,6,A,
346-U1426D-5H-7-A,0,7.3,40.49,40.563,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,color banding,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,7,A,
346-U1426D-5H-7-A,0,23,40.49,40.72,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,7,A,
346-U1426D-5H-7-A,7.3,7.5,40.563,40.565,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,7,A,
346-U1426D-5H-7-A,7.5,142,40.565,41.91,,nannofossil ooze [Leg339],,nannofossil ooze ,,,,color banding,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,7,A,
346-U1426D-5H-7-A,40,45,40.89,40.94,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,7,A,
346-U1426D-5H-7-A,83,142,41.32,41.91,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,7,A,
346-U1426D-5H-8-A,0,57,41.91,42.48,foraminifer bearing,clay [Leg210],,foraminifer bearing clay ,,,,color banding,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer bearing  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,8,A,
346-U1426D-5H-CC-A,0,46,42.48,42.94,,clay [Leg210],,clay ,,,,color banding,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,5,H,CC,A,
346-U1426D-6H-1-A,0,66,42.4,43.06,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,1,A,
346-U1426D-6H-1-A,66,77,43.06,43.17,,tephra [FS84],,tephra ,vitric,,,patch or bleb,,complete [DB86],4,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,1,A,
346-U1426D-6H-1-A,77,150,43.17,43.9,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,1,A,
346-U1426D-6H-2-A,0,121,43.9,45.11,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,2,A,
346-U1426D-6H-3-A,0,17,45.11,45.28,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,3,A,
346-U1426D-6H-3-A,17,21,45.28,45.32,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,3,A,
346-U1426D-6H-3-A,21,137,45.32,46.48,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/1 (very dark gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,3,A,
346-U1426D-6H-4-A,0,114,46.48,47.62,nannofossil rich,clay [Leg210],with foraminifers [Leg339],nannofossil rich clay  with foraminifers ,,,,color banding,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,4,A,
346-U1426D-6H-4-A,55,77,47.03,47.25,,,,,,,,lamination,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,4,A,
346-U1426D-6H-5-A,0,72,47.62,48.34,foraminifer bearing,clay [Leg210],,foraminifer bearing clay ,,,,color banding,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer bearing  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,5,A,
346-U1426D-6H-5-A,72,75,48.34,48.37,,tephra [FS84],,tephra ,vitric,,,,,,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,5,A,
346-U1426D-6H-5-A,75,151,48.37,49.13,foraminifer bearing,clay [Leg210],,foraminifer bearing clay ,,,,color banding,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,foraminifer bearing  clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,5,A,
346-U1426D-6H-5-A,76,81,48.38,48.43,,,,,,,,lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,5,A,
346-U1426D-6H-6-A,0,150,49.13,50.63,nannofossil rich,clay [Leg210],with foraminifers [Leg339],nannofossil rich clay  with foraminifers ,,,,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,6,A,
346-U1426D-6H-7-A,0,77,50.63,51.4,nannofossil rich,clay [Leg210],with foraminifers [Leg339],nannofossil rich clay  with foraminifers ,,,,,5Y 5/2 (olive gray),slight [DB86],1,,,,,,,,,,,,,,,nannofossil rich  clay ,clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,D,6,H,7,A,
