Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample
361,U1478,A,1,1-1,H,1,A,0,150.0,0.0,1.5,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,light greenish gray,5Y 3/2 (dark olive gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-1H-1-A
361,U1478,A,1,1-2,H,2,A,0,150.0,1.5,3.0,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,light greenish gray,5Y 3/2 (dark olive gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-1H-2-A
361,U1478,A,1,1-3,H,3,A,0,150.0,3.0,4.5,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-1H-3-A
361,U1478,A,1,1-4,H,4,A,0,135.5,4.5,5.855,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-1H-4-A
361,U1478,A,1,1-5,H,5,A,0,54.0,5.9,6.44,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-1H-5-A
361,U1478,A,1,1-CC,H,CC,A,0,17.0,6.44,6.61,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-1H-CC-A
361,U1478,A,2,2-1,H,1,A,0,150.0,6.7,8.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-2H-1-A
361,U1478,A,2,2-2,H,2,A,0,150.0,8.2,9.7,1,sandy,silt [2014],with foraminifers,sandy silt,sandy silt with foraminifers,silt with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-2H-2-A
361,U1478,A,2,2-3,H,3,A,0,150.0,9.7,11.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-2H-3-A
361,U1478,A,2,2-4,H,4,A,0,150.0,11.2,12.7,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-2H-4-A
361,U1478,A,2,2-5,H,5,A,0,150.0,12.7,14.2,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-2H-5-A
361,U1478,A,2,2-6,H,6,A,0,94.5,14.2,15.145,1,,sand [2014],with foraminifers,sand,sand with foraminifers,sand with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,abundant [A79],,,,,361-U1478A-2H-6-A
361,U1478,A,2,2-7,H,7,A,0,52.0,15.2,15.72,1,sandy,silt [2014],with foraminifers,sandy silt,sandy silt with foraminifers,silt with foraminifers,dark greenish gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,,shell fragment,present [A79],,,,,361-U1478A-2H-7-A
