Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1405B-11H-3-A,342,U1405,B,11,11-3,H,3,A,0,150,92.71,94.21,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1405B-11H-4-A,342,U1405,B,11,11-4,H,4,A,0,150,94.21,95.71,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-11H-5-A,342,U1405,B,11,11-5,H,5,A,0,152,95.71,97.23,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-11H-6-A,342,U1405,B,11,11-6,H,6,A,0,150,97.23,98.73,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-11H-7-A,342,U1405,B,11,11-7,H,7,A,0,86,98.73,99.59,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-11H-CC-A,342,U1405,B,11,11-CC,H,CC,A,0,22,99.59,99.86,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-12H-1-A,342,U1405,B,12,12-1,H,1,A,0,150,100,101.5,biosiliceous [Leg339],clay [Leg339],with silt [Leg339],biosiliceous  clay  with silt ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with silt ,,,,,,,
342-U1405B-12H-2-A,342,U1405,B,12,12-2,H,2,A,0,150,101.5,103,biosiliceous [Leg339],clay [Leg339],with silt [Leg339],biosiliceous  clay  with silt ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with silt ,,,,,,,
342-U1405B-12H-3-A,342,U1405,B,12,12-3,H,3,A,0,150,103,104.5,biosiliceous [Leg339],clay [Leg339],with silt [Leg339],biosiliceous  clay  with silt ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with silt ,,,,,,,
342-U1405B-12H-4-A,342,U1405,B,12,12-4,H,4,A,0,150,104.5,106,biosiliceous [Leg339],clay [Leg339],with silt [Leg339],biosiliceous  clay  with silt ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with silt ,,,,,,,
342-U1405B-12H-5-A,342,U1405,B,12,12-5,H,5,A,0,150,106,107.5,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,,
342-U1405B-12H-6-A,342,U1405,B,12,12-6,H,6,A,0,150,107.5,109,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-12H-7-A,342,U1405,B,12,12-7,H,7,A,0,67,109,109.67,biosiliceous [Leg339],clay [Leg339],with silt [Leg339],biosiliceous  clay  with silt ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with silt ,,,,,,,
342-U1405B-12H-CC-A,342,U1405,B,12,12-CC,H,CC,A,0,20,109.67,109.93,biosiliceous [Leg339],clay [Leg339],with silt [Leg339],biosiliceous  clay  with silt ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with silt ,,,,,,,
342-U1405B-13H-1-A,342,U1405,B,13,13-1,H,1,A,30,150,109.5,111,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,Presence of a Mn nodule at 14 to 23 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-13H-2-A,342,U1405,B,13,13-2,H,2,A,0,150,111,112.5,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-13H-3-A,342,U1405,B,13,13-3,H,3,A,0,150,112.5,114,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-13H-4-A,342,U1405,B,13,13-4,H,4,A,0,150,114,115.5,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-13H-5-A,342,U1405,B,13,13-5,H,5,A,0,150,115.5,117,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-13H-6-A,342,U1405,B,13,13-6,H,6,A,0,126,117,118.26,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-13H-7-A,342,U1405,B,13,13-7,H,7,A,0,66,118.26,118.92,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,a disturbed interval between 39 and 47 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-14H-1-A,342,U1405,B,14,14-1,H,1,A,16,150,119,120.5,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-14H-2-A,342,U1405,B,14,14-2,H,2,A,0,150,120.5,122,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-14H-3-A,342,U1405,B,14,14-3,H,3,A,0,32,122,122.32,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-14H-3-A,342,U1405,B,14,14-3,H,3,A,32,102,122.32,123.02,,biosiliceous ooze [Leg339],with clay [Leg339],biosiliceous ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous ooze ,biosiliceous ooze   with clay ,,,,,,,
342-U1405B-14H-3-A,342,U1405,B,14,14-3,H,3,A,102,150,123.02,123.5,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1405B-14H-4-A,342,U1405,B,14,14-4,H,4,A,0,30,123.5,123.8,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-14H-4-A,342,U1405,B,14,14-4,H,4,A,30,115,123.8,124.65,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-14H-4-A,342,U1405,B,14,14-4,H,4,A,115,150,124.65,125,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-14H-5-A,342,U1405,B,14,14-5,H,5,A,0,150,125,126.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-14H-6-A,342,U1405,B,14,14-6,H,6,A,0,101,126.5,127.51,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-14H-7-A,342,U1405,B,14,14-7,H,7,A,0,85,127.52,128.37,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-14H-CC-A,342,U1405,B,14,14-CC,H,CC,A,0,7,128.38,128.44,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-15H-1-A,342,U1405,B,15,15-1,H,1,A,40,81,128.5,129.31,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],,silty   clay ,silty  clay  with nannofossils ,clay   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-15H-2-A,342,U1405,B,15,15-2,H,2,A,0,150,129.31,130.81,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],,silty   clay ,silty  clay  with nannofossils ,clay   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-15H-3-A,342,U1405,B,15,15-3,H,3,A,0,150,130.81,132.31,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],,silty   clay ,silty  clay  with nannofossils ,clay   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-15H-4-A,342,U1405,B,15,15-4,H,4,A,0,150,132.31,133.81,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],,silty   clay ,silty  clay  with nannofossils ,clay   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-15H-5-A,342,U1405,B,15,15-5,H,5,A,0,150,133.81,135.31,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],,silty   clay ,silty  clay  with nannofossils ,clay   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-15H-6-A,342,U1405,B,15,15-6,H,6,A,0,133,135.31,136.64,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,clay [Leg339],,silty   clay ,silty  clay  with nannofossils ,clay   with nannofossils ,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-15H-CC-A,342,U1405,B,15,15-CC,H,CC,A,0,14,136.64,136.83,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,nannofossil ooze [Leg339],,foraminiferal   nannofossil ooze ,foraminiferal  nannofossil ooze ,nannofossil ooze ,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-1-A,342,U1405,B,16,16-1,H,1,A,40,150,138,139.5,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-2-A,342,U1405,B,16,16-2,H,2,A,0,115,139.5,140.65,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-2-A,342,U1405,B,16,16-2,H,2,A,115,150,140.65,141,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-3-A,342,U1405,B,16,16-3,H,3,A,0,93,141,141.93,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10GY 6/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-3-A,342,U1405,B,16,16-3,H,3,A,93,150,141.93,142.5,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-4-A,342,U1405,B,16,16-4,H,4,A,0,68,142.5,144,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-4-A,342,U1405,B,16,16-4,H,4,A,74,150,142.5,144,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-5-A,342,U1405,B,16,16-5,H,5,A,0,150,144,145.5,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-16H-6-A,342,U1405,B,16,16-6,H,6,A,0,153,145.5,147.03,,nannofossil ooze [Leg339],with radiolarians [Leg339],nannofossil ooze  with radiolarians ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with radiolarians ,,,,,,,
342-U1405B-17H-1-A,342,U1405,B,17,17-1,H,1,A,9,150,147.5,149,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-17H-2-A,342,U1405,B,17,17-2,H,2,A,0,150,149,150.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-17H-3-A,342,U1405,B,17,17-3,H,3,A,0,150,150.5,152,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-17H-4-A,342,U1405,B,17,17-4,H,4,A,0,150,152,153.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,,
342-U1405B-17H-5-A,342,U1405,B,17,17-5,H,5,A,0,150,153.5,155,diatomaceous [Leg339],clay [Leg339],with nannofossils [Leg339],diatomaceous  clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   clay ,clay   with nannofossils ,,,,,,,
342-U1405B-17H-6-A,342,U1405,B,17,17-6,H,6,A,0,100,155,156,diatomaceous [Leg339],clay [Leg339],with nannofossils [Leg339],diatomaceous  clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   clay ,clay   with nannofossils ,,,,,,,
342-U1405B-17H-7-A,342,U1405,B,17,17-7,H,7,A,0,71,156,156.71,diatomaceous [Leg339],clay [Leg339],with nannofossils [Leg339],diatomaceous  clay  with nannofossils ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   clay ,clay   with nannofossils ,,,,,,,
342-U1405B-17H-CC-A,342,U1405,B,17,17-CC,H,CC,A,0,10,156.71,156.81,,,,,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diatomaceous   clay ,clay   with nannofossils ,,,,,,,
342-U1405B-18H-1-A,342,U1405,B,18,18-1,H,1,A,0,150,157,158.5,nannofossil [Leg339],clay [Leg339],with biogenic components [Leg339],nannofossil  clay  with biogenic components ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biogenic components ,,,,,,,
342-U1405B-18H-2-A,342,U1405,B,18,18-2,H,2,A,0,15,158.5,158.65,nannofossil [Leg339],clay [Leg339],with biogenic components [Leg339],nannofossil  clay  with biogenic components ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay   with biogenic components ,,,,,,,
342-U1405B-18H-2-A,342,U1405,B,18,18-2,H,2,A,10,38,158.6,158.88,,,,,,,,,,,fracture,"sub-vertical fracture filled with very dark material, likely sulfides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405B-18H-2-A,342,U1405,B,18,18-2,H,2,A,15,150,158.65,160,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,,
342-U1405B-18H-3-A,342,U1405,B,18,18-3,H,3,A,0,150,160,161.5,,clay [Leg339],,clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1405B-18H-4-A,342,U1405,B,18,18-4,H,4,A,0,150,161.5,163,,clay [Leg339],,clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1405B-18H-5-A,342,U1405,B,18,18-5,H,5,A,0,112,163,164.12,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,,
342-U1405B-18H-6-A,342,U1405,B,18,18-6,H,6,A,0,16,164.12,164.28,,clay [Leg339],,clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1405B-18H-6-A,342,U1405,B,18,18-6,H,6,A,16,109,164.28,165.21,,clay [Leg339],,clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1405B-18H-7-A,342,U1405,B,18,18-7,H,7,A,0,90,165.21,166.11,,clay [Leg339],,clay ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1405B-18H-CC-A,342,U1405,B,18,18-CC,H,CC,A,0,18,166.11,166.34,,clay [Leg339],,clay ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1405B-19H-1-A,342,U1405,B,19,19-1,H,1,A,0,150,166.5,168,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-19H-2-A,342,U1405,B,19,19-2,H,2,A,0,150,168,169.5,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-19H-3-A,342,U1405,B,19,19-3,H,3,A,0,51,169.5,170.01,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-19H-3-A,342,U1405,B,19,19-3,H,3,A,51,110,170.01,170.6,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-19H-3-A,342,U1405,B,19,19-3,H,3,A,110,150,170.6,171,,nannofossil ooze [Leg339],with biosilica [Leg339],nannofossil ooze  with biosilica ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with biosilica ,,,,,,,
342-U1405B-19H-4-A,342,U1405,B,19,19-4,H,4,A,0,15,171,171.15,biosiliceous [Leg339],clay [Leg339],with nannofossils [Leg339],biosiliceous  clay  with nannofossils ,10Y 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biosiliceous   clay ,clay   with nannofossils ,,,,,,,
