Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1409B-1H-5-A,342,U1409,B,1,1-5,H,5,A,89,150,6.89,7.5,silty [Leg339],clay [Leg339],,silty  clay ,10YR 4/1 (dark gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-5-A,342,U1409,B,1,1-5,H,5,A,129,131,7.29,7.31,,,,,,,,,,,,likely ice-rafted debris,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1409B-1H-6-A,342,U1409,B,1,1-6,H,6,A,0,14,7.5,7.64,silty [Leg339],clay [Leg339],,silty  clay ,10YR 4/1 (dark gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-6-A,342,U1409,B,1,1-6,H,6,A,14,34,7.64,7.84,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-6-A,342,U1409,B,1,1-6,H,6,A,34,70,7.84,8.2,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-1-A,342,U1409,B,2,2-1,H,1,A,17,50,8.47,8.8,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-1-A,342,U1409,B,2,2-1,H,1,A,50,60,8.8,8.9,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-1-A,342,U1409,B,2,2-1,H,1,A,60,92,8.9,9.22,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-1-A,342,U1409,B,2,2-1,H,1,A,92,130,9.22,9.6,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-1-A,342,U1409,B,2,2-1,H,1,A,130,150,9.6,9.8,,clay [Leg339],,clay ,5YR 5/3 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-2H-2-A,342,U1409,B,2,2-2,H,2,A,0,26,9.8,10.06,,clay [Leg339],,clay ,5YR 5/2 (reddish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-2H-2-A,342,U1409,B,2,2-2,H,2,A,26,43,10.06,10.23,sandy [Leg339],foraminiferal ooze [Leg339],,sandy  foraminiferal ooze ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409B-2H-2-A,342,U1409,B,2,2-2,H,2,A,43,50.5,10.23,10.305,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-2H-2-A,342,U1409,B,2,2-2,H,2,A,50.5,94,10.305,10.74,,clay [Leg339],,clay ,5YR 5/2 (reddish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-2H-2-A,342,U1409,B,2,2-2,H,2,A,94,128,10.74,11.08,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-2-A,342,U1409,B,2,2-2,H,2,A,128,150,11.08,11.3,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-3-A,342,U1409,B,2,2-3,H,3,A,0,4,11.3,11.34,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,,
342-U1409B-2H-3-A,342,U1409,B,2,2-3,H,3,A,4,42,11.34,11.72,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-3-A,342,U1409,B,2,2-3,H,3,A,42,49,11.72,11.79,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,,
342-U1409B-2H-3-A,342,U1409,B,2,2-3,H,3,A,49,82,11.79,12.12,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-2H-3-A,342,U1409,B,2,2-3,H,3,A,82,111,12.12,12.41,clayey [Leg339],silt [Leg339],,clayey  silt ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   silt ,silt ,,,,,,,
342-U1409B-2H-3-A,342,U1409,B,2,2-3,H,3,A,111,150,12.41,12.8,foraminiferal [Leg339],sand [Leg339],,foraminiferal [Leg339] sand ,10YR 6/1 (gray),layering,,,slight_339 [DB91],3,,"bedded at cm-scale, alternating between 10YR 6/1 and 10YR 5/1",,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal [Leg339]  sand ,sand ,,,,,,,
342-U1409B-2H-4-A,342,U1409,B,2,2-4,H,4,A,0,8,12.8,12.88,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-4-A,342,U1409,B,2,2-4,H,4,A,8,49,12.88,13.29,sandy [Leg339],foraminiferal ooze [Leg339],,sandy [Leg339] foraminiferal ooze ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy [Leg339]  foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409B-2H-4-A,342,U1409,B,2,2-4,H,4,A,49,80,13.29,13.6,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-4-A,342,U1409,B,2,2-4,H,4,A,80,91,13.6,13.71,,,,,,,,,,,,"FLOW IN, this is not in place!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-2H-4-A,342,U1409,B,2,2-4,H,4,A,91,150,13.71,14.3,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-5-A,342,U1409,B,2,2-5,H,5,A,0,50,14.3,14.8,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-5-A,342,U1409,B,2,2-5,H,5,A,50,75,14.8,15.05,silty [Leg339],sand [Leg339],with foraminifers [Leg339],silty [Leg339] sand  with foraminifers [Leg339],10YR 4/1 (dark gray),parallel lamination,,,slight_339 [DB91],3,,rounded to subrounded quartz sand grains along with the foram sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  sand ,sand   with foraminifers [Leg339],,,,,,,
342-U1409B-2H-5-A,342,U1409,B,2,2-5,H,5,A,75,150,15.05,15.8,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-6-A,342,U1409,B,2,2-6,H,6,A,0,41,15.8,16.21,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-6-A,342,U1409,B,2,2-6,H,6,A,41,67,16.21,16.47,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-6-A,342,U1409,B,2,2-6,H,6,A,67,80,16.47,16.6,,clay [Leg339],,clay ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-2H-6-A,342,U1409,B,2,2-6,H,6,A,80,118,16.6,16.98,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-6-A,342,U1409,B,2,2-6,H,6,A,118,122,16.98,17.02,,clay [Leg339],,clay ,10YR 5/3 (brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-2H-6-A,342,U1409,B,2,2-6,H,6,A,122,150,17.02,17.3,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-7-A,342,U1409,B,2,2-7,H,7,A,0,18,17.3,17.48,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-2H-7-A,342,U1409,B,2,2-7,H,7,A,18,55,17.48,17.85,silty [Leg339],sand [Leg339],,silty [Leg339] sand ,10YR 5/2 (grayish brown),layering,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  sand ,sand ,,,,,,,
342-U1409B-2H-CC-A,342,U1409,B,2,2-CC,H,CC,A,0,9,17.85,17.94,silty [Leg339],sand [Leg339],,silty [Leg339] sand ,10YR 5/2 (grayish brown),layering,,,slight_339 [DB91],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  sand ,sand ,,,,,,,
342-U1409B-3H-1-A,342,U1409,B,3,3-1,H,1,A,0,73,17.8,18.53,silty [Leg339],clay [Leg339],,silty [Leg339] clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty [Leg339]  clay ,clay ,,,,,,,
342-U1409B-3H-1-A,342,U1409,B,3,3-1,H,1,A,73,150,18.53,19.3,,clay [Leg339],,clay ,2.5Y 5/3 (light olive brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-3H-2-A,342,U1409,B,3,3-2,H,2,A,0,101,19.3,20.31,,clay [Leg339],,clay ,2.5Y 6/3 (light yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-3H-2-A,342,U1409,B,3,3-2,H,2,A,20,21,19.5,19.51,,,,,,,nodule,manganese,,,,"10YR 3/6 (dark yellowish brown)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-3H-2-A,342,U1409,B,3,3-2,H,2,A,43,50,19.73,19.8,,,,,,,nodule,manganese,,,,10YR 3/6 (dark yellowish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-3H-2-A,342,U1409,B,3,3-2,H,2,A,54,57,19.84,19.87,,,,,,,nodule,manganese,,,,10YR 3/6 (dark yellowish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-3H-2-A,342,U1409,B,3,3-2,H,2,A,59,61,19.89,19.91,,,,,,,nodule,manganese,,,,10YR 3/6 (dark yellowish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-3H-2-A,342,U1409,B,3,3-2,H,2,A,101,150,20.31,20.8,,clay [Leg339],,clay ,2.5Y 6/3 (light yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-3H-3-A,342,U1409,B,3,3-3,H,3,A,0,34,20.8,21.14,,clay [Leg339],,clay ,2.5Y 6/3 (light yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-3H-3-A,342,U1409,B,3,3-3,H,3,A,34,43,21.14,21.23,,,,,N 2.5 (black),,nodule,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-3H-3-A,342,U1409,B,3,3-3,H,3,A,43,60,21.23,21.4,,clay [Leg339],,clay ,2.5Y 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-3H-3-A,342,U1409,B,3,3-3,H,3,A,60,68,21.4,21.48,,,,,10YR 3/6 (dark yellowish brown),,nodule,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-3H-3-A,342,U1409,B,3,3-3,H,3,A,68,89,21.48,21.69,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],2.5Y 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1409B-3H-3-A,342,U1409,B,3,3-3,H,3,A,89,150,21.69,22.3,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],2.5Y 6/3 (light yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1409B-3H-4-A,342,U1409,B,3,3-4,H,4,A,0,150,22.3,23.8,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],2.5Y 6/3 (light yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
342-U1409B-3H-4-A,342,U1409,B,3,3-4,H,4,A,33,41,22.63,22.71,,,,,,,nodule,manganese,,,,10YR 3/6 (dark yellowish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-3H-4-A,342,U1409,B,3,3-4,H,4,A,80,93,23.1,23.23,,,,,,,nodule,manganese,,,,N 2.5 (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-3H-5-A,342,U1409,B,3,3-5,H,5,A,0,116,23.8,24.96,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils [Leg339],2.5Y 6/3 (light yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils [Leg339],,,,,,,
