Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ lith. Abundance (%),MAJ lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1409B-1H-1-A,342,U1409,B,1,1-1,H,1,A,0,35,0,0.35,,clay [Leg339],,clay ,2.5Y 5/3 (light olive brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-1H-1-A,342,U1409,B,1,1-1,H,1,A,35,52,0.35,0.52,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 4/1 (dark gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-1-A,342,U1409,B,1,1-1,H,1,A,52,86,0.52,0.86,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-1-A,342,U1409,B,1,1-1,H,1,A,86,150,0.86,1.5,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-1-A,342,U1409,B,1,1-1,H,1,A,90,94,0.9,0.94,,,,,,,nodule,manganese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1409B-1H-2-A,342,U1409,B,1,1-2,H,2,A,0,45,1.5,1.95,,clay [Leg339],,clay ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-1H-2-A,342,U1409,B,1,1-2,H,2,A,45,96,1.95,2.46,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,2.5Y 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,,
342-U1409B-1H-2-A,342,U1409,B,1,1-2,H,2,A,96,150,2.46,3,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-1H-3-A,342,U1409,B,1,1-3,H,3,A,0,20,3,3.2,,clay [Leg339],,clay ,5YR 5/6 (yellowish red),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-1H-3-A,342,U1409,B,1,1-3,H,3,A,20,98,3.2,3.98,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,2.5Y 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,,
342-U1409B-1H-3-A,342,U1409,B,1,1-3,H,3,A,36,36.5,3.36,3.365,,,,,,,,,,,,likely ice-rafted debris,,,,,,,,,,,,,,,,,,,,,,,,granule [W22_2],,,,,,,,,,,,
342-U1409B-1H-3-A,342,U1409,B,1,1-3,H,3,A,98,114,3.98,4.14,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-3-A,342,U1409,B,1,1-3,H,3,A,114,136,4.14,4.36,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-3-A,342,U1409,B,1,1-3,H,3,A,124,126,4.24,4.26,,,,,,,,,,,,likely ice-rafted debris,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1409B-1H-3-A,342,U1409,B,1,1-3,H,3,A,136,150,4.36,4.5,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,0,32,4.5,4.82,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,32,50,4.82,5,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,36,39,4.86,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,50,81,5,5.31,sandy [Leg339],foraminiferal ooze [Leg339],,sandy  foraminiferal ooze ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,81,89,5.31,5.39,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,89,99,5.39,5.49,,clay [Leg339],,clay ,5YR 5/6 (yellowish red),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,99,107,5.49,5.57,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,107,124,5.57,5.74,silty [Leg339],clay [Leg339],,silty  clay ,5YR 6/3 (light reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-4-A,342,U1409,B,1,1-4,H,4,A,124,150,5.74,6,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-5-A,342,U1409,B,1,1-5,H,5,A,0,22,6,6.22,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-5-A,342,U1409,B,1,1-5,H,5,A,19,20,6.19,6.2,,,,,,,,,,,,likely ice-rafted debris,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1409B-1H-5-A,342,U1409,B,1,1-5,H,5,A,22,45,6.22,6.45,sandy [Leg339],foraminiferal ooze [Leg339],,sandy  foraminiferal ooze ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1409B-1H-5-A,342,U1409,B,1,1-5,H,5,A,43,44,6.43,6.44,,,,,,,,,,,,likely ice-rafted debris,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,
342-U1409B-1H-5-A,342,U1409,B,1,1-5,H,5,A,45,73,6.45,6.73,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1409B-1H-5-A,342,U1409,B,1,1-5,H,5,A,73,89,6.73,6.89,silty [Leg339],clay [Leg339],,silty  clay ,10YR 4/2 (dark grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
