Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1398A-1H-2-A,340,U1398,A,1,1-2,H,2,A,0,108,1.5,2.58,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,"massive, part of volcaniclastic turbidite",5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,5,0,0,5,60,0,0,0,0,30,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-1H-CC-A,340,U1398,A,1,1-CC,H,CC,A,0,13,2.58,2.71,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,massive volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,5,0,60,0,0,0,0,30,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-1H-CC-A,340,U1398,A,1,1-CC,H,CC,A,13,18,2.71,2.76,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1398A-2H-1-A,340,U1398,A,2,2-1,H,1,A,0,40,2.7,3.1,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,clasts upt o 40 mm,rounded,0,0,5,0,90,0,0,1,0,4,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-1-A,340,U1398,A,2,2-1,H,1,A,40,150,3.1,4.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,clasts upt o 40 mm,rounded,0,0,5,0,90,0,0,1,0,4,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-2-A,340,U1398,A,2,2-2,H,2,A,0,15,4.2,4.35,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,2,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,2,0,40,0,56,0,0,0,2,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-2-A,340,U1398,A,2,2-2,H,2,A,15,15.5,4.35,4.355,slight [drilling disturbance],2,carbonate ooze [Leg178],70,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],30,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,0,0,70,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-2-A,340,U1398,A,2,2-2,H,2,A,15.5,112,4.355,5.32,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,"volcaniclastic turbidite, pumice clast ~ 1-1.5 cm in diameter, at 45 cm and 78 cm depths.",2,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,2,0,40,0,56,0,0,0,2,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-2-A,340,U1398,A,2,2-2,H,2,A,112,112.5,5.32,5.325,slight [drilling disturbance],2,carbonate ooze [Leg178],70,silt-fine mud [T07],2,volcaniclastic-mud [BGS-S81],30,silt-fine mud [T07],2,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,0,0,70,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-2-A,340,U1398,A,2,2-2,H,2,A,112.5,123,5.325,5.43,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,5,0,60,0,0,5,10,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-2-A,340,U1398,A,2,2-2,H,2,A,123,150,5.43,5.7,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,40,0,56,0,0,0,2,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-3-A,340,U1398,A,2,2-3,H,3,A,0,87,5.7,6.57,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,volcaniclastic turbidite,1,0,,0,,100,,0,,0,,0,,0,,,,rounded,0,0,30,0,65,0,0,0,5,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-3-A,340,U1398,A,2,2-3,H,3,A,87,94,6.57,6.64,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,5,0,65,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-3-A,340,U1398,A,2,2-3,H,3,A,94,150,6.64,7.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,88,0,0,0,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-4-A,340,U1398,A,2,2-4,H,4,A,0,70,7.2,7.9,,,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,70,0,0,0,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-4-A,340,U1398,A,2,2-4,H,4,A,70,150,7.9,8.7,,,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,0,70,0,0,0,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-5-A,340,U1398,A,2,2-5,H,5,A,0,109,8.7,9.79,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,massive volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,10,75,0,0,0,5,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-6-A,340,U1398,A,2,2-6,H,6,A,0,147,9.79,11.26,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,75,granule [T07],0,,25,granule [T07],0,,0,,0,,0,,,,rounded,10,0,20,0,60,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-6-A,340,U1398,A,2,2-6,H,6,A,147,154,11.26,11.33,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,0,0,0,70,,,absent [alteration],0,,,,,,,,,
340-U1398A-2H-CC-A,340,U1398,A,2,2-CC,H,CC,A,0,6,11.33,11.39,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],55,medium sand [T07],6,calcareous sand [Leg210],45,medium sand [T07],6,100,mix of volcaniclastic and bioclastic sediments,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,25,0,30,0,0,20,10,15,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-CC-A,340,U1398,A,2,2-CC,H,CC,A,6,14,11.39,11.47,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,20,10,70,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-2H-CC-A,340,U1398,A,2,2-CC,H,CC,A,14,18,11.47,11.51,,,,,,,,,,,,PAL sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1398A-3X-CC-A,340,U1398,A,3,3-CC,X,CC,A,0,7,12.2,12.27,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,"pumice clast, no matrix",100,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,,,,,,,,,,,,,,,no matrix,,,,,,,,
340-U1398A-3X-CC-A,340,U1398,A,3,3-CC,X,CC,A,7,10,12.27,12.3,,,,,,,,,,,,"PAL sample
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1398A-5H-1-A,340,U1398,A,5,5-1,H,1,A,0,73,31.5,32.23,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,100,80,pebble [W22_2],0,,19,pebble [W22_2],0,,0,,0,,1,pebble [W22_2],,,rounded,80,0,19,0,0,0,0,1,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-1-A,340,U1398,A,5,5-1,H,1,A,73,125,32.23,32.75,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],95,pebble [W22_2],9,volcaniclastic-mud [BGS-S81],5,fine mud [T07],3,100,,95,80,pebble [W22_2],0,,19,pebble [W22_2],0,,0,,0,,1,pebble [W22_2],,,rounded,80,0,19,0,0,0,0,1,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-1-A,340,U1398,A,5,5-1,H,1,A,125,127,32.75,32.77,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,1,0,80,0,0,2,2,0,,very well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-1-A,340,U1398,A,5,5-1,H,1,A,127,132,32.77,32.82,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,36,0,0,0,60,0,0,2,2,0,,very well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-1-A,340,U1398,A,5,5-1,H,1,A,132,135,32.82,32.85,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,1,0,80,0,0,2,2,0,,very well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-1-A,340,U1398,A,5,5-1,H,1,A,135,136,32.85,32.86,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],98,medium sand [T07],6,volcaniclastic-sand [BGS-S81],2,granule [T07],9,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,36,0,0,0,60,0,0,2,2,0,,very well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-1-A,340,U1398,A,5,5-1,H,1,A,136,142,32.86,32.92,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,15,0,1,0,80,0,0,2,2,0,,very well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-1-A,340,U1398,A,5,5-1,H,1,A,142,150,32.92,33,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-2-A,340,U1398,A,5,5-2,H,2,A,0,5,33,33.05,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-5H-2-A,340,U1398,A,5,5-2,H,2,A,5,10,33.05,33.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-5H-2-A,340,U1398,A,5,5-2,H,2,A,10,16,33.1,33.16,slight [drilling disturbance],2,calcareous sand [Leg210],70,coarse sand [T07],7,volcaniclastic-sand [BGS-S81],30,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,30,0,20,15,15,20,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-2-A,340,U1398,A,5,5-2,H,2,A,16,45,33.16,33.45,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,10,0,57,0,0,3,5,5,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-2-A,340,U1398,A,5,5-2,H,2,A,45,64,33.45,33.64,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,1,100,,0,granule [T07],0,,0,,0,,0,,0,,,,rounded,20,0,10,0,57,0,0,3,5,5,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-2-A,340,U1398,A,5,5-2,H,2,A,64,150,33.64,34.5,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,10,0,57,0,0,3,5,5,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-3-A,340,U1398,A,5,5-3,H,3,A,0,35,34.5,34.85,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,15,10,40,0,5,5,5,15,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-3-A,340,U1398,A,5,5-3,H,3,A,35,52.5,34.85,35.025,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic clary,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-5H-3-A,340,U1398,A,5,5-3,H,3,A,52.5,53.5,35.025,35.035,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Tephra?,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,2,0,5,3,75,2,3,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-3-A,340,U1398,A,5,5-3,H,3,A,53.5,56,35.035,35.06,moderate [drilling disturbance],4,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,Upper portion of turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,55,0,5,10,15,0,0,5,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-3-A,340,U1398,A,5,5-3,H,3,A,56,145,35.06,35.95,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Turbidite,1,0,,0,,0,,0,,0,,100,cobble [T07],0,,,Mud clast,rounded,55,0,5,10,15,0,0,5,10,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-3-A,340,U1398,A,5,5-3,H,3,A,145,150,35.95,36,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic cray,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,0,90,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-5H-4-A,340,U1398,A,5,5-4,H,4,A,0,37,36,36.37,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-5H-5-A,340,U1398,A,5,5-5,H,5,A,0,37,36.37,36.74,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,volcaniclastic-gravel [BGS-S81],40,pebble [W22_2],9,100,,30,90,pebble [W22_2],0,,0,,0,,0,,5,fine mud [T07],5,coarse sand [T07],,,angular,80,0,5,5,8,0,0,1,1,0,,very poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-5-A,340,U1398,A,5,5-5,H,5,A,37,100,36.74,37.37,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],70,pebble [W22_2],9,volcaniclastic-sand [BGS-S81],30,medium sand [T07],6,100,,40,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,70,0,5,10,10,0,0,2,3,0,,very poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-5-A,340,U1398,A,5,5-5,H,5,A,100,150,37.37,37.87,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,20,95,granule [T07],0,,0,,0,,0,,0,,5,coarse sand [T07],,,angular,60,0,5,10,10,0,0,5,5,5,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-6-A,340,U1398,A,5,5-6,H,6,A,0,64,37.87,38.51,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],60,medium sand [T07],6,volcaniclastic-gravel [BGS-S81],40,pebble [W22_2],9,100,,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,Some debate as to if these are pumice clasts or vescicular lava clasts.,angular,10,0,15,10,60,0,0,2,3,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-5H-6-A,340,U1398,A,5,5-6,H,6,A,64,80,38.51,38.67,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,5,0,15,15,60,0,0,2,3,0,,very poor [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-5H-CC-A,340,U1398,A,5,5-CC,H,CC,A,0,6.5,38.67,38.735,slight [drilling disturbance],2,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,80,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,80,0,5,5,8,0,0,1,1,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-5H-CC-A,340,U1398,A,5,5-CC,H,CC,A,6.5,9,38.735,38.76,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1398A-6H-1-A,340,U1398,A,6,6-1,H,1,A,0,60,38.7,39.3,minimal [drilling disturbance],1,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,100,80,,0,,19,,0,,0,,0,,1,,,,rounded,80,0,19,0,0,0,0,1,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-6H-1-A,340,U1398,A,6,6-1,H,1,A,60,80,39.3,39.5,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,5,0,80,0,0,0,0,5,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-6H-1-A,340,U1398,A,6,6-1,H,1,A,80,107,39.5,39.77,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-6H-1-A,340,U1398,A,6,6-1,H,1,A,107,110.5,39.77,39.805,slight [drilling disturbance],2,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,20,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-6H-1-A,340,U1398,A,6,6-1,H,1,A,110.5,126,39.805,39.96,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,60,0,0,10,10,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-6H-1-A,340,U1398,A,6,6-1,H,1,A,126,129,39.96,39.99,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,0,0,75,0,0,5,5,5,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1398A-6H-1-A,340,U1398,A,6,6-1,H,1,A,129,152,39.99,40.22,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,0,99,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1398A-6H-2-A,340,U1398,A,6,6-2,H,2,A,0,5,40.22,40.27,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],83,medium sand [T07],6,calcareous sand [Leg210],17,fine medium sand [T07],5,100,A base of turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,20,0,0,0,63,0,0,10,5,2,,moderate [BP01],absent [alteration],0,,,,,,,,,
