Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1459C-29R-1-A,67,73,335.47,335.53,lithified [B84],,chert [MMK88],,,chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert. The chert contains filled cavities with white carbonate and/or light greenesh gray grainstone with glauconite",,,,356,U1459,C,29,R,1,A
356-U1459C-29R-1-A,73,78,335.53,335.58,lithified [B84],glauconite rich,packstone [E&K72; D62],3,,glauconite rich packstone,hemipelagic,dark grayish green,,wavy lamination,,,absent [B06],0,wavy,sub-horizontal,"Lithified, greenish gray packstone with creamy to brown mud coating forming wavy bands. Basal contact is wavy, sub-horizontal and gradational",,,,356,U1459,C,29,R,1,A
356-U1459C-29R-CC-A,0,7,335.58,335.65,lithified [B84],chert rich,packstone [E&K72; D62],3,with glauconite [2014],chert rich packstone with glauconite,hemipealgic,dark gray,,,filled cavities,,absent [B06],0,,,"Lithithfied, dark gray, chert rich light grayish green packstone. The chert contains filled cavities with white carbonate and light greenish gray glauconite",,,,356,U1459,C,29,R,CC,A
356-U1459C-29R-CC-A,7,13,335.65,335.71,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipealgic,light grayish green,,wavy lamination,,,absent [B06],0,,,"Lithified, light greenish gray, packstone with glauconite. It contains wavy laminations.",,,,356,U1459,C,29,R,CC,A
356-U1459C-29R-CC-A,13,15,335.71,335.73,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1459,C,29,R,CC,A
356-U1459C-30R-CC-A,0,6,339.6,339.66,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipealgic,light greenish gray,,wavy lamination,,,absent [B06],0,,,"Lithfied, light greenish gray packstone with glauconite. It contains wavy laminations",,,,356,U1459,C,30,R,CC,A
356-U1459C-30R-CC-A,6,17,339.66,339.77,lithified [B84],,chert [MMK88],,,chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert with light greenish gray grainstone with glauconite. The chart contains filled cavities with white carbonate and light greenish gray grainstone with glauconite",,,,356,U1459,C,30,R,CC,A
356-U1459C-31R-CC-A,0,16,344.4,344.56,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert with light greenish gray glauconite rich grainstone. The chert contains bands and partially filled cavities of light greenish gray glauconite rich grainstone",,,,356,U1459,C,31,R,CC,A
356-U1459C-32R-1-A,0,34,349.2,349.54,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert containing bands and filled cavities of light greenish gray, grainstone with glauconite. White carbonate filled cavities are also present mm to a few centimeters long",,,,356,U1459,C,32,R,1,A
356-U1459C-32R-CC-A,0,11,349.54,349.65,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert containing bands and filled cavities of light greenish gray, grainstone with glauconite. White carbonate filled cavities are also present mm to a few centimeters long",,,,356,U1459,C,32,R,CC,A
356-U1459C-33R-CC-A,4,21,354.04,354.21,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert with band, venis and filled cavities of light greenish gray glauconite rich packstone. The chert contains carbonate filled cavities.",,,,356,U1459,C,33,R,CC,A
356-U1459C-34R-CC-A,0,3,358.8,358.83,lithified [B84],non-skeletal,packstone [E&K72; D62],3,with glauconite [2014],non-skeletal packstone with glauconite,hemipelagic,light greenish gray,,,,,absent [B06],0,,,"Lithified, light greenish gray packstone with glauconite",,,,356,U1459,C,34,R,CC,A
356-U1459C-34R-CC-A,3,5,358.83,358.85,,,,,,,,,,,,,,,,,to PAL,,,,356,U1459,C,34,R,CC,A
356-U1459C-34R-CC-A,5,11,358.85,358.91,lithified [B84],non-skeletal,packstone [E&K72; D62],3,with glauconite [2014],non-skeletal packstone with glauconite,hemipelagic,light greenish gray,,,,,absent [B06],0,,,"Lithified, light greenish gray packstone with glauconite",,,,356,U1459,C,34,R,CC,A
356-U1459C-34R-CC-A,11,24,358.91,359.04,lithified [B84],chert rich,claystone [USGS],,with glauconite [2014],chert rich claystone with glauconite,hemipelagic,dark gray,,,,,absent [B06],0,,,"Microcrystaline dark gray chert.with bands, veins and filled cavities with light greenish gray glauconite rich grainstone. Chert also contains white carbonate filled cavities",,,,356,U1459,C,34,R,CC,A
356-U1459C-35R-CC-A,0,27,363.6,363.87,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline dark gray chert containing bands, veins and cavities filled with light greenish gray grainstone with glauconite. Chert also contains cavities filled with white carbonate.",,,,356,U1459,C,35,R,CC,A
356-U1459C-36R-CC-A,0,16,368.4,368.56,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,,,absent [B06],0,,,"Lithified, dark gray chert with band, veins and cavities filled with light greenish gray grainstone with glauconite. The chert also contains white carbonate filled cavities.",,,,356,U1459,C,36,R,CC,A
356-U1459C-36R-CC-A,16,31,368.56,368.71,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,wavy lamination,,,absent [B06],0,,,"Lithified, light greenish gray packstone with glauconite. Contains wavy laminations possibly of brown mud.",,,,356,U1459,C,36,R,CC,A
356-U1459C-37R-CC-A,0,22,373.2,373.42,lithified [B84],dolomitic,packstone [E&K72; D62],3,,dolomitic packstone,hemipelagic,light greenish gray,,wavy lamination,,,absent [B06],0,,,"Lithified, light greenish gray dolomitic packstone. It contains wavy laminae, subhorizontal and noted by their brownish color",,,,356,U1459,C,37,R,CC,A
356-U1459C-37R-CC-A,22,24,373.42,373.44,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1459,C,37,R,CC,A
356-U1459C-37R-CC-A,24,46,373.44,373.66,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert. The chart contains filled cavities, veins and bands of light greenish gray grainstone with glauconite. Chert also contains filled cavities of white carbonate",,,,356,U1459,C,37,R,CC,A
356-U1459C-38R-CC-A,0,8,378.0,378.08,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert with light greenish gray grainstone with glauconite filling cavities, as bands and as veins. The chert also contains white, carbonate filled cavities.",,,,356,U1459,C,38,R,CC,A
356-U1459C-38R-CC-A,8,9,378.08,378.09,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1459,C,38,R,CC,A
356-U1459C-38R-CC-A,9,17,378.09,378.17,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert with light greenish gray grainstone with glauconite filling cavities, as bands and as veins. The chert also contains white, carbonate filled cavities.",,,,356,U1459,C,38,R,CC,A
356-U1459C-39R-CC-A,0,18,382.8,382.98,lithified [B84],non-skeletal,chert [MMK88],,,non-skeletal chert,hemipelagic,dark gray,,,filled cavities,,absent [B06],0,,,"Microcrystaline, dark gray chert with filled veins, cavities and bands of light greenish gray grainstone with glauconite. The chert also contains white carbonate filled cavities",,,,356,U1459,C,39,R,CC,A
356-U1459C-40R,0,6,387.6,387.66,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,parallel lamination,,,absent [B06],0,,,"Partially lithified,light greenish gray packstone. The packstone contains parallel laminations noted by their brow color.",,,,356,U1459,C,40,R,,
356-U1459C-40R,7,39,387.67,387.99,partially lithified,,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light green,,,chert nodule,,absent [B06],0,,,"Partially lithified,light greenish gray packstone. The packstone contains chert nodules and bands. The chert is dark gray and contains filled cavities with white carbonate.",,,,356,U1459,C,40,R,,
356-U1459C-41R-CC-A,0,5,392.4,392.45,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,,,,absent [B06],0,,,"Lithified, light greenish gray, packstone with glauconite. Glauconite grains are smaller than the intervals above. The packstone contains chert as inclusions. This core is more lithified than the cores above.",,,,356,U1459,C,41,R,CC,A
356-U1459C-41R-CC-A,5,6,392.45,392.46,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1459,C,41,R,CC,A
356-U1459C-41R-CC-A,7,31,392.47,392.71,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light greenish gray,,,,,absent [B06],0,,,"Lithified, light greenish gray, packstone with glauconite. Glauconite grains are smaller than the intervals above. The packstone contains chert as inclusions. This core is more lithified than the cores above.",,,,356,U1459,C,41,R,CC,A
356-U1459C-42R-CC-A,0,41,397.2,397.61,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,trace fossil,parallel lamination,,,absent [B06],0,,,"Lithified, gray, packstone with glauconite. It contains parallel laminations noted by brown, likely mud.",,,,356,U1459,C,42,R,CC,A
356-U1459C-42R-CC-A,41,43,397.61,397.63,,,,,,,,,,,,,,,,,sample to paleo,,,,356,U1459,C,42,R,CC,A
356-U1459C-42R-CC-A,43,52,397.63,397.72,lithified [B84],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,light gray,,,,,absent [B06],0,,,"Lithified, gray, packstone with glauconite. It contains dark gray chert as bands. The chert contains white filled cavities with carbonate.",,,,356,U1459,C,42,R,CC,A
