Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data
361,U1474,H,1,1-1,H,1,A,0,60,0,0.6,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,brown,7.5YR 6/6 (reddish yellow),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-1-A,
361,U1474,H,1,1-1,H,1,A,60,150,0.6,1.5,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-1-A,
361,U1474,H,1,1-2,H,2,A,0,150,1.5,3,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-2-A,
361,U1474,H,1,1-3,H,3,A,0,150,3,4.5,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-3-A,
361,U1474,H,1,1-4,H,4,A,0,150,4.5,6,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-4-A,
361,U1474,H,1,1-5,H,5,A,0,150,6,7.5,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-5-A,
361,U1474,H,1,1-6,H,6,A,0,90,7.5,8.4,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-6-A,
361,U1474,H,1,1-6,H,6,A,90,96,8.4,8.46,1,foraminifer rich,fine sand [2014],,foraminifer rich fine sand,foraminifer rich fine sand,fine sand,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,curviplanar,sharp,sub-horizontal,,,,,,,,,,,,,,,,361-U1474H-1H-6-A,
361,U1474,H,1,1-6,H,6,A,96,150,8.46,9,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,curviplanar,sharp,sub-horizontal,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-6-A,
361,U1474,H,1,1-7,H,7,A,0,63,9,9.63,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-7-A,
361,U1474,H,1,1-CC,H,CC,A,0,19,9.63,9.82,1,foraminifer rich,clay [2014],with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,clay [W22_1],1,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474H-1H-CC-A,
