Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,0,62,0,0.62,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,7,10,pebble [W22_2],0,,0,,0,,0,,90,cobble [T07],0,,,,rounded,50,1,5,0,42,0,0,1,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,62,72,0.62,0.72,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,72,81,0.72,0.81,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,49,5,5,0,40,0,0,1,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,81,90,0.81,0.9,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,90,96,0.9,0.96,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Pumice rich,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,0,59,0,0,0,0,1,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,96,97.5,0.96,0.975,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,0,59,0,0,0,0,1,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,97.5,109,0.975,1.09,slight [drilling disturbance],2,carbonate ooze [Leg178],90,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,109,111,1.09,1.11,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,1,0,54,0,0,5,0,30,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,111,115,1.11,1.15,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,1,0,54,0,0,5,0,30,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1401A-1H-1-A,340,U1401,A,1,1-1,H,1,A,115,128,1.15,1.28,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,1,0,54,0,0,5,0,30,,well [BP01],absent [alteration],0,,,,,,,,,
