Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
363-U1482D-9H-1-A,0,62,194,194.62,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-9H-1-A,62,142,194.62,195.42,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-9H-2-A,0,141,195.42,196.83,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-9H-3-A,0,142,196.83,198.25,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-9H-4-A,0,142,198.25,199.67,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-9H-5-A,0,142,199.67,201.09,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-9H-6-A,0,142,201.09,202.51,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-9H-7-A,0,90,202.51,203.41,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-1-A,0,141,203.5,204.91,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-2-A,0,142,204.91,206.33,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-3-A,0,33,206.33,206.66,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-3-A,33,44,206.66,206.77,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-3-A,44,142,206.77,207.75,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-4-A,0,141,207.75,209.16,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-5-A,0,4,209.16,209.2,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-5-A,4,12,209.2,209.28,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-5-A,12,142,209.28,210.58,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-6-A,0,31,210.58,210.89,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-6-A,31,126,210.89,211.84,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-6-A,126,142,211.84,212,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-7-A,0,50,212,212.5,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-7-A,50,121,212.5,213.21,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
363-U1482D-10H-CC-A,0,32,213.21,213.53,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,10GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,
