Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
354-U1450A-36F-2-A,0,150,172.4,173.9,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,color banding,,,,Same lithology but color changes from light green to yellow to white.,,,,354,U1450,A,36,F,2,A
354-U1450A-36F-2-A,0,150,172.4,173.9,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,A,36,F,2,A
354-U1450A-36F-3-A,0,110,173.9,175.0,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,green,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,36,F,3,A
354-U1450A-36F-3-A,0,110,173.9,175.0,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,A,36,F,3,A
354-U1450A-36F-4-A,0,63,175.0,175.63,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,burrows,,,,"Same lithology, color changes from green to white.",,,,354,U1450,A,36,F,4,A
354-U1450A-36F-4-A,0,63,175.0,175.63,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,36,F,4,A
354-U1450A-36F-CC-A,0,37,175.63,176.0,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,36,F,CC,A
354-U1450A-36F-CC-A,0,47,175.63,176.1,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,A,36,F,CC,A
354-U1450A-38F,0,3,180.4,180.43,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1450,A,38,F,,
354-U1450A-38F-1-A,3,47,180.43,180.87,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,38,F,1,A
354-U1450A-38F-1-A,47,80,180.87,181.2,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,,,,,354,U1450,A,38,F,1,A
354-U1450A-38F-1-A,80,124,181.2,181.64,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],clay [Leg210],very thin bed [B01],T,,,,,,Fine sand,,,,354,U1450,A,38,F,1,A
354-U1450A-38F-1-A,124,151,181.64,181.91,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1450,A,38,F,1,A
354-U1450A-38F-1-A,151,153,181.91,181.93,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,38,F,1,A
354-U1450A-38F-2-A,0,36,181.93,182.29,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,38,F,2,A
354-U1450A-38F-2-A,36,73,182.29,182.66,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1450,A,38,F,2,A
354-U1450A-38F-2-A,73,80,182.66,182.73,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,38,F,2,A
354-U1450A-38F-2-A,80,151,182.73,183.44,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,38,F,2,A
354-U1450A-38F-3-A,0,83,183.44,184.27,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,38,F,3,A
354-U1450A-38F-CC-A,0,36,184.27,184.63,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,38,F,CC,A
354-U1450A-40F-1-A,0,6,189.9,189.96,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,thin bed [B01],,,,,,,,,,,,,354,U1450,A,40,F,1,A
354-U1450A-40F-1-A,6,30,189.96,190.2,,clayey [Leg339],sand [Leg210],with mica,clayey sand,clayey sand with mica,sand with mica,,dark gray,sharp planar,horizontal,medium bed [B01],,,,,,,,,,,,,354,U1450,A,40,F,1,A
354-U1450A-40F-1-A,31,42,190.21,190.32,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,gradational,horizontal,very thin bed [B01],clay [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,A,40,F,1,A
354-U1450A-40F-1-A,42,134,190.32,191.24,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,40,F,1,A
354-U1450A-40F-1-A,134,153,191.24,191.43,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,A,40,F,1,A
354-U1450A-40F-2-A,0,150,191.43,192.93,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,Suck-in disturbance from 88 to bottom of dark gray clay,,,,354,U1450,A,40,F,2,A
354-U1450A-40F-3-A,0,111,192.93,194.04,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,Suck-in disturbance from top to bottom of dark gray clay,,,,354,U1450,A,40,F,3,A
354-U1450A-40F-4-A,0,62,194.04,194.66,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,,,,,Suck-in disturbance from top to bottom of dark gray clay,,,,354,U1450,A,40,F,4,A
354-U1450A-42F-1-A,0,28,199.4,199.68,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,medium bed [B01],,,,,,,,,Fine sand,,,,354,U1450,A,42,F,1,A
354-U1450A-42F-1-A,28,37,199.68,199.77,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],,,,,,,,,,,,,354,U1450,A,42,F,1,A
354-U1450A-42F-1-A,37,51,199.77,199.91,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,thin bed [B01],,,,,,,,,,,,,354,U1450,A,42,F,1,A
354-U1450A-42F-1-A,51,84,199.91,200.24,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,A,42,F,1,A
354-U1450A-42F-1-A,84,145,200.24,200.85,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],very thin bed [B01],,,,,,,Dark grey clay bed from 103 to 105 cm,,,,354,U1450,A,42,F,1,A
354-U1450A-42F-2-A,0,4,200.85,200.89,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,dark gray,sharp planar,sub-horizontal,thin bed [B01],,,,,,,,,,,,,354,U1450,A,42,F,2,A
354-U1450A-42F-2-A,4,50,200.89,201.35,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,A,42,F,2,A
354-U1450A-42F-2-A,50,82,201.35,201.67,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],,,,,,,,,,,,,354,U1450,A,42,F,2,A
354-U1450A-42F-2-A,82,110,201.67,201.95,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,medium bed [B01],,,,,,,,,,,,,354,U1450,A,42,F,2,A
354-U1450A-42F-2-A,110,128,201.95,202.13,,,silt [Leg210],with mica,silt,silt with mica,silt with mica,,gray,sharp planar,sub-horizontal,medium bed [B01],,,,,,,,,,,,,354,U1450,A,42,F,2,A
354-U1450A-42F-2-A,128,145,202.13,202.3,,,clay [Leg210],,clay,clay,clay,,dark gray,,,medium bed [B01],,,,,,,,,,,,,354,U1450,A,42,F,2,A
354-U1450A-42F-3-A,0,5,202.3,202.35,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],,,,,,,,,,,,,354,U1450,A,42,F,3,A
354-U1450A-42F-3-A,5,21,202.35,202.51,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,medium bed [B01],,,,,,,,,Fine sand,,,,354,U1450,A,42,F,3,A
354-U1450A-42F-3-A,21,110,202.51,203.4,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,thick bed [B01],,,,,,,,,Suck-in disturbance in the upper portion and patches of clay,,,,354,U1450,A,42,F,3,A
354-U1450A-42F-4-A,0,74,203.4,204.14,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,thick bed [B01],,,,,,,,,Suck-in disturbance with patches of clay,,,,354,U1450,A,42,F,4,A
354-U1450A-42F-CC-A,0,16,204.14,204.3,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,thin bed [B01],,,,,,,,,Suck-in disturbance with patches of clay,,,,354,U1450,A,42,F,CC,A
354-U1450A-44F-1-A,0,16,208.9,209.06,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,,,,,354,U1450,A,44,F,1,A
354-U1450A-44F-1-A,16,26,209.06,209.16,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,44,F,1,A
354-U1450A-44F-1-A,26,55,209.16,209.45,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1450,A,44,F,1,A
354-U1450A-44F-1-A,55,83,209.45,209.73,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,44,F,1,A
354-U1450A-44F-1-A,83,89,209.73,209.79,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,,,,T,,,,,,,,,,354,U1450,A,44,F,1,A
354-U1450A-44F-1-A,89,97,209.79,209.87,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,gradational,horizontal,,,,T,,,,,,,,,,354,U1450,A,44,F,1,A
354-U1450A-44F-1-A,97,130,209.87,210.2,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,44,F,1,A
354-U1450A-44F-1-A,130,150,210.2,210.4,,,clay [Leg210],,clay,clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1450,A,44,F,1,A
354-U1450A-44F-2-A,0,3,210.4,210.43,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1450,A,44,F,2,A
354-U1450A-44F-2-A,3,150,210.43,211.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,44,F,2,A
354-U1450A-44F-3-A,0,100,211.9,212.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,44,F,3,A
354-U1450A-44F-4-A,0,53,212.9,213.43,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,44,F,4,A
354-U1450A-44F-CC-A,0,32,213.43,213.75,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,44,F,CC,A
354-U1450A-46F-1-A,0,21,218.4,218.61,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,,,,,,,,,,,,,,,,354,U1450,A,46,F,1,A
354-U1450A-46F-1-A,21,37,218.61,218.77,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,gradational,sub-vertical,,,,H,,,,,,,,,,354,U1450,A,46,F,1,A
354-U1450A-46F-1-A,37,140,218.77,219.8,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,sub-horizontal,,,,H,,,,,,greenish layers (<3 cm),,,,354,U1450,A,46,F,1,A
354-U1450A-46F-1-A,140,145,219.8,219.85,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,46,F,1,A
354-U1450A-46F-2-A,0,105,219.85,220.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-vertical,thick bed [B01],clay [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1450,A,46,F,2,A
354-U1450A-46F-2-A,105,120,220.9,221.05,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,46,F,2,A
354-U1450A-46F-3-A,0,63,221.05,221.68,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-vertical,,,,T,,,,,,,,,,354,U1450,A,46,F,3,A
354-U1450A-46F-3-A,63,71,221.68,221.76,,clayey [Leg339],sand [Leg210],with mica,clayey sand,clayey sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,46,F,3,A
354-U1450A-46F-3-A,102,145,222.07,222.5,,clayey [Leg339],sand [Leg210],with mica,clayey sand,clayey sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,46,F,3,A
354-U1450A-46F-4-A,0,62,222.5,223.12,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,46,F,4,A
354-U1450A-46F-CC-A,0,32,223.12,223.44,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,46,F,CC,A
354-U1450A-48F-1-A,0,32,227.9,228.22,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,,,,T,,,,,,green clay clast on top of section,,,,354,U1450,A,48,F,1,A
354-U1450A-48F-1-A,32,79,228.22,228.69,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,thick bed [B01],clay [Leg210],thin bed [B01],T,,,,,,,,,,354,U1450,A,48,F,1,A
354-U1450A-48F-1-A,79,127,228.69,229.17,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,inclined,,,,T,,,,,,,,,,354,U1450,A,48,F,1,A
354-U1450A-48F-1-A,127,150,229.17,229.4,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,48,F,1,A
354-U1450A-48F-2-A,0,5,229.4,229.45,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-vertical,,,,T,,,,,,,,,,354,U1450,A,48,F,2,A
354-U1450A-48F-2-A,5,56,229.45,229.96,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp irregular,sub-vertical,,,,T,,,,,,,,,,354,U1450,A,48,F,2,A
354-U1450A-48F-2-A,56,150,229.96,230.9,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,48,F,2,A
354-U1450A-48F-3-A,0,120,230.9,232.1,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,48,F,3,A
354-U1450A-48F-4-A,0,52,232.1,232.62,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,48,F,4,A
354-U1450A-48F-CC-A,0,27,232.62,232.89,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,48,F,CC,A
354-U1450A-50F-1-A,0,14,237.4,237.54,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,50,F,1,A
354-U1450A-50F-1-A,14,145,237.54,238.85,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1450,A,50,F,1,A
354-U1450A-50F-2-A,0,116,238.85,240.01,,,sand [Leg210],with clay [2014],sand,sand with clay,sand with clay,,dark gray,,,,,,,,,,,,Disturbed,,,,354,U1450,A,50,F,2,A
354-U1450A-50F-CC-A,0,12,240.01,240.13,,,sand [Leg210],with clay [2014],sand,sand with clay,sand with clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,50,F,CC,A
354-U1450A-52F-1-A,0,10,246.9,247.0,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,bioturbated,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,52,F,1,A
354-U1450A-52F-1-A,0,10,246.9,247.0,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,A,52,F,1,A
354-U1450A-52F-1-A,10,22,247.0,247.12,,,volcanic ash [MMK88],,volcanic ash,volcanic ash,volcanic ash,,light brown,sharp irregular,,,,,,,color banding,Green color bands at the bottom of the ash layer.,,,,,,,354,U1450,A,52,F,1,A
354-U1450A-52F-1-A,22,145,247.12,248.35,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,52,F,1,A
354-U1450A-52F-1-A,22,145,247.12,248.35,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,A,52,F,1,A
354-U1450A-52F-2-A,0,82,248.35,249.17,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,52,F,2,A
354-U1450A-52F-2-A,0,82,248.35,249.17,,,,,,,,,,,,,,,,,color banding,,,,,,,,354,U1450,A,52,F,2,A
354-U1450A-52F-3-A,0,145,249.17,250.62,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,bioturbated,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,A,52,F,3,A
354-U1450A-52F-4-A,0,101,250.62,251.63,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,,354,U1450,A,52,F,4,A
354-U1450A-52F-CC-A,0,28,251.63,251.91,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,Deformed,,,,354,U1450,A,52,F,CC,A
354-U1450A-54F-1-A,0,131,256.4,257.71,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,A,54,F,1,A
354-U1450A-54F-2-A,0,23,257.71,257.94,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1450,A,54,F,2,A
354-U1450A-54F-2-A,23,34,257.94,258.05,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1450,A,54,F,2,A
354-U1450A-54F-2-A,23,34,257.94,258.05,,,,,,,,,,,,,,,,,parallel lamination,,,,,,,,354,U1450,A,54,F,2,A
354-U1450A-54F-2-A,34,150,258.05,259.21,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,54,F,2,A
354-U1450A-54F-3-A,0,110,259.21,260.31,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,defrormed by drilling,,,,354,U1450,A,54,F,3,A
354-U1450A-54F-4-A,0,59,260.31,260.9,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,defrormed by drilling,,,,354,U1450,A,54,F,4,A
354-U1450A-54F-CC-A,0,13,260.9,261.03,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,defrormed by drilling,,,,354,U1450,A,54,F,CC,A
354-U1450A-56F-1-A,0,44,265.9,266.34,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,gradational,,,,,,,parallel lamination,,,,,,,,354,U1450,A,56,F,1,A
354-U1450A-56F-1-A,44,100,266.34,266.9,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1450,A,56,F,1,A
354-U1450A-56F-1-A,100,145,266.9,267.35,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,A,56,F,1,A
354-U1450A-56F-1-A,100,145,266.9,267.35,,,,,,,,,,,,,,,,,normally graded,,,,,,,,354,U1450,A,56,F,1,A
354-U1450A-56F-2-A,0,40,267.35,267.75,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,A,56,F,2,A
354-U1450A-56F-2-A,40,150,267.75,268.85,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,56,F,2,A
354-U1450A-56F-3-A,0,120,268.85,270.05,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,,,,,,,,,,,,,,,,,354,U1450,A,56,F,3,A
354-U1450A-56F-4-A,0,59,270.05,270.64,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,56,F,4,A
354-U1450A-58F-1-A,0,5,275.4,275.45,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],,,,,mottling [BJ80],,,,,,,,354,U1450,A,58,F,1,A
354-U1450A-58F-1-A,5,23,275.45,275.63,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,medium bed [B01],,,,,parallel lamination,,,,,,,,354,U1450,A,58,F,1,A
354-U1450A-58F-1-A,23,66,275.63,276.06,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,A,58,F,1,A
354-U1450A-58F-2-A,0,33,276.06,276.39,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,thick bed [B01],,,,,parallel lamination,,,,,,,,354,U1450,A,58,F,2,A
354-U1450A-58F-2-A,33,57,276.39,276.63,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,medium bed [B01],,,,,parallel lamination,,,,,,,,354,U1450,A,58,F,2,A
354-U1450A-58F-2-A,57,97,276.63,277.03,,,silt [Leg210],,silt,silt,silt,,dark gray,,,thick bed [B01],,,,,parallel lamination,,,,,,,,354,U1450,A,58,F,2,A
354-U1450A-60F-1-A,0,7,284.9,284.97,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],,,,,mottling [BJ80],,,,,,,,354,U1450,A,60,F,1,A
354-U1450A-60F-1-A,7,45,284.97,285.35,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,thick bed [B01],,,,,parallel lamination,,,,,,,,354,U1450,A,60,F,1,A
354-U1450A-60F-1-A,7,45,284.97,285.35,,,,,,,,,,,,,,,,,normally graded,,,,,,,,354,U1450,A,60,F,1,A
354-U1450A-60F-1-A,45,145,285.35,286.35,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thick bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1450,A,60,F,1,A
354-U1450A-60F-2-A,0,49,286.35,286.84,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thick bed [B01],silt [Leg210],thin bed [B01],,,,flow-in,,,,,,,354,U1450,A,60,F,2,A
354-U1450A-60F-2-A,49,138,286.84,287.73,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,dark gray,,,,,,,,,flow-in,,,,,,,354,U1450,A,60,F,2,A
354-U1450A-60F-2-A,138,145,287.73,287.8,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,60,F,2,A
354-U1450A-60F-3-A,0,120,287.8,289.0,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,dark gray,,,,,,,,,flow-in,,,,,,,354,U1450,A,60,F,3,A
354-U1450A-60F-4-A,0,67,289.0,289.67,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,dark gray,,,,,,,,,flow-in,,,,,,,354,U1450,A,60,F,4,A
354-U1450A-60F-CC-A,0,25,289.67,289.92,,,silt [Leg210],with clay [2014],silt,silt with clay,silt with clay,,dark gray,,,,,,,,,flow-in,,,,,,,354,U1450,A,60,F,CC,A
354-U1450A-62F-1-A,0,145,294.4,295.85,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],T,,mottling [BJ80],,,,,,,,354,U1450,A,62,F,1,A
354-U1450A-62F-2-A,0,145,295.85,297.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],T,,mottling [BJ80],,,,,,,,354,U1450,A,62,F,2,A
