Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
354-U1450A-104F-2-A,71,89,495.91,496.09,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,104,F,2,A
354-U1450A-104F-3-A,0,111,496.09,497.2,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,104,F,3,A
354-U1450A-104F-CC-A,0,16,497.2,497.36,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,104,F,CC,A
354-U1450A-106F-1-A,0,20,503.2,503.4,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],T,,,,,,,,,,354,U1450,A,106,F,1,A
354-U1450A-106F-1-A,20,36,503.4,503.56,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,106,F,1,A
354-U1450A-106F-1-A,39,73,503.59,503.93,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thick bed [B01],T,,,,,,,,,,354,U1450,A,106,F,1,A
354-U1450A-106F-1-A,73,95,503.93,504.15,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,106,F,1,A
354-U1450A-106F-1-W,36,39,503.56,503.59,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,,354,U1450,A,106,F,1,W
354-U1450A-106F-2-A,0,4,504.15,504.19,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,sub-horizontal,thin bed [B01],,,T,,,,,,,,,,354,U1450,A,106,F,2,A
354-U1450A-106F-2-A,4,102,504.19,505.17,,clayey [Leg339],silt [Leg210],with mica,clayey silt,clayey silt with mica,silt with mica,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,106,F,2,A
354-U1450A-108F-1-A,0,57,512.7,513.27,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,108,F,1,A
354-U1450A-108F-CC-A,0,15,513.27,513.42,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,108,F,CC,A
354-U1450A-110F-1-A,0,10,522.2,522.3,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp planar,horizontal,,,,H,,,,,,,,,,354,U1450,A,110,F,1,A
354-U1450A-110F-1-A,10,145,522.3,523.65,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,110,F,1,A
354-U1450A-110F-2-A,0,19,523.65,523.84,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,Fine sand,,,,354,U1450,A,110,F,2,A
354-U1450A-110F-2-A,19,28,523.84,523.93,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,Dark gray,sharp planar,horizontal,,,,H,,,,,,,,,,354,U1450,A,110,F,2,A
354-U1450A-110F-2-A,28,64,523.93,524.29,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,110,F,2,A
354-U1450A-110F-3-A,0,36,524.29,524.65,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,Fine sand,,,,354,U1450,A,110,F,3,A
354-U1450A-112F-1-A,0,7,531.7,531.77,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1450,A,112,F,1,A
354-U1450A-112F-1-A,7,113,531.77,532.83,,,sand [Leg210],with mica,sand,sand with mica,sand with mica,,dark gray,,,,,,,,,,,,Fine sand,,,,354,U1450,A,112,F,1,A
354-U1450A-114F,0,13,541.2,541.33,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,H,,,,,,,,,,354,U1450,A,114,F,,
354-U1450A-115F,0,81,541.4,542.21,,nannofossil rich,calcareous clay [Leg210],with foraminifers [2014],nannofossil rich calcareous clay,nannofossil rich calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,115,F,,
354-U1450A-117F-1-A,0,47,550.9,551.37,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,117,F,1,A
354-U1450A-117F-1-A,0,47,550.9,551.37,,,,,,,,,,,,,,,H,,burrows,,,,,,,,354,U1450,A,117,F,1,A
354-U1450A-117F-1-A,47,80,551.37,551.7,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,greenish gray,sharp irregular,sub-horizontal,,,,D (Debrite?),,mud clast,,,,cm-sized clasts (same material as in upper part of the section) with fine matrix; clasts show bioturbation and lamination; debrite?,,,,354,U1450,A,117,F,1,A
354-U1450A-117F-1-A,80,83,551.7,551.73,,silty [Leg339],clay [Leg210],with nannofossils [2014],silty clay,silty clay with nannofossils,clay with nannofossils,,gray,gradational,sub-horizontal,,,,T,,,,,,,,,,354,U1450,A,117,F,1,A
354-U1450A-117F-1-A,83,129,551.73,552.19,,silty [Leg339],sand [Leg210],with plant fragments [2014],silty sand,silty sand with plant fragments,sand with plant fragments,,dark gray,,,,,,T,,,,,,Wood fragments in upper 3 cm of this bed; some clasts of calcareous ooze (inflow from section 3?),,,,354,U1450,A,117,F,1,A
354-U1450A-117F-1-A,83,129,551.73,552.19,,,,with mica,,with mica,with mica,,,,,,,,,,,,,,,,,,354,U1450,A,117,F,1,A
354-U1450A-117F-2-A,0,58,552.19,552.77,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,T,,,,,,deformed calcareous-ooze clast at upper 3 cm,,,,354,U1450,A,117,F,2,A
354-U1450A-117F-2-A,58,68,552.77,552.87,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,117,F,2,A
354-U1450A-117F-3-A,0,21,552.87,553.08,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp irregular,sub-horizontal,,,,T,,,,,,,,,,354,U1450,A,117,F,3,A
354-U1450A-117F-3-A,21,145,553.08,554.32,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,,,,,,H,,,,,,heavily deformed by drilling disturbance,,,,354,U1450,A,117,F,3,A
354-U1450A-117F-4-A,0,68,554.32,555.0,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,,,,,,H,,,,,,heavily deformed by drilling disturbance,,,,354,U1450,A,117,F,4,A
354-U1450A-118F-1-A,0,126,555.6,556.86,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,gray,,,thin bed [B01],clay [Leg210],thin bed [B01],H,,mottling [BJ80],,,,,,,,354,U1450,A,118,F,1,A
354-U1450A-118F-1-A,0,126,555.6,556.86,,,,,,,,,,,,,,,,,burrows,,,,coring-induced(?) fault between 10-15 cm (displacement),,,,354,U1450,A,118,F,1,A
354-U1450A-119F-1-A,0,51,560.3,560.81,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,,,,,,,mottling [BJ80],,,,completely fractured by coring.,,,,354,U1450,A,119,F,1,A
354-U1450A-119F-1-A,51,72,560.81,561.02,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,T,,normally graded,,,,,,,,354,U1450,A,119,F,1,A
354-U1450A-119F-1-A,72,83,561.02,561.13,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,sharp planar,horizontal,,,,T,,,,,,,,,,354,U1450,A,119,F,1,A
354-U1450A-119F-1-A,83,95,561.13,561.25,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,119,F,1,A
354-U1450A-120X-1-A,0,7,561.3,561.37,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,sharp planar,,,,,,,,,,,,,,,354,U1450,A,120,X,1,A
354-U1450A-120X-1-A,7,18,561.37,561.48,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,120,X,1,A
354-U1450A-120X-1-A,18,47,561.48,561.77,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,120,X,1,A
354-U1450A-120X-1-A,47,102,561.77,562.32,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1450,A,120,X,1,A
354-U1450A-120X-2-A,0,8,562.32,562.4,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,120,X,2,A
354-U1450A-120X-2-A,8,15,562.4,562.47,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,120,X,2,A
354-U1450A-120X-2-A,15,95,562.47,563.27,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1450,A,120,X,2,A
354-U1450A-120X-2-A,95,112,563.27,563.44,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,120,X,2,A
354-U1450A-120X-2-A,112,121,563.44,563.53,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,120,X,2,A
354-U1450A-120X-3-A,0,15,563.53,563.68,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,120,X,3,A
354-U1450A-120X-3-A,15,137,563.68,564.9,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,thick bed [B01],silt [Leg210],thin bed [B01],,,burrows,,,,Thin silt interbeds can be caused by drilling dirtubance?,,,,354,U1450,A,120,X,3,A
354-U1450A-120X-CC-A,0,36,564.9,565.26,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,burrows,,,,,,,,354,U1450,A,120,X,CC,A
354-U1450A-121X-CC-A,0,13,569.9,570.03,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,white,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,121,X,CC,A
354-U1450A-121X-CC-A,13,42,570.03,570.32,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,green,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,121,X,CC,A
354-U1450A-121X-CC-A,42,53,570.32,570.43,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,121,X,CC,A
354-U1450A-121X-CC-A,53,66,570.43,570.56,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light green,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,121,X,CC,A
354-U1450A-122X-1-A,0,10,579.6,579.7,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,,,,,,,,,,,354,U1450,A,122,X,1,A
354-U1450A-122X-1-A,17,34,579.77,579.94,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,122,X,1,A
354-U1450A-122X-1-A,34,54,579.94,580.14,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,,,,,thin organic layer present,,,,354,U1450,A,122,X,1,A
354-U1450A-122X-1-A,54,80,580.14,580.4,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1450,A,122,X,1,A
354-U1450A-122X-1-A,80,130,580.4,580.9,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,mud clasts in upper part,,,,354,U1450,A,122,X,1,A
354-U1450A-122X-1-A,130,142,580.9,581.02,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,includes organic debris,,,,354,U1450,A,122,X,1,A
354-U1450A-122X-1-A,142,150,581.02,581.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,,,,,,,,,,,,,,,,,354,U1450,A,122,X,1,A
354-U1450A-122X-2-A,0,53,581.1,581.63,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,122,X,2,A
354-U1450A-122X-2-A,53,84,581.63,581.94,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,normally graded,,,,mud clasts present,,,,354,U1450,A,122,X,2,A
354-U1450A-122X-CC-A,0,31,581.94,582.25,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1450,A,122,X,CC,A
354-U1450A-122X-CC-A,31,36,582.25,582.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,,,,,,,,,,,,,,354,U1450,A,122,X,CC,A
354-U1450A-122X-CC-A,36,41,582.3,582.35,,,silt [Leg210],,silt,silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,122,X,CC,A
354-U1450A-123X-1-A,0,50,589.4,589.9,,,silt [Leg210],,silt,silt,silt,,dark gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,A,123,X,1,A
354-U1450A-123X-1-A,50,70,589.9,590.1,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,thin bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1450,A,123,X,1,A
354-U1450A-123X-CC-A,12,51,590.3,590.69,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,medium bed [B01],silt [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1450,A,123,X,CC,A
354-U1450A-124F-1-A,0,39,599.0,599.39,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,light gray,sharp planar,inclined,,,,,,,,,,,,,,354,U1450,A,124,F,1,A
354-U1450A-124F-1-A,39,138,599.39,600.38,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,124,F,1,A
354-U1450A-124F-2-A,0,130,600.38,601.68,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,124,F,2,A
354-U1450A-124F-3-A,0,81,601.68,602.49,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,124,F,3,A
354-U1450A-126F-1-A,0,10,608.5,608.6,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,gradational,,,,,,,,,,,,,,,354,U1450,A,126,F,1,A
354-U1450A-126F-1-A,10,65,608.6,609.15,,,sand [Leg210],,sand,sand,sand,,dark gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,A,126,F,1,A
354-U1450A-126F-1-A,65,97,609.15,609.47,,sandy [Leg339],clay [Leg210],,sandy clay,sandy clay,clay,,dark gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,126,F,1,A
354-U1450A-126F-1-A,97,125,609.47,609.75,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,126,F,1,A
354-U1450A-126F-2-A,0,147,609.88,611.35,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,126,F,2,A
354-U1450A-126F-3-A,0,96,611.35,612.31,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,126,F,3,A
354-U1450A-126F-CC-A,0,20,612.31,612.51,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,126,F,CC,A
354-U1450A-128F-1-A,0,21,618.0,618.21,,,calcareous clay [Leg210],with nannofossils [2014],calcareous clay,calcareous clay with nannofossils,calcareous clay with nannofossils,,dark gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,128,F,1,A
354-U1450A-128F-1-A,21,36,618.21,618.36,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,sharp irregular,inclined,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,128,F,1,A
354-U1450A-128F-1-A,21,36,618.21,618.36,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,A,128,F,1,A
354-U1450A-128F-1-A,36,66,618.36,618.66,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp irregular,sub-horizontal,,,,H,,mottling [BJ80],,,,three 1 cm thick turbidites between 43-51 cm?,,,,354,U1450,A,128,F,1,A
354-U1450A-128F-1-A,66,90,618.66,618.9,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,128,F,1,A
354-U1450A-128F-1-A,66,90,618.66,618.9,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,A,128,F,1,A
354-U1450A-128F-2-A,0,62,618.9,619.52,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,128,F,2,A
354-U1450A-128F-CC-A,0,38,619.52,619.9,,nannofossil rich,calcareous clay [Leg210],,nannofossil rich calcareous clay,nannofossil rich calcareous clay,calcareous clay,,light gray,,,,,,H,,mottling [BJ80],,,,,,,,354,U1450,A,128,F,CC,A
354-U1450A-129X-CC-A,0,15,619.8,619.95,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,Fragments of nannofossil-rich calcareous ooze at 10-15 cm,,,,354,U1450,A,129,X,CC,A
354-U1450A-130F-1-A,0,70,628.2,628.9,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,light gray,gradational,sub-horizontal,,,,H,,,,,,,,,,354,U1450,A,130,F,1,A
354-U1450A-130F-1-A,70,110,628.9,629.3,,silty [Leg339],sand [Leg210],,silty sand,silty sand,sand,,dark gray,,,,,,T,,,,,,,,,,354,U1450,A,130,F,1,A
354-U1450A-130F-2-A,0,120,629.3,630.5,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,130,F,2,A
354-U1450A-130F-3-A,0,51,630.5,631.01,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,130,F,3,A
354-U1450A-132X-1-A,0,25,637.7,637.95,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,,,,,,,,,,,,,,354,U1450,A,132,X,1,A
354-U1450A-132X-1-A,25,32,637.95,638.02,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp irregular,sub-horizontal,,,,,,,,,,,,,,354,U1450,A,132,X,1,A
354-U1450A-132X-1-A,32,38,638.02,638.08,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,132,X,1,A
354-U1450A-132X-1-A,38,92,638.08,638.62,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,132,X,1,A
354-U1450A-133X-1-A,0,3,647.4,647.43,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,sub-horizontal,,,,,,mud clast,,,,,,,,354,U1450,A,133,X,1,A
354-U1450A-133X-1-A,3,49,647.43,647.89,,,clay [Leg210],,clay,clay,clay,,dark gray,,,,clay [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1450,A,133,X,1,A
354-U1450A-133X-CC-A,11,14,648.0,648.03,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,133,X,CC,A
354-U1450A-133X-CC-A,14,25,648.03,648.14,,,clay [Leg210],,clay,clay,clay,,dark gray,,,very thin bed [B01],clay [Leg210],lamina [M&W53],,,mottling [BJ80],,,,,,,,354,U1450,A,133,X,CC,A
354-U1450A-134X-1-A,0,17,657.2,657.37,,nannofossil rich,limestone [Leg210],,nannofossil rich limestone,nannofossil rich limestone,limestone,,greenish gray,sharp irregular,,,,,,,burrows,,,,,,,,354,U1450,A,134,X,1,A
354-U1450A-134X-1-A,17,27,657.37,657.47,,clayey [Leg339],silt [Leg210],,clayey silt,clayey silt,silt,,dark gray,sharp planar,sub-horizontal,,,,,,parallel lamination,,,,,,,,354,U1450,A,134,X,1,A
354-U1450A-134X-1-A,27,100,657.47,658.2,,nannofossil rich,limestone [Leg210],,nannofossil rich limestone,nannofossil rich limestone,limestone,,white,,,medium bed [B01],clay [Leg210],thin bed [B01],,,burrows,,,,,,,,354,U1450,A,134,X,1,A
354-U1450A-134X-1-A,100,111,658.2,658.31,,nannofossil rich,limestone [Leg210],,nannofossil rich limestone,nannofossil rich limestone,limestone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,134,X,1,A
354-U1450A-134X-2-A,0,64,658.31,658.95,,nannofossil rich,limestone [Leg210],,nannofossil rich limestone,nannofossil rich limestone,limestone,,white,,,medium bed [B01],clay [Leg210],thin bed [B01],,,burrows,,,,,,,,354,U1450,A,134,X,2,A
354-U1450A-134X-CC-A,0,13,658.95,659.08,,nannofossil rich,limestone [Leg210],,nannofossil rich limestone,nannofossil rich limestone,limestone,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1450,A,134,X,CC,A
354-U1450A-134X-CC-A,13,35,659.08,659.3,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,burrows,,,,,,,,354,U1450,A,134,X,CC,A
354-U1450A-136X-1-A,0,113,676.7,677.83,,nannofossil rich,limestone [Leg210],,nannofossil rich limestone,nannofossil rich limestone,limestone,,white,,,,,,,,burrows,,,,,,,,354,U1450,A,136,X,1,A
354-U1450A-136X-1-A,0,113,676.7,677.83,,,,,,,,,,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,136,X,1,A
354-U1450A-136X-1-A,113,127,677.83,677.97,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,A,136,X,1,A
354-U1450A-136X-2-A,0,9,677.97,678.06,,,clay [Leg210],,clay,clay,clay,,light gray,gradational,,,,,,,burrows,,,,,,,,354,U1450,A,136,X,2,A
354-U1450A-136X-2-A,9,61,678.06,678.58,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,136,X,2,A
354-U1450A-136X-CC-A,0,10,678.58,678.68,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,,,,,,,,,,,,,,,,354,U1450,A,136,X,CC,A
354-U1450A-137F-1-A,0,78,686.3,687.08,,,calcareous claystone,with sand [2014],calcareous claystone,calcareous claystone with sand,calcareous claystone with sand,,light gray,gradational,,,,,,,,,,,"Fall-in disturbance, slurry of broken pieces of chalk mixed with clay and sand.",,,,354,U1450,A,137,F,1,A
354-U1450A-137F-1-A,78,92,687.08,687.22,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,dark gray,sharp irregular,,,,,,,normally graded,,,,,,,,354,U1450,A,137,F,1,A
354-U1450A-137F-1-A,92,99,687.22,687.29,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,dark gray,gradational,,thin bed [B01],silt [Leg210],lamina [M&W53],,,,,,,,,,,354,U1450,A,137,F,1,A
354-U1450A-137F-1-A,99,106,687.29,687.36,,,sand [Leg210],,sand,sand,sand,,dark gray,,,,,,,,normally graded,,,,,,,,354,U1450,A,137,F,1,A
