Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data
320-U1336A-7H-7-A,320,U1336,A,7,7-7,H,7,A,0,79,64.5,65.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 6/3,,
320-U1336A-7H-7-A,320,U1336,A,7,7-7,H,7,A,0,79,64.5,65.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,
320-U1336A-7H-CC-A,320,U1336,A,7,7-CC,H,CC,A,0,27,65.29,65.56,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 6/3,,
320-U1336A-7H-CC-A,320,U1336,A,7,7-CC,H,CC,A,0,27,65.29,65.56,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,
320-U1336A-8H-1-A,320,U1336,A,8,8-1,H,1,A,0,150,65,66.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,60,soft,10YR 8/2,,
320-U1336A-8H-1-A,320,U1336,A,8,8-1,H,1,A,0,150,65,66.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 7/3,,
320-U1336A-8H-2-A,320,U1336,A,8,8-2,H,2,A,0,150,66.5,68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,60,soft,10YR 8/2,,
320-U1336A-8H-2-A,320,U1336,A,8,8-2,H,2,A,0,150,66.5,68,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 7/3,,
320-U1336A-8H-3-A,320,U1336,A,8,8-3,H,3,A,0,150,68,69.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,60,soft,10YR 8/2,,
320-U1336A-8H-3-A,320,U1336,A,8,8-3,H,3,A,0,150,68,69.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 7/3,,
320-U1336A-8H-4-A,320,U1336,A,8,8-4,H,4,A,0,150,69.5,71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,60,soft,10YR 8/2,,
320-U1336A-8H-4-A,320,U1336,A,8,8-4,H,4,A,0,150,69.5,71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 7/3,,
320-U1336A-8H-5-A,320,U1336,A,8,8-5,H,5,A,0,150,71,72.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,60,soft,10YR 8/2,,
320-U1336A-8H-5-A,320,U1336,A,8,8-5,H,5,A,0,150,71,72.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 7/3,,
320-U1336A-8H-6-A,320,U1336,A,8,8-6,H,6,A,0,50,72.5,73,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,60,soft,10YR 8/2,,
320-U1336A-8H-6-A,320,U1336,A,8,8-6,H,6,A,0,50,72.5,73,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 7/3,,
320-U1336A-8H-7-A,320,U1336,A,8,8-7,H,7,A,0,124,73,74.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,60,soft,10YR 8/2,,
320-U1336A-8H-7-A,320,U1336,A,8,8-7,H,7,A,0,124,73,74.24,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 7/3,,
320-U1336A-8H-CC-A,320,U1336,A,8,8-CC,H,CC,A,0,14,74.24,74.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,60,soft,10YR 8/2,,
320-U1336A-8H-CC-A,320,U1336,A,8,8-CC,H,CC,A,0,14,74.24,74.38,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,40,soft,10YR 7/3,,
320-U1336A-9H-1-A,320,U1336,A,9,9-1,H,1,A,0,150,74.5,76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 8/3,,
320-U1336A-9H-1-A,320,U1336,A,9,9-1,H,1,A,0,150,74.5,76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,2.5Y 8/2,,
320-U1336A-9H-2-A,320,U1336,A,9,9-2,H,2,A,0,150,76,77.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 8/3,,
320-U1336A-9H-2-A,320,U1336,A,9,9-2,H,2,A,0,150,76,77.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,2.5Y 8/2,,
320-U1336A-9H-3-A,320,U1336,A,9,9-3,H,3,A,0,150,77.5,79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 8/3,,
320-U1336A-9H-3-A,320,U1336,A,9,9-3,H,3,A,0,150,77.5,79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,2.5Y 8/2,,
320-U1336A-9H-4-A,320,U1336,A,9,9-4,H,4,A,0,150,79,80.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 8/3,,
320-U1336A-9H-4-A,320,U1336,A,9,9-4,H,4,A,0,150,79,80.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,2.5Y 8/2,,
320-U1336A-9H-5-A,320,U1336,A,9,9-5,H,5,A,0,150,80.5,82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 8/3,,
320-U1336A-9H-5-A,320,U1336,A,9,9-5,H,5,A,0,150,80.5,82,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,2.5Y 8/2,,
320-U1336A-9H-6-A,320,U1336,A,9,9-6,H,6,A,0,150,82,83.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 8/3,,
320-U1336A-9H-6-A,320,U1336,A,9,9-6,H,6,A,0,150,82,83.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,2.5Y 8/2,,
320-U1336A-9H-7-A,320,U1336,A,9,9-7,H,7,A,0,87,83.5,84.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 8/3,,
320-U1336A-9H-7-A,320,U1336,A,9,9-7,H,7,A,0,87,83.5,84.37,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,2.5Y 8/2,,
320-U1336A-9H-CC-A,320,U1336,A,9,9-CC,H,CC,A,0,20,84.37,84.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,10,soft,2.5Y 8/3,,
320-U1336A-9H-CC-A,320,U1336,A,9,9-CC,H,CC,A,0,20,84.37,84.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,2.5Y 8/2,,
320-U1336A-10H-1-A,320,U1336,A,10,10-1,H,1,A,0,150,84,85.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,
320-U1336A-10H-1-A,320,U1336,A,10,10-1,H,1,A,0,150,84,85.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,2.5Y 8/2,,
320-U1336A-10H-2-A,320,U1336,A,10,10-2,H,2,A,0,150,85.5,87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,
320-U1336A-10H-2-A,320,U1336,A,10,10-2,H,2,A,0,150,85.5,87,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,2.5Y 8/2,,
320-U1336A-10H-3-A,320,U1336,A,10,10-3,H,3,A,0,150,87,88.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,
320-U1336A-10H-3-A,320,U1336,A,10,10-3,H,3,A,0,150,87,88.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,2.5Y 8/2,,
320-U1336A-10H-4-A,320,U1336,A,10,10-4,H,4,A,0,150,88.5,90,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,
320-U1336A-10H-4-A,320,U1336,A,10,10-4,H,4,A,0,150,88.5,90,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,2.5Y 8/2,,
320-U1336A-10H-5-A,320,U1336,A,10,10-5,H,5,A,0,150,90,91.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,
320-U1336A-10H-5-A,320,U1336,A,10,10-5,H,5,A,0,150,90,91.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,2.5Y 8/2,,
320-U1336A-10H-6-A,320,U1336,A,10,10-6,H,6,A,0,64,91.5,92.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,2.5Y 8/1,,
320-U1336A-10H-6-A,320,U1336,A,10,10-6,H,6,A,0,64,91.5,92.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,2.5Y 8/2,,
320-U1336A-10H-6-A,320,U1336,A,10,10-6,H,6,A,64,120,92.14,92.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-10H-7-A,320,U1336,A,10,10-7,H,7,A,0,88,92.7,93.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-10H-CC-A,320,U1336,A,10,10-CC,H,CC,A,0,21,93.58,93.79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-11H-1-A,320,U1336,A,11,11-1,H,1,A,0,150,93.5,95,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-11H-2-A,320,U1336,A,11,11-2,H,2,A,0,150,95,96.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-11H-3-A,320,U1336,A,11,11-3,H,3,A,0,150,96.5,98,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-11H-4-A,320,U1336,A,11,11-4,H,4,A,0,150,98,99.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-11H-5-A,320,U1336,A,11,11-5,H,5,A,0,150,99.5,101,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-11H-6-A,320,U1336,A,11,11-6,H,6,A,0,150,101,102.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-11H-7-A,320,U1336,A,11,11-7,H,7,A,0,80,102.5,103.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-11H-CC-A,320,U1336,A,11,11-CC,H,CC,A,0,19,103.3,103.49,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-12H-1-A,320,U1336,A,12,12-1,H,1,A,0,150,103,104.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-12H-2-A,320,U1336,A,12,12-2,H,2,A,0,150,104.5,106,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-12H-3-A,320,U1336,A,12,12-3,H,3,A,0,150,106,107.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-12H-4-A,320,U1336,A,12,12-4,H,4,A,0,150,107.5,109,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-12H-5-A,320,U1336,A,12,12-5,H,5,A,0,150,109,110.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-12H-6-A,320,U1336,A,12,12-6,H,6,A,0,100,110.5,111.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-12H-7-A,320,U1336,A,12,12-7,H,7,A,0,76,111.5,112.26,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-12H-CC-A,320,U1336,A,12,12-CC,H,CC,A,0,17,112.26,112.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-13H-1-A,320,U1336,A,13,13-1,H,1,A,0,150,112.5,114,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-13H-2-A,320,U1336,A,13,13-2,H,2,A,0,150,114,115.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-13H-3-A,320,U1336,A,13,13-3,H,3,A,0,150,115.5,117,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-13H-4-A,320,U1336,A,13,13-4,H,4,A,0,150,117,118.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-13H-5-A,320,U1336,A,13,13-5,H,5,A,0,150,118.5,120,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-13H-6-A,320,U1336,A,13,13-6,H,6,A,0,120,120,121.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-13H-6-A,320,U1336,A,13,13-6,H,6,A,120,150,121.2,121.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,
320-U1336A-13H-7-A,320,U1336,A,13,13-7,H,7,A,0,82,121.5,122.32,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,
320-U1336A-13H-CC-A,320,U1336,A,13,13-CC,H,CC,A,0,26,122.32,122.58,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,,
320-U1336A-14H-1-A,320,U1336,A,14,14-1,H,1,A,0,150,122,123.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10GY 8/1,,
320-U1336A-15H-1-A,320,U1336,A,15,15-1,H,1,A,0,147,123.5,124.97,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifers,Nannofossil ooze with foraminifers,100,soft,10GY 8/1,,
320-U1336A-15H-1-A,320,U1336,A,15,15-1,H,1,A,147,150,124.97,125,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10GY 8/1,,
320-U1336A-15H-1-A,320,U1336,A,15,15-1,H,1,A,147,150,124.97,125,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-15H-2-A,320,U1336,A,15,15-2,H,2,A,0,150,125,126.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10GY 8/1,,
320-U1336A-15H-2-A,320,U1336,A,15,15-2,H,2,A,0,150,125,126.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-15H-3-A,320,U1336,A,15,15-3,H,3,A,0,150,126.5,128,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10GY 8/1,,
320-U1336A-15H-3-A,320,U1336,A,15,15-3,H,3,A,0,150,126.5,128,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-15H-4-A,320,U1336,A,15,15-4,H,4,A,0,150,128,129.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10GY 8/1,,
320-U1336A-15H-4-A,320,U1336,A,15,15-4,H,4,A,0,150,128,129.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-15H-5-A,320,U1336,A,15,15-5,H,5,A,0,150,129.5,131,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10GY 8/1,,
320-U1336A-15H-5-A,320,U1336,A,15,15-5,H,5,A,0,150,129.5,131,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-15H-6-A,320,U1336,A,15,15-6,H,6,A,0,150,131,132.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10GY 8/1,,
320-U1336A-15H-6-A,320,U1336,A,15,15-6,H,6,A,0,150,131,132.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-15H-7-A,320,U1336,A,15,15-7,H,7,A,0,66,132.5,133.16,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10GY 8/1,,
320-U1336A-15H-7-A,320,U1336,A,15,15-7,H,7,A,0,66,132.5,133.16,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-15H-CC-A,320,U1336,A,15,15-CC,H,CC,A,0,25,133.16,133.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10GY 8/1,,
320-U1336A-15H-CC-A,320,U1336,A,15,15-CC,H,CC,A,0,25,133.16,133.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,N 8,,
320-U1336A-16H-1-A,320,U1336,A,16,16-1,H,1,A,0,150,133,134.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-16H-1-A,320,U1336,A,16,16-1,H,1,A,0,150,133,134.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-16H-2-A,320,U1336,A,16,16-2,H,2,A,0,150,134.5,136,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-16H-2-A,320,U1336,A,16,16-2,H,2,A,0,150,134.5,136,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-16H-3-A,320,U1336,A,16,16-3,H,3,A,0,150,136,137.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-16H-3-A,320,U1336,A,16,16-3,H,3,A,0,150,136,137.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-16H-4-A,320,U1336,A,16,16-4,H,4,A,0,150,137.5,139,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-16H-4-A,320,U1336,A,16,16-4,H,4,A,0,150,137.5,139,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-16H-5-A,320,U1336,A,16,16-5,H,5,A,0,5,139,139.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-16H-5-A,320,U1336,A,16,16-5,H,5,A,0,5,139,139.05,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-16H-5-A,320,U1336,A,16,16-5,H,5,A,5,150,139.05,140.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,Contains firm intervals of nannofossil ooze with radiolarians (rads are mostly calcified),
320-U1336A-16H-6-A,320,U1336,A,16,16-6,H,6,A,0,127,140.5,141.77,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,Contains firm intervals of nannofossil ooze with radiolarians (rads are mostly calcified),
320-U1336A-16H-CC-A,320,U1336,A,16,16-CC,H,CC,A,0,23,141.77,142,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,N 8,Contains firm intervals of nannofossil ooze with radiolarians (rads are mostly calcified),
320-U1336A-17H-1-A,320,U1336,A,17,17-1,H,1,A,0,150,142,143.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-17H-1-A,320,U1336,A,17,17-1,H,1,A,0,150,142,143.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-17H-2-A,320,U1336,A,17,17-2,H,2,A,0,150,143.5,145,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-17H-2-A,320,U1336,A,17,17-2,H,2,A,0,150,143.5,145,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-17H-3-A,320,U1336,A,17,17-3,H,3,A,0,150,145,146.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-17H-3-A,320,U1336,A,17,17-3,H,3,A,0,150,145,146.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-17H-4-A,320,U1336,A,17,17-4,H,4,A,0,150,146.5,148,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-17H-4-A,320,U1336,A,17,17-4,H,4,A,0,150,146.5,148,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-17H-5-A,320,U1336,A,17,17-5,H,5,A,0,150,148,149.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-17H-5-A,320,U1336,A,17,17-5,H,5,A,0,150,148,149.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-17H-6-A,320,U1336,A,17,17-6,H,6,A,0,150,149.5,151,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-17H-6-A,320,U1336,A,17,17-6,H,6,A,0,150,149.5,151,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-17H-7-A,320,U1336,A,17,17-7,H,7,A,0,63,151,151.63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-17H-7-A,320,U1336,A,17,17-7,H,7,A,0,63,151,151.63,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-17H-CC-A,320,U1336,A,17,17-CC,H,CC,A,0,21,151.63,151.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-17H-CC-A,320,U1336,A,17,17-CC,H,CC,A,0,21,151.63,151.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-18H-1-A,320,U1336,A,18,18-1,H,1,A,0,150,151.5,153,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
320-U1336A-18H-1-A,320,U1336,A,18,18-1,H,1,A,0,150,151.5,153,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,N 8,,
320-U1336A-18H-2-A,320,U1336,A,18,18-2,H,2,A,0,150,153,154.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10GY 8/1,,
