Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1411B-2H-1-A,342,U1411,B,2,2-1,H,1,A,84,105,1.74,1.95,,clay [Leg339],with silt [Leg339],clay  with silt ,7.5YR 4/6 (strong brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with silt ,,,,,,,
342-U1411B-2H-1-A,342,U1411,B,2,2-1,H,1,A,105,150,1.95,2.4,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,7.5YR 6/2 (pinkish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-2-A,342,U1411,B,2,2-2,H,2,A,0,17,2.4,2.57,foraminiferal [Leg339],nannofossil ooze [Leg339],with silt [Leg339],foraminiferal  nannofossil ooze  with silt ,7.5YR 6/2 (pinkish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with silt ,,,,,,,
342-U1411B-2H-2-A,342,U1411,B,2,2-2,H,2,A,17,61,2.57,3.01,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,2.5Y 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-2-A,342,U1411,B,2,2-2,H,2,A,61,76,3.01,3.16,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 6/3 (light brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-2-A,342,U1411,B,2,2-2,H,2,A,76,101,3.16,3.41,foraminiferal [Leg339],nannofossil ooze [Leg339],with silt [Leg339],foraminiferal  nannofossil ooze  with silt ,10YR 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with silt ,,,,,,,
342-U1411B-2H-2-A,342,U1411,B,2,2-2,H,2,A,101,113,3.41,3.53,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-2-A,342,U1411,B,2,2-2,H,2,A,113,150,3.53,3.9,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,7.5YR 5/4 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-3-A,342,U1411,B,2,2-3,H,3,A,0,39,3.9,4.29,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 6/3 (light brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-3-A,342,U1411,B,2,2-3,H,3,A,39,67,4.29,4.57,foraminiferal [Leg339],nannofossil ooze [Leg339],with silt [Leg339],foraminiferal  nannofossil ooze  with silt ,10YR 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with silt ,,,,,,,
342-U1411B-2H-3-A,342,U1411,B,2,2-3,H,3,A,67,127,4.57,5.17,silty [Leg339],clay [Leg339],,silty  clay ,10YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-2H-3-A,342,U1411,B,2,2-3,H,3,A,127,142,5.17,5.32,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,2.5Y 5/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-3-A,342,U1411,B,2,2-3,H,3,A,129,139,5.19,5.29,,,,,,,,,,,,clumps of poorly cemented claystone ,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,,,
342-U1411B-2H-3-A,342,U1411,B,2,2-3,H,3,A,142,150,5.32,5.4,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,7.5YR 5/2 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-4-A,342,U1411,B,2,2-4,H,4,A,0,16,5.4,5.56,,clay [Leg339],,clay ,7.5YR 5/2 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411B-2H-4-A,342,U1411,B,2,2-4,H,4,A,16,63,5.56,6.03,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 6/3 (light brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-4-A,342,U1411,B,2,2-4,H,4,A,63,76,6.03,6.16,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-4-A,342,U1411,B,2,2-4,H,4,A,76,100,6.16,6.4,foraminiferal [Leg339],nannofossil ooze [Leg339],with silt [Leg339],foraminiferal  nannofossil ooze  with silt ,2.5Y 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with silt ,,,,,,,
342-U1411B-2H-4-A,342,U1411,B,2,2-4,H,4,A,100,126,6.4,6.66,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411B-2H-4-A,342,U1411,B,2,2-4,H,4,A,126,140,6.66,6.8,,clay [Leg339],,clay ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411B-2H-4-A,342,U1411,B,2,2-4,H,4,A,140,150,6.8,6.9,foraminiferal [Leg339],clay [Leg339],with nannofossils [Leg339],foraminiferal  clay  with nannofossils ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with nannofossils ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,0,9,6.9,6.99,,clay [Leg339],,clay ,7.5YR 6/3 (light brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,9,34,6.99,7.24,foraminiferal [Leg339],nannofossil ooze [Leg339],with silt [Leg339],foraminiferal  nannofossil ooze  with silt ,7.5YR 6/3 (light brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with silt ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,34,56,7.24,7.46,foraminiferal [Leg339],nannofossil ooze [Leg339],with silt [Leg339],foraminiferal  nannofossil ooze  with silt ,2.5Y 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with silt ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,56,83,7.46,7.73,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,83,94,7.73,7.84,clayey [Leg339],foraminiferal ooze [Leg339],with silt [Leg339],clayey  foraminiferal ooze  with silt ,2.5Y 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   foraminiferal ooze ,foraminiferal ooze   with silt ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,84,90,7.74,7.8,,,,,,,,,,,,granite dropstone,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,,,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,94,107,7.84,7.97,silty [Leg339],clay [Leg339],with nannofossils [Leg339],silty  clay  with nannofossils ,7.5YR 5/4 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with nannofossils ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,107,110,7.97,8,,clay [Leg339],,clay ,7.5YR 4/6 (strong brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,110,136,8,8.26,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,7.5YR 5/4 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,136,150,8.26,8.4,,clay [Leg339],,clay ,7.5YR 4/6 (strong brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411B-2H-5-A,342,U1411,B,2,2-5,H,5,A,142,144,8.32,8.34,,,,,,,,,,,,limestone dropstone (very nice) looks Proterozoic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1411B-2H-6-A,342,U1411,B,2,2-6,H,6,A,0,16,8.4,8.56,,clay [Leg339],,clay ,7.5YR 5/4 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411B-2H-6-A,342,U1411,B,2,2-6,H,6,A,16,36,8.56,8.76,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-6-A,342,U1411,B,2,2-6,H,6,A,36,67,8.76,9.07,foraminiferal [Leg339],clay [Leg339],with nannofossils [Leg339],foraminiferal  clay  with nannofossils ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with nannofossils ,,,,,,,
342-U1411B-2H-6-A,342,U1411,B,2,2-6,H,6,A,67,74,9.07,9.14,foraminiferal [Leg339],nannofossil ooze [Leg339],with silt [Leg339],foraminiferal  nannofossil ooze  with silt ,2.5Y 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with silt ,,,,,,,
342-U1411B-2H-6-A,342,U1411,B,2,2-6,H,6,A,74,99,9.14,9.39,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-6-A,342,U1411,B,2,2-6,H,6,A,99,109,9.39,9.49,silty [Leg339],foraminiferal ooze [Leg339],,silty  foraminiferal ooze ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   foraminiferal ooze ,foraminiferal ooze ,,,,,,,
342-U1411B-2H-6-A,342,U1411,B,2,2-6,H,6,A,109,126,9.49,9.66,foraminiferal [Leg339],nannofossil ooze [Leg339],with silt [Leg339],foraminiferal  nannofossil ooze  with silt ,2.5Y 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   nannofossil ooze ,nannofossil ooze   with silt ,,,,,,,
342-U1411B-2H-6-A,342,U1411,B,2,2-6,H,6,A,126,141,9.66,9.9,silty [Leg339],sand [Leg339],with foraminifers [Leg339],silty  sand  with foraminifers ,2.5Y 6/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   sand ,sand   with foraminifers ,,,,,,,
342-U1411B-2H-7-A,342,U1411,B,2,2-7,H,7,A,0,17,9.9,10.07,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-7-A,342,U1411,B,2,2-7,H,7,A,17,37,10.07,10.27,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-7-A,342,U1411,B,2,2-7,H,7,A,37,40,10.27,10.3,silty [Leg339],sand [Leg339],with foraminifers [Leg339],silty  sand  with foraminifers ,2.5Y 6/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   sand ,sand   with foraminifers ,,,,,,,
342-U1411B-2H-7-A,342,U1411,B,2,2-7,H,7,A,40,44,10.3,10.34,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-7-A,342,U1411,B,2,2-7,H,7,A,44,46,10.34,10.36,silty [Leg339],sand [Leg339],with foraminifers [Leg339],silty  sand  with foraminifers ,2.5Y 6/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   sand ,sand   with foraminifers ,,,,,,,
342-U1411B-2H-7-A,342,U1411,B,2,2-7,H,7,A,46,55,10.36,10.45,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-7-A,342,U1411,B,2,2-7,H,7,A,55,77,10.45,10.67,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-2H-CC-A,342,U1411,B,2,2-CC,H,CC,A,0,13,10.67,10.88,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-3H-1-A,342,U1411,B,3,3-1,H,1,A,0,150,10.4,11.9,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-3H-2-A,342,U1411,B,3,3-2,H,2,A,0,150,11.9,13.4,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-3H-3-A,342,U1411,B,3,3-3,H,3,A,0,29,13.4,13.69,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-3H-3-A,342,U1411,B,3,3-3,H,3,A,29,30,13.69,13.7,clayey [Leg339],sand [Leg339],with silt [Leg339],clayey  sand  with silt ,5G 4/2 (grayish green),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clayey   sand ,sand   with silt ,,,,,,,
342-U1411B-3H-3-A,342,U1411,B,3,3-3,H,3,A,30,95,13.7,14.35,sandy [Leg339],silt [Leg339],with clay [Leg339],sandy  silt  with clay ,10Y 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sandy   silt ,silt   with clay ,,,,,,,
342-U1411B-3H-3-A,342,U1411,B,3,3-3,H,3,A,95,125,14.35,14.65,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-3-A,342,U1411,B,3,3-3,H,3,A,125,133,14.65,14.73,foraminiferal [Leg339],clay [Leg339],with silt [Leg339],foraminiferal  clay  with silt ,2.5Y 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   clay ,clay   with silt ,,,,,,,
342-U1411B-3H-3-A,342,U1411,B,3,3-3,H,3,A,133,139,14.73,14.79,,clay [Leg339],,clay ,5G 4/2 (grayish green),,cement,glauconite,,,,true glauconitic hardground,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
342-U1411B-3H-3-A,342,U1411,B,3,3-3,H,3,A,139,150,14.79,14.9,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-4-A,342,U1411,B,3,3-4,H,4,A,0,150,14.9,16.4,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-4-A,342,U1411,B,3,3-4,H,4,A,28,29,15.18,15.19,,,,,,,mineral,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1411B-3H-5-A,342,U1411,B,3,3-5,H,5,A,0,37,16.4,16.77,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-5-A,342,U1411,B,3,3-5,H,5,A,37,150,16.77,17.9,silty [Leg339],clay [Leg339],,silty  clay ,10Y 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-6-A,342,U1411,B,3,3-6,H,6,A,0,73,17.9,18.63,silty [Leg339],clay [Leg339],,silty  clay ,10Y 4/1 (dark greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-6-A,342,U1411,B,3,3-6,H,6,A,73,74,18.63,18.64,silty [Leg339],clay [Leg339],,silty  clay ,,,mineral,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-6-A,342,U1411,B,3,3-6,H,6,A,73,142,18.63,19.4,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-7-A,342,U1411,B,3,3-7,H,7,A,0,61,19.4,20.01,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-3H-CC-A,342,U1411,B,3,3-CC,H,CC,A,0,21,20.01,20.3,silty [Leg339],clay [Leg339],,silty  clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,,
342-U1411B-4H-1-A,342,U1411,B,4,4-1,H,1,A,0,10,19.9,20,,clay [Leg339],,clay ,5G 4/2 (grayish green),,cement,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,
