Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data,Extra Sample ID Data
342-U1411B-1H-1-A,342,U1411,B,1,1-1,H,1,A,0,5,0,0.05,silty [Leg339],sand [Leg339],with foraminifers [Leg339],silty  sand  with foraminifers ,10YR 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   sand ,sand   with foraminifers ,,,,,,,
342-U1411B-1H-1-A,342,U1411,B,1,1-1,H,1,A,0,42,0,0.42,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,10YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-1H-1-A,342,U1411,B,1,1-1,H,1,A,42,71,0.42,0.71,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,10YR 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-1H-CC-A,342,U1411,B,1,1-CC,H,CC,A,0,14,0.71,0.93,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,10YR 5/2 (grayish brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-1-A,342,U1411,B,2,2-1,H,1,A,0,12,0.9,1.02,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,2.5Y 5/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-1-A,342,U1411,B,2,2-1,H,1,A,12,35,1.02,1.25,foraminiferal [Leg339],clay [Leg339],with nannofossils [Leg339],foraminiferal  clay  with nannofossils ,2.5Y 6/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,pebble [W22_2],,,,,,foraminiferal   clay ,clay   with nannofossils ,,,,,,,
342-U1411B-2H-1-A,342,U1411,B,2,2-1,H,1,A,16,19,1.06,1.09,,,,,,,,,,,,red arkosic sandstone drop-stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1411B-2H-1-A,342,U1411,B,2,2-1,H,1,A,35,61,1.25,1.51,,clay [Leg339],with foraminifers [Leg339],clay  with foraminifers ,7.5YR 5/3 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with foraminifers ,,,,,,,
342-U1411B-2H-1-A,342,U1411,B,2,2-1,H,1,A,61,65,1.51,1.55,silty [Leg339],sand [Leg339],with foraminifers [Leg339],silty  sand  with foraminifers ,5Y 5/1 (gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   sand ,sand   with foraminifers ,,,,,,,
342-U1411B-2H-1-A,342,U1411,B,2,2-1,H,1,A,65,84,1.55,1.74,silty [Leg339],clay [Leg339],with foraminifers [Leg339],silty  clay  with foraminifers ,7.5YR 5/4 (brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay   with foraminifers ,,,,,,,
